method,pixel_auroc,pixel_ap,image_auroc,image_ap,image_f1_max
B,0.8990246060484901,0.6216548163064808,0.9921052631578948,0.9976597476597479,0.983050847457627
S,0.9073908655826373,0.6038539263453009,0.968421052631579,0.9895097643707055,0.9672131147540983
C,0.9624478728677478,0.5904276737398799,0.9964912280701754,0.9989285714285715,0.9833333333333333
A1_J,0.9333081748290571,0.6607093133124341,1.0,1.0,1.0
TRI_J,0.9280366257229862,0.6620576419895213,0.9956140350877193,0.9986805555555557,0.9833333333333333
BAL_J,0.9405387824553746,0.6700843820471322,0.9982456140350878,0.9994489981785065,0.9917355371900827
DUP_J,0.9198952739103569,0.6523684840670549,1.0,1.0,1.0
DUP_BAL_J,0.9333081748290571,0.6607093133124341,1.0,1.0,1.0
DUP_EXPECTED_J,0.9198952739103569,0.6523684840670549,1.0,1.0,1.0
A1_L,0.9299123308690325,0.6577701681013983,1.0,1.0,1.0
DUP_L,0.9172616423904558,0.6509797864255789,0.999122807017544,0.9997267759562843,0.9917355371900827
TRI_L,0.9252619441376002,0.6610078137578071,0.9947368421052631,0.998440170940171,0.9833333333333333
BAL_L,0.937502592869214,0.6683800145673937,0.9956140350877193,0.9986805555555557,0.9833333333333333
