method,pixel_auroc,pixel_ap,image_auroc,image_ap,image_f1_max
B,0.9605054598035339,0.14484412647910166,0.7581,0.6457339740115658,0.7894736842105263
S,0.960540121881783,0.11500911900699094,0.8255,0.7850429896907958,0.773913043478261
C,0.9230438814509825,0.052860700600720595,0.6586,0.6666133585013362,0.6867924528301887
A1_J,0.9636897957525732,0.16998907258789137,0.7833999999999999,0.7044695879824754,0.8054298642533936
TRI_J,0.9645337242335505,0.16281507935430425,0.8364999999999999,0.8116973600196329,0.7860262008733624
BAL_J,0.9643842118426499,0.17156408309457805,0.8527,0.8351444775237424,0.806122448979592
DUP_J,0.9632418732045712,0.16092039251887963,0.773,0.6784002140486745,0.7982062780269058
DUP_BAL_J,0.9636897957525732,0.16998907258789137,0.7833999999999999,0.7044695879824754,0.8054298642533936
DUP_EXPECTED_J,0.9632418732045712,0.16092039251887963,0.773,0.6784002140486745,0.7982062780269058
A1_L,0.9684240372478681,0.1774029928517322,0.7884,0.6975702202615854,0.8053097345132744
DUP_L,0.9657212018626166,0.1629286178119735,0.7739,0.671549402372535,0.8017241379310345
TRI_L,0.9700833504580084,0.17005328344732232,0.8485000000000001,0.8029220484421683,0.8054298642533936
BAL_L,0.9719025602755128,0.18338944339013746,0.8588,0.8242504346870123,0.8125
