method,pixel_auroc,pixel_ap,image_auroc,image_ap,image_f1_max
B,0.9480453073026841,0.11168573452343859,0.8892,0.8748148822581839,0.8387096774193549
S,0.9272478971492049,0.011522351585759953,0.959,0.9195123109599941,0.9514563106796116
C,0.9737274187475216,0.04359670477415016,0.7459,0.741984907160901,0.7214611872146119
A1_J,0.966682732542648,0.15587151636917485,0.9547999999999999,0.9522645384781033,0.8899521531100477
TRI_J,0.947731373007702,0.0817799163225823,0.9522,0.9398803978072747,0.9107981220657277
BAL_J,0.9573127824806634,0.07551771464874421,0.9414,0.9273288370847481,0.9107981220657277
DUP_J,0.9595804853319589,0.14527736541727504,0.9298,0.9263691526160877,0.8609865470852018
DUP_BAL_J,0.966682732542648,0.15587151636917485,0.9547999999999999,0.9522645384781033,0.8899521531100477
DUP_EXPECTED_J,0.9595804853319589,0.14527736541727504,0.9298,0.9263691526160877,0.8609865470852018
A1_L,0.9718857949363953,0.15502386579084462,0.9108,0.90591236733323,0.8504672897196263
DUP_L,0.9630682872962042,0.14840286021722424,0.9073,0.8984770910794628,0.8557692307692307
TRI_L,0.9620779161886986,0.09161678783762087,0.9721,0.9629763299956766,0.9302325581395349
BAL_L,0.9705915080980396,0.0846280502295444,0.9589,0.9465694335663529,0.9259259259259259
