category,sample_count,image_auroc,image_ap,image_f1_max,pixel_auroc,pixel_ap,aupro
mvtec_bottle,83,0.9253968253968253,0.9772294184291352,0.9206349206349206,0.9270947964633182,0.541545778670012,0.6958984070870178
mvtec_cable,150,0.7312593703148426,0.8370147122476029,0.7705627705627704,0.8807668708069452,0.4054789367463622,0.6074317155106446
mvtec_capsule,132,0.5173514160351017,0.8560816329398777,0.9121338912133891,0.8498285767191577,0.17245492693835382,0.3675343791649091
mvtec_carpet,117,0.9618780096308186,0.9894938873046125,0.9444444444444444,0.9769099038745774,0.5017453595400007,0.8182679829169552
mvtec_grid,78,0.5338345864661653,0.7457445416769826,0.8444444444444443,0.5618121842132477,0.008855210649479523,0.1409878497246041
mvtec_hazelnut,110,0.7917857142857142,0.8881276738049779,0.8235294117647058,0.9217154770416642,0.25632717189906423,0.7139815309314153
mvtec_leather,124,1.0,1.0000000000000002,1.0,0.9858967545099288,0.3529165740834155,0.9422711235551797
mvtec_metal_nut,115,0.6392961876832846,0.8529893949690365,0.8979591836734693,0.809969616616801,0.3573505461063222,0.4554185884754747
mvtec_pill,167,0.5981996726677578,0.9008280964304933,0.9185667752442997,0.903556498661747,0.582409206091695,0.6728193564502644
mvtec_screw,160,0.46730887476941996,0.7105959964266999,0.8530465949820789,0.8435143967184576,0.011379564543086997,0.4827797645256038
mvtec_tile,117,0.988095238095238,0.9963081142202456,0.9822485207100591,0.9384133650251963,0.5829909505502028,0.6814500521609622
mvtec_toothbrush,42,0.7083333333333333,0.8853882448085962,0.8695652173913044,0.9317322030406118,0.42458118609390255,0.5013171214322186
mvtec_transistor,100,0.81625,0.8140229988876329,0.7252747252747253,0.9323445892875799,0.6226079089678183,0.7304512335257703
mvtec_wood,79,0.9447368421052632,0.9805195065790654,0.9600000000000001,0.8996847905211832,0.38158733010296697,0.6454080096892221
mvtec_zipper,151,0.8949579831932774,0.9674550214158306,0.926829268292683,0.9153798105390549,0.27166102157557165,0.7459330844495505
