dataset,seed,shot,perturbation,n_configs,n_configs_point_positive,n_configs_interval_excludes_zero_95,all_configs_same_direction,configs_same_direction_as_dataset_mean,config_deltas,note
mpdd,0,1,input_geometry (common_region - native_frame),6,0,5,True,6,"{""controlled_A1_J"": -0.16592986237925078, ""controlled_A1_L"": -0.19474760585362985, ""PatchCore_native_local128"": -0.0008715281607468664, ""PatchCore_native_official224"": -0.002000268049746796, ""anomalydino_canvas"": -0.4754931138350202, ""anomalydino_canvas_rotation"": -0.46187067007635113}","a direction statement, not a ranking: no configuration is ordered and no cross-configuration significance test is run"
