dataset,evaluation_revision,metric,branch,contrast,n_conditions,conditions,point_delta,bootstrap_mean,ci95_low,ci95_high,ci9875_low,ci9875_high,n_replicates,effect_scale,ci95_excludes_zero,ci9875_excludes_zero,reaches_effect_scale,family,purpose
mpdd,study,pixel_ap,E1,I_TRI_E: (TRI_E_L-DUP_L) - (TRI_E_J-DUP_J),12,s0k1;s0k2;s0k4;s0k8;s1k1;s1k2;s1k4;s1k8;s2k1;s2k2;s2k4;s2k8,0.009697774175793867,0.009952522912272034,0.006285309701457007,0.013913613800377377,0.005285136987595145,0.015041489719391513,1000,0.005,True,True,True,E1 interactions (2 datasets x 2 contrasts),post-hoc exploratory; not a pre-specified confirmation
mpdd,study,pixel_ap,E1,I_BAL_E: (BAL_E_L-A1_L) - (BAL_E_J-A1_J),12,s0k1;s0k2;s0k4;s0k8;s1k1;s1k2;s1k4;s1k8;s2k1;s2k2;s2k4;s2k8,0.006971126322497527,0.007469564399186048,0.003534409739291844,0.0117581481395399,0.002899230521637705,0.01309337442974036,1000,0.005,True,True,True,E1 interactions (2 datasets x 2 contrasts),post-hoc exploratory; not a pre-specified confirmation
btad,corrected,pixel_ap,E1,I_TRI_E: (TRI_E_L-DUP_L) - (TRI_E_J-DUP_J),12,s0k1;s0k2;s0k4;s0k8;s1k1;s1k2;s1k4;s1k8;s2k1;s2k2;s2k4;s2k8,0.004273083512822767,0.0044112790693151835,0.0015754809797534056,0.007322055572245353,0.000669990759795593,0.008294239706102664,1000,0.005,True,True,False,E1 interactions (2 datasets x 2 contrasts),post-hoc exploratory; not a pre-specified confirmation
btad,corrected,pixel_ap,E1,I_BAL_E: (BAL_E_L-A1_L) - (BAL_E_J-A1_J),12,s0k1;s0k2;s0k4;s0k8;s1k1;s1k2;s1k4;s1k8;s2k1;s2k2;s2k4;s2k8,0.001601771630731626,0.0017376959547885547,-0.0008999524611660204,0.0044109245911429975,-0.0013818561373966142,0.005161921854860576,1000,0.005,False,False,False,E1 interactions (2 datasets x 2 contrasts),post-hoc exploratory; not a pre-specified confirmation
btad,study,pixel_ap,E1,I_TRI_E: (TRI_E_L-DUP_L) - (TRI_E_J-DUP_J),12,s0k1;s0k2;s0k4;s0k8;s1k1;s1k2;s1k4;s1k8;s2k1;s2k2;s2k4;s2k8,0.004076448744355254,0.004220710063459037,0.0014763460369181711,0.007044208997338459,0.0006430246423720027,0.008025558507246651,1000,0.005,True,True,False,E1 interactions (2 datasets x 2 contrasts),post-hoc exploratory; not a pre-specified confirmation
btad,study,pixel_ap,E1,I_BAL_E: (BAL_E_L-A1_L) - (BAL_E_J-A1_J),12,s0k1;s0k2;s0k4;s0k8;s1k1;s1k2;s1k4;s1k8;s2k1;s2k2;s2k4;s2k8,0.0012020247985204773,0.0013387425955793866,-0.0013454056568474816,0.003940434258921491,-0.0020177964107970106,0.004995078132655068,1000,0.005,False,False,False,E1 interactions (2 datasets x 2 contrasts),post-hoc exploratory; not a pre-specified confirmation
