method,pixel_auroc,pixel_ap,image_auroc,image_ap,image_f1_max
B,0.9597095743312318,0.5968533750364975,1.0,0.9999999999999998,1.0
S,0.9525829322874757,0.574637049582996,1.0,0.9999999999999998,1.0
C,0.9526615246458512,0.6456093639275303,1.0,0.9999999999999998,1.0
A1_J,0.9660517438031595,0.642073782114378,1.0,0.9999999999999998,1.0
TRI_J,0.9636473644592393,0.6146841104945185,1.0,0.9999999999999998,1.0
BAL_J,0.9656319110347562,0.6324589283393165,1.0,0.9999999999999998,1.0
DUP_J,0.9639235177161644,0.6265170718356807,1.0,0.9999999999999998,1.0
DUP_BAL_J,0.9660517438031595,0.642073782114378,1.0,0.9999999999999998,1.0
DUP_EXPECTED_J,0.9639235177161644,0.6265170718356807,1.0,0.9999999999999998,1.0
A1_L,0.9654942850515935,0.6356437835125437,1.0,0.9999999999999998,1.0
DUP_L,0.9634827227223595,0.621546515493475,1.0,0.9999999999999998,1.0
TRI_L,0.9631810748101306,0.6189505790829132,1.0,0.9999999999999998,1.0
BAL_L,0.9649209075162892,0.6330056570347531,1.0,0.9999999999999998,1.0
