method,dataset,seed,shot,category,frame,n_test,grid,map_size,pixel_ap,pixel_auroc,pixel_ap_stride8,pixel_auroc_stride8,image_image_auroc,image_image_ap,image_score,memory_bank_s,scoring_s,evaluation_s,wall_clock_s,s_per_image,peak_gpu_mb,peak_ram_mb,peak_gpu_source,peak_ram_source,timing_sync,memory_bank_rows,reference_ids,rotation,masking
AnomalyDINO_native_dinov2_vits14,mpdd,0,1,bracket_black,canvas,79,32x32,448x448,0.03614515455924453,0.9311672294745759,0.04272505385937127,0.9340722628776609,0.46875,0.629075429131972,official mean of the top 1% patch distances,0.601,9.384,1.335,11.321,0.1188,111.76025390625,961.9,torch.cuda.max_memory_allocated at the end of the unit,GetProcessMemoryInfo PeakWorkingSetSize (true process peak),torch.cuda.synchronize() before each stage boundary,8192,bracket_black/train/good/271.png,True,False
AnomalyDINO_native_dinov2_vits14,mpdd,0,1,bracket_brown,canvas,77,32x32,448x448,0.04956358214855229,0.9319643879701345,0.049332746738867346,0.9326330849867495,0.473604826546003,0.6685657910604056,official mean of the top 1% patch distances,0.389,9.187,1.309,10.885,0.1193,111.64794921875,961.9,torch.cuda.max_memory_allocated at the end of the unit,GetProcessMemoryInfo PeakWorkingSetSize (true process peak),torch.cuda.synchronize() before each stage boundary,8192,bracket_brown/train/good/039.png,True,False
AnomalyDINO_native_dinov2_vits14,mpdd,0,1,bracket_white,canvas,60,32x32,448x448,0.11818283000889492,0.9901566212277203,0.11832315437848047,0.9921079545868967,0.6888888888888889,0.5953426474643764,official mean of the top 1% patch distances,0.373,7.111,0.981,8.465,0.1185,111.64794921875,961.9,torch.cuda.max_memory_allocated at the end of the unit,GetProcessMemoryInfo PeakWorkingSetSize (true process peak),torch.cuda.synchronize() before each stage boundary,8192,bracket_white/train/good/023.png,True,False
AnomalyDINO_native_dinov2_vits14,mpdd,0,1,connector,canvas,44,32x32,448x448,0.09775370927617077,0.947199541936885,0.09955013296957327,0.9468966218500349,0.5571428571428572,0.3685643007956373,official mean of the top 1% patch distances,0.355,5.179,0.716,6.25,0.1177,111.64794921875,961.9,torch.cuda.max_memory_allocated at the end of the unit,GetProcessMemoryInfo PeakWorkingSetSize (true process peak),torch.cuda.synchronize() before each stage boundary,8192,connector/train/good/048.png,True,False
AnomalyDINO_native_dinov2_vits14,mpdd,0,1,metal_plate,canvas,97,32x32,448x448,0.8514559810104909,0.97160215097783,0.8560284921473866,0.9726749621418675,1.0,1.0,official mean of the top 1% patch distances,0.367,11.019,2.054,13.441,0.1136,111.64794921875,1024.7,torch.cuda.max_memory_allocated at the end of the unit,GetProcessMemoryInfo PeakWorkingSetSize (true process peak),torch.cuda.synchronize() before each stage boundary,8192,metal_plate/train/good/029.png,True,False
AnomalyDINO_native_dinov2_vits14,mpdd,0,1,tubes,canvas,101,32x32,448x448,0.5736418488226569,0.9734084746599078,0.577030169805186,0.9740971224232391,0.9211956521739131,0.9675280973289936,official mean of the top 1% patch distances,0.387,12.392,1.788,14.567,0.1227,111.64794921875,1027.5,torch.cuda.max_memory_allocated at the end of the unit,GetProcessMemoryInfo PeakWorkingSetSize (true process peak),torch.cuda.synchronize() before each stage boundary,8192,tubes/train/good/069.png,True,False
AnomalyDINO_native_dinov2_vits14,mpdd,0,4,bracket_black,canvas,79,32x32,448x448,0.10653571057776669,0.9664551371726218,0.12921622896624937,0.969481870467515,0.6230053191489362,0.7359226696832376,official mean of the top 1% patch distances,1.54,18.427,1.47,21.437,0.2333,112.51611328125,1027.5,torch.cuda.max_memory_allocated at the end of the unit,GetProcessMemoryInfo PeakWorkingSetSize (true process peak),torch.cuda.synchronize() before each stage boundary,32768,bracket_black/train/good/271.png;bracket_black/train/good/281.png;bracket_black/train/good/084.png;bracket_black/train/good/143.png,True,False
AnomalyDINO_native_dinov2_vits14,mpdd,0,4,bracket_brown,canvas,77,32x32,448x448,0.0469088591619825,0.9347171361467357,0.047123917219336675,0.9354777346263753,0.5535444947209653,0.7223290092978468,official mean of the top 1% patch distances,1.393,16.951,1.333,19.677,0.2201,112.51611328125,1027.5,torch.cuda.max_memory_allocated at the end of the unit,GetProcessMemoryInfo PeakWorkingSetSize (true process peak),torch.cuda.synchronize() before each stage boundary,32768,bracket_brown/train/good/039.png;bracket_brown/train/good/160.png;bracket_brown/train/good/150.png;bracket_brown/train/good/051.png,True,False
AnomalyDINO_native_dinov2_vits14,mpdd,0,4,bracket_white,canvas,60,32x32,448x448,0.0839929552898644,0.9946874598606896,0.0924847024202744,0.9957714341804352,0.7355555555555555,0.6518251713554963,official mean of the top 1% patch distances,1.599,13.34,1.029,15.968,0.2223,112.51611328125,1027.5,torch.cuda.max_memory_allocated at the end of the unit,GetProcessMemoryInfo PeakWorkingSetSize (true process peak),torch.cuda.synchronize() before each stage boundary,32768,bracket_white/train/good/023.png;bracket_white/train/good/103.png;bracket_white/train/good/003.png;bracket_white/train/good/073.png,True,False
AnomalyDINO_native_dinov2_vits14,mpdd,0,4,connector,canvas,44,32x32,448x448,0.20866852748797443,0.969552806905666,0.21351625645592434,0.969506690826288,0.8428571428571429,0.6708235516428793,official mean of the top 1% patch distances,1.498,9.594,0.715,11.807,0.218,112.51611328125,1027.5,torch.cuda.max_memory_allocated at the end of the unit,GetProcessMemoryInfo PeakWorkingSetSize (true process peak),torch.cuda.synchronize() before each stage boundary,32768,connector/train/good/048.png;connector/train/good/043.png;connector/train/good/108.png;connector/train/good/072.png,True,False
