method,dataset,seed,shot,category,frame,n_test,grid,map_size,pixel_ap,pixel_auroc,pixel_ap_stride8,pixel_auroc_stride8,image_image_auroc,image_image_ap,image_score,memory_bank_s,scoring_s,evaluation_s,wall_clock_s,s_per_image,peak_gpu_mb,peak_ram_mb,peak_gpu_source,peak_ram_source,timing_sync,memory_bank_rows,reference_ids,rotation,masking
AnomalyDINO_native_dinov2_vits14,mpdd,0,4,metal_plate,canvas,97,32x32,448x448,0.8853764734823865,0.9758746472354298,0.8861240834873725,0.9762050169169293,1.0,1.0,official mean of the top 1% patch distances,1.398,20.745,2.04,24.183,0.2139,112.51611328125,1027.5,torch.cuda.max_memory_allocated at the end of the unit,GetProcessMemoryInfo PeakWorkingSetSize (true process peak),torch.cuda.synchronize() before each stage boundary,32768,metal_plate/train/good/029.png;metal_plate/train/good/012.png;metal_plate/train/good/040.png;metal_plate/train/good/043.png,True,False
AnomalyDINO_native_dinov2_vits14,mpdd,0,4,tubes,canvas,101,32x32,448x448,0.6049331195471929,0.9780390296681921,0.6085810483057477,0.9783967733931151,0.9393115942028986,0.9765048625978686,official mean of the top 1% patch distances,1.395,22.142,1.826,25.364,0.2192,112.51611328125,1027.5,torch.cuda.max_memory_allocated at the end of the unit,GetProcessMemoryInfo PeakWorkingSetSize (true process peak),torch.cuda.synchronize() before each stage boundary,32768,tubes/train/good/069.png;tubes/train/good/105.png;tubes/train/good/023.png;tubes/train/good/044.png,True,False
AnomalyDINO_native_dinov2_vits14,mpdd,1,1,bracket_black,canvas,79,32x32,448x448,0.09713621647163459,0.9163961095916499,0.1169812657642805,0.9199658906494891,0.5272606382978724,0.6673708596968077,official mean of the top 1% patch distances,0.363,9.488,1.321,11.173,0.1201,112.51611328125,1027.5,torch.cuda.max_memory_allocated at the end of the unit,GetProcessMemoryInfo PeakWorkingSetSize (true process peak),torch.cuda.synchronize() before each stage boundary,8192,bracket_black/train/good/240.png,True,False
AnomalyDINO_native_dinov2_vits14,mpdd,1,1,bracket_brown,canvas,77,32x32,448x448,0.059527318703818236,0.9357602593369382,0.05927925728094281,0.9367605553132157,0.4947209653092006,0.679488435586649,official mean of the top 1% patch distances,0.373,9.221,1.324,10.918,0.1198,112.51611328125,1027.5,torch.cuda.max_memory_allocated at the end of the unit,GetProcessMemoryInfo PeakWorkingSetSize (true process peak),torch.cuda.synchronize() before each stage boundary,8192,bracket_brown/train/good/040.png,True,False
AnomalyDINO_native_dinov2_vits14,mpdd,1,1,bracket_white,canvas,60,32x32,448x448,0.05607857817403805,0.9825198402286734,0.04710456414907248,0.987219235530189,0.6288888888888889,0.5485095103852635,official mean of the top 1% patch distances,0.394,7.121,1.036,8.55,0.1187,112.51611328125,1027.5,torch.cuda.max_memory_allocated at the end of the unit,GetProcessMemoryInfo PeakWorkingSetSize (true process peak),torch.cuda.synchronize() before each stage boundary,8192,bracket_white/train/good/099.png,True,False
AnomalyDINO_native_dinov2_vits14,mpdd,1,1,connector,canvas,44,32x32,448x448,0.23115938021449206,0.9734314565079984,0.23702145482186723,0.9726562744429208,0.8547619047619047,0.7632207364604533,official mean of the top 1% patch distances,0.405,5.244,0.748,6.396,0.1192,112.51611328125,1027.5,torch.cuda.max_memory_allocated at the end of the unit,GetProcessMemoryInfo PeakWorkingSetSize (true process peak),torch.cuda.synchronize() before each stage boundary,8192,connector/train/good/014.png,True,False
AnomalyDINO_native_dinov2_vits14,mpdd,1,1,metal_plate,canvas,97,32x32,448x448,0.8781152860931154,0.9702660388694564,0.8784289810348691,0.970459950061808,1.0,1.0,official mean of the top 1% patch distances,0.369,11.07,1.96,13.399,0.1141,112.51611328125,1027.5,torch.cuda.max_memory_allocated at the end of the unit,GetProcessMemoryInfo PeakWorkingSetSize (true process peak),torch.cuda.synchronize() before each stage boundary,8192,metal_plate/train/good/002.png,True,False
AnomalyDINO_native_dinov2_vits14,mpdd,1,1,tubes,canvas,101,32x32,448x448,0.5453174991428286,0.9708098163950362,0.5490843630040055,0.9713381829397457,0.9701086956521738,0.9874974116714006,official mean of the top 1% patch distances,0.363,12.241,1.707,14.31,0.1212,112.51611328125,1027.5,torch.cuda.max_memory_allocated at the end of the unit,GetProcessMemoryInfo PeakWorkingSetSize (true process peak),torch.cuda.synchronize() before each stage boundary,8192,tubes/train/good/121.png,True,False
AnomalyDINO_native_dinov2_vits14,mpdd,1,4,bracket_black,canvas,79,32x32,448x448,0.070084784105662,0.9340215925842151,0.08735281428010418,0.9357771277525094,0.39694148936170215,0.5811070747002431,official mean of the top 1% patch distances,1.533,17.283,1.399,20.215,0.2188,112.51611328125,1027.5,torch.cuda.max_memory_allocated at the end of the unit,GetProcessMemoryInfo PeakWorkingSetSize (true process peak),torch.cuda.synchronize() before each stage boundary,32768,bracket_black/train/good/240.png;bracket_black/train/good/252.png;bracket_black/train/good/135.png;bracket_black/train/good/223.png,True,False
AnomalyDINO_native_dinov2_vits14,mpdd,1,4,bracket_brown,canvas,77,32x32,448x448,0.06336386248198302,0.9409054218789445,0.062099477979620024,0.9407906817008354,0.6251885369532428,0.7338086183649577,official mean of the top 1% patch distances,1.465,16.642,1.351,19.458,0.2161,112.51611328125,1027.5,torch.cuda.max_memory_allocated at the end of the unit,GetProcessMemoryInfo PeakWorkingSetSize (true process peak),torch.cuda.synchronize() before each stage boundary,32768,bracket_brown/train/good/040.png;bracket_brown/train/good/158.png;bracket_brown/train/good/139.png;bracket_brown/train/good/144.png,True,False
AnomalyDINO_native_dinov2_vits14,mpdd,1,4,bracket_white,canvas,60,32x32,448x448,0.15387390823097039,0.9975032307814065,0.14783166260900205,0.9982106633044181,0.7811111111111111,0.7339429233711913,official mean of the top 1% patch distances,1.38,12.887,1.004,15.271,0.2148,112.51611328125,1027.5,torch.cuda.max_memory_allocated at the end of the unit,GetProcessMemoryInfo PeakWorkingSetSize (true process peak),torch.cuda.synchronize() before each stage boundary,32768,bracket_white/train/good/099.png;bracket_white/train/good/084.png;bracket_white/train/good/068.png;bracket_white/train/good/010.png,True,False
AnomalyDINO_native_dinov2_vits14,mpdd,1,4,connector,canvas,44,32x32,448x448,0.36109037249628473,0.9818494970605856,0.368255927617711,0.9814778700233736,0.9095238095238096,0.8162589394732251,official mean of the top 1% patch distances,1.384,9.572,0.739,11.695,0.2175,112.51611328125,1027.5,torch.cuda.max_memory_allocated at the end of the unit,GetProcessMemoryInfo PeakWorkingSetSize (true process peak),torch.cuda.synchronize() before each stage boundary,32768,connector/train/good/014.png;connector/train/good/046.png;connector/train/good/071.png;connector/train/good/036.png,True,False
AnomalyDINO_native_dinov2_vits14,mpdd,1,4,metal_plate,canvas,97,32x32,448x448,0.8861692080012503,0.9777940793032469,0.8870522521336368,0.9781186318680694,1.0,1.0,official mean of the top 1% patch distances,1.401,20.617,1.933,23.951,0.2125,112.51611328125,1027.5,torch.cuda.max_memory_allocated at the end of the unit,GetProcessMemoryInfo PeakWorkingSetSize (true process peak),torch.cuda.synchronize() before each stage boundary,32768,metal_plate/train/good/002.png;metal_plate/train/good/038.png;metal_plate/train/good/011.png;metal_plate/train/good/025.png,True,False
AnomalyDINO_native_dinov2_vits14,mpdd,1,4,tubes,canvas,101,32x32,448x448,0.6112996903376796,0.9770625143638587,0.6154599591110341,0.9775808282563572,0.953804347826087,0.9815311847485885,official mean of the top 1% patch distances,1.417,21.972,1.77,25.159,0.2175,112.51611328125,1027.5,torch.cuda.max_memory_allocated at the end of the unit,GetProcessMemoryInfo PeakWorkingSetSize (true process peak),torch.cuda.synchronize() before each stage boundary,32768,tubes/train/good/121.png;tubes/train/good/050.png;tubes/train/good/020.png;tubes/train/good/110.png,True,False
AnomalyDINO_native_dinov2_vits14,btad,0,1,01,canvas,70,32x32,448x448,0.4045381873260265,0.9398707922744378,0.3979438852614798,0.9345422953037344,0.9203109815354713,0.9706113442997624,official mean of the top 1% patch distances,0.509,7.644,1.203,9.356,0.1092,112.51611328125,1027.5,torch.cuda.max_memory_allocated at the end of the unit,GetProcessMemoryInfo PeakWorkingSetSize (true process peak),torch.cuda.synchronize() before each stage boundary,8192,01/train/ok/0150.bmp,True,False
AnomalyDINO_native_dinov2_vits14,btad,0,1,02,canvas,230,32x32,448x448,0.6687406726092485,0.9668415932635561,0.6681326549317056,0.9665179815207547,0.9395,0.9900517447860604,official mean of the top 1% patch distances,0.307,20.202,4.63,25.14,0.0878,112.51611328125,1027.5,torch.cuda.max_memory_allocated at the end of the unit,GetProcessMemoryInfo PeakWorkingSetSize (true process peak),torch.cuda.synchronize() before each stage boundary,8192,02/train/ok/0151.png,True,False
AnomalyDINO_native_dinov2_vits14,btad,0,1,03,canvas,441,32x42,448x588,0.6975107604349972,0.9958138050694492,0.7016395923172953,0.9960994157294712,0.9697560975609756,0.850376179361514,official mean of the top 1% patch distances,0.41,58.835,11.535,70.78,0.1334,118.80029296875,1724.2,torch.cuda.max_memory_allocated at the end of the unit,GetProcessMemoryInfo PeakWorkingSetSize (true process peak),torch.cuda.synchronize() before each stage boundary,10752,03/train/ok/0439.bmp,True,False
AnomalyDINO_native_dinov2_vits14,btad,0,4,01,canvas,70,32x32,448x448,0.37451399999975554,0.9294271383851805,0.36880308283439317,0.9243701642044503,0.9203109815354713,0.9712809153478663,official mean of the top 1% patch distances,1.767,14.715,1.192,17.673,0.2102,112.51611328125,1724.2,torch.cuda.max_memory_allocated at the end of the unit,GetProcessMemoryInfo PeakWorkingSetSize (true process peak),torch.cuda.synchronize() before each stage boundary,32768,01/train/ok/0150.bmp;01/train/ok/0381.bmp;01/train/ok/0006.bmp;01/train/ok/0004.bmp,True,False
AnomalyDINO_native_dinov2_vits14,btad,0,4,02,canvas,230,32x32,448x448,0.6564290172662897,0.9641130135402473,0.655846488957075,0.9638369072509498,0.9050000000000001,0.9845558225866058,official mean of the top 1% patch distances,1.109,44.24,4.789,50.137,0.1923,112.51611328125,1724.2,torch.cuda.max_memory_allocated at the end of the unit,GetProcessMemoryInfo PeakWorkingSetSize (true process peak),torch.cuda.synchronize() before each stage boundary,32768,02/train/ok/0151.png;02/train/ok/0381.png;02/train/ok/0006.png;02/train/ok/0004.png,True,False
AnomalyDINO_native_dinov2_vits14,btad,0,4,03,canvas,441,32x42,448x588,0.7182749051631477,0.9975679296769502,0.7224130060967943,0.9976938754213013,0.9968902439024391,0.958325541088093,official mean of the top 1% patch distances,1.482,123.321,11.264,136.067,0.2796,118.80029296875,1922.5,torch.cuda.max_memory_allocated at the end of the unit,GetProcessMemoryInfo PeakWorkingSetSize (true process peak),torch.cuda.synchronize() before each stage boundary,43008,03/train/ok/0439.bmp;03/train/ok/0621.bmp;03/train/ok/0160.bmp;03/train/ok/0549.bmp,True,False
AnomalyDINO_native_dinov2_vits14,btad,1,1,01,canvas,70,32x32,448x448,0.42175325174935774,0.9461099404359113,0.415286586029994,0.9398828635236122,0.9076773566569486,0.9664440316502709,official mean of the top 1% patch distances,0.453,7.642,1.234,9.33,0.1092,112.51611328125,1922.5,torch.cuda.max_memory_allocated at the end of the unit,GetProcessMemoryInfo PeakWorkingSetSize (true process peak),torch.cuda.synchronize() before each stage boundary,8192,01/train/ok/0202.bmp,True,False
AnomalyDINO_native_dinov2_vits14,btad,1,1,02,canvas,230,32x32,448x448,0.6215440427965377,0.9617733008893045,0.6199367157767761,0.9614077076814252,0.9321666666666667,0.9896441079136141,official mean of the top 1% patch distances,0.309,20.32,4.423,25.052,0.0883,112.51611328125,1922.5,torch.cuda.max_memory_allocated at the end of the unit,GetProcessMemoryInfo PeakWorkingSetSize (true process peak),torch.cuda.synchronize() before each stage boundary,8192,02/train/ok/0121.png,True,False
AnomalyDINO_native_dinov2_vits14,btad,1,1,03,canvas,441,32x42,448x588,0.6732190522488092,0.9949012132631027,0.6777897782868744,0.9951752101752049,0.9807926829268292,0.8657761109249853,official mean of the top 1% patch distances,0.389,54.477,10.958,65.825,0.1235,118.80029296875,1922.5,torch.cuda.max_memory_allocated at the end of the unit,GetProcessMemoryInfo PeakWorkingSetSize (true process peak),torch.cuda.synchronize() before each stage boundary,10752,03/train/ok/0852.bmp,True,False
AnomalyDINO_native_dinov2_vits14,btad,1,4,01,canvas,70,32x32,448x448,0.4401142154388711,0.9511028113920903,0.4335716191324284,0.9455700423365151,0.9504373177842566,0.9818243389783574,official mean of the top 1% patch distances,1.747,14.466,1.236,17.449,0.2067,112.51611328125,1922.5,torch.cuda.max_memory_allocated at the end of the unit,GetProcessMemoryInfo PeakWorkingSetSize (true process peak),torch.cuda.synchronize() before each stage boundary,32768,01/train/ok/0202.bmp;01/train/ok/0152.bmp;01/train/ok/0264.bmp;01/train/ok/0336.bmp,True,False
AnomalyDINO_native_dinov2_vits14,btad,1,4,02,canvas,230,32x32,448x448,0.6197640345967884,0.9611960708374742,0.6185712250167024,0.96095116224765,0.9169999999999999,0.986642773438509,official mean of the top 1% patch distances,1.261,43.127,4.493,48.88,0.1875,112.51611328125,1922.5,torch.cuda.max_memory_allocated at the end of the unit,GetProcessMemoryInfo PeakWorkingSetSize (true process peak),torch.cuda.synchronize() before each stage boundary,32768,02/train/ok/0121.png;02/train/ok/0182.png;02/train/ok/0090.png;02/train/ok/0168.png,True,False
AnomalyDINO_native_dinov2_vits14,btad,1,4,03,canvas,441,32x42,448x588,0.7145943406925832,0.9969048834296349,0.7190828625311974,0.997078737597382,0.9941463414634146,0.9346630640684348,official mean of the top 1% patch distances,1.41,121.405,10.589,133.404,0.2753,118.80029296875,1948.2,torch.cuda.max_memory_allocated at the end of the unit,GetProcessMemoryInfo PeakWorkingSetSize (true process peak),torch.cuda.synchronize() before each stage boundary,43008,03/train/ok/0852.bmp;03/train/ok/0836.bmp;03/train/ok/0280.bmp;03/train/ok/0575.bmp,True,False
