method,pixel_auroc,pixel_ap,image_auroc,image_ap,image_f1_max
B,0.9384096949140661,0.6710473606479371,0.9936461388074291,0.9985212953476899,0.983957219251337
S,0.9392647708647646,0.6099541524293626,0.9535679374389052,0.985870592357865,0.978494623655914
C,0.941354033816705,0.6922967440590432,0.9755620723362659,0.99439802896248,0.9680851063829788
A1_J,0.9554737295275796,0.7377912278071905,0.998533724340176,0.9996580073145055,0.9893617021276596
TRI_J,0.952080217857776,0.7029381014852574,0.9951124144672532,0.9988118628135632,0.9893617021276596
BAL_J,0.9558073795528492,0.7208500695798916,0.9936461388074291,0.9984278019473459,0.9893617021276596
DUP_J,0.9503359379051958,0.7168908181222392,0.998533724340176,0.9996580073145055,0.9893617021276596
DUP_BAL_J,0.9554737295275796,0.7377912278071905,0.998533724340176,0.9996580073145055,0.9893617021276596
DUP_EXPECTED_J,0.9503359379051958,0.7168908181222392,0.998533724340176,0.9996580073145055,0.9893617021276596
A1_L,0.960648126263468,0.7530179875371885,0.9975562072336266,0.9994351978952184,0.9891304347826088
DUP_L,0.9534216606402455,0.724132647865757,0.9970674486803519,0.9993244199207696,0.9891304347826088
TRI_L,0.9594114286739106,0.7260223004355154,0.9926686217008798,0.9982002780903639,0.9893617021276596
BAL_L,0.9638126404681839,0.7477169797677861,0.9951124144672532,0.9988237337748975,0.9893617021276596
