method,pixel_auroc,pixel_ap,image_auroc,image_ap,image_f1_max
B,0.9948970258211779,0.7278653419231801,0.9879622344610542,0.9260403219483643,0.8813559322033899
S,0.9965487156433737,0.702640739435681,0.9909520062942565,0.9361373780536559,0.9206349206349206
C,0.9732178017916662,0.17809993707199057,0.8356412273800158,0.20736333972982937,0.33128834355828224
A1_J,0.9961275732700662,0.7544401048086974,0.9908733280881196,0.9220157513888385,0.8666666666666666
DUP_J,0.995840781954591,0.7517400749070093,0.9916601101494886,0.929722603300894,0.8888888888888888
TRI_J,0.9968767003247467,0.757632960801517,0.9943351691581432,0.9455428357695519,0.923076923076923
BAL_J,0.9967426132427358,0.7518787965394257,0.9907159716758458,0.9156249072248308,0.8421052631578947
DUP_BAL_J,0.9961275732700662,0.7544401048086974,0.9908733280881196,0.9220157513888385,0.8666666666666666
DUP_EXPECTED_J,0.995840781954591,0.7517400749070093,0.9916601101494886,0.929722603300894,0.8888888888888888
A1_L,0.9968595891348939,0.7635353242794447,0.9905586152635719,0.9270213805516575,0.8813559322033899
DUP_L,0.9964099148304807,0.7554656814617505,0.9908733280881196,0.9343441346670474,0.8813559322033899
TRI_L,0.9974437114868958,0.7655546027062357,0.9940204563335956,0.9478844564116706,0.9374999999999999
BAL_L,0.9974229686731924,0.7622510125201332,0.9922895357985838,0.9288664177644037,0.875
