figure,dataset,category,role,seed,K,image_index,sample_id,mapcache,mapcache_sha256,per_image_metrics_source,metric_AP_A1_J,metric_AP_A1_L,metric_AP_delta_L_minus_J,shared_color_range,threshold,threshold_bin_0_255,threshold_raw_score,roi_xyxy_canvas,contour_rule,roi_selection_rule,selection_rule,source_selection_csv,source_candidates_csv,image_sha256,mask_sha256,font_floor_pt,figure_path,figure_sha256
qualitative_improvements_part1,mpdd,bracket_white,improvement,0,4,7,bracket_white/test/defective_painting/007.png,experiments/dynamic_fusion/representation_matching_interaction_20260914/04_new_encoder/units/mpdd_s0_k4/bracket_white__study/patch_scores.npz,545fa2bdd296a056072afed036331fdf57d403c007a2a5c92eda6675f1c32ce6,experiments/dynamic_fusion/representation_matching_interaction_20260914/04_new_encoder/units/mpdd_s0_k4/bracket_white__study/per_image.csv,0.5,1.0,0.5,"[0.01793796755373478, 0.2914403975009918]",0.8941176470588236,228,0.262481316683047,"[84, 73, 344, 333]",quantize shared-range L_norm to 256 bins; Otsu between-class variance; smallest-bin tie; contour of L_norm >= threshold,"GT mask bbox on the 448 x 448 canvas, side clamp(1.8 x max(bbox width, height), 96, 260), clipped, identical for every panel","frozen closeout performance rows: MPDD seed 0, K = 4, rank abnormal test images by stored per-image Pixel-AP change A1_L - A1_J and take the category better/worse extreme",experiments/dynamic_fusion/paper_evidence_closeout_20260914/03_paper/fig5_selection.csv,experiments/dynamic_fusion/paper_evidence_closeout_20260914/03_paper/fig5_selection_candidates.csv,89595de990ea0dab2d00fc2eda51d75631f1d9f1d00950c15a822ee9d5df15f8,f970ef6e5291b78bebc24448a6d3615cb1b9fb200b7d35e866be18ae506b570f,11.5,docs/paper_complete_review_20260920/figures/qualitative_improvements_part1.png,2656bd41840d8acdea6e6957bb3b06b3e5209f24437eff84583f0d3c13996e2b
qualitative_improvements_part1,mpdd,bracket_brown,improvement,0,4,50,bracket_brown/test/parts_mismatch/007.png,experiments/dynamic_fusion/representation_matching_interaction_20260914/04_new_encoder/units/mpdd_s0_k4/bracket_brown__study/patch_scores.npz,6473b51c571c66d51704e504e8f299a660e04ae99515e64b81e2272bb1dafec3,experiments/dynamic_fusion/representation_matching_interaction_20260914/04_new_encoder/units/mpdd_s0_k4/bracket_brown__study/per_image.csv,0.32446640316205533,0.7678160919540229,0.44334968879196757,"[0.008423274382948875, 0.15181900560855865]",0.8705882352941177,222,0.1332619109793621,"[146, 352, 242, 448]",quantize shared-range L_norm to 256 bins; Otsu between-class variance; smallest-bin tie; contour of L_norm >= threshold,"GT mask bbox on the 448 x 448 canvas, side clamp(1.8 x max(bbox width, height), 96, 260), clipped, identical for every panel","frozen closeout performance rows: MPDD seed 0, K = 4, rank abnormal test images by stored per-image Pixel-AP change A1_L - A1_J and take the category better/worse extreme",experiments/dynamic_fusion/paper_evidence_closeout_20260914/03_paper/fig5_selection.csv,experiments/dynamic_fusion/paper_evidence_closeout_20260914/03_paper/fig5_selection_candidates.csv,e10b131481a2fc48937a5b8c748aeeb7182d1f93b539647874538ec55df19912,c439438d70731cdf484f0e7e76bbed5e3045ccdbc5e252a103fe99ef6e6123c3,11.5,docs/paper_complete_review_20260920/figures/qualitative_improvements_part1.png,2656bd41840d8acdea6e6957bb3b06b3e5209f24437eff84583f0d3c13996e2b
qualitative_improvements_part2,mpdd,bracket_black,improvement,0,4,77,bracket_black/test/scratches/033.png,experiments/dynamic_fusion/representation_matching_interaction_20260914/04_new_encoder/units/mpdd_s0_k4/bracket_black__study/patch_scores.npz,d6daef36bda88f174bf89b90c254a48a2e6fe612b107e79de25fb6f7a450d3fa,experiments/dynamic_fusion/representation_matching_interaction_20260914/04_new_encoder/units/mpdd_s0_k4/bracket_black__study/per_image.csv,0.237935835328126,0.445277257013388,0.20734142168526198,"[0.014525584876537323, 0.25397440791130066]",0.788235294117647,201,0.2032675983274684,"[132, 56, 228, 152]",quantize shared-range L_norm to 256 bins; Otsu between-class variance; smallest-bin tie; contour of L_norm >= threshold,"GT mask bbox on the 448 x 448 canvas, side clamp(1.8 x max(bbox width, height), 96, 260), clipped, identical for every panel","frozen closeout performance rows: MPDD seed 0, K = 4, rank abnormal test images by stored per-image Pixel-AP change A1_L - A1_J and take the category better/worse extreme",experiments/dynamic_fusion/paper_evidence_closeout_20260914/03_paper/fig5_selection.csv,experiments/dynamic_fusion/paper_evidence_closeout_20260914/03_paper/fig5_selection_candidates.csv,79a7e6fefe4f4adc96acf559459acd157659d4c44327fed38e6c599e47b70c03,7d4ef077d830f033d2cbdd33aaf5cb655eadacba25f369419b3ff5e9003d6fbf,11.5,docs/paper_complete_review_20260920/figures/qualitative_improvements_part2.png,35227fa5ebf7c06870f867a9aac40374d83c9c5e358d2a394c35b115aa9efdb9
qualitative_mpdd_matching_degradations,mpdd,bracket_white,degradation,0,4,49,bracket_white/test/scratches/006.png,experiments/dynamic_fusion/representation_matching_interaction_20260914/04_new_encoder/units/mpdd_s0_k4/bracket_white__study/patch_scores.npz,545fa2bdd296a056072afed036331fdf57d403c007a2a5c92eda6675f1c32ce6,experiments/dynamic_fusion/representation_matching_interaction_20260914/04_new_encoder/units/mpdd_s0_k4/bracket_white__study/per_image.csv,1.0,0.5,-0.5,"[0.01738080568611622, 0.2947780191898346]",0.9647058823529412,246,0.2849875293014681,"[147, 78, 243, 174]",quantize shared-range L_norm to 256 bins; Otsu between-class variance; smallest-bin tie; contour of L_norm >= threshold,"GT mask bbox on the 448 x 448 canvas, side clamp(1.8 x max(bbox width, height), 96, 260), clipped, identical for every panel","frozen closeout performance rows: MPDD seed 0, K = 4, rank abnormal test images by stored per-image Pixel-AP change A1_L - A1_J and take the category better/worse extreme",experiments/dynamic_fusion/paper_evidence_closeout_20260914/03_paper/fig5_selection.csv,experiments/dynamic_fusion/paper_evidence_closeout_20260914/03_paper/fig5_selection_candidates.csv,151af385e2d4b9e1ceee55c2021e750f368695d98da6746a07daf5b6603c0b80,f3165fc96328ff0ac34301e89abd53f020e8112befe7dbc71df3d189c3dea7c1,11.5,docs/paper_complete_review_20260920/figures/qualitative_mpdd_matching_degradations.png,0f26cd46a7b29f62b07eab94fbab6396ea45bd2facd9f677e2a6e8ccb40b664a
qualitative_mpdd_matching_degradations,mpdd,bracket_black,degradation,0,4,76,bracket_black/test/scratches/032.png,experiments/dynamic_fusion/representation_matching_interaction_20260914/04_new_encoder/units/mpdd_s0_k4/bracket_black__study/patch_scores.npz,d6daef36bda88f174bf89b90c254a48a2e6fe612b107e79de25fb6f7a450d3fa,experiments/dynamic_fusion/representation_matching_interaction_20260914/04_new_encoder/units/mpdd_s0_k4/bracket_black__study/per_image.csv,0.45624786122298555,0.2072870342089739,-0.24896082701401165,"[0.0191397313028574, 0.2569413185119629]",0.8313725490196079,212,0.2168414430218,"[156, 54, 252, 150]",quantize shared-range L_norm to 256 bins; Otsu between-class variance; smallest-bin tie; contour of L_norm >= threshold,"GT mask bbox on the 448 x 448 canvas, side clamp(1.8 x max(bbox width, height), 96, 260), clipped, identical for every panel","frozen closeout performance rows: MPDD seed 0, K = 4, rank abnormal test images by stored per-image Pixel-AP change A1_L - A1_J and take the category better/worse extreme",experiments/dynamic_fusion/paper_evidence_closeout_20260914/03_paper/fig5_selection.csv,experiments/dynamic_fusion/paper_evidence_closeout_20260914/03_paper/fig5_selection_candidates.csv,ce30cc1aef701d5fc4e02d13019a05ddf6732ca2cc18784ee054ce4dac119e9c,802dc7ea0aace1ee0a26b121757993685949cd6f1c4b64dc309f356238db9302,11.5,docs/paper_complete_review_20260920/figures/qualitative_mpdd_matching_degradations.png,0f26cd46a7b29f62b07eab94fbab6396ea45bd2facd9f677e2a6e8ccb40b664a
