dataset,category,seed,grid,n_query,n_ref,query_sha256,ref_sha256,query_encoded,ref_encoded,query_seconds,ref_seconds,query_shape,ref_shape,reused
ksdd2,ksdd2,0,"[45, 16]",3,8,f7595218310112522e9b3ed16007c75745471b122c864418bbdb4b29a93ae97d,963f315e7f7df68c2f9076b5dc64628b1906fcf287b8d23de494a2c7b74030e1,True,True,0.97,2.42,"[3, 45, 16, 1536]","[8, 45, 16, 1536]",False
