dataset,seed,shot,category,method,pixel_stride,pixel_auroc,pixel_ap,image_auroc,image_ap
ksdd2,2,1,ksdd2,B,1,0.9712144586894698,0.4393475267707835,0.8006914785438275,0.5312395754073568
ksdd2,2,1,ksdd2,S,1,0.9909609042545927,0.5576070333205065,0.8661785641651414,0.652720550470681
ksdd2,2,1,ksdd2,C,1,0.9665528821379671,0.4561982183094239,0.8115009151921903,0.6866046436702682
ksdd2,2,1,ksdd2,A1_J,1,0.9800482804939283,0.5896015032529428,0.8551759202765915,0.7136845231902943
ksdd2,2,1,ksdd2,TRI_J,1,0.9889012642271385,0.6244492965028532,0.8634329875940615,0.7292349306324388
ksdd2,2,1,ksdd2,BAL_J,1,0.989420134779192,0.6379969891774456,0.8671649379703071,0.7549382254807132
ksdd2,2,1,ksdd2,DUP_J,1,0.9770142985377416,0.5552519120434416,0.8442953020134226,0.673541421274546
ksdd2,2,1,ksdd2,DUP_BAL_J,1,0.9800482804939283,0.5896015032529428,0.8551759202765915,0.7136845231902943
ksdd2,2,1,ksdd2,DUP_EXPECTED_J,1,0.9770142985377416,0.5552519120434416,0.8442953020134226,0.673541421274546
ksdd2,2,1,ksdd2,A1_L,1,0.9801207689654637,0.5940960400128157,0.8600264388854992,0.7204204017115309
ksdd2,2,1,ksdd2,DUP_L,1,0.9771315714077486,0.556811430243167,0.8481848688224526,0.6755122016430101
ksdd2,2,1,ksdd2,TRI_L,1,0.9893869264906455,0.6268761780930849,0.8693919056335163,0.7340965920645444
ksdd2,2,1,ksdd2,BAL_L,1,0.9900520973520277,0.642348536660333,0.8739373601789708,0.7593562974262371
