method,scope,image_index,sample_id,n_pairs,l_correct,j_correct,l_correct_j_wrong,l_wrong_j_correct,both_correct,both_wrong,l_tie,j_tie,any_tie,both_tie,l_correct_rate,j_correct_rate,l_correct_j_wrong_rate,l_wrong_j_correct_rate
A1,image,26,bracket_white/test/good/013.png,0,0,0,0,0,0,0,0,0,0,0,,,,
A1,image,27,bracket_white/test/good/014.png,0,0,0,0,0,0,0,0,0,0,0,,,,
A1,image,28,bracket_white/test/good/015.png,0,0,0,0,0,0,0,0,0,0,0,,,,
A1,image,29,bracket_white/test/good/016.png,0,0,0,0,0,0,0,0,0,0,0,,,,
A1,image,30,bracket_white/test/good/017.png,0,0,0,0,0,0,0,0,0,0,0,,,,
A1,image,31,bracket_white/test/good/018.png,0,0,0,0,0,0,0,0,0,0,0,,,,
A1,image,32,bracket_white/test/good/019.png,0,0,0,0,0,0,0,0,0,0,0,,,,
A1,image,33,bracket_white/test/good/020.png,0,0,0,0,0,0,0,0,0,0,0,,,,
A1,image,34,bracket_white/test/good/021.png,0,0,0,0,0,0,0,0,0,0,0,,,,
A1,image,35,bracket_white/test/good/022.png,0,0,0,0,0,0,0,0,0,0,0,,,,
A1,image,36,bracket_white/test/good/023.png,0,0,0,0,0,0,0,0,0,0,0,,,,
A1,image,37,bracket_white/test/good/024.png,0,0,0,0,0,0,0,0,0,0,0,,,,
A1,image,38,bracket_white/test/good/025.png,0,0,0,0,0,0,0,0,0,0,0,,,,
A1,image,39,bracket_white/test/good/026.png,0,0,0,0,0,0,0,0,0,0,0,,,,
A1,image,40,bracket_white/test/good/027.png,0,0,0,0,0,0,0,0,0,0,0,,,,
A1,image,41,bracket_white/test/good/028.png,0,0,0,0,0,0,0,0,0,0,0,,,,
A1,image,42,bracket_white/test/good/029.png,0,0,0,0,0,0,0,0,0,0,0,,,,
A1,image,43,bracket_white/test/scratches/000.png,448,440,436,6,2,434,6,0,0,0,0,0.9821428571428571,0.9732142857142857,0.013392857142857142,0.004464285714285714
A1,image,44,bracket_white/test/scratches/001.png,320,320,320,0,0,320,0,0,0,0,0,1.0,1.0,0.0,0.0
A1,image,45,bracket_white/test/scratches/002.png,640,626,621,7,2,619,12,0,0,0,0,0.978125,0.9703125,0.0109375,0.003125
A1,image,46,bracket_white/test/scratches/003.png,256,256,256,0,0,256,0,0,0,0,0,1.0,1.0,0.0,0.0
A1,image,47,bracket_white/test/scratches/004.png,384,382,379,3,0,379,2,0,0,0,0,0.9947916666666666,0.9869791666666666,0.0078125,0.0
A1,image,48,bracket_white/test/scratches/005.png,320,320,320,0,0,320,0,0,0,0,0,1.0,1.0,0.0,0.0
A1,image,49,bracket_white/test/scratches/006.png,384,378,375,3,0,375,6,0,0,0,0,0.984375,0.9765625,0.0078125,0.0
A1,image,50,bracket_white/test/scratches/007.png,384,384,384,0,0,384,0,0,0,0,0,1.0,1.0,0.0,0.0
A1,image,51,bracket_white/test/scratches/008.png,384,384,384,0,0,384,0,0,0,0,0,1.0,1.0,0.0,0.0
A1,image,52,bracket_white/test/scratches/009.png,384,384,384,0,0,384,0,0,0,0,0,1.0,1.0,0.0,0.0
A1,image,53,bracket_white/test/scratches/010.png,448,447,448,0,1,447,0,0,0,0,0,0.9977678571428571,1.0,0.0,0.002232142857142857
A1,image,54,bracket_white/test/scratches/011.png,640,639,638,1,0,638,1,0,0,0,0,0.9984375,0.996875,0.0015625,0.0
A1,image,55,bracket_white/test/scratches/012.png,320,320,320,0,0,320,0,0,0,0,0,1.0,1.0,0.0,0.0
A1,image,56,bracket_white/test/scratches/013.png,384,379,380,0,1,379,4,0,0,0,0,0.9869791666666666,0.9895833333333334,0.0,0.0026041666666666665
A1,image,57,bracket_white/test/scratches/014.png,704,703,701,2,0,701,1,0,0,0,0,0.9985795454545454,0.9957386363636364,0.002840909090909091,0.0
A1,image,58,bracket_white/test/scratches/015.png,448,448,447,1,0,447,0,0,0,0,0,1.0,0.9977678571428571,0.002232142857142857,0.0
A1,image,59,bracket_white/test/scratches/016.png,384,383,384,0,1,383,0,0,0,0,0,0.9973958333333334,1.0,0.0,0.0026041666666666665
A1,aggregate,-1,__ALL__,9984,9930,9914,25,9,9905,45,0,0,0,0,0.9945913461538461,0.992988782051282,0.0025040064102564105,0.0009014423076923077
TRI,image,0,bracket_white/test/defective_painting/000.png,192,192,192,0,0,192,0,0,0,0,0,1.0,1.0,0.0,0.0
TRI,image,1,bracket_white/test/defective_painting/001.png,192,189,189,0,0,189,3,0,0,0,0,0.984375,0.984375,0.0,0.0
TRI,image,2,bracket_white/test/defective_painting/002.png,192,191,192,0,1,191,0,0,0,0,0,0.9947916666666666,1.0,0.0,0.005208333333333333
TRI,image,3,bracket_white/test/defective_painting/003.png,128,128,127,1,0,127,0,0,0,0,0,1.0,0.9921875,0.0078125,0.0
TRI,image,4,bracket_white/test/defective_painting/004.png,128,127,127,0,0,127,1,0,0,0,0,0.9921875,0.9921875,0.0,0.0
TRI,image,5,bracket_white/test/defective_painting/005.png,128,128,128,0,0,128,0,0,0,0,0,1.0,1.0,0.0,0.0
TRI,image,6,bracket_white/test/defective_painting/006.png,192,192,191,1,0,191,0,0,0,0,0,1.0,0.9947916666666666,0.005208333333333333,0.0
TRI,image,7,bracket_white/test/defective_painting/007.png,320,317,317,0,0,317,3,0,0,0,0,0.990625,0.990625,0.0,0.0
TRI,image,8,bracket_white/test/defective_painting/008.png,384,384,384,0,0,384,0,0,0,0,0,1.0,1.0,0.0,0.0
TRI,image,9,bracket_white/test/defective_painting/009.png,256,256,256,0,0,256,0,0,0,0,0,1.0,1.0,0.0,0.0
TRI,image,10,bracket_white/test/defective_painting/010.png,128,126,124,2,0,124,2,0,0,0,0,0.984375,0.96875,0.015625,0.0
TRI,image,11,bracket_white/test/defective_painting/011.png,192,189,189,0,0,189,3,0,0,0,0,0.984375,0.984375,0.0,0.0
TRI,image,12,bracket_white/test/defective_painting/012.png,320,320,320,0,0,320,0,0,0,0,0,1.0,1.0,0.0,0.0
TRI,image,13,bracket_white/test/good/000.png,0,0,0,0,0,0,0,0,0,0,0,,,,
TRI,image,14,bracket_white/test/good/001.png,0,0,0,0,0,0,0,0,0,0,0,,,,
TRI,image,15,bracket_white/test/good/002.png,0,0,0,0,0,0,0,0,0,0,0,,,,
TRI,image,16,bracket_white/test/good/003.png,0,0,0,0,0,0,0,0,0,0,0,,,,
TRI,image,17,bracket_white/test/good/004.png,0,0,0,0,0,0,0,0,0,0,0,,,,
TRI,image,18,bracket_white/test/good/005.png,0,0,0,0,0,0,0,0,0,0,0,,,,
TRI,image,19,bracket_white/test/good/006.png,0,0,0,0,0,0,0,0,0,0,0,,,,
TRI,image,20,bracket_white/test/good/007.png,0,0,0,0,0,0,0,0,0,0,0,,,,
TRI,image,21,bracket_white/test/good/008.png,0,0,0,0,0,0,0,0,0,0,0,,,,
TRI,image,22,bracket_white/test/good/009.png,0,0,0,0,0,0,0,0,0,0,0,,,,
TRI,image,23,bracket_white/test/good/010.png,0,0,0,0,0,0,0,0,0,0,0,,,,
TRI,image,24,bracket_white/test/good/011.png,0,0,0,0,0,0,0,0,0,0,0,,,,
TRI,image,25,bracket_white/test/good/012.png,0,0,0,0,0,0,0,0,0,0,0,,,,
TRI,image,26,bracket_white/test/good/013.png,0,0,0,0,0,0,0,0,0,0,0,,,,
TRI,image,27,bracket_white/test/good/014.png,0,0,0,0,0,0,0,0,0,0,0,,,,
TRI,image,28,bracket_white/test/good/015.png,0,0,0,0,0,0,0,0,0,0,0,,,,
TRI,image,29,bracket_white/test/good/016.png,0,0,0,0,0,0,0,0,0,0,0,,,,
TRI,image,30,bracket_white/test/good/017.png,0,0,0,0,0,0,0,0,0,0,0,,,,
TRI,image,31,bracket_white/test/good/018.png,0,0,0,0,0,0,0,0,0,0,0,,,,
TRI,image,32,bracket_white/test/good/019.png,0,0,0,0,0,0,0,0,0,0,0,,,,
TRI,image,33,bracket_white/test/good/020.png,0,0,0,0,0,0,0,0,0,0,0,,,,
TRI,image,34,bracket_white/test/good/021.png,0,0,0,0,0,0,0,0,0,0,0,,,,
TRI,image,35,bracket_white/test/good/022.png,0,0,0,0,0,0,0,0,0,0,0,,,,
TRI,image,36,bracket_white/test/good/023.png,0,0,0,0,0,0,0,0,0,0,0,,,,
TRI,image,37,bracket_white/test/good/024.png,0,0,0,0,0,0,0,0,0,0,0,,,,
TRI,image,38,bracket_white/test/good/025.png,0,0,0,0,0,0,0,0,0,0,0,,,,
TRI,image,39,bracket_white/test/good/026.png,0,0,0,0,0,0,0,0,0,0,0,,,,
TRI,image,40,bracket_white/test/good/027.png,0,0,0,0,0,0,0,0,0,0,0,,,,
TRI,image,41,bracket_white/test/good/028.png,0,0,0,0,0,0,0,0,0,0,0,,,,
TRI,image,42,bracket_white/test/good/029.png,0,0,0,0,0,0,0,0,0,0,0,,,,
TRI,image,43,bracket_white/test/scratches/000.png,448,441,434,7,0,434,7,0,0,0,0,0.984375,0.96875,0.015625,0.0
TRI,image,44,bracket_white/test/scratches/001.png,320,320,320,0,0,320,0,0,0,0,0,1.0,1.0,0.0,0.0
TRI,image,45,bracket_white/test/scratches/002.png,640,627,613,15,1,612,12,0,0,0,0,0.9796875,0.9578125,0.0234375,0.0015625
TRI,image,46,bracket_white/test/scratches/003.png,256,256,256,0,0,256,0,0,0,0,0,1.0,1.0,0.0,0.0
TRI,image,47,bracket_white/test/scratches/004.png,384,380,379,1,0,379,4,0,0,0,0,0.9895833333333334,0.9869791666666666,0.0026041666666666665,0.0
TRI,image,48,bracket_white/test/scratches/005.png,320,320,320,0,0,320,0,0,0,0,0,1.0,1.0,0.0,0.0
TRI,image,49,bracket_white/test/scratches/006.png,384,379,373,6,0,373,5,0,0,0,0,0.9869791666666666,0.9713541666666666,0.015625,0.0
TRI,image,50,bracket_white/test/scratches/007.png,384,384,384,0,0,384,0,0,0,0,0,1.0,1.0,0.0,0.0
TRI,image,51,bracket_white/test/scratches/008.png,384,384,384,0,0,384,0,0,0,0,0,1.0,1.0,0.0,0.0
TRI,image,52,bracket_white/test/scratches/009.png,384,384,384,0,0,384,0,0,0,0,0,1.0,1.0,0.0,0.0
TRI,image,53,bracket_white/test/scratches/010.png,448,448,448,0,0,448,0,0,0,0,0,1.0,1.0,0.0,0.0
TRI,image,54,bracket_white/test/scratches/011.png,640,635,636,2,3,633,2,0,0,0,0,0.9921875,0.99375,0.003125,0.0046875
TRI,image,55,bracket_white/test/scratches/012.png,320,320,320,0,0,320,0,0,0,0,0,1.0,1.0,0.0,0.0
TRI,image,56,bracket_white/test/scratches/013.png,384,379,378,1,0,378,5,0,0,0,0,0.9869791666666666,0.984375,0.0026041666666666665,0.0
TRI,image,57,bracket_white/test/scratches/014.png,704,701,697,4,0,697,3,0,0,0,0,0.9957386363636364,0.9900568181818182,0.005681818181818182,0.0
TRI,image,58,bracket_white/test/scratches/015.png,448,448,447,1,0,447,0,0,0,0,0,1.0,0.9977678571428571,0.002232142857142857,0.0
TRI,image,59,bracket_white/test/scratches/016.png,384,384,384,0,0,384,0,0,0,0,0,1.0,1.0,0.0,0.0
TRI,aggregate,-1,__ALL__,9984,9929,9893,41,5,9888,50,0,0,0,0,0.9944911858974359,0.9908854166666666,0.004106570512820513,0.000500801282051282
BAL,image,0,bracket_white/test/defective_painting/000.png,192,192,192,0,0,192,0,0,0,0,0,1.0,1.0,0.0,0.0
BAL,image,1,bracket_white/test/defective_painting/001.png,192,189,189,0,0,189,3,0,0,0,0,0.984375,0.984375,0.0,0.0
BAL,image,2,bracket_white/test/defective_painting/002.png,192,191,192,0,1,191,0,0,0,0,0,0.9947916666666666,1.0,0.0,0.005208333333333333
BAL,image,3,bracket_white/test/defective_painting/003.png,128,128,128,0,0,128,0,0,0,0,0,1.0,1.0,0.0,0.0
BAL,image,4,bracket_white/test/defective_painting/004.png,128,127,127,0,0,127,1,0,0,0,0,0.9921875,0.9921875,0.0,0.0
BAL,image,5,bracket_white/test/defective_painting/005.png,128,128,128,0,0,128,0,0,0,0,0,1.0,1.0,0.0,0.0
BAL,image,6,bracket_white/test/defective_painting/006.png,192,192,191,1,0,191,0,0,0,0,0,1.0,0.9947916666666666,0.005208333333333333,0.0
BAL,image,7,bracket_white/test/defective_painting/007.png,320,317,320,0,3,317,0,0,0,0,0,0.990625,1.0,0.0,0.009375
BAL,image,8,bracket_white/test/defective_painting/008.png,384,384,384,0,0,384,0,0,0,0,0,1.0,1.0,0.0,0.0
BAL,image,9,bracket_white/test/defective_painting/009.png,256,256,256,0,0,256,0,0,0,0,0,1.0,1.0,0.0,0.0
BAL,image,10,bracket_white/test/defective_painting/010.png,128,126,125,1,0,125,2,0,0,0,0,0.984375,0.9765625,0.0078125,0.0
BAL,image,11,bracket_white/test/defective_painting/011.png,192,189,189,0,0,189,3,0,0,0,0,0.984375,0.984375,0.0,0.0
BAL,image,12,bracket_white/test/defective_painting/012.png,320,320,320,0,0,320,0,0,0,0,0,1.0,1.0,0.0,0.0
BAL,image,13,bracket_white/test/good/000.png,0,0,0,0,0,0,0,0,0,0,0,,,,
BAL,image,14,bracket_white/test/good/001.png,0,0,0,0,0,0,0,0,0,0,0,,,,
BAL,image,15,bracket_white/test/good/002.png,0,0,0,0,0,0,0,0,0,0,0,,,,
BAL,image,16,bracket_white/test/good/003.png,0,0,0,0,0,0,0,0,0,0,0,,,,
BAL,image,17,bracket_white/test/good/004.png,0,0,0,0,0,0,0,0,0,0,0,,,,
BAL,image,18,bracket_white/test/good/005.png,0,0,0,0,0,0,0,0,0,0,0,,,,
BAL,image,19,bracket_white/test/good/006.png,0,0,0,0,0,0,0,0,0,0,0,,,,
BAL,image,20,bracket_white/test/good/007.png,0,0,0,0,0,0,0,0,0,0,0,,,,
BAL,image,21,bracket_white/test/good/008.png,0,0,0,0,0,0,0,0,0,0,0,,,,
BAL,image,22,bracket_white/test/good/009.png,0,0,0,0,0,0,0,0,0,0,0,,,,
BAL,image,23,bracket_white/test/good/010.png,0,0,0,0,0,0,0,0,0,0,0,,,,
BAL,image,24,bracket_white/test/good/011.png,0,0,0,0,0,0,0,0,0,0,0,,,,
BAL,image,25,bracket_white/test/good/012.png,0,0,0,0,0,0,0,0,0,0,0,,,,
BAL,image,26,bracket_white/test/good/013.png,0,0,0,0,0,0,0,0,0,0,0,,,,
BAL,image,27,bracket_white/test/good/014.png,0,0,0,0,0,0,0,0,0,0,0,,,,
BAL,image,28,bracket_white/test/good/015.png,0,0,0,0,0,0,0,0,0,0,0,,,,
BAL,image,29,bracket_white/test/good/016.png,0,0,0,0,0,0,0,0,0,0,0,,,,
BAL,image,30,bracket_white/test/good/017.png,0,0,0,0,0,0,0,0,0,0,0,,,,
BAL,image,31,bracket_white/test/good/018.png,0,0,0,0,0,0,0,0,0,0,0,,,,
BAL,image,32,bracket_white/test/good/019.png,0,0,0,0,0,0,0,0,0,0,0,,,,
BAL,image,33,bracket_white/test/good/020.png,0,0,0,0,0,0,0,0,0,0,0,,,,
BAL,image,34,bracket_white/test/good/021.png,0,0,0,0,0,0,0,0,0,0,0,,,,
BAL,image,35,bracket_white/test/good/022.png,0,0,0,0,0,0,0,0,0,0,0,,,,
BAL,image,36,bracket_white/test/good/023.png,0,0,0,0,0,0,0,0,0,0,0,,,,
BAL,image,37,bracket_white/test/good/024.png,0,0,0,0,0,0,0,0,0,0,0,,,,
BAL,image,38,bracket_white/test/good/025.png,0,0,0,0,0,0,0,0,0,0,0,,,,
BAL,image,39,bracket_white/test/good/026.png,0,0,0,0,0,0,0,0,0,0,0,,,,
BAL,image,40,bracket_white/test/good/027.png,0,0,0,0,0,0,0,0,0,0,0,,,,
BAL,image,41,bracket_white/test/good/028.png,0,0,0,0,0,0,0,0,0,0,0,,,,
BAL,image,42,bracket_white/test/good/029.png,0,0,0,0,0,0,0,0,0,0,0,,,,
BAL,image,43,bracket_white/test/scratches/000.png,448,442,437,6,1,436,5,0,0,0,0,0.9866071428571429,0.9754464285714286,0.013392857142857142,0.002232142857142857
BAL,image,44,bracket_white/test/scratches/001.png,320,320,320,0,0,320,0,0,0,0,0,1.0,1.0,0.0,0.0
BAL,image,45,bracket_white/test/scratches/002.png,640,629,612,18,1,611,10,0,0,0,0,0.9828125,0.95625,0.028125,0.0015625
BAL,image,46,bracket_white/test/scratches/003.png,256,256,256,0,0,256,0,0,0,0,0,1.0,1.0,0.0,0.0
BAL,image,47,bracket_white/test/scratches/004.png,384,381,380,1,0,380,3,0,0,0,0,0.9921875,0.9895833333333334,0.0026041666666666665,0.0
BAL,image,48,bracket_white/test/scratches/005.png,320,320,319,1,0,319,0,0,0,0,0,1.0,0.996875,0.003125,0.0
BAL,image,49,bracket_white/test/scratches/006.png,384,379,376,3,0,376,5,0,0,0,0,0.9869791666666666,0.9791666666666666,0.0078125,0.0
BAL,image,50,bracket_white/test/scratches/007.png,384,384,384,0,0,384,0,0,0,0,0,1.0,1.0,0.0,0.0
BAL,image,51,bracket_white/test/scratches/008.png,384,384,384,0,0,384,0,0,0,0,0,1.0,1.0,0.0,0.0
BAL,image,52,bracket_white/test/scratches/009.png,384,384,384,0,0,384,0,0,0,0,0,1.0,1.0,0.0,0.0
BAL,image,53,bracket_white/test/scratches/010.png,448,448,448,0,0,448,0,0,0,0,0,1.0,1.0,0.0,0.0
BAL,image,54,bracket_white/test/scratches/011.png,640,639,638,2,1,637,0,0,0,0,0,0.9984375,0.996875,0.003125,0.0015625
BAL,image,55,bracket_white/test/scratches/012.png,320,320,320,0,0,320,0,0,0,0,0,1.0,1.0,0.0,0.0
BAL,image,56,bracket_white/test/scratches/013.png,384,379,379,0,0,379,5,0,0,0,0,0.9869791666666666,0.9869791666666666,0.0,0.0
BAL,image,57,bracket_white/test/scratches/014.png,704,703,699,4,0,699,1,0,0,0,0,0.9985795454545454,0.9928977272727273,0.005681818181818182,0.0
BAL,image,58,bracket_white/test/scratches/015.png,448,448,447,1,0,447,0,0,0,0,0,1.0,0.9977678571428571,0.002232142857142857,0.0
BAL,image,59,bracket_white/test/scratches/016.png,384,384,384,0,0,384,0,0,0,0,0,1.0,1.0,0.0,0.0
BAL,aggregate,-1,__ALL__,9984,9939,9908,38,7,9901,38,0,0,0,0,0.9954927884615384,0.9923878205128205,0.0038060897435897435,0.0007011217948717949
