method,pixel_auroc,pixel_ap,pixel_aupro,image_auroc,image_ap,image_f1_max
B,0.9951661700888526,0.09199013846769113,0.9837410987166105,0.7811111111111111,0.7449981366874826,0.7941176470588235
S,0.9956779742839408,0.10416485177295358,0.9848649636105132,0.7822222222222223,0.7477930779974379,0.8059701492537312
C,0.9929238743181971,0.04177940382943392,0.9735386715213388,0.7622222222222222,0.7258963151538403,0.8
A1_J,0.9965490304092048,0.09536222826166874,0.9883333770437893,0.8244444444444445,0.7945923184318668,0.7894736842105263
TRI_J,0.9965014350915457,0.10491556625583405,0.9876931731320095,0.8155555555555556,0.8094238008282693,0.7777777777777778
BAL_J,0.997057496750847,0.09710997157201837,0.9897621334549519,0.8366666666666667,0.8236925177823039,0.7945205479452055
DUP_J,0.9959780102214961,0.09563884001026517,0.9857601523339599,0.8033333333333333,0.7775293136935915,0.7761194029850748
DUP_BAL_J,0.9965490304092048,0.09536222826166874,0.9883333770437893,0.8244444444444445,0.7945923184318668,0.7894736842105263
DUP_EXPECTED_J,0.9959780102214961,0.09563884001026517,0.9857601523339599,0.8033333333333333,0.7775293136935915,0.7761194029850748
A1_J__perm_C_within_p00,0.9962219207714744,0.09680944526460247,0.9869642732533971,0.8311111111111111,0.7886081473427538,0.8405797101449275
TRI_J__perm_C_within_p00,0.9966091117712369,0.11170382510292322,0.9880270648453933,0.8166666666666667,0.8037513937423338,0.7868852459016393
TRI_J__perm_S_within_p00,0.997704298574205,0.17904300828319492,0.9915760524663317,0.8855555555555557,0.8808932183183988,0.8571428571428571
BAL_J__perm_C_within_p00,0.9972372463401364,0.10950497263199242,0.990404314443731,0.8666666666666667,0.8569747914930201,0.8125
BAL_J__perm_S_within_p00,0.9980691135934576,0.15257813791169295,0.9929631050623613,0.8988888888888888,0.8964978060649883,0.8450704225352113
A1_J__perm_C_cross_p00,0.9966442210445232,0.08660688128017592,0.9883992162862794,0.8222222222222222,0.7897646376001068,0.8064516129032259
TRI_J__perm_C_cross_p00,0.9965433436959259,0.10191173136251341,0.9875712050706034,0.8177777777777777,0.8052611648140845,0.7945205479452055
TRI_J__perm_S_cross_p00,0.9967406479218587,0.06520971465649525,0.9891827429539737,0.8311111111111111,0.8031811859210486,0.835820895522388
BAL_J__perm_C_cross_p00,0.997091369782116,0.09190306191883305,0.9893732055856906,0.8388888888888889,0.8194731428750548,0.8000000000000002
BAL_J__perm_S_cross_p00,0.9971442809404488,0.07168859843315416,0.9902340735527445,0.8577777777777778,0.8356125325214493,0.8484848484848485
A1_J__perm_C_within_p01,0.9965178771103733,0.10377202441812833,0.9877192909082798,0.8666666666666667,0.8698163665476566,0.84375
TRI_J__perm_C_within_p01,0.9967489307433733,0.09821967389317124,0.988740957886201,0.8255555555555555,0.816757966611018,0.8064516129032259
TRI_J__perm_S_within_p01,0.9980615725171531,0.1535465865793077,0.9934648164201665,0.8866666666666667,0.891390310125471,0.835820895522388
BAL_J__perm_C_within_p01,0.9974150179421984,0.09683878392380507,0.9906896919632999,0.8777777777777778,0.8759540814741842,0.84375
BAL_J__perm_S_within_p01,0.9981524363054116,0.14868389281791325,0.9936730618753188,0.8655555555555555,0.8651996161076029,0.8307692307692307
A1_J__perm_C_cross_p01,0.9960971839519468,0.08791269105226106,0.9867023883789323,0.8044444444444445,0.77161516171226,0.8
TRI_J__perm_C_cross_p01,0.9962100528481099,0.09582217525452465,0.986474903175168,0.7988888888888889,0.7915244051380513,0.7792207792207793
TRI_J__perm_S_cross_p01,0.9947379358541215,0.07591665602918841,0.9819368593261715,0.7966666666666667,0.7767100136561345,0.7837837837837838
BAL_J__perm_C_cross_p01,0.9966567070888961,0.08592708990716424,0.9880158055519178,0.8211111111111111,0.8083334510984381,0.8000000000000002
BAL_J__perm_S_cross_p01,0.9956171511766985,0.06808161613781749,0.9848023587074377,0.8155555555555556,0.7961168880583734,0.7945205479452055
A1_J__perm_C_within_p02,0.9970021131084799,0.10309411914924083,0.9892904643245938,0.8466666666666667,0.8491426422282422,0.8169014084507042
TRI_J__perm_C_within_p02,0.9969676219562021,0.12108507754889446,0.9897066595802719,0.8444444444444444,0.8464304902722807,0.8
TRI_J__perm_S_within_p02,0.9986167688070425,0.21132927139943222,0.9950117442810459,0.87,0.8608572357349891,0.835820895522388
BAL_J__perm_C_within_p02,0.9976680766831032,0.12377572459781183,0.9918598644492963,0.89,0.891221772112073,0.8285714285714285
BAL_J__perm_S_within_p02,0.9987167807862277,0.17310794418233852,0.99552496636816,0.8866666666666666,0.874314598909824,0.8571428571428572
A1_J__perm_C_cross_p02,0.99662233956082,0.09285911798845303,0.9880531578556991,0.8177777777777777,0.7737914480734696,0.8307692307692307
TRI_J__perm_C_cross_p02,0.9968117318378431,0.11899583243703248,0.98917531119172,0.8311111111111111,0.8144482134577775,0.8055555555555556
TRI_J__perm_S_cross_p02,0.9968770054163472,0.11949044590613164,0.9900129129162581,0.87,0.8753055645856986,0.8253968253968254
BAL_J__perm_C_cross_p02,0.9973434395294072,0.10212878792957418,0.9905646438354032,0.851111111111111,0.8239300127516745,0.8450704225352113
BAL_J__perm_S_cross_p02,0.9972154884806351,0.11031925996490873,0.9907126827512338,0.8733333333333334,0.865749291966279,0.8571428571428571
A1_J__perm_C_within_p03,0.9969977862614199,0.09971867603132815,0.9895940130481098,0.8566666666666667,0.8390715260052154,0.8181818181818182
TRI_J__perm_C_within_p03,0.9970459997000877,0.11341474293455373,0.9899491579700651,0.8488888888888889,0.8514304386992386,0.8064516129032259
TRI_J__perm_S_within_p03,0.9982489868069487,0.17966968050226312,0.9941027199434816,0.8888888888888888,0.8880767499157493,0.8405797101449275
BAL_J__perm_C_within_p03,0.9976775957466352,0.10597128220423185,0.9920418170367377,0.88,0.8846015251541748,0.819672131147541
BAL_J__perm_S_within_p03,0.9982706210422484,0.15124395744865188,0.9939998942958178,0.8922222222222221,0.880773774164507,0.8695652173913044
A1_J__perm_C_cross_p03,0.9972388534547587,0.10853013928263,0.9900194858250806,0.84,0.8194962652749969,0.8
TRI_J__perm_C_cross_p03,0.9969855474654504,0.11632393826899881,0.9895034317992238,0.8155555555555556,0.8066957348283086,0.7945205479452055
TRI_J__perm_S_cross_p03,0.9977732808787604,0.14603842184040428,0.9925590451445521,0.84,0.835634389565713,0.8055555555555556
BAL_J__perm_C_cross_p03,0.9976712909123479,0.11426358083474374,0.9916370650157799,0.8433333333333333,0.8314532817705683,0.8108108108108109
BAL_J__perm_S_cross_p03,0.9981508291907895,0.13597788202162558,0.9935477962746805,0.8522222222222222,0.85109260973216,0.8059701492537312
A1_J__perm_C_within_p04,0.996787748742711,0.09694046797249471,0.9879211270821723,0.8411111111111111,0.8322424552267582,0.8285714285714285
TRI_J__perm_C_within_p04,0.996777364309767,0.09436379462634718,0.9883446494679806,0.8300000000000001,0.8241824318343234,0.8055555555555556
TRI_J__perm_S_within_p04,0.9969189140207276,0.15211065536672738,0.9874120783175562,0.79,0.8226908151166433,0.7384615384615385
BAL_J__perm_C_within_p04,0.9974888215906207,0.09485681392663184,0.9906608482686698,0.8577777777777778,0.856204750705748,0.819672131147541
BAL_J__perm_S_within_p04,0.9972943607213275,0.13319265727057158,0.9891857375128112,0.8155555555555556,0.8491420203594768,0.7647058823529413
A1_J__perm_C_cross_p04,0.9966539873564584,0.10324857412243274,0.9884748529891452,0.8344444444444444,0.8070011700764516,0.8115942028985509
TRI_J__perm_C_cross_p04,0.9967201263043743,0.12307824383222953,0.988428522864935,0.8466666666666667,0.834782802762282,0.8235294117647058
TRI_J__perm_S_cross_p04,0.9975961273977068,0.11948021007615153,0.9920138364585621,0.8655555555555556,0.8642444248887985,0.8307692307692307
BAL_J__perm_C_cross_p04,0.9972739627280449,0.10482130173806989,0.9904796141238134,0.8699999999999999,0.8457474643388516,0.8695652173913044
BAL_J__perm_S_cross_p04,0.9977724155093484,0.11832633592215154,0.9926299054955285,0.8733333333333333,0.8629326836846425,0.8484848484848485
