ablation,rule,dataset,seed,shot,category,construction,pixel_ap
ABL_S,J,mpdd,0,4,bracket_black,DUP,0.1913738107749111
ABL_S,J,mpdd,0,4,bracket_black,TRI,0.19713619518019954
ABL_S,L,mpdd,0,4,bracket_black,A1,0.18434389891781922
ABL_S,L,mpdd,0,4,bracket_black,BAL,0.18179261126334034
ABL_S,L,mpdd,0,4,bracket_black,DUP,0.1793289043883487
ABL_S,L,mpdd,0,4,bracket_black,TRI,0.18598632999992146
baseline,J,mpdd,0,4,bracket_black,A1,0.18559149884307619
baseline,J,mpdd,0,4,bracket_black,BAL,0.18655437925014365
baseline,J,mpdd,0,4,bracket_black,DUP,0.18031146031763343
baseline,J,mpdd,0,4,bracket_black,TRI,0.18591388339511616
baseline,L,mpdd,0,4,bracket_black,A1,0.16876474186388205
baseline,L,mpdd,0,4,bracket_black,BAL,0.1705781777845989
baseline,L,mpdd,0,4,bracket_black,DUP,0.16921873670698043
baseline,L,mpdd,0,4,bracket_black,TRI,0.17453804389821337
ABL_C,J,mpdd,0,4,bracket_brown,A1,0.033952077636964895
ABL_C,J,mpdd,0,4,bracket_brown,BAL,0.03298807096034047
ABL_C,J,mpdd,0,4,bracket_brown,DUP,0.03664034558668406
ABL_C,J,mpdd,0,4,bracket_brown,TRI,0.03836660562640247
ABL_C,L,mpdd,0,4,bracket_brown,A1,0.037463461538195575
ABL_C,L,mpdd,0,4,bracket_brown,BAL,0.037016425149364846
ABL_C,L,mpdd,0,4,bracket_brown,DUP,0.0395115944627779
ABL_C,L,mpdd,0,4,bracket_brown,TRI,0.04250923607068907
ABL_N,J,mpdd,0,4,bracket_brown,A1,0.0412089766073183
ABL_N,J,mpdd,0,4,bracket_brown,BAL,0.038865325228611025
ABL_N,J,mpdd,0,4,bracket_brown,DUP,0.0413324662770597
ABL_N,J,mpdd,0,4,bracket_brown,TRI,0.03948423310993901
ABL_N,L,mpdd,0,4,bracket_brown,A1,0.04201271174178962
ABL_N,L,mpdd,0,4,bracket_brown,BAL,0.04229373189546792
ABL_N,L,mpdd,0,4,bracket_brown,DUP,0.041707707571634264
ABL_N,L,mpdd,0,4,bracket_brown,TRI,0.04247317933459896
ABL_S,J,mpdd,0,4,bracket_brown,A1,0.03455507549586449
ABL_S,J,mpdd,0,4,bracket_brown,BAL,0.036108092007181875
ABL_S,J,mpdd,0,4,bracket_brown,DUP,0.037103180696819005
ABL_S,J,mpdd,0,4,bracket_brown,TRI,0.03890211901237397
ABL_S,L,mpdd,0,4,bracket_brown,A1,0.03853564424833483
ABL_S,L,mpdd,0,4,bracket_brown,BAL,0.04128359961752878
ABL_S,L,mpdd,0,4,bracket_brown,DUP,0.03981652770845692
ABL_S,L,mpdd,0,4,bracket_brown,TRI,0.04363711078624919
baseline,J,mpdd,0,4,bracket_brown,A1,0.033952077636964895
baseline,J,mpdd,0,4,bracket_brown,BAL,0.03550997043852854
baseline,J,mpdd,0,4,bracket_brown,DUP,0.03664034558668406
baseline,J,mpdd,0,4,bracket_brown,TRI,0.03836660562640247
baseline,L,mpdd,0,4,bracket_brown,A1,0.037463461538195575
baseline,L,mpdd,0,4,bracket_brown,BAL,0.04012588011835906
baseline,L,mpdd,0,4,bracket_brown,DUP,0.0395115944627779
baseline,L,mpdd,0,4,bracket_brown,TRI,0.04250923607068907
ABL_C,J,mpdd,0,4,bracket_white,A1,0.09536222826166872
ABL_C,J,mpdd,0,4,bracket_white,BAL,0.09455228083283398
ABL_C,J,mpdd,0,4,bracket_white,DUP,0.0956388400102652
ABL_C,J,mpdd,0,4,bracket_white,TRI,0.10491556625583406
ABL_C,L,mpdd,0,4,bracket_white,A1,0.10594663284797728
ABL_C,L,mpdd,0,4,bracket_white,BAL,0.09314889136715349
ABL_C,L,mpdd,0,4,bracket_white,DUP,0.09882279125568984
ABL_C,L,mpdd,0,4,bracket_white,TRI,0.13199372337025184
ABL_N,J,mpdd,0,4,bracket_white,A1,0.093099918921231
ABL_N,J,mpdd,0,4,bracket_white,BAL,0.1645675471915224
ABL_N,J,mpdd,0,4,bracket_white,DUP,0.09466285438303225
ABL_N,J,mpdd,0,4,bracket_white,TRI,0.1699916462386139
ABL_N,L,mpdd,0,4,bracket_white,A1,0.09746909972433367
ABL_N,L,mpdd,0,4,bracket_white,BAL,0.16666768999963294
ABL_N,L,mpdd,0,4,bracket_white,DUP,0.09748764890154173
ABL_N,L,mpdd,0,4,bracket_white,TRI,0.1652335041267015
ABL_S,J,mpdd,0,4,bracket_white,A1,0.10652768341400572
ABL_S,J,mpdd,0,4,bracket_white,BAL,0.11807933538583854
ABL_S,J,mpdd,0,4,bracket_white,DUP,0.1097739787340115
ABL_S,J,mpdd,0,4,bracket_white,TRI,0.12198280339957598
ABL_S,L,mpdd,0,4,bracket_white,A1,0.12577576274447283
ABL_S,L,mpdd,0,4,bracket_white,BAL,0.1249112666675687
ABL_S,L,mpdd,0,4,bracket_white,DUP,0.12142592390390582
ABL_S,L,mpdd,0,4,bracket_white,TRI,0.12627933625027762
baseline,J,mpdd,0,4,bracket_white,A1,0.09536222826166872
baseline,J,mpdd,0,4,bracket_white,BAL,0.09710997157201837
baseline,J,mpdd,0,4,bracket_white,DUP,0.0956388400102652
baseline,J,mpdd,0,4,bracket_white,TRI,0.10491556625583406
baseline,L,mpdd,0,4,bracket_white,A1,0.10594663284797728
baseline,L,mpdd,0,4,bracket_white,BAL,0.10544507251345342
baseline,L,mpdd,0,4,bracket_white,DUP,0.09882279125568984
baseline,L,mpdd,0,4,bracket_white,TRI,0.13199372337025184
ABL_C,J,mpdd,0,4,connector,A1,0.3750398153667775
ABL_C,J,mpdd,0,4,connector,BAL,0.3099194576687937
ABL_C,J,mpdd,0,4,connector,DUP,0.36600818788957146
ABL_C,J,mpdd,0,4,connector,TRI,0.3102877107921167
ABL_C,L,mpdd,0,4,connector,A1,0.3957199629578714
ABL_C,L,mpdd,0,4,connector,BAL,0.32351853856302765
ABL_C,L,mpdd,0,4,connector,DUP,0.3797269518700105
ABL_C,L,mpdd,0,4,connector,TRI,0.3398194115435066
ABL_N,J,mpdd,0,4,connector,A1,0.2584996226228011
ABL_N,J,mpdd,0,4,connector,BAL,0.21045359015817594
ABL_N,J,mpdd,0,4,connector,DUP,0.2560707310152667
ABL_N,J,mpdd,0,4,connector,TRI,0.20798236748478244
ABL_N,L,mpdd,0,4,connector,A1,0.266152373870579
ABL_N,L,mpdd,0,4,connector,BAL,0.24858747843719653
ABL_N,L,mpdd,0,4,connector,DUP,0.2603295904375622
ABL_N,L,mpdd,0,4,connector,TRI,0.2444590690408748
ABL_S,J,mpdd,0,4,connector,A1,0.3270489596944477
ABL_S,J,mpdd,0,4,connector,BAL,0.2865969517439143
ABL_S,J,mpdd,0,4,connector,DUP,0.31553096241879103
ABL_S,J,mpdd,0,4,connector,TRI,0.2756055420183224
ABL_S,L,mpdd,0,4,connector,A1,0.35682582671397295
ABL_S,L,mpdd,0,4,connector,BAL,0.3253825840598611
ABL_S,L,mpdd,0,4,connector,DUP,0.3363056535388584
ABL_S,L,mpdd,0,4,connector,TRI,0.31403939924955543
baseline,J,mpdd,0,4,connector,A1,0.3750398153667775
baseline,J,mpdd,0,4,connector,BAL,0.3207535898227794
baseline,J,mpdd,0,4,connector,DUP,0.36600818788957146
baseline,J,mpdd,0,4,connector,TRI,0.3102877107921167
baseline,L,mpdd,0,4,connector,A1,0.3957199629578714
baseline,L,mpdd,0,4,connector,BAL,0.3443701636056694
baseline,L,mpdd,0,4,connector,DUP,0.3797269518700105
baseline,L,mpdd,0,4,connector,TRI,0.3398194115435066
ABL_C,J,mpdd,0,4,metal_plate,A1,0.8849814399367285
ABL_C,J,mpdd,0,4,metal_plate,BAL,0.9262597438915738
ABL_C,J,mpdd,0,4,metal_plate,DUP,0.8579556859892423
ABL_C,J,mpdd,0,4,metal_plate,TRI,0.8863870021091595
ABL_C,L,mpdd,0,4,metal_plate,A1,0.8850118675651423
ABL_C,L,mpdd,0,4,metal_plate,BAL,0.9296175382749354
ABL_C,L,mpdd,0,4,metal_plate,DUP,0.8570608412185856
ABL_C,L,mpdd,0,4,metal_plate,TRI,0.8905962691487848
ABL_N,J,mpdd,0,4,metal_plate,A1,0.8201751758348933
ABL_N,J,mpdd,0,4,metal_plate,BAL,0.8494167944662143
ABL_N,J,mpdd,0,4,metal_plate,DUP,0.8139984923676579
ABL_N,J,mpdd,0,4,metal_plate,TRI,0.8440009848995178
ABL_N,L,mpdd,0,4,metal_plate,A1,0.8201761584034228
ABL_N,L,mpdd,0,4,metal_plate,BAL,0.8552637166933094
ABL_N,L,mpdd,0,4,metal_plate,DUP,0.8140018586176423
ABL_N,L,mpdd,0,4,metal_plate,TRI,0.8498149346676853
ABL_S,J,mpdd,0,4,metal_plate,A1,0.8708928686451834
ABL_S,J,mpdd,0,4,metal_plate,BAL,0.8943472232756349
ABL_S,J,mpdd,0,4,metal_plate,DUP,0.8414428889982216
ABL_S,J,mpdd,0,4,metal_plate,TRI,0.8717402679696666
ABL_S,L,mpdd,0,4,metal_plate,A1,0.8713307660781894
ABL_S,L,mpdd,0,4,metal_plate,BAL,0.8998509776392415
ABL_S,L,mpdd,0,4,metal_plate,DUP,0.8403223687185813
ABL_S,L,mpdd,0,4,metal_plate,TRI,0.8768842106318461
baseline,J,mpdd,0,4,metal_plate,A1,0.8849814399367285
baseline,J,mpdd,0,4,metal_plate,BAL,0.9068324050783528
baseline,J,mpdd,0,4,metal_plate,DUP,0.8579556859892423
baseline,J,mpdd,0,4,metal_plate,TRI,0.8863870021091595
baseline,L,mpdd,0,4,metal_plate,A1,0.8850118675651423
baseline,L,mpdd,0,4,metal_plate,BAL,0.9109283516486344
baseline,L,mpdd,0,4,metal_plate,DUP,0.8570608412185856
baseline,L,mpdd,0,4,metal_plate,TRI,0.8905962691487848
ABL_C,J,mpdd,0,4,tubes,A1,0.7550402603635721
ABL_C,J,mpdd,0,4,tubes,BAL,0.7197081360572302
ABL_C,J,mpdd,0,4,tubes,DUP,0.7440802440136238
ABL_C,J,mpdd,0,4,tubes,TRI,0.712987449492926
ABL_C,L,mpdd,0,4,tubes,A1,0.7607109524950247
ABL_C,L,mpdd,0,4,tubes,BAL,0.7452164877095224
ABL_C,L,mpdd,0,4,tubes,DUP,0.74686315423903
ABL_C,L,mpdd,0,4,tubes,TRI,0.7269070113284151
ABL_N,J,mpdd,0,4,tubes,A1,0.7193057344021663
ABL_N,J,mpdd,0,4,tubes,BAL,0.687704448619292
ABL_N,J,mpdd,0,4,tubes,DUP,0.7169127918699146
ABL_N,J,mpdd,0,4,tubes,TRI,0.6853800353021833
ABL_N,L,mpdd,0,4,tubes,A1,0.719955281573741
ABL_N,L,mpdd,0,4,tubes,BAL,0.7006050741658116
ABL_N,L,mpdd,0,4,tubes,DUP,0.7172176563616663
ABL_N,L,mpdd,0,4,tubes,TRI,0.6974651866977422
ABL_S,J,mpdd,0,4,tubes,A1,0.7372189376820883
ABL_S,J,mpdd,0,4,tubes,BAL,0.7065346753323942
ABL_S,J,mpdd,0,4,tubes,DUP,0.7246267019471113
ABL_S,J,mpdd,0,4,tubes,TRI,0.6962557460528324
ABL_S,L,mpdd,0,4,tubes,A1,0.7441169648919279
ABL_S,L,mpdd,0,4,tubes,BAL,0.7276871297619242
ABL_S,L,mpdd,0,4,tubes,DUP,0.7278809394017371
ABL_S,L,mpdd,0,4,tubes,TRI,0.712476257854225
baseline,J,mpdd,0,4,tubes,A1,0.7550402603635721
baseline,J,mpdd,0,4,tubes,BAL,0.7220063226496993
baseline,J,mpdd,0,4,tubes,DUP,0.7440802440136238
baseline,J,mpdd,0,4,tubes,TRI,0.712987449492926
baseline,L,mpdd,0,4,tubes,A1,0.7607109524950247
baseline,L,mpdd,0,4,tubes,BAL,0.740366594004093
baseline,L,mpdd,0,4,tubes,DUP,0.74686315423903
baseline,L,mpdd,0,4,tubes,TRI,0.7269070113284151
ABL_C,J,mpdd,0,8,bracket_black,A1,0.18101503997155377
ABL_C,J,mpdd,0,8,bracket_black,BAL,0.17179104962159267
ABL_C,J,mpdd,0,8,bracket_black,DUP,0.17787064874171618
ABL_C,J,mpdd,0,8,bracket_black,TRI,0.1769939281781343
ABL_C,L,mpdd,0,8,bracket_black,A1,0.16382556483874638
ABL_C,L,mpdd,0,8,bracket_black,BAL,0.146366268549353
ABL_C,L,mpdd,0,8,bracket_black,DUP,0.16822695820388414
ABL_C,L,mpdd,0,8,bracket_black,TRI,0.16848901027228938
ABL_N,J,mpdd,0,8,bracket_black,A1,0.15044866575872134
ABL_N,J,mpdd,0,8,bracket_black,BAL,0.15804164456300468
ABL_N,J,mpdd,0,8,bracket_black,DUP,0.14879342887889502
ABL_N,J,mpdd,0,8,bracket_black,TRI,0.15618990809959682
ABL_N,L,mpdd,0,8,bracket_black,A1,0.14678240712455798
ABL_N,L,mpdd,0,8,bracket_black,BAL,0.16451907342213257
ABL_N,L,mpdd,0,8,bracket_black,DUP,0.1463945216911458
ABL_N,L,mpdd,0,8,bracket_black,TRI,0.16469349060744015
ABL_S,J,mpdd,0,8,bracket_black,A1,0.191437485800473
ABL_S,J,mpdd,0,8,bracket_black,BAL,0.19555166036748683
ABL_S,J,mpdd,0,8,bracket_black,DUP,0.18939648694256267
ABL_S,J,mpdd,0,8,bracket_black,TRI,0.19142303467861813
ABL_S,L,mpdd,0,8,bracket_black,A1,0.18018186041394052
ABL_S,L,mpdd,0,8,bracket_black,BAL,0.17595535369215493
ABL_S,L,mpdd,0,8,bracket_black,DUP,0.17983362635716046
ABL_S,L,mpdd,0,8,bracket_black,TRI,0.18002826624810148
baseline,J,mpdd,0,8,bracket_black,A1,0.18101503997155377
baseline,J,mpdd,0,8,bracket_black,BAL,0.1792697685169311
baseline,J,mpdd,0,8,bracket_black,DUP,0.17787064874171618
baseline,J,mpdd,0,8,bracket_black,TRI,0.1769939281781343
baseline,L,mpdd,0,8,bracket_black,A1,0.16382556483874638
baseline,L,mpdd,0,8,bracket_black,BAL,0.1620107451524095
baseline,L,mpdd,0,8,bracket_black,DUP,0.16822695820388414
baseline,L,mpdd,0,8,bracket_black,TRI,0.16848901027228938
ABL_C,J,mpdd,0,8,bracket_brown,A1,0.04237397863902967
ABL_C,J,mpdd,0,8,bracket_brown,BAL,0.03945585126279346
ABL_C,J,mpdd,0,8,bracket_brown,DUP,0.047285120946936224
ABL_C,J,mpdd,0,8,bracket_brown,TRI,0.04751775622211341
ABL_C,L,mpdd,0,8,bracket_brown,A1,0.04789755426547522
ABL_C,L,mpdd,0,8,bracket_brown,BAL,0.043903647914229765
ABL_C,L,mpdd,0,8,bracket_brown,DUP,0.05303131613485804
ABL_C,L,mpdd,0,8,bracket_brown,TRI,0.052142612735189414
ABL_N,J,mpdd,0,8,bracket_brown,A1,0.05253774435509381
ABL_N,J,mpdd,0,8,bracket_brown,BAL,0.0485308998179034
ABL_N,J,mpdd,0,8,bracket_brown,DUP,0.053516626996593444
ABL_N,J,mpdd,0,8,bracket_brown,TRI,0.049583557649028914
ABL_N,L,mpdd,0,8,bracket_brown,A1,0.05395672899442302
ABL_N,L,mpdd,0,8,bracket_brown,BAL,0.05198935710505563
ABL_N,L,mpdd,0,8,bracket_brown,DUP,0.05431781372866408
ABL_N,L,mpdd,0,8,bracket_brown,TRI,0.05234998595881854
ABL_S,J,mpdd,0,8,bracket_brown,A1,0.04291643138644273
ABL_S,J,mpdd,0,8,bracket_brown,BAL,0.04357895294193463
ABL_S,J,mpdd,0,8,bracket_brown,DUP,0.04970148301477501
ABL_S,J,mpdd,0,8,bracket_brown,TRI,0.04790960214898139
ABL_S,L,mpdd,0,8,bracket_brown,A1,0.04949641323479004
ABL_S,L,mpdd,0,8,bracket_brown,BAL,0.04940230615741026
ABL_S,L,mpdd,0,8,bracket_brown,DUP,0.054170252316062005
ABL_S,L,mpdd,0,8,bracket_brown,TRI,0.053198926413445
baseline,J,mpdd,0,8,bracket_brown,A1,0.04237397863902967
baseline,J,mpdd,0,8,bracket_brown,BAL,0.043292009439242995
baseline,J,mpdd,0,8,bracket_brown,DUP,0.047285120946936224
baseline,J,mpdd,0,8,bracket_brown,TRI,0.04751775622211341
baseline,L,mpdd,0,8,bracket_brown,A1,0.04789755426547522
baseline,L,mpdd,0,8,bracket_brown,BAL,0.04846661542868082
baseline,L,mpdd,0,8,bracket_brown,DUP,0.05303131613485804
baseline,L,mpdd,0,8,bracket_brown,TRI,0.052142612735189414
ABL_C,J,mpdd,0,8,bracket_white,A1,0.13965451946530943
ABL_C,J,mpdd,0,8,bracket_white,BAL,0.1065647452014368
ABL_C,J,mpdd,0,8,bracket_white,DUP,0.15034158045246876
ABL_C,J,mpdd,0,8,bracket_white,TRI,0.1338691756385022
ABL_C,L,mpdd,0,8,bracket_white,A1,0.14640750218351353
ABL_C,L,mpdd,0,8,bracket_white,BAL,0.1027533760521503
ABL_C,L,mpdd,0,8,bracket_white,DUP,0.15403041582192484
ABL_C,L,mpdd,0,8,bracket_white,TRI,0.16230541529235287
ABL_N,J,mpdd,0,8,bracket_white,A1,0.15533669190955934
ABL_N,J,mpdd,0,8,bracket_white,BAL,0.170262792571867
ABL_N,J,mpdd,0,8,bracket_white,DUP,0.15756864739541604
ABL_N,J,mpdd,0,8,bracket_white,TRI,0.18039142378943168
ABL_N,L,mpdd,0,8,bracket_white,A1,0.15733671822422396
ABL_N,L,mpdd,0,8,bracket_white,BAL,0.1875535690237391
ABL_N,L,mpdd,0,8,bracket_white,DUP,0.15830643534305755
ABL_N,L,mpdd,0,8,bracket_white,TRI,0.1936461901582484
ABL_S,J,mpdd,0,8,bracket_white,A1,0.14114665204383184
ABL_S,J,mpdd,0,8,bracket_white,BAL,0.13060075087432982
ABL_S,J,mpdd,0,8,bracket_white,DUP,0.1519345058961541
ABL_S,J,mpdd,0,8,bracket_white,TRI,0.13343282983799704
ABL_S,L,mpdd,0,8,bracket_white,A1,0.15461763843577947
ABL_S,L,mpdd,0,8,bracket_white,BAL,0.13426574367701194
ABL_S,L,mpdd,0,8,bracket_white,DUP,0.1611229020782199
ABL_S,L,mpdd,0,8,bracket_white,TRI,0.14220748590819693
baseline,J,mpdd,0,8,bracket_white,A1,0.13965451946530943
baseline,J,mpdd,0,8,bracket_white,BAL,0.12109153716096044
baseline,J,mpdd,0,8,bracket_white,DUP,0.15034158045246876
baseline,J,mpdd,0,8,bracket_white,TRI,0.1338691756385022
baseline,L,mpdd,0,8,bracket_white,A1,0.14640750218351353
baseline,L,mpdd,0,8,bracket_white,BAL,0.12451737088159373
baseline,L,mpdd,0,8,bracket_white,DUP,0.15403041582192484
baseline,L,mpdd,0,8,bracket_white,TRI,0.16230541529235287
ABL_C,J,mpdd,0,8,connector,A1,0.5158951393037166
ABL_C,J,mpdd,0,8,connector,BAL,0.4880315509794445
ABL_C,J,mpdd,0,8,connector,DUP,0.4974920397963034
ABL_C,J,mpdd,0,8,connector,TRI,0.4966129396509862
ABL_C,L,mpdd,0,8,connector,A1,0.5486504914870513
ABL_C,L,mpdd,0,8,connector,BAL,0.5454645402490044
ABL_C,L,mpdd,0,8,connector,DUP,0.5204636240109219
ABL_C,L,mpdd,0,8,connector,TRI,0.5497249802722237
ABL_N,J,mpdd,0,8,connector,A1,0.41189740173188305
ABL_N,J,mpdd,0,8,connector,BAL,0.399491648604772
ABL_N,J,mpdd,0,8,connector,DUP,0.41118864303904024
ABL_N,J,mpdd,0,8,connector,TRI,0.3980274150974361
ABL_N,L,mpdd,0,8,connector,A1,0.42555742264370067
ABL_N,L,mpdd,0,8,connector,BAL,0.4741486849569399
ABL_N,L,mpdd,0,8,connector,DUP,0.41852635251382975
ABL_N,L,mpdd,0,8,connector,TRI,0.46842580508835097
ABL_S,J,mpdd,0,8,connector,A1,0.4587571228802222
ABL_S,J,mpdd,0,8,connector,BAL,0.44592623232033857
ABL_S,J,mpdd,0,8,connector,DUP,0.4376006331370233
ABL_S,J,mpdd,0,8,connector,TRI,0.4425615445597124
ABL_S,L,mpdd,0,8,connector,A1,0.5011347809008136
ABL_S,L,mpdd,0,8,connector,BAL,0.5263892880197878
ABL_S,L,mpdd,0,8,connector,DUP,0.46797140580039287
ABL_S,L,mpdd,0,8,connector,TRI,0.5049141357555691
baseline,J,mpdd,0,8,connector,A1,0.5158951393037166
baseline,J,mpdd,0,8,connector,BAL,0.4988367407519236
baseline,J,mpdd,0,8,connector,DUP,0.4974920397963034
baseline,J,mpdd,0,8,connector,TRI,0.4966129396509862
baseline,L,mpdd,0,8,connector,A1,0.5486504914870513
baseline,L,mpdd,0,8,connector,BAL,0.5624226627237552
baseline,L,mpdd,0,8,connector,DUP,0.5204636240109219
baseline,L,mpdd,0,8,connector,TRI,0.5497249802722237
ABL_C,J,mpdd,0,8,metal_plate,A1,0.883351191457957
ABL_C,J,mpdd,0,8,metal_plate,BAL,0.9236965602194447
ABL_C,J,mpdd,0,8,metal_plate,DUP,0.8586256154649966
ABL_C,J,mpdd,0,8,metal_plate,TRI,0.8870379406960567
ABL_C,L,mpdd,0,8,metal_plate,A1,0.8851404031230495
ABL_C,L,mpdd,0,8,metal_plate,BAL,0.9284817398726596
ABL_C,L,mpdd,0,8,metal_plate,DUP,0.8585449577951891
ABL_C,L,mpdd,0,8,metal_plate,TRI,0.8914684953749832
ABL_N,J,mpdd,0,8,metal_plate,A1,0.824161340911283
ABL_N,J,mpdd,0,8,metal_plate,BAL,0.8524091253381496
ABL_N,J,mpdd,0,8,metal_plate,DUP,0.818315815904005
ABL_N,J,mpdd,0,8,metal_plate,TRI,0.8471556871120484
ABL_N,L,mpdd,0,8,metal_plate,A1,0.824130163893384
ABL_N,L,mpdd,0,8,metal_plate,BAL,0.858037894723354
ABL_N,L,mpdd,0,8,metal_plate,DUP,0.8183011898274486
ABL_N,L,mpdd,0,8,metal_plate,TRI,0.8528705477857228
ABL_S,J,mpdd,0,8,metal_plate,A1,0.8695742375966153
ABL_S,J,mpdd,0,8,metal_plate,BAL,0.8937141722191481
ABL_S,J,mpdd,0,8,metal_plate,DUP,0.8424999556472393
ABL_S,J,mpdd,0,8,metal_plate,TRI,0.8728170730782655
ABL_S,L,mpdd,0,8,metal_plate,A1,0.8718534184384261
ABL_S,L,mpdd,0,8,metal_plate,BAL,0.9000701456678676
ABL_S,L,mpdd,0,8,metal_plate,DUP,0.8422775364965803
ABL_S,L,mpdd,0,8,metal_plate,TRI,0.8781851804185582
baseline,J,mpdd,0,8,metal_plate,A1,0.883351191457957
baseline,J,mpdd,0,8,metal_plate,BAL,0.9058346425612305
baseline,J,mpdd,0,8,metal_plate,DUP,0.8586256154649966
baseline,J,mpdd,0,8,metal_plate,TRI,0.8870379406960567
baseline,L,mpdd,0,8,metal_plate,A1,0.8851404031230495
baseline,L,mpdd,0,8,metal_plate,BAL,0.9107825589062966
baseline,L,mpdd,0,8,metal_plate,DUP,0.8585449577951891
baseline,L,mpdd,0,8,metal_plate,TRI,0.8914684953749832
ABL_C,J,mpdd,0,8,tubes,A1,0.7817917369438296
ABL_C,J,mpdd,0,8,tubes,BAL,0.7500654508399494
ABL_C,J,mpdd,0,8,tubes,DUP,0.7733124867053893
ABL_C,J,mpdd,0,8,tubes,TRI,0.7422470577112364
ABL_C,L,mpdd,0,8,tubes,A1,0.7890834346976068
ABL_C,L,mpdd,0,8,tubes,BAL,0.775352879309608
ABL_C,L,mpdd,0,8,tubes,DUP,0.7764305746311848
ABL_C,L,mpdd,0,8,tubes,TRI,0.7583268482486281
ABL_N,J,mpdd,0,8,tubes,A1,0.7552132311326065
ABL_N,J,mpdd,0,8,tubes,BAL,0.7259182421090258
ABL_N,J,mpdd,0,8,tubes,DUP,0.7526418883018592
ABL_N,J,mpdd,0,8,tubes,TRI,0.7232904275487851
ABL_N,L,mpdd,0,8,tubes,A1,0.7556087433864233
ABL_N,L,mpdd,0,8,tubes,BAL,0.738839080913537
ABL_N,L,mpdd,0,8,tubes,DUP,0.7528604147155702
ABL_N,L,mpdd,0,8,tubes,TRI,0.7357051147649587
ABL_S,J,mpdd,0,8,tubes,A1,0.7643673400660895
ABL_S,J,mpdd,0,8,tubes,BAL,0.734213356625512
ABL_S,J,mpdd,0,8,tubes,DUP,0.7543176894659402
ABL_S,J,mpdd,0,8,tubes,TRI,0.7244787380812723
ABL_S,L,mpdd,0,8,tubes,A1,0.7736737482563465
ABL_S,L,mpdd,0,8,tubes,BAL,0.7585538630101962
ABL_S,L,mpdd,0,8,tubes,DUP,0.7577624964048657
ABL_S,L,mpdd,0,8,tubes,TRI,0.7438942625143234
baseline,J,mpdd,0,8,tubes,A1,0.7817917369438296
baseline,J,mpdd,0,8,tubes,BAL,0.7506664030119231
baseline,J,mpdd,0,8,tubes,DUP,0.7733124867053893
baseline,J,mpdd,0,8,tubes,TRI,0.7422470577112364
baseline,L,mpdd,0,8,tubes,A1,0.7890834346976068
baseline,L,mpdd,0,8,tubes,BAL,0.7704465327136307
baseline,L,mpdd,0,8,tubes,DUP,0.7764305746311848
baseline,L,mpdd,0,8,tubes,TRI,0.7583268482486281
ABL_C,J,mpdd,1,1,bracket_black,A1,0.11756475630783045
ABL_C,J,mpdd,1,1,bracket_black,BAL,0.06727395985371964
ABL_C,J,mpdd,1,1,bracket_black,DUP,0.13323468196660054
ABL_C,J,mpdd,1,1,bracket_black,TRI,0.1340909699782565
ABL_C,L,mpdd,1,1,bracket_black,A1,0.11936837810467778
ABL_C,L,mpdd,1,1,bracket_black,BAL,0.05541690703821338
ABL_C,L,mpdd,1,1,bracket_black,DUP,0.13344086291771134
ABL_C,L,mpdd,1,1,bracket_black,TRI,0.12972795170338927
ABL_N,J,mpdd,1,1,bracket_black,A1,0.08919881245371043
ABL_N,J,mpdd,1,1,bracket_black,BAL,0.10659871443278887
ABL_N,J,mpdd,1,1,bracket_black,DUP,0.08902654346823409
ABL_N,J,mpdd,1,1,bracket_black,TRI,0.10518775705488911
ABL_N,L,mpdd,1,1,bracket_black,A1,0.0893519379113802
ABL_N,L,mpdd,1,1,bracket_black,BAL,0.1117502763855396
ABL_N,L,mpdd,1,1,bracket_black,DUP,0.08925527365721511
ABL_N,L,mpdd,1,1,bracket_black,TRI,0.11171139705047782
ABL_S,J,mpdd,1,1,bracket_black,A1,0.11669513049835331
ABL_S,J,mpdd,1,1,bracket_black,BAL,0.12232770893785842
ABL_S,J,mpdd,1,1,bracket_black,DUP,0.13406299867967592
ABL_S,J,mpdd,1,1,bracket_black,TRI,0.14036554445024396
ABL_S,L,mpdd,1,1,bracket_black,A1,0.12327633365060284
ABL_S,L,mpdd,1,1,bracket_black,BAL,0.11987463365991242
ABL_S,L,mpdd,1,1,bracket_black,DUP,0.13739138229737027
ABL_S,L,mpdd,1,1,bracket_black,TRI,0.13774323438429123
baseline,J,mpdd,1,1,bracket_black,A1,0.11756475630783045
baseline,J,mpdd,1,1,bracket_black,BAL,0.11729735190026166
baseline,J,mpdd,1,1,bracket_black,DUP,0.13323468196660054
baseline,J,mpdd,1,1,bracket_black,TRI,0.1340909699782565
baseline,L,mpdd,1,1,bracket_black,A1,0.11936837810467778
baseline,L,mpdd,1,1,bracket_black,BAL,0.11287396485568574
baseline,L,mpdd,1,1,bracket_black,DUP,0.13344086291771134
baseline,L,mpdd,1,1,bracket_black,TRI,0.12972795170338927
ABL_C,J,mpdd,1,1,bracket_brown,A1,0.03510866965404781
ABL_C,J,mpdd,1,1,bracket_brown,BAL,0.0364407921503623
ABL_C,J,mpdd,1,1,bracket_brown,DUP,0.03588542072406479
ABL_C,J,mpdd,1,1,bracket_brown,TRI,0.043309637674736515
ABL_C,L,mpdd,1,1,bracket_brown,A1,0.037637995189433254
ABL_C,L,mpdd,1,1,bracket_brown,BAL,0.03995329502284755
