dataset,category,seed,shot,revision,method,pixel_ap,pixel_auroc,is_new_method
btad,01,2,1,corrected,E,0.41223858137960945,0.9309546144969858,True
btad,01,2,1,corrected,A1_J,0.609322838318886,0.9615753550065937,False
btad,01,2,1,corrected,A1_L,0.6155868554114499,0.9636052885319852,False
btad,01,2,1,corrected,DUP_J,0.6025772077317378,0.9598095867479906,False
btad,01,2,1,corrected,DUP_L,0.6069616727592924,0.9614865045816587,False
btad,01,2,1,corrected,TRI_E_J,0.6102286907082732,0.9621407120018002,True
btad,01,2,1,corrected,TRI_E_L,0.6162299338493147,0.964047678948966,True
btad,01,2,1,corrected,BAL_E_J,0.6113999237157247,0.9631411237885165,True
btad,01,2,1,corrected,BAL_E_L,0.6193436091744683,0.9653690707946077,True
btad,01,2,1,study,E,0.41223858137960945,0.9309546144969858,True
btad,01,2,1,study,A1_J,0.6093228370674817,0.9615753576231894,False
btad,01,2,1,study,A1_L,0.615586834823219,0.9636052855883155,False
btad,01,2,1,study,DUP_J,0.6025771857136052,0.9598095847855439,False
btad,01,2,1,study,DUP_L,0.6069616761634797,0.9614865058899565,False
btad,01,2,1,study,TRI_E_J,0.610228663926265,0.962140709712279,True
btad,01,2,1,study,TRI_E_L,0.6162299819570445,0.9640476789489658,True
btad,01,2,1,study,BAL_E_J,0.6113999264076405,0.9631411198636229,True
btad,01,2,1,study,BAL_E_L,0.6193435179911437,0.9653690658884913,True
btad,01,2,2,corrected,E,0.4446496817804153,0.948361679239408,True
btad,01,2,2,corrected,A1_J,0.6089102147959312,0.9629792893195805,False
btad,01,2,2,corrected,A1_L,0.615467526768402,0.9648420187950054,False
btad,01,2,2,corrected,DUP_J,0.6025951534714429,0.9615287115752952,False
btad,01,2,2,corrected,DUP_L,0.6072422108776154,0.9630612515568743,False
btad,01,2,2,corrected,TRI_E_J,0.6101212102470527,0.9635672932758729,True
btad,01,2,2,corrected,TRI_E_L,0.6162325756734033,0.9653159872676463,True
btad,01,2,2,corrected,BAL_E_J,0.611110620595907,0.9642500124288286,True
btad,01,2,2,corrected,BAL_E_L,0.6187902925521385,0.9662454562819226,True
btad,01,2,2,study,E,0.4446496817804153,0.948361679239408,True
btad,01,2,2,study,A1_J,0.608910244048618,0.9629792811427196,False
btad,01,2,2,study,A1_L,0.6154675078470906,0.9648420112722934,False
btad,01,2,2,study,DUP_J,0.6025951814335045,0.9615287135377417,False
btad,01,2,2,study,DUP_L,0.6072422208077461,0.9630612473049067,False
btad,01,2,2,study,TRI_E_J,0.6101212200687463,0.9635672906592774,True
btad,01,2,2,study,TRI_E_L,0.6162325818649435,0.9653159803990832,True
btad,01,2,2,study,BAL_E_J,0.6111106182138561,0.9642500202786151,True
btad,01,2,2,study,BAL_E_L,0.6187902144549811,0.9662454467967638,True
btad,01,2,4,corrected,E,0.46504939247678256,0.9586152679001297,True
btad,01,2,4,corrected,A1_J,0.6097804192502849,0.964111807125513,False
btad,01,2,4,corrected,A1_L,0.6155611900746711,0.9657071902081762,False
btad,01,2,4,corrected,DUP_J,0.6035854748398606,0.9629640414364062,False
btad,01,2,4,corrected,DUP_L,0.6077804750345315,0.9642617063211716,False
btad,01,2,4,corrected,TRI_E_J,0.6110740866043288,0.9646753468951479,True
btad,01,2,4,corrected,TRI_E_L,0.6163075974875051,0.9661413412930168,True
btad,01,2,4,corrected,BAL_E_J,0.6113105824364948,0.9650124484530688,True
btad,01,2,4,corrected,BAL_E_L,0.6179167528902423,0.9667676822982082,True
btad,01,2,4,study,E,0.46504939247678256,0.9586152679001297,True
btad,01,2,4,study,A1_J,0.609780447867933,0.9641118117045551,False
btad,01,2,4,study,A1_L,0.6155612317022772,0.9657071915164741,False
btad,01,2,4,study,DUP_J,0.6035854403534181,0.9629640394739596,False
btad,01,2,4,study,DUP_L,0.6077804462236668,0.964261705339948,False
btad,01,2,4,study,TRI_E_J,0.611074151511275,0.9646753439514778,True
btad,01,2,4,study,TRI_E_L,0.6163076228432719,0.9661413363869003,True
btad,01,2,4,study,BAL_E_J,0.6113105614538707,0.965012444201101,True
btad,01,2,4,study,BAL_E_L,0.6179167049559473,0.966767680662836,True
btad,01,2,8,corrected,E,0.4710605196067856,0.9605541945988236,True
btad,01,2,8,corrected,A1_J,0.6184303306686249,0.9654307393713891,False
btad,01,2,8,corrected,A1_L,0.6218370149403818,0.9665442508817927,False
btad,01,2,8,corrected,DUP_J,0.6132986880980029,0.9644053633012015,False
btad,01,2,8,corrected,DUP_L,0.6157085600474188,0.9653615202812316,False
btad,01,2,8,corrected,TRI_E_J,0.6198053004150477,0.9659716017620155,True
btad,01,2,8,corrected,TRI_E_L,0.622516494602254,0.9669592805409026,True
btad,01,2,8,corrected,BAL_E_J,0.6190679948508357,0.9662959572291301,True
btad,01,2,8,corrected,BAL_E_L,0.6222638267058079,0.9673432243913798,True
btad,01,2,8,study,E,0.4710605196067856,0.9605541945988236,True
btad,01,2,8,study,A1_J,0.6184303171231961,0.9654307328299003,False
btad,01,2,8,study,A1_L,0.6218372070341874,0.9665442427049318,False
btad,01,2,8,study,DUP_J,0.6132985896547766,0.9644053636282759,False
btad,01,2,8,study,DUP_L,0.6157085136457987,0.9653615202812318,False
btad,01,2,8,study,TRI_E_J,0.6198053134406719,0.9659715997995688,True
btad,01,2,8,study,TRI_E_L,0.6225164590639463,0.9669592759618604,True
btad,01,2,8,study,BAL_E_J,0.619067995973353,0.9662959588645021,True
btad,01,2,8,study,BAL_E_L,0.6222638430506493,0.96734322439138,True
btad,02,0,2,corrected,E,0.3658405017225544,0.9240814757642153,True
btad,02,0,2,corrected,A1_J,0.5952819262383937,0.96207688715658,False
btad,02,0,2,corrected,A1_L,0.604699667088844,0.9627547494682951,False
btad,02,0,2,corrected,DUP_J,0.5832299995009587,0.9613129342812672,False
btad,02,0,2,corrected,DUP_L,0.5897111259919614,0.9617884376689678,False
btad,02,0,2,corrected,TRI_E_J,0.5962486874845181,0.9624729791345461,True
btad,02,0,2,corrected,TRI_E_L,0.604611628905447,0.9630035212863216,True
btad,02,0,2,corrected,BAL_E_J,0.6012218816938847,0.9625299473867477,True
btad,02,0,2,corrected,BAL_E_L,0.6122333888195572,0.9633242395883913,True
btad,02,0,2,study,E,0.3658405017225544,0.9240814757642153,True
btad,02,0,2,study,A1_J,0.5952819515870198,0.9620768877352043,False
btad,02,0,2,study,A1_L,0.6046996691673692,0.9627547484043728,False
btad,02,0,2,study,DUP_J,0.5832299926522067,0.9613129343372631,False
btad,02,0,2,study,DUP_L,0.5897111007496044,0.961788436810364,False
btad,02,0,2,study,TRI_E_J,0.5962486807483365,0.9624729798624927,True
btad,02,0,2,study,TRI_E_L,0.6046116359973528,0.9630035204837137,True
btad,02,0,2,study,BAL_E_J,0.6012218917981929,0.9625299476293966,True
btad,02,0,2,study,BAL_E_L,0.6122333854429256,0.9633242374978777,True
btad,02,0,8,corrected,E,0.38222321574089907,0.9302057198323982,True
btad,02,0,8,corrected,A1_J,0.5886862494931465,0.9622874609407361,False
btad,02,0,8,corrected,A1_L,0.5972528492609758,0.9627075506158019,False
btad,02,0,8,corrected,DUP_J,0.5735287950592178,0.9612776639558036,False
btad,02,0,8,corrected,DUP_L,0.5793296851965188,0.9615994812707773,False
btad,02,0,8,corrected,TRI_E_J,0.5897308308006863,0.9626397848604653,True
btad,02,0,8,corrected,TRI_E_L,0.5974096282722943,0.9629426899888309,True
btad,02,0,8,corrected,BAL_E_J,0.6015981662009738,0.9631645417582921,True
btad,02,0,8,corrected,BAL_E_L,0.6107031203866201,0.963584170139117,True
btad,02,0,8,study,E,0.38222321574089907,0.9302057198323982,True
btad,02,0,8,study,A1_J,0.5886862911487193,0.9622874610527281,False
btad,02,0,8,study,A1_L,0.5972528650523632,0.9627075501491694,False
btad,02,0,8,study,DUP_J,0.5735287980148728,0.9612776642731137,False
btad,02,0,8,study,DUP_L,0.5793296835206124,0.9615994810841244,False
btad,02,0,8,study,TRI_E_J,0.5897308300579893,0.9626397855137507,True
btad,02,0,8,study,TRI_E_L,0.5974096113719711,0.9629426893355453,True
btad,02,0,8,study,BAL_E_J,0.6015982492622665,0.9631645412356638,True
btad,02,0,8,study,BAL_E_L,0.6107031020417081,0.9635841683099176,True
btad,02,1,2,corrected,E,0.36701690022775013,0.9233532594549116,True
btad,02,1,2,corrected,A1_J,0.5746049230251831,0.9613073052932158,False
btad,02,1,2,corrected,A1_L,0.5863704897555204,0.9621345703831239,False
btad,02,1,2,corrected,DUP_J,0.5582517229889328,0.9602326269205252,False
btad,02,1,2,corrected,DUP_L,0.5678841338073223,0.9609099498983775,False
btad,02,1,2,corrected,TRI_E_J,0.5750916488867589,0.961645256222143,True
btad,02,1,2,corrected,TRI_E_L,0.5868299548719481,0.9624061577127665,True
btad,02,1,2,corrected,BAL_E_J,0.5866863212378742,0.9621318941149823,True
btad,02,1,2,corrected,BAL_E_L,0.5994158614822604,0.9630490591883686,True
btad,02,1,2,study,E,0.36701690022775013,0.9233532594549116,True
btad,02,1,2,study,A1_J,0.5746049206571268,0.9613073046959261,False
btad,02,1,2,study,A1_L,0.5863704616655213,0.9621345696551772,False
btad,02,1,2,study,DUP_J,0.5582517131489197,0.96023262658455,False
btad,02,1,2,study,DUP_L,0.5678841043917738,0.960909948871786,False
btad,02,1,2,study,TRI_E_J,0.5750916480008411,0.961645256968755,True
btad,02,1,2,study,TRI_E_L,0.5868299652282842,0.9624061581980644,True
btad,02,1,2,study,BAL_E_J,0.5866863380390627,0.9621318926217584,True
btad,02,1,2,study,BAL_E_L,0.599415840264945,0.9630490573591692,True
btad,02,1,8,corrected,E,0.3811875261829497,0.9292844895498513,True
btad,02,1,8,corrected,A1_J,0.5730902186086453,0.9613962564634645,False
btad,02,1,8,corrected,A1_L,0.5766680386418492,0.9616304579611304,False
btad,02,1,8,corrected,DUP_J,0.5520037648833965,0.9600235377183891,False
btad,02,1,8,corrected,DUP_L,0.5561722118518811,0.9603123717485258,False
btad,02,1,8,corrected,TRI_E_J,0.5737677942630479,0.961742328422067,True
btad,02,1,8,corrected,TRI_E_L,0.5774425366002331,0.9619110644013903,True
btad,02,1,8,corrected,BAL_E_J,0.5922772270886634,0.9627083555568936,True
btad,02,1,8,corrected,BAL_E_L,0.5946266457716868,0.9628026499121097,True
btad,02,1,8,study,E,0.3811875261829497,0.9292844895498513,True
btad,02,1,8,study,A1_J,0.5730902484608569,0.96139625679944,False
btad,02,1,8,study,A1_L,0.576668020640498,0.9616304578864691,False
btad,02,1,8,study,DUP_J,0.552003763776842,0.9600235377743851,False
btad,02,1,8,study,DUP_L,0.5561722204382515,0.9603123709832486,False
btad,02,1,8,study,TRI_E_J,0.5737677969620976,0.9617423290380219,True
btad,02,1,8,study,TRI_E_L,0.5774425397496745,0.9619110652039982,True
btad,02,1,8,study,BAL_E_J,0.5922772409254239,0.9627083569194606,True
btad,02,1,8,study,BAL_E_L,0.5946266746098494,0.962802649744122,True
btad,02,2,1,corrected,E,0.35455738231954625,0.9196406622194893,True
btad,02,2,1,corrected,A1_J,0.6509642797049208,0.9663370935534222,False
btad,02,2,1,corrected,A1_L,0.6508480482110961,0.9665021699019031,False
btad,02,2,1,corrected,DUP_J,0.6442330049106493,0.9657358875037396,False
btad,02,2,1,corrected,DUP_L,0.6431236744405907,0.9658003053014244,False
btad,02,2,1,corrected,TRI_E_J,0.6485779203478926,0.9664078342963724,True
btad,02,2,1,corrected,TRI_E_L,0.6495525509257454,0.9666117758139006,True
btad,02,2,1,corrected,BAL_E_J,0.6470161753874892,0.9664529406380027,True
btad,02,2,1,corrected,BAL_E_L,0.6490732367892753,0.966746193659409,True
btad,02,2,1,study,E,0.35455738231954625,0.9196406622194893,True
btad,02,2,1,study,A1_J,0.6509642667268609,0.966337093908063,False
btad,02,2,1,study,A1_L,0.6508480343442441,0.9665021695285971,False
btad,02,2,1,study,DUP_J,0.6442329927654867,0.9657358873357517,False
btad,02,2,1,study,DUP_L,0.6431236207926226,0.9658003047041348,False
btad,02,2,1,study,TRI_E_J,0.6485779234165996,0.9664078330644625,True
btad,02,2,1,study,TRI_E_L,0.6495525896354951,0.9666117755339212,True
