dataset,evaluation_revision,metric,branch,contrast,n_conditions,conditions,point_delta,bootstrap_mean,ci95_low,ci95_high,ci9875_low,ci9875_high,n_replicates,effect_scale,ci95_excludes_zero,ci9875_excludes_zero,reaches_effect_scale,family,purpose
mpdd,study,pixel_ap,E2,I_TRI_E: (TRI_E_L-DUP_L) - (TRI_E_J-DUP_J),4,s0k1;s0k4;s1k1;s1k4,-0.00018647504292564065,-0.00017535814658874044,-0.0024985730047156042,0.001961020967448362,-0.003584049369666766,0.002978187685033789,1000,0.005,False,False,False,E2 interactions (2 datasets x 2 contrasts),post-hoc exploratory; not a pre-specified confirmation
mpdd,study,pixel_ap,E2,I_BAL_E: (BAL_E_L-A1_L) - (BAL_E_J-A1_J),4,s0k1;s0k4;s1k1;s1k4,0.00039269600257689496,0.0007627135778202334,-0.0022986465314856477,0.004753077075969307,-0.0031526940268701313,0.005882258032879231,1000,0.005,False,False,False,E2 interactions (2 datasets x 2 contrasts),post-hoc exploratory; not a pre-specified confirmation
btad,corrected,pixel_ap,E2,I_TRI_E: (TRI_E_L-DUP_L) - (TRI_E_J-DUP_J),4,s0k1;s0k4;s1k1;s1k4,0.0026874772407942393,0.0027755551415281137,0.0016844332778784257,0.004341377187885995,0.0015182522665971292,0.0049353335793966575,1000,0.005,True,True,False,E2 interactions (2 datasets x 2 contrasts),post-hoc exploratory; not a pre-specified confirmation
btad,corrected,pixel_ap,E2,I_BAL_E: (BAL_E_L-A1_L) - (BAL_E_J-A1_J),4,s0k1;s0k4;s1k1;s1k4,0.003980898191868559,0.004218819560660888,0.0020304891982820847,0.007700764871457727,0.0015792100418951694,0.008723109145638862,1000,0.005,True,True,False,E2 interactions (2 datasets x 2 contrasts),post-hoc exploratory; not a pre-specified confirmation
btad,study,pixel_ap,E2,I_TRI_E: (TRI_E_L-DUP_L) - (TRI_E_J-DUP_J),4,s0k1;s0k4;s1k1;s1k4,0.0025565724792675215,0.002637577342439575,0.0015879870810668576,0.004136823578351495,0.0014187859904619493,0.004667442787221499,1000,0.005,True,True,False,E2 interactions (2 datasets x 2 contrasts),post-hoc exploratory; not a pre-specified confirmation
btad,study,pixel_ap,E2,I_BAL_E: (BAL_E_L-A1_L) - (BAL_E_J-A1_J),4,s0k1;s0k4;s1k1;s1k4,0.0037649012031545637,0.003976276007820809,0.0020269254893598046,0.0071203443321012075,0.001709443064678664,0.008357331221372463,1000,0.005,True,True,False,E2 interactions (2 datasets x 2 contrasts),post-hoc exploratory; not a pre-specified confirmation
