category,sample_count,image_auroc,image_ap,image_f1_max,pixel_auroc,pixel_ap,aupro
macro_mean,1725,0.8316229795737119,0.9206471232333668,0.9145727734125231,0.9191750744112616,0.4718048831155868,0.7711247050836008
