category,sample_count,image_auroc,image_ap,image_f1_max,pixel_auroc,pixel_ap,aupro
mvtec_bottle,83,0.9944444444444445,0.9982457666210278,0.9841269841269841,0.9779518128186284,0.7808551288525386,0.9304110138804517
mvtec_cable,150,0.756184407796102,0.8424154966267695,0.7945205479452054,0.9276748297316649,0.39283495742770586,0.715279320479079
mvtec_capsule,132,0.7295572397287595,0.9335907925928233,0.9083333333333334,0.9553115447430174,0.3290950006019904,0.8090728711867686
mvtec_carpet,117,0.9819422150882825,0.9948740136761246,0.9714285714285714,0.9900132660041223,0.7044671815611714,0.9470568880307368
mvtec_grid,78,0.5488721804511278,0.7538339764827298,0.8507462686567165,0.5504270929921553,0.008663666106695663,0.11140106290359147
mvtec_hazelnut,110,0.9178571428571428,0.9546568887234965,0.8759124087591241,0.9413518667715656,0.37787251355535567,0.8545897960391114
mvtec_leather,124,1.0,1.0000000000000002,1.0,0.9928709837921902,0.5165273283226628,0.9646527998391389
mvtec_metal_nut,115,0.7297165200391007,0.9073687157209556,0.9253731343283582,0.9108971919144231,0.5917848418854255,0.7063002548087431
mvtec_pill,167,0.812329514457174,0.9565824057317984,0.9324324324324325,0.9435231551315494,0.6659157179747155,0.87406637532272
mvtec_screw,160,0.42303750768600124,0.6945766708059409,0.8654545454545455,0.9000790471134041,0.015559504859013033,0.6383692775252275
mvtec_tile,117,0.9920634920634921,0.9971333564355405,0.9820359281437125,0.9570249125973328,0.5949436399704484,0.7970572773326777
mvtec_toothbrush,42,0.7944444444444445,0.9230505511357616,0.8823529411764706,0.9531443123951289,0.4998283941925969,0.6831029710470279
mvtec_transistor,100,0.85625,0.8718616843535463,0.8157894736842106,0.874735692774487,0.512190007880033,0.7654913303130056
mvtec_wood,79,0.9859649122807017,0.9956431567012752,0.967741935483871,0.9399087124153902,0.514408891879768,0.866797350979344
mvtec_zipper,151,0.9516806722689075,0.9858733728927127,0.9623430962343097,0.9727116949738615,0.5721264716636829,0.9032219865663881
