category,sample_count,image_auroc,image_ap,image_f1_max,pixel_auroc,pixel_ap,aupro
mvtec_01,70,0.7249757045675413,0.8802696648098832,0.8376068376068375,0.7839731227552884,0.12146060843893897,0.3758523709497711
mvtec_02,230,0.7329999999999999,0.9545221477348853,0.9302325581395349,0.934907901280767,0.4452706760487795,0.4507633673832942
mvtec_03,441,0.7950609756097561,0.3079811131074932,0.42352941176470593,0.9068384227339548,0.059478434994254606,0.63356126112971
