shot,method,normal_image_mean_G,defect_region_mean_G,defect_minus_normal,defect_higher,note
2,A1_G,0.010375430522055301,0.01896045404196564,0.00858502351991034,True,the naive 'normal G always exceeds defect G' hypothesis is not assumed
2,TRI_G,0.012896789972025792,0.02025001948947274,0.007353229517446949,True,the naive 'normal G always exceeds defect G' hypothesis is not assumed
2,BAL_G,0.013234024946954874,0.022121173440743408,0.008887148493788534,True,the naive 'normal G always exceeds defect G' hypothesis is not assumed
4,A1_G,0.009658389912973771,0.018081438955234987,0.008423049042261216,True,the naive 'normal G always exceeds defect G' hypothesis is not assumed
4,TRI_G,0.012120552514980303,0.02062239880853354,0.008501846293553236,True,the naive 'normal G always exceeds defect G' hypothesis is not assumed
4,BAL_G,0.012366612588762522,0.02203908079687266,0.009672468208110139,True,the naive 'normal G always exceeds defect G' hypothesis is not assumed
