method,pixel_auroc,pixel_ap,pixel_aupro,image_auroc,image_ap,image_f1_max
B,0.9600690895713397,0.8146897702341616,0.9093831004129441,1.0,1.0,1.0
C,0.9901080386677009,0.9368812422835855,0.966969980719699,1.0,1.0,1.0
S,0.9764563023306235,0.8788824610102793,0.9432686228036895,1.0,1.0,1.0
A1_J,0.9811625355130171,0.8824154233962727,0.9499418456407601,1.0,1.0,1.0
TRI_J,0.9800728116338003,0.8859665476651185,0.946235459219846,1.0,1.0,1.0
BAL_J,0.9844570747214564,0.9039388167834257,0.9577960552510534,1.0,1.0,1.0
DUP_J,0.9754147064570978,0.8587370062689814,0.9357542840043688,1.0,1.0,1.0
DUP_BAL_J,0.9811625355130171,0.8824154233962727,0.9499418456407601,1.0,1.0,1.0
DUP_EXPECTED_J,0.9754147064570978,0.8587370062689814,0.9357542840043688,1.0,1.0,1.0
A1_L,0.9825999971532637,0.8832500105308801,0.9500087336043855,1.0,1.0,1.0
DUP_L,0.9760806669541107,0.8586717504017444,0.9386555113574863,1.0,1.0,1.0
DUP_BAL_L,0.9825999971532637,0.8832500105308801,0.9500087336043855,1.0,1.0,1.0
TRI_L,0.9826020873888096,0.8912046752850706,0.9538301866143127,1.0,1.0,1.0
BAL_L,0.9868982239779496,0.9090837904488278,0.9634615815416425,1.0,1.0,1.0
A1_lambda_0.25,0.9823948647571539,0.8836424585377494,0.9500488204178833,1.0,1.0,1.0
A1_lambda_0.50,0.9820741705865486,0.8836254910788495,0.9492980080448973,1.0,1.0,1.0
A1_lambda_0.75,0.9816587040855641,0.8832120478700676,0.9513846147852354,1.0,1.0,1.0
TRI_lambda_0.25,0.982092133145944,0.8903311574838957,0.9533086762726055,1.0,1.0,1.0
TRI_lambda_0.50,0.9814901721478595,0.8891478275939833,0.952575942888535,1.0,1.0,1.0
TRI_lambda_0.75,0.9808121567686539,0.887683597987911,0.9515310672091425,1.0,1.0,1.0
BAL_lambda_0.25,0.9864222977875735,0.9083044476565136,0.9603061833107592,1.0,1.0,1.0
BAL_lambda_0.50,0.9858462598840853,0.9071663377148174,0.9602950479901824,1.0,1.0,1.0
BAL_lambda_0.75,0.9851866486384744,0.9057010234192593,0.9595125150308864,1.0,1.0,1.0
