method,pixel_auroc,pixel_ap,pixel_aupro,image_auroc,image_ap,image_f1_max
B,0.9600690895713397,0.8146897702341616,0.9093831004129441,1.0,1.0,1.0
C,0.9901080386677009,0.9368812422835855,0.966969980719699,1.0,1.0,1.0
A1_J,0.9811625355130171,0.8824154233962727,0.9499418456407601,1.0,1.0,1.0
DUP_J,0.9754147064570978,0.8587370062689814,0.9357542840043688,1.0,1.0,1.0
DUP_BAL_J,0.9811625355130171,0.8824154233962727,0.9499418456407601,1.0,1.0,1.0
DUP_EXPECTED_J,0.9754147064570978,0.8587370062689814,0.9357542840043688,1.0,1.0,1.0
A1_L,0.9825999971532637,0.8832500105308801,0.9500087336043855,1.0,1.0,1.0
A1_lambda_0.25,0.9823948647571539,0.8836424585377494,0.9500488204178833,1.0,1.0,1.0
A1_lambda_0.50,0.9820741705865486,0.8836254910788495,0.9492980080448973,1.0,1.0,1.0
A1_lambda_0.75,0.9816587040855641,0.8832120478700676,0.9513846147852354,1.0,1.0,1.0
