method,pixel_auroc,pixel_ap,pixel_aupro,image_auroc,image_ap,image_f1_max
B,0.8748120893828069,0.03280809937120431,0.7216089372082826,0.4487179487179487,0.6716084853679897,0.8225806451612903
C,0.9189493351318225,0.029236531903620452,0.7672614733370414,0.5852187028657617,0.7469741393868329,0.8095238095238095
S,0.9196428473037672,0.03993975225493507,0.7855060939423519,0.46681749622926094,0.6435978253672177,0.8064516129032259
A1_J,0.8916535326322839,0.03131348261232321,0.7503582666663191,0.5490196078431373,0.7267021810819793,0.8225806451612903
TRI_J,0.9038040858990614,0.0356942959522899,0.7711153932845813,0.5233785822021116,0.7107385034623038,0.8160000000000001
BAL_J,0.9066318131210211,0.03418898397363814,0.7770319541519821,0.5429864253393666,0.7312088618356275,0.8160000000000001
DUP_J,0.883684538131494,0.0320525896286772,0.7331170112612571,0.5082956259426847,0.7144690574002323,0.8225806451612903
DUP_BAL_J,0.8916535326322839,0.03131348261232321,0.7503582666663191,0.5490196078431373,0.7267021810819793,0.8225806451612903
DUP_EXPECTED_J,0.883684538131494,0.0320525896286772,0.7331170112612571,0.5082956259426847,0.7144690574002323,0.8225806451612903
A1_L,0.9026625090597183,0.03421426835338933,0.764038713964895,0.5331825037707391,0.7288528194503024,0.8225806451612903
DUP_L,0.8922543852254772,0.034256210269059104,0.7512480193977037,0.49245852187028655,0.7030257819497869,0.8225806451612903
DUP_BAL_L,0.9026625090597183,0.03421426835338933,0.764038713964895,0.5331825037707391,0.7288528194503024,0.8225806451612903
TRI_L,0.9136395128706292,0.03806697240653015,0.7832907457314765,0.5384615384615384,0.7261475305315686,0.8067226890756304
BAL_L,0.9186716137779916,0.0366544004681932,0.7949341212088314,0.5633484162895926,0.7476016189815419,0.8135593220338982
A1_lambda_0.25,0.9005223341767127,0.03372652093078451,0.7653246989730482,0.5437405731523378,0.7376853641508357,0.8225806451612903
A1_lambda_0.50,0.8979329201998458,0.033011801056332085,0.7633477223537092,0.5475113122171946,0.7393737569609166,0.8225806451612903
A1_lambda_0.75,0.8949668718507903,0.0318454651940401,0.7592624677644889,0.5535444947209653,0.7352165866259913,0.8225806451612903
TRI_lambda_0.25,0.9116343989373636,0.037254834843183406,0.7846114964863344,0.5392156862745098,0.7263943293587559,0.8064516129032259
TRI_lambda_0.50,0.9093136502661175,0.036678453477929036,0.7821769629048019,0.5324283559577677,0.7237596267297985,0.8095238095238095
TRI_lambda_0.75,0.9066914705535576,0.03623838594878438,0.7676191376198993,0.5301659125188537,0.7188634400910173,0.8130081300813009
BAL_lambda_0.25,0.9162446958106008,0.035960401468938426,0.7892915347782784,0.5595776772247362,0.7438630381203414,0.8135593220338982
BAL_lambda_0.50,0.9133934190502214,0.035520511577276204,0.7901474780680303,0.5580693815987933,0.7434675202868571,0.8067226890756304
BAL_lambda_0.75,0.9101830575858167,0.03498862546422505,0.7783058688099868,0.5437405731523379,0.7331454842047416,0.8064516129032259
