category,sample_count,image_auroc,image_ap,image_f1_max,pixel_auroc,pixel_ap,aupro
mvtec_bottle,83,0.9968253968253968,0.9989838017340629,0.9921259842519685,0.9848205324338928,0.8068572810078335,0.9472428333940828
mvtec_cable,150,0.8560719640179909,0.9153398186340166,0.8415841584158414,0.9534349966238987,0.5699598564508741,0.8245988532197327
mvtec_capsule,132,0.874351814918229,0.9669614681798768,0.951111111111111,0.9826107049645526,0.4534722304429679,0.8846506732291312
mvtec_carpet,117,0.9895666131621188,0.9969512511495439,0.983050847457627,0.9904286072866088,0.6896284098962245,0.9543045484766418
mvtec_grid,78,0.6750208855472014,0.8457416867327736,0.8615384615384616,0.6819292625610504,0.018588755086381793,0.28734122264329587
mvtec_hazelnut,110,0.9871428571428571,0.9926441226638001,0.958904109589041,0.971687902610677,0.5002765604190995,0.9038371672274793
mvtec_leather,124,1.0,1.0000000000000002,1.0,0.992653939471672,0.5112329838502631,0.9643198685634281
mvtec_metal_nut,115,0.9193548387096775,0.9789983899503146,0.9523809523809523,0.9580021686972717,0.8003280125698848,0.8280300114107538
mvtec_pill,167,0.8491543917075831,0.9702187315149626,0.9245901639344262,0.956441126499426,0.7007456125890532,0.9100415235432732
mvtec_screw,160,0.4853453576552572,0.6947413985021895,0.8592057761732852,0.9057879845316813,0.018959847640675046,0.6535456190051433
mvtec_tile,117,0.9935064935064934,0.9977519743529593,0.9879518072289156,0.9596421189092451,0.5899846141836337,0.8199727552821935
mvtec_toothbrush,42,0.913888888888889,0.9664567530242435,0.9206349206349207,0.9775953937767043,0.5431840626493396,0.7604036510795464
mvtec_transistor,100,0.9791666666666667,0.9715699437931266,0.8947368421052632,0.9174752587760043,0.5878350966316469,0.8409432615091448
mvtec_wood,79,0.9859649122807018,0.9957188202231911,0.9661016949152542,0.9466551826532857,0.5319628525394511,0.8649527541398208
mvtec_zipper,151,0.9616596638655462,0.988226595367657,0.957983193277311,0.977981251702479,0.5952201751889513,0.9156292498508111
