method,pixel_auroc,pixel_ap,pixel_aupro,image_auroc,image_ap,image_f1_max
B,0.9080758981947811,0.06314485524545829,0.8002882027029247,0.5437405731523379,0.685458275764484,0.8160000000000001
C,0.9284988540819771,0.031328364270238926,0.8245223746990997,0.6825037707390649,0.78168411049847,0.8166666666666667
A1_J,0.9197181917183405,0.052191814514845544,0.8313929407886492,0.6372549019607843,0.7328197928056125,0.8292682926829268
DUP_J,0.9146210378802446,0.05753578381347044,0.8154178937085467,0.6018099547511312,0.7151227428794962,0.8225806451612903
DUP_BAL_J,0.9197181917183405,0.052191814514845544,0.8313929407886492,0.6372549019607843,0.7328197928056125,0.8292682926829268
DUP_EXPECTED_J,0.9146210378802446,0.05753578381347044,0.8154178937085467,0.6018099547511312,0.7151227428794962,0.8225806451612903
A1_L,0.9309598380429301,0.05793776590224582,0.8460040293864582,0.6176470588235294,0.7239836810171089,0.8196721311475409
A1_lambda_0.25,0.9289411705419327,0.05679334228024886,0.8400175868652294,0.6184012066365008,0.7271990428158582,0.8196721311475409
A1_lambda_0.50,0.9263546506874203,0.05548528854069304,0.8411927805618445,0.6274509803921569,0.7297403085833803,0.8225806451612903
A1_lambda_0.75,0.9232555775695694,0.053931004133802245,0.8327160631849954,0.6342383107088989,0.7331307823793451,0.8225806451612903
