reference_seed,shot,contrast,contrast_group,metric,method,reference,point_delta,mean_delta,ci_low,ci_high,fraction_below_zero,n_replicates,multiple_comparison_adjusted
0,4,DUP_L - DUP_J,matching,image_auroc,DUP_L,DUP_J,-0.0006702087268488643,-0.0008592131863138358,-0.009644644342337283,0.00777653411200973,0.583,1000,False
0,4,TRI_L - TRI_J,matching,image_auroc,TRI_L,TRI_J,0.006738570081131212,0.0069154522902170135,-0.0068962467997734506,0.02131339253650724,0.169,1000,False
0,4,BAL_L - BAL_J,matching,image_auroc,BAL_L,BAL_J,0.01046988156292572,0.010453557310301075,-0.0033915106482545615,0.024581265692295285,0.075,1000,False
0,4,(TRI_J-DUP_J)-(TRI_L-DUP_L),interaction,image_auroc,,,,-0.0077746654765308496,-0.0231149552275988,0.006794813213151293,0.842,1000,False
0,4,(BAL_J-A1_J)-(BAL_L-A1_L),interaction,image_auroc,,,,-0.007073730580348012,-0.021657436805092616,0.00607423881180111,0.836,1000,False
0,4,TRI_J - DUP_J,representation,image_ap,TRI_J,DUP_J,-0.01203891102572252,-0.013139334784530558,-0.03996445750386107,0.00845090487735162,0.862,1000,False
0,4,TRI_L - DUP_L,representation,image_ap,TRI_L,DUP_L,0.0036143503164211,0.0020285935704349384,-0.015645646145749703,0.018623033078605983,0.415,1000,False
0,4,BAL_J - A1_J,representation,image_ap,BAL_J,A1_J,-0.013834805834419206,-0.01319924831198042,-0.03400058682121735,0.005378521925314156,0.927,1000,False
0,4,BAL_L - A1_L,representation,image_ap,BAL_L,A1_L,-0.0016148402246856097,-0.0018223747072697442,-0.018646998680319965,0.013725550821486012,0.571,1000,False
0,4,A1_L - A1_J,matching,image_ap,A1_L,A1_J,0.008106331330475003,0.007749662093581427,-0.0067456016587171316,0.02373516062328309,0.162,1000,False
0,4,DUP_L - DUP_J,matching,image_ap,DUP_L,DUP_J,-0.0009162954448271865,-0.0007532011532459811,-0.0127278245688908,0.010098565761037065,0.527,1000,False
0,4,TRI_L - TRI_J,matching,image_ap,TRI_L,TRI_J,0.014736965897316434,0.014414727201719515,-0.002257506445315546,0.036590909116891876,0.059,1000,False
0,4,BAL_L - BAL_J,matching,image_ap,BAL_L,BAL_J,0.0203262969402086,0.0191265356982921,0.0009212379924811054,0.0426609780099769,0.021,1000,False
0,4,(TRI_J-DUP_J)-(TRI_L-DUP_L),interaction,image_ap,,,,-0.015167928354965493,-0.03756349807359375,0.004441682851309988,0.939,1000,False
0,4,(BAL_J-A1_J)-(BAL_L-A1_L),interaction,image_ap,,,,-0.011376873604710675,-0.03432420572503804,0.006576984174907964,0.887,1000,False
1,2,TRI_J - DUP_J,representation,pixel_auroc,TRI_J,DUP_J,0.003370468406371674,0.0033671195851238747,0.0017941828245045394,0.0051208673398138276,0.0,1000,False
1,2,TRI_L - DUP_L,representation,pixel_auroc,TRI_L,DUP_L,0.005100895828217045,0.005113495657569172,0.0036566134932126014,0.006779186324884015,0.0,1000,False
1,2,BAL_J - A1_J,representation,pixel_auroc,BAL_J,A1_J,0.002461956639639218,0.002453699353587026,0.0012136342838002829,0.0038822647268332484,0.0,1000,False
1,2,BAL_L - A1_L,representation,pixel_auroc,BAL_L,A1_L,0.003540200531840121,0.00354954498691088,0.0023990804800391257,0.00491386683052716,0.0,1000,False
1,2,A1_L - A1_J,matching,pixel_auroc,A1_L,A1_J,0.00372262543298163,0.003744448762043547,0.0026260168789560196,0.00498037084534616,0.0,1000,False
1,2,DUP_L - DUP_J,matching,pixel_auroc,DUP_L,DUP_J,0.002691269490398107,0.002702837562509134,0.0018071145180000136,0.003656674557675382,0.0,1000,False
1,2,TRI_L - TRI_J,matching,pixel_auroc,TRI_L,TRI_J,0.004421696912243478,0.004449213634954431,0.003273152926724343,0.005727275574299059,0.0,1000,False
1,2,BAL_L - BAL_J,matching,pixel_auroc,BAL_L,BAL_J,0.004800869325182533,0.0048402943953674005,0.0035145609435745296,0.0063414126816677225,0.0,1000,False
1,2,(TRI_J-DUP_J)-(TRI_L-DUP_L),interaction,pixel_auroc,,,,-0.001746376072445297,-0.0024381963527824375,-0.0011130972300621572,1.0,1000,False
1,2,(BAL_J-A1_J)-(BAL_L-A1_L),interaction,pixel_auroc,,,,-0.0010958456333238535,-0.001724274793320632,-0.000506597940563458,1.0,1000,False
1,2,TRI_J - DUP_J,representation,pixel_ap,TRI_J,DUP_J,-0.006625748317518609,-0.006387055841738384,-0.015186758884838869,0.002450713981009688,0.915,1000,False
1,2,TRI_L - DUP_L,representation,pixel_ap,TRI_L,DUP_L,0.00010994133413211316,0.00018669880736733535,-0.008529025407618834,0.00904470643055273,0.509,1000,False
1,2,BAL_J - A1_J,representation,pixel_ap,BAL_J,A1_J,-0.009015424542467121,-0.008341410929469713,-0.017300583062336616,0.0004766267999175084,0.966,1000,False
1,2,BAL_L - A1_L,representation,pixel_ap,BAL_L,A1_L,-0.002919010769775632,-0.0028450625916103594,-0.011665729677794834,0.005861068382668961,0.743,1000,False
1,2,A1_L - A1_J,matching,pixel_ap,A1_L,A1_J,0.006725696929118341,0.007312509673406391,0.001170648978925401,0.0137453944762836,0.011,1000,False
1,2,DUP_L - DUP_J,matching,pixel_ap,DUP_L,DUP_J,0.004830921188176074,0.005027843313781517,0.0007725046772941963,0.00983847744540144,0.016,1000,False
1,2,TRI_L - TRI_J,matching,pixel_ap,TRI_L,TRI_J,0.011566610839826796,0.011601597962887237,0.006281502005540908,0.017666379124050693,0.0,1000,False
1,2,BAL_L - BAL_J,matching,pixel_ap,BAL_L,BAL_J,0.01282211070180983,0.012808858011265745,0.007423827639693209,0.019141990438078148,0.0,1000,False
1,2,(TRI_J-DUP_J)-(TRI_L-DUP_L),interaction,pixel_ap,,,,-0.00657375464910572,-0.011083524306101522,-0.0010505018255607885,0.989,1000,False
1,2,(BAL_J-A1_J)-(BAL_L-A1_L),interaction,pixel_ap,,,,-0.005496348337859352,-0.010105695100500616,-0.00021821599670803358,0.983,1000,False
1,2,TRI_J - DUP_J,representation,image_auroc,TRI_J,DUP_J,0.006697544939737288,0.006253698180346702,-0.011143423702202244,0.023964658167779866,0.231,1000,False
1,2,TRI_L - DUP_L,representation,image_auroc,TRI_L,DUP_L,0.02500568914955803,0.024749399292534807,0.007101395028191271,0.04207959894713624,0.004,1000,False
1,2,BAL_J - A1_J,representation,image_auroc,BAL_J,A1_J,-0.005130789216466813,-0.005383931897739373,-0.02172433757782017,0.012027879124088182,0.732,1000,False
1,2,BAL_L - A1_L,representation,image_auroc,BAL_L,A1_L,0.013299831114320537,0.013236343811758077,-0.0033627825299205687,0.030014406371227223,0.053,1000,False
1,2,A1_L - A1_J,matching,image_auroc,A1_L,A1_J,-0.0023536941560148295,-0.002484940621885703,-0.015362138348852214,0.008394972532223715,0.647,1000,False
1,2,DUP_L - DUP_J,matching,image_auroc,DUP_L,DUP_J,0.0013132492925109762,0.001255096281005395,-0.00873955647816144,0.010979541163225724,0.382,1000,False
1,2,TRI_L - TRI_J,matching,image_auroc,TRI_L,TRI_J,0.01962139350233172,0.019750797393193503,0.007251835138781449,0.03346319677589288,0.0,1000,False
1,2,BAL_L - BAL_J,matching,image_auroc,BAL_L,BAL_J,0.01607692617477252,0.016135335087611752,0.00347957840995988,0.029364530887383673,0.003,1000,False
1,2,(TRI_J-DUP_J)-(TRI_L-DUP_L),interaction,image_auroc,,,,-0.01849570111218811,-0.0331169353074243,-0.005034241264608248,0.996,1000,False
1,2,(BAL_J-A1_J)-(BAL_L-A1_L),interaction,image_auroc,,,,-0.018620275709497452,-0.032332323883924916,-0.00483944541127196,0.997,1000,False
1,2,TRI_J - DUP_J,representation,image_ap,TRI_J,DUP_J,0.00472814123452725,0.004428847346031123,-0.017432395074259997,0.026995300471516423,0.347,1000,False
1,2,TRI_L - DUP_L,representation,image_ap,TRI_L,DUP_L,0.027797857071356846,0.025961625845037865,0.004109950115307357,0.05278510957032146,0.01,1000,False
1,2,BAL_J - A1_J,representation,image_ap,BAL_J,A1_J,-0.007253144230004338,-0.007151372017683438,-0.03218247287949584,0.01516800360210297,0.727,1000,False
1,2,BAL_L - A1_L,representation,image_ap,BAL_L,A1_L,0.01263436492777581,0.011896531207171475,-0.009086284962443373,0.03598645293735386,0.142,1000,False
1,2,A1_L - A1_J,matching,image_ap,A1_L,A1_J,0.007530109022789944,0.005460834460919125,-0.015104014125877313,0.024806226187501893,0.265,1000,False
1,2,DUP_L - DUP_J,matching,image_ap,DUP_L,DUP_J,0.002369252411528744,0.0014496486749589713,-0.015316393925475836,0.017724895481885553,0.432,1000,False
1,2,TRI_L - TRI_J,matching,image_ap,TRI_L,TRI_J,0.02543896824835834,0.022982427173965713,0.007214779740515157,0.040529211595359174,0.003,1000,False
1,2,BAL_L - BAL_J,matching,image_ap,BAL_L,BAL_J,0.02741761818057009,0.024508737685774037,0.0065910166668025965,0.04471667786609798,0.003,1000,False
1,2,(TRI_J-DUP_J)-(TRI_L-DUP_L),interaction,image_ap,,,,-0.021532778499006745,-0.039773313514076016,-0.007559734674250071,0.999,1000,False
1,2,(BAL_J-A1_J)-(BAL_L-A1_L),interaction,image_ap,,,,-0.019047903224854914,-0.03862018400163754,-0.0038174958309128916,0.996,1000,False
1,4,TRI_J - DUP_J,representation,pixel_auroc,TRI_J,DUP_J,0.0016848060402947507,0.0016500638357287874,0.0003211927081752941,0.0031007185847190363,0.009,1000,False
1,4,TRI_L - DUP_L,representation,pixel_auroc,TRI_L,DUP_L,0.004004330434932424,0.0039586513352507175,0.0026296058342906437,0.0054007785640163754,0.0,1000,False
1,4,BAL_J - A1_J,representation,pixel_auroc,BAL_J,A1_J,0.0008462720149253755,0.0008189757969940062,-0.00024183274482570403,0.0019179237324458056,0.072,1000,False
1,4,BAL_L - A1_L,representation,pixel_auroc,BAL_L,A1_L,0.002527341908422631,0.0024886162254663846,0.001443970705336875,0.003568469074384089,0.0,1000,False
1,4,A1_L - A1_J,matching,pixel_auroc,A1_L,A1_J,0.0034136830171879184,0.003381936742260059,0.002354008273810218,0.004622456437051917,0.0,1000,False
1,4,DUP_L - DUP_J,matching,pixel_auroc,DUP_L,DUP_J,0.002339407718709996,0.0023173748299548428,0.001462090789284537,0.0032732876776453393,0.0,1000,False
1,4,TRI_L - TRI_J,matching,pixel_auroc,TRI_L,TRI_J,0.004658932113347669,0.004625962329476772,0.003447762456024181,0.006010922154762749,0.0,1000,False
1,4,BAL_L - BAL_J,matching,pixel_auroc,BAL_L,BAL_J,0.005094752910685174,0.0050515771707324375,0.0037835102464277015,0.006555338469769144,0.0,1000,False
1,4,(TRI_J-DUP_J)-(TRI_L-DUP_L),interaction,pixel_auroc,,,,-0.0023085874995219294,-0.002961617821323273,-0.0017142073223985756,1.0,1000,False
1,4,(BAL_J-A1_J)-(BAL_L-A1_L),interaction,pixel_auroc,,,,-0.0016696404284723787,-0.0022703104433348166,-0.0010947090388889749,1.0,1000,False
1,4,TRI_J - DUP_J,representation,pixel_ap,TRI_J,DUP_J,-0.003760186717919889,-0.004072645954783032,-0.014235492972601993,0.005760412423032718,0.781,1000,False
1,4,TRI_L - DUP_L,representation,pixel_ap,TRI_L,DUP_L,0.00901373038611114,0.009063412338461722,6.691325006269069e-05,0.018282492248650143,0.025,1000,False
1,4,BAL_J - A1_J,representation,pixel_ap,BAL_J,A1_J,-0.008127622953724267,-0.009273622115815386,-0.01910755048519726,-0.0004961319803662483,0.983,1000,False
1,4,BAL_L - A1_L,representation,pixel_ap,BAL_L,A1_L,0.002473679990079969,0.0019882878413250834,-0.0073817746941293744,0.010814703362924668,0.311,1000,False
1,4,A1_L - A1_J,matching,pixel_ap,A1_L,A1_J,0.007117115691177789,0.00660742971044011,0.0007438084547245941,0.012459192746725078,0.011,1000,False
1,4,DUP_L - DUP_J,matching,pixel_ap,DUP_L,DUP_J,0.0039116301293427025,0.003334104020694838,-0.0016315250866145632,0.007469818218578763,0.084,1000,False
1,4,TRI_L - TRI_J,matching,pixel_ap,TRI_L,TRI_J,0.016685547233373732,0.016470162313939593,0.011320486815373662,0.02254957092500225,0.0,1000,False
1,4,BAL_L - BAL_J,matching,pixel_ap,BAL_L,BAL_J,0.017718418634982025,0.01786933966758058,0.012220312879737549,0.024998462403533636,0.0,1000,False
1,4,(TRI_J-DUP_J)-(TRI_L-DUP_L),interaction,pixel_ap,,,,-0.013136058293244754,-0.019234254532262535,-0.008495236458029907,1.0,1000,False
1,4,(BAL_J-A1_J)-(BAL_L-A1_L),interaction,pixel_ap,,,,-0.011261909957140466,-0.01737116246369441,-0.005866098717603384,1.0,1000,False
1,4,TRI_J - DUP_J,representation,image_auroc,TRI_J,DUP_J,-0.016656000388485248,-0.01712401388892282,-0.03743409673541735,0.0035106269549913674,0.951,1000,False
1,4,TRI_L - DUP_L,representation,image_auroc,TRI_L,DUP_L,0.0006925576907074182,0.00024118107237813613,-0.02134556543755482,0.021312867557867533,0.48,1000,False
1,4,BAL_J - A1_J,representation,image_auroc,BAL_J,A1_J,-0.019069130290936043,-0.019695470168282134,-0.04026167449694041,0.0007750169978328552,0.97,1000,False
1,4,BAL_L - A1_L,representation,image_auroc,BAL_L,A1_L,-0.0032273902963146917,-0.003883979622900624,-0.02391478668331804,0.01503183011462523,0.644,1000,False
1,4,A1_L - A1_J,matching,image_auroc,A1_L,A1_J,0.001784905605782261,0.0015775563115442742,-0.0122561547135623,0.01564624153909111,0.402,1000,False
1,4,DUP_L - DUP_J,matching,image_auroc,DUP_L,DUP_J,0.0032074072700944978,0.002953233670576991,-0.008133426642782767,0.013933238541270938,0.291,1000,False
1,4,TRI_L - TRI_J,matching,image_auroc,TRI_L,TRI_J,0.020555965349287164,0.02031842863187795,0.008527954940940904,0.0322222883409258,0.0,1000,False
1,4,BAL_L - BAL_J,matching,image_auroc,BAL_L,BAL_J,0.017626645600403612,0.01738904685692579,0.0050956229328177095,0.03009470340353847,0.003,1000,False
1,4,(TRI_J-DUP_J)-(TRI_L-DUP_L),interaction,image_auroc,,,,-0.01736519496130096,-0.02938395147974341,-0.004932642047201693,0.998,1000,False
1,4,(BAL_J-A1_J)-(BAL_L-A1_L),interaction,image_auroc,,,,-0.01581149054538151,-0.029917419513417146,-0.002875348176711833,0.993,1000,False
1,4,TRI_J - DUP_J,representation,image_ap,TRI_J,DUP_J,-0.023028771039528384,-0.019401217287560463,-0.046875530810673964,0.00808523716632461,0.915,1000,False
1,4,TRI_L - DUP_L,representation,image_ap,TRI_L,DUP_L,0.0005058109439624037,-4.31186114148393e-05,-0.02830026288517349,0.02707667002093376,0.488,1000,False
1,4,BAL_J - A1_J,representation,image_ap,BAL_J,A1_J,-0.030471135094429336,-0.029077961865881033,-0.056532243405041295,-0.0018708708683577724,0.981,1000,False
1,4,BAL_L - A1_L,representation,image_ap,BAL_L,A1_L,-0.008054416070446657,-0.008546582497260457,-0.037201039762822366,0.017323536399256774,0.754,1000,False
1,4,A1_L - A1_J,matching,image_ap,A1_L,A1_J,0.01172759560664094,0.009414504042258685,-0.01214141018847827,0.030689040235726536,0.189,1000,False
1,4,DUP_L - DUP_J,matching,image_ap,DUP_L,DUP_J,0.006713924326854914,0.005818027597997737,-0.011596833764007658,0.023712279738403903,0.232,1000,False
1,4,TRI_L - TRI_J,matching,image_ap,TRI_L,TRI_J,0.030248506310345702,0.02517612627414336,0.008384217373263446,0.042679640322980654,0.001,1000,False
1,4,BAL_L - BAL_J,matching,image_ap,BAL_L,BAL_J,0.03414431463062362,0.02994588341087926,0.01442924743590494,0.04870788682834895,0.0,1000,False
1,4,(TRI_J-DUP_J)-(TRI_L-DUP_L),interaction,image_ap,,,,-0.019358098676145623,-0.03906453333367817,-0.0015111698526966092,0.98,1000,False
1,4,(BAL_J-A1_J)-(BAL_L-A1_L),interaction,image_ap,,,,-0.020531379368620577,-0.04299121220074235,-0.0032742451192670184,0.993,1000,False
