reference_seed,shot,contrast,contrast_group,metric,method,reference,point_delta,mean_delta,ci_low,ci_high,fraction_below_zero,n_replicates,multiple_comparison_adjusted
0,2,TRI_J - DUP_J,representation,pixel_auroc,TRI_J,DUP_J,0.0033115306637301334,0.003294688371657591,0.0015576477702832353,0.005038472856636669,0.0,1000,False
0,2,TRI_L - DUP_L,representation,pixel_auroc,TRI_L,DUP_L,0.005403051453730989,0.005396651468085627,0.0036948361397983022,0.007125027651947725,0.0,1000,False
0,2,BAL_J - A1_J,representation,pixel_auroc,BAL_J,A1_J,0.0022067337147299027,0.0021980860243528775,0.0008607422893321782,0.0035919257609103635,0.0,1000,False
0,2,BAL_L - A1_L,representation,pixel_auroc,BAL_L,A1_L,0.0035110221155632004,0.0035108868237097627,0.002183117059359002,0.0048682046171206195,0.0,1000,False
0,2,A1_L - A1_J,matching,pixel_auroc,A1_L,A1_J,0.0022689266152973175,0.00227290435154953,0.0015133699877968644,0.003059928286093516,0.0,1000,False
0,2,DUP_L - DUP_J,matching,pixel_auroc,DUP_L,DUP_J,0.0014478814012647279,0.0014486328369848363,0.0008432884310371952,0.0020829329305375234,0.0,1000,False
0,2,TRI_L - TRI_J,matching,pixel_auroc,TRI_L,TRI_J,0.0035394021912655838,0.0035505959334128723,0.002661593593852346,0.004464619606376876,0.0,1000,False
0,2,BAL_L - BAL_J,matching,pixel_auroc,BAL_L,BAL_J,0.0035732150161306153,0.003585705150906415,0.002688091043368876,0.004567473687661611,0.0,1000,False
0,2,(TRI_J-DUP_J)-(TRI_L-DUP_L),interaction,pixel_auroc,,,,-0.002101963096428036,-0.002657060822204127,-0.0016023413050060694,1.0,1000,False
0,2,(BAL_J-A1_J)-(BAL_L-A1_L),interaction,pixel_auroc,,,,-0.0013128007993568852,-0.001801823469180963,-0.0008648147290523684,1.0,1000,False
0,2,TRI_J - DUP_J,representation,pixel_ap,TRI_J,DUP_J,-0.0010491935667302776,-0.0016858936197652076,-0.013404560092745797,0.01124205407426007,0.626,1000,False
0,2,TRI_L - DUP_L,representation,pixel_ap,TRI_L,DUP_L,0.004421543990069776,0.00492589177495982,-0.005006002068141875,0.015399995589376986,0.164,1000,False
0,2,BAL_J - A1_J,representation,pixel_ap,BAL_J,A1_J,-0.0073210255884648134,-0.007820333716272217,-0.01787923845963206,0.0013117903978202329,0.961,1000,False
0,2,BAL_L - A1_L,representation,pixel_ap,BAL_L,A1_L,-0.0025418976854362785,-0.0021672305501449214,-0.011526291146994987,0.0062666714070977484,0.65,1000,False
0,2,A1_L - A1_J,matching,pixel_ap,A1_L,A1_J,0.005515598198555904,0.005237856852258235,0.00024505963599486967,0.010555945501357624,0.018,1000,False
0,2,DUP_L - DUP_J,matching,pixel_ap,DUP_L,DUP_J,0.0010665874223779737,0.0013230869731589068,-0.0019435982238024854,0.005287500413878104,0.237,1000,False
0,2,TRI_L - TRI_J,matching,pixel_ap,TRI_L,TRI_J,0.0065373249791780275,0.007934872367883934,0.0008880903432293391,0.015478837635633227,0.012,1000,False
0,2,BAL_L - BAL_J,matching,pixel_ap,BAL_L,BAL_J,0.01029472610158444,0.010890960018385534,0.005226608120495016,0.01820349482205872,0.0,1000,False
0,2,(TRI_J-DUP_J)-(TRI_L-DUP_L),interaction,pixel_ap,,,,-0.006611785394725028,-0.012430203467404607,-0.0006588341435786629,0.989,1000,False
0,2,(BAL_J-A1_J)-(BAL_L-A1_L),interaction,pixel_ap,,,,-0.005653103166127297,-0.011866835666721953,-0.0011025993028893732,0.994,1000,False
0,2,TRI_J - DUP_J,representation,image_auroc,TRI_J,DUP_J,0.004000826001866686,0.0035152889441983698,-0.0155553690552784,0.021567454929215395,0.369,1000,False
0,2,TRI_L - DUP_L,representation,image_auroc,TRI_L,DUP_L,0.007619342648387151,0.007353900401787336,-0.010468017475259472,0.024913795364444505,0.204,1000,False
0,2,BAL_J - A1_J,representation,image_auroc,BAL_J,A1_J,-0.0007424493058367787,-0.0009912354893624987,-0.02133333122268929,0.016110436232007624,0.533,1000,False
0,2,BAL_L - A1_L,representation,image_auroc,BAL_L,A1_L,0.0018079556276759945,0.0013407255250806305,-0.014503812892153398,0.016395912646486963,0.428,1000,False
0,2,A1_L - A1_J,matching,image_auroc,A1_L,A1_J,-0.004658519042633702,-0.004667477889355972,-0.015142046869863979,0.006499217285595708,0.792,1000,False
0,2,DUP_L - DUP_J,matching,image_auroc,DUP_L,DUP_J,-0.003118808135064932,-0.0032865763395654364,-0.011345821168932646,0.004048995994097097,0.787,1000,False
0,2,TRI_L - TRI_J,matching,image_auroc,TRI_L,TRI_J,0.0004997085114555322,0.0005520351180235295,-0.009713701691152318,0.01043971414375883,0.453,1000,False
0,2,BAL_L - BAL_J,matching,image_auroc,BAL_L,BAL_J,-0.0021081141091209288,-0.002335516874912843,-0.012528777797148238,0.009234162737211149,0.67,1000,False
0,2,(TRI_J-DUP_J)-(TRI_L-DUP_L),interaction,image_auroc,,,,-0.0038386114575889654,-0.014869366417652264,0.006919202822421743,0.761,1000,False
0,2,(BAL_J-A1_J)-(BAL_L-A1_L),interaction,image_auroc,,,,-0.002331961014443129,-0.0149216935743751,0.010279598973881993,0.625,1000,False
0,2,TRI_J - DUP_J,representation,image_ap,TRI_J,DUP_J,0.0117925791911897,0.0072251260852813195,-0.021381019403393903,0.034223763136202776,0.298,1000,False
0,2,TRI_L - DUP_L,representation,image_ap,TRI_L,DUP_L,0.013010972323227343,0.008200382389912242,-0.016892758811007845,0.032705059447734566,0.25,1000,False
0,2,BAL_J - A1_J,representation,image_ap,BAL_J,A1_J,-0.006367614559577572,-0.006860492506724992,-0.03481179266043727,0.018558141279128346,0.711,1000,False
0,2,BAL_L - A1_L,representation,image_ap,BAL_L,A1_L,-0.003057186085805519,-0.00395663006664714,-0.026200155336477054,0.015403311121394783,0.648,1000,False
0,2,A1_L - A1_J,matching,image_ap,A1_L,A1_J,-0.003943961740843105,-0.0035795755636665516,-0.02028068851169505,0.012751742941212101,0.691,1000,False
0,2,DUP_L - DUP_J,matching,image_ap,DUP_L,DUP_J,-0.0003568083306624281,-0.0002036362233537603,-0.011775660954265011,0.012802711778847987,0.522,1000,False
0,2,TRI_L - TRI_J,matching,image_ap,TRI_L,TRI_J,0.0008615848013752148,0.000771620081277162,-0.014452154321906089,0.014163067508538246,0.44,1000,False
0,2,BAL_L - BAL_J,matching,image_ap,BAL_L,BAL_J,-0.0006335332670710514,-0.0006757131235886997,-0.017953632564079273,0.01735314777093739,0.537,1000,False
0,2,(TRI_J-DUP_J)-(TRI_L-DUP_L),interaction,image_ap,,,,-0.0009752563046309222,-0.017326709296568685,0.01853267407058019,0.573,1000,False
0,2,(BAL_J-A1_J)-(BAL_L-A1_L),interaction,image_ap,,,,-0.002903862440077852,-0.023767369542608736,0.015463027472585562,0.613,1000,False
0,4,TRI_J - DUP_J,representation,pixel_auroc,TRI_J,DUP_J,0.003462985156927778,0.0033787150533714865,0.0018120235171999095,0.004990424285833147,0.0,1000,False
0,4,TRI_L - DUP_L,representation,pixel_auroc,TRI_L,DUP_L,0.005543014926586709,0.005453150057555877,0.003834092152709309,0.007103706667069187,0.0,1000,False
0,4,BAL_J - A1_J,representation,pixel_auroc,BAL_J,A1_J,0.002420343992101892,0.002346934478170815,0.0011016268910573224,0.003682545578454613,0.0,1000,False
0,4,BAL_L - A1_L,representation,pixel_auroc,BAL_L,A1_L,0.003720525934228003,0.0036434199791383942,0.00233907119777228,0.0050248174068557635,0.0,1000,False
0,4,A1_L - A1_J,matching,pixel_auroc,A1_L,A1_J,0.0033238756630443733,0.003309550228243897,0.002475571930947337,0.004232995221702199,0.0,1000,False
0,4,DUP_L - DUP_J,matching,pixel_auroc,DUP_L,DUP_J,0.002300160682410901,0.0022914033417932816,0.0016334405792541335,0.0030383336842150633,0.0,1000,False
0,4,TRI_L - TRI_J,matching,pixel_auroc,TRI_L,TRI_J,0.004380190452069832,0.004365838345977672,0.003478100223683006,0.005334598457817163,0.0,1000,False
0,4,BAL_L - BAL_J,matching,pixel_auroc,BAL_L,BAL_J,0.004624057605170484,0.004606035729211476,0.003632052188840404,0.005594359435843415,0.0,1000,False
0,4,(TRI_J-DUP_J)-(TRI_L-DUP_L),interaction,pixel_auroc,,,,-0.002074435004184391,-0.0025966318304348063,-0.0016232904382805558,1.0,1000,False
0,4,(BAL_J-A1_J)-(BAL_L-A1_L),interaction,pixel_auroc,,,,-0.001296485500967579,-0.0017608235670588308,-0.0008939886149472111,1.0,1000,False
0,4,TRI_J - DUP_J,representation,pixel_ap,TRI_J,DUP_J,-0.006962799593851432,-0.006587059307110853,-0.02183296154784428,0.010430812136237014,0.804,1000,False
0,4,TRI_L - DUP_L,representation,pixel_ap,TRI_L,DUP_L,0.0025265581829309602,0.0005637587026319425,-0.013316862843911707,0.012055838866358286,0.446,1000,False
0,4,BAL_J - A1_J,representation,pixel_ap,BAL_J,A1_J,-0.010200050744054667,-0.009625660541501766,-0.02337594996682551,0.005599771595646592,0.907,1000,False
0,4,BAL_L - A1_L,representation,pixel_ap,BAL_L,A1_L,-0.0069672344926841046,-0.007203091397460714,-0.020818345688104818,0.004064930913517392,0.886,1000,False
0,4,A1_L - A1_J,matching,pixel_ap,A1_L,A1_J,0.003941744803366398,0.00468283468404419,-0.0007273858329486987,0.011609621400901115,0.051,1000,False
0,4,DUP_L - DUP_J,matching,pixel_ap,DUP_L,DUP_J,0.0017615233351889192,0.0022558488675750196,-0.0009831920384373346,0.005821665630442536,0.093,1000,False
0,4,TRI_L - TRI_J,matching,pixel_ap,TRI_L,TRI_J,0.011250881111971311,0.009406666877317815,-0.0019417038879404836,0.0195503183765643,0.054,1000,False
0,4,BAL_L - BAL_J,matching,pixel_ap,BAL_L,BAL_J,0.007174561054736961,0.0071054038280852425,-0.0035131635634258486,0.016075224875674657,0.071,1000,False
0,4,(TRI_J-DUP_J)-(TRI_L-DUP_L),interaction,pixel_ap,,,,-0.007150818009742796,-0.016008414724977944,0.003588262874260335,0.916,1000,False
0,4,(BAL_J-A1_J)-(BAL_L-A1_L),interaction,pixel_ap,,,,-0.002422569144041053,-0.010289834842796199,0.007784333231299267,0.77,1000,False
0,4,TRI_J - DUP_J,representation,image_auroc,TRI_J,DUP_J,-0.010028296046076246,-0.010652967240672372,-0.029806072662961546,0.00663258705009654,0.888,1000,False
0,4,TRI_L - DUP_L,representation,image_auroc,TRI_L,DUP_L,-0.0026195172380961695,-0.002878301764141523,-0.019603952193205113,0.012582229694949279,0.628,1000,False
0,4,BAL_J - A1_J,representation,image_auroc,BAL_J,A1_J,-0.008704812271532858,-0.009173846856851343,-0.026346719884712176,0.005450088921792961,0.887,1000,False
0,4,BAL_L - A1_L,representation,image_auroc,BAL_L,A1_L,-0.0020966545987290974,-0.0021001162765033323,-0.015972527904779894,0.011665650968168068,0.615,1000,False
0,4,A1_L - A1_J,matching,image_auroc,A1_L,A1_J,0.0038617238901219597,0.003379826729953064,-0.00878444478040658,0.016541753588583487,0.324,1000,False
