dataset,evaluation_revision,metric,kind,contrast,seed,shot,point_delta,mean_delta,ci95_low,ci95_high
btad,corrected,pixel_ap,matching_effect,M_BAL: BAL_L - BAL_J,0,1,0.010103652424596432,0.010389688456838417,0.006296839046688074,0.015207672460290145
btad,corrected,pixel_ap,matching_effect,M_BAL: BAL_L - BAL_J,0,2,0.00984995360340124,0.010451931428381675,0.0067444733788443656,0.015226809269069757
btad,corrected,pixel_ap,matching_effect,M_BAL: BAL_L - BAL_J,0,4,0.00894139501552782,0.009626087817836108,0.005611194787922907,0.01499357833195692
btad,corrected,pixel_ap,matching_effect,M_BAL: BAL_L - BAL_J,0,8,0.00631834987607327,0.006719951284657375,0.004126980094418966,0.009864596305884212
btad,corrected,pixel_ap,matching_effect,M_BAL: BAL_L - BAL_J,1,1,0.009777783304777188,0.010114927961989656,0.007154336157765309,0.013679464403962503
btad,corrected,pixel_ap,matching_effect,M_BAL: BAL_L - BAL_J,1,2,0.00977390822573565,0.010147655339337617,0.007391267895203546,0.013823199517193201
btad,corrected,pixel_ap,matching_effect,M_BAL: BAL_L - BAL_J,1,4,0.005644003974289213,0.006180059985931299,0.0031710060404170986,0.010110740790929546
btad,corrected,pixel_ap,matching_effect,M_BAL: BAL_L - BAL_J,1,8,0.0020245458207838185,0.0024776072284565577,-0.000285882533690937,0.005558240771035826
btad,corrected,pixel_ap,matching_effect,M_DUP: DUP_L - DUP_J,0,1,0.007560386785684714,0.007602737764109964,0.00565903817214738,0.009813566320727213
btad,corrected,pixel_ap,matching_effect,M_DUP: DUP_L - DUP_J,0,2,0.007245743292821238,0.0073793385440532235,0.005749704322321111,0.009270767369883833
btad,corrected,pixel_ap,matching_effect,M_DUP: DUP_L - DUP_J,0,4,0.007678471410107468,0.007817085153403975,0.006018744812380036,0.010026364755383443
btad,corrected,pixel_ap,matching_effect,M_DUP: DUP_L - DUP_J,0,8,0.006960261416223634,0.007117627228652505,0.00533467178293,0.009425131279002595
btad,corrected,pixel_ap,matching_effect,M_DUP: DUP_L - DUP_J,1,1,0.006032630599713484,0.006012526956599281,0.004440595884871707,0.007483406479293925
btad,corrected,pixel_ap,matching_effect,M_DUP: DUP_L - DUP_J,1,2,0.0065181647052975356,0.006531619411919797,0.005148341158042224,0.008056860565249239
btad,corrected,pixel_ap,matching_effect,M_DUP: DUP_L - DUP_J,1,4,0.005010351073158392,0.0050331676332146455,0.0035122042042642467,0.006530470886329032
btad,corrected,pixel_ap,matching_effect,M_DUP: DUP_L - DUP_J,1,8,0.003503008999689361,0.003563759975345932,0.0021551668587309392,0.005137839380167572
btad,corrected,pixel_ap,interaction,I_TRI: (TRI_L-DUP_L) - (TRI_J-DUP_J),0,1,0.0008655784083407836,0.0010518933641947253,-0.0015983734308273184,0.004047269570222827
btad,corrected,pixel_ap,interaction,I_TRI: (TRI_L-DUP_L) - (TRI_J-DUP_J),0,2,-0.0007887866510805086,-0.0004805959543733811,-0.00286739960898828,0.0024126655743824995
btad,corrected,pixel_ap,interaction,I_TRI: (TRI_L-DUP_L) - (TRI_J-DUP_J),0,4,-0.002986923280709597,-0.002694250563286364,-0.0049877399792287004,-0.00023671357708527453
btad,corrected,pixel_ap,interaction,I_TRI: (TRI_L-DUP_L) - (TRI_J-DUP_J),0,8,-0.002623100850808857,-0.002392540108104768,-0.0045679022048934455,-0.0002576378440787125
btad,corrected,pixel_ap,interaction,I_TRI: (TRI_L-DUP_L) - (TRI_J-DUP_J),1,1,0.0026284861963131734,0.0029304568250304334,0.0010785781822548386,0.00524144881919045
btad,corrected,pixel_ap,interaction,I_TRI: (TRI_L-DUP_L) - (TRI_J-DUP_J),1,2,0.0020178658122138593,0.0023163939669384294,0.0001937682506784222,0.005041599292776348
btad,corrected,pixel_ap,interaction,I_TRI: (TRI_L-DUP_L) - (TRI_J-DUP_J),1,4,-0.00053912364325015,-0.00014025342009883746,-0.002291472539587647,0.002527019575827516
btad,corrected,pixel_ap,interaction,I_TRI: (TRI_L-DUP_L) - (TRI_J-DUP_J),1,8,-0.0025440189108691946,-0.0022509917652673767,-0.004198802792058681,-0.00017419876828772568
btad,corrected,pixel_ap,interaction,I_BAL: (BAL_L-A1_L) - (BAL_J-A1_J),0,1,-0.00012012319191223586,2.8199256703504538e-05,-0.0026860665284020617,0.002955176574935186
btad,corrected,pixel_ap,interaction,I_BAL: (BAL_L-A1_L) - (BAL_J-A1_J),0,2,-0.0017539156361560115,-0.0014282520297556251,-0.0036722557155812324,0.001071231676967329
btad,corrected,pixel_ap,interaction,I_BAL: (BAL_L-A1_L) - (BAL_J-A1_J),0,4,-0.0031540821352538106,-0.002820928708021574,-0.004973353267206793,-0.0005030747804899736
btad,corrected,pixel_ap,interaction,I_BAL: (BAL_L-A1_L) - (BAL_J-A1_J),0,8,-0.003066447718441778,-0.002906609541842495,-0.004907166740116234,-0.0008008213445753707
btad,corrected,pixel_ap,interaction,I_BAL: (BAL_L-A1_L) - (BAL_J-A1_J),1,1,0.001417976506708829,0.001728825562596919,-6.519781227859731e-05,0.004005926586425584
btad,corrected,pixel_ap,interaction,I_BAL: (BAL_L-A1_L) - (BAL_J-A1_J),1,2,0.0010328584777731242,0.0013406178302916465,-0.0008078550846993271,0.003939358910267979
btad,corrected,pixel_ap,interaction,I_BAL: (BAL_L-A1_L) - (BAL_J-A1_J),1,4,-0.0014917469683300988,-0.0010198648414282748,-0.003235764879626729,0.0017628380524105805
btad,corrected,pixel_ap,interaction,I_BAL: (BAL_L-A1_L) - (BAL_J-A1_J),1,8,-0.002415942748048572,-0.0020784139305775546,-0.004007072826055227,4.474123313609169e-05
btad,corrected,pixel_auroc,representation_effect,E_TRI_J: TRI_J - DUP_J,0,1,,0.0022763369429942577,0.0013283475105647536,0.0033007894933299252
btad,corrected,pixel_auroc,representation_effect,E_TRI_J: TRI_J - DUP_J,0,2,,0.0005466253403707343,-0.00024640235491811264,0.0012627298776337643
btad,corrected,pixel_auroc,representation_effect,E_TRI_J: TRI_J - DUP_J,0,4,,0.0009015515304301302,0.00016395641697830867,0.0016160604487935768
btad,corrected,pixel_auroc,representation_effect,E_TRI_J: TRI_J - DUP_J,0,8,,0.0006585355884199844,-6.231389640543038e-05,0.0013430921826072888
btad,corrected,pixel_auroc,representation_effect,E_TRI_J: TRI_J - DUP_J,1,1,,0.002138649180884892,0.0011718788393053458,0.0031627980619149676
btad,corrected,pixel_auroc,representation_effect,E_TRI_J: TRI_J - DUP_J,1,2,,0.0018033000368771243,0.0009031167527122742,0.0027214194790932482
btad,corrected,pixel_auroc,representation_effect,E_TRI_J: TRI_J - DUP_J,1,4,,0.0018902014462367997,0.0010904451552210177,0.002674843102244839
btad,corrected,pixel_auroc,representation_effect,E_TRI_J: TRI_J - DUP_J,1,8,,0.0012930854303952568,0.0005501701003628512,0.002017323727571504
btad,corrected,pixel_auroc,representation_effect,E_TRI_L: TRI_L - DUP_L,0,1,,0.0025658561309866035,0.001643667685373465,0.003586863224376743
btad,corrected,pixel_auroc,representation_effect,E_TRI_L: TRI_L - DUP_L,0,2,,0.0006231341305342945,-0.0002741711630983884,0.0014158369999247077
btad,corrected,pixel_auroc,representation_effect,E_TRI_L: TRI_L - DUP_L,0,4,,0.0007556333273450655,-9.381339002149658e-05,0.0015392845812257137
btad,corrected,pixel_auroc,representation_effect,E_TRI_L: TRI_L - DUP_L,0,8,,0.0006013215419526095,-0.00017034914496026342,0.0013612170039296822
btad,corrected,pixel_auroc,representation_effect,E_TRI_L: TRI_L - DUP_L,1,1,,0.0023069223824231148,0.001354598364536036,0.0033080991708408338
btad,corrected,pixel_auroc,representation_effect,E_TRI_L: TRI_L - DUP_L,1,2,,0.0020030173687000026,0.001091427886305632,0.002960959085733525
btad,corrected,pixel_auroc,representation_effect,E_TRI_L: TRI_L - DUP_L,1,4,,0.0019205121093296223,0.0011266299424081167,0.0027729530172579254
btad,corrected,pixel_auroc,representation_effect,E_TRI_L: TRI_L - DUP_L,1,8,,0.0012633246683390444,0.0005102328381196813,0.0020151329092102043
btad,corrected,pixel_auroc,representation_effect,E_BAL_J: BAL_J - A1_J,0,1,,0.001678550979833015,0.0008790881885224949,0.002562418070045366
btad,corrected,pixel_auroc,representation_effect,E_BAL_J: BAL_J - A1_J,0,2,,0.00040457054327662723,-0.0002684153416929652,0.001034958502994099
btad,corrected,pixel_auroc,representation_effect,E_BAL_J: BAL_J - A1_J,0,4,,0.0006820774210109231,1.8901585395150754e-05,0.0013091082967826015
btad,corrected,pixel_auroc,representation_effect,E_BAL_J: BAL_J - A1_J,0,8,,0.00039978304724569945,-0.0002613377041151388,0.0010071971477074752
btad,corrected,pixel_auroc,representation_effect,E_BAL_J: BAL_J - A1_J,1,1,,0.001577245558794818,0.0007389986661909903,0.0024778093890935157
btad,corrected,pixel_auroc,representation_effect,E_BAL_J: BAL_J - A1_J,1,2,,0.001266081976697817,0.0004404265611646224,0.0020744256181585456
btad,corrected,pixel_auroc,representation_effect,E_BAL_J: BAL_J - A1_J,1,4,,0.0014041940288950024,0.0007168403925154638,0.00210219218324946
btad,corrected,pixel_auroc,representation_effect,E_BAL_J: BAL_J - A1_J,1,8,,0.0009171173252075038,0.00027015452814182497,0.0015545973607073353
btad,corrected,pixel_auroc,representation_effect,E_BAL_L: BAL_L - A1_L,0,1,,0.0018653235393055571,0.0010596495501464186,0.002725708703574861
btad,corrected,pixel_auroc,representation_effect,E_BAL_L: BAL_L - A1_L,0,2,,0.0004440845439270241,-0.000336611440573073,0.0011529271367138102
btad,corrected,pixel_auroc,representation_effect,E_BAL_L: BAL_L - A1_L,0,4,,0.0005092486525345775,-0.00025569186074457517,0.0011832164400392862
btad,corrected,pixel_auroc,representation_effect,E_BAL_L: BAL_L - A1_L,0,8,,0.00028153587177421577,-0.0004133134096306196,0.0009405859085061391
btad,corrected,pixel_auroc,representation_effect,E_BAL_L: BAL_L - A1_L,1,1,,0.0016345795274608573,0.0007917764576904296,0.0025086579734473063
btad,corrected,pixel_auroc,representation_effect,E_BAL_L: BAL_L - A1_L,1,2,,0.0013827073734797972,0.0005784477169984648,0.0022291956944549356
btad,corrected,pixel_auroc,representation_effect,E_BAL_L: BAL_L - A1_L,1,4,,0.001338559756614972,0.0006167139055683723,0.002092622368680449
btad,corrected,pixel_auroc,representation_effect,E_BAL_L: BAL_L - A1_L,1,8,,0.0008668692213751797,0.00016911409169314274,0.0015364707693760248
btad,corrected,pixel_auroc,matching_effect,M_A1: A1_L - A1_J,0,1,,0.0014925118046436384,0.0012048744602622368,0.001833419650972512
btad,corrected,pixel_auroc,matching_effect,M_A1: A1_L - A1_J,0,2,,0.001070288424893934,0.0008557838493686825,0.0013049429286279167
btad,corrected,pixel_auroc,matching_effect,M_A1: A1_L - A1_J,0,4,,0.001003974823876069,0.0007954385146387771,0.0012320326337151132
btad,corrected,pixel_auroc,matching_effect,M_A1: A1_L - A1_J,0,8,,0.0008069368601506631,0.0006176590289576955,0.0010264686759347025
btad,corrected,pixel_auroc,matching_effect,M_A1: A1_L - A1_J,1,1,,0.0011442226880273544,0.0008735324062577627,0.001451831905546666
btad,corrected,pixel_auroc,matching_effect,M_A1: A1_L - A1_J,1,2,,0.0010215287469937334,0.0008039373082234958,0.0012836208457497472
btad,corrected,pixel_auroc,matching_effect,M_A1: A1_L - A1_J,1,4,,0.000759670048279949,0.0005657005803409582,0.0009838459323956578
btad,corrected,pixel_auroc,matching_effect,M_A1: A1_L - A1_J,1,8,,0.0005212443374673433,0.0003580559697148905,0.0007166881156650234
btad,corrected,pixel_auroc,matching_effect,M_TRI: TRI_L - TRI_J,0,1,,0.001521296036911945,0.0010742949979353322,0.0019866224309763813
btad,corrected,pixel_auroc,matching_effect,M_TRI: TRI_L - TRI_J,0,2,,0.0009170886233786664,0.0005340514210004949,0.0013325858813440004
btad,corrected,pixel_auroc,matching_effect,M_TRI: TRI_L - TRI_J,0,4,,0.0006560342170040223,0.000309313710932882,0.0010226863900676007
btad,corrected,pixel_auroc,matching_effect,M_TRI: TRI_L - TRI_J,0,8,,0.0006018059010427947,0.00029052510076610637,0.0009329426107054811
btad,corrected,pixel_auroc,matching_effect,M_TRI: TRI_L - TRI_J,1,1,,0.001095664229056815,0.000740644677566496,0.001442050876250045
btad,corrected,pixel_auroc,matching_effect,M_TRI: TRI_L - TRI_J,1,2,,0.0010577163868887556,0.0007607274883439264,0.0013670250731896288
btad,corrected,pixel_auroc,matching_effect,M_TRI: TRI_L - TRI_J,1,4,,0.0006605532286294533,0.00035913160915917455,0.000978067391924944
btad,corrected,pixel_auroc,matching_effect,M_TRI: TRI_L - TRI_J,1,8,,0.00041814166185110037,0.00012981005186740724,0.0007357681027906737
btad,corrected,pixel_auroc,matching_effect,M_BAL: BAL_L - BAL_J,0,1,,0.0016792843641161804,0.0012381157833898093,0.002165104085080233
btad,corrected,pixel_auroc,matching_effect,M_BAL: BAL_L - BAL_J,0,2,,0.0011098024255443307,0.0007157732960850233,0.0015293773573993722
btad,corrected,pixel_auroc,matching_effect,M_BAL: BAL_L - BAL_J,0,4,,0.0008311460553997236,0.0005010563202940216,0.0011844350371207344
btad,corrected,pixel_auroc,matching_effect,M_BAL: BAL_L - BAL_J,0,8,,0.0006886896846791795,0.0003934837500778776,0.0010210214042128101
btad,corrected,pixel_auroc,matching_effect,M_BAL: BAL_L - BAL_J,1,1,,0.0012015566566933936,0.0008432861959344285,0.001566960285713831
btad,corrected,pixel_auroc,matching_effect,M_BAL: BAL_L - BAL_J,1,2,,0.0011381541437757137,0.000830942455889963,0.0014481971230731413
btad,corrected,pixel_auroc,matching_effect,M_BAL: BAL_L - BAL_J,1,4,,0.0006940357759999189,0.00038181660320674437,0.0010050838665877887
btad,corrected,pixel_auroc,matching_effect,M_BAL: BAL_L - BAL_J,1,8,,0.0004709962336350192,0.00017584843078718716,0.0007961341358776907
btad,corrected,pixel_auroc,matching_effect,M_DUP: DUP_L - DUP_J,0,1,,0.0012317768489195993,0.0009812001397492387,0.0015173673484681542
btad,corrected,pixel_auroc,matching_effect,M_DUP: DUP_L - DUP_J,0,2,,0.0008405798332151062,0.0006578518062236527,0.0010400305208627197
btad,corrected,pixel_auroc,matching_effect,M_DUP: DUP_L - DUP_J,0,4,,0.000801952420089087,0.0006185364928102926,0.000997545260463678
btad,corrected,pixel_auroc,matching_effect,M_DUP: DUP_L - DUP_J,0,8,,0.0006590199475101697,0.0005021353342385182,0.0008317525263087848
btad,corrected,pixel_auroc,matching_effect,M_DUP: DUP_L - DUP_J,1,1,,0.0009273910275185924,0.0007102219414792027,0.0011690599484248416
btad,corrected,pixel_auroc,matching_effect,M_DUP: DUP_L - DUP_J,1,2,,0.0008579990550658777,0.000681060339341405,0.0010639887445920732
btad,corrected,pixel_auroc,matching_effect,M_DUP: DUP_L - DUP_J,1,4,,0.0006302425655366306,0.00048091711457202144,0.0008019852297768693
btad,corrected,pixel_auroc,matching_effect,M_DUP: DUP_L - DUP_J,1,8,,0.0004479024239073126,0.00032197797222046075,0.0005997668141879214
btad,corrected,pixel_auroc,interaction,I_TRI: (TRI_L-DUP_L) - (TRI_J-DUP_J),0,1,,0.0002895191879923458,-3.0162376018688647e-06,0.000572538068156292
btad,corrected,pixel_auroc,interaction,I_TRI: (TRI_L-DUP_L) - (TRI_J-DUP_J),0,2,,7.650879016356027e-05,-0.00021716183461971959,0.00036608108019811056
btad,corrected,pixel_auroc,interaction,I_TRI: (TRI_L-DUP_L) - (TRI_J-DUP_J),0,4,,-0.00014591820308506464,-0.00042417033735190344,0.00013926092919470666
btad,corrected,pixel_auroc,interaction,I_TRI: (TRI_L-DUP_L) - (TRI_J-DUP_J),0,8,,-5.7214046467374936e-05,-0.0002891759050913462,0.00019110017665111275
btad,corrected,pixel_auroc,interaction,I_TRI: (TRI_L-DUP_L) - (TRI_J-DUP_J),1,1,,0.00016827320153822267,-6.30341332533646e-05,0.0004124651861110661
btad,corrected,pixel_auroc,interaction,I_TRI: (TRI_L-DUP_L) - (TRI_J-DUP_J),1,2,,0.00019971733182287788,-4.44774551263738e-05,0.0004375271475893782
btad,corrected,pixel_auroc,interaction,I_TRI: (TRI_L-DUP_L) - (TRI_J-DUP_J),1,4,,3.031066309282271e-05,-0.00023951828989337843,0.0002777619487744437
btad,corrected,pixel_auroc,interaction,I_TRI: (TRI_L-DUP_L) - (TRI_J-DUP_J),1,8,,-2.9760762056212255e-05,-0.00027620888170001856,0.00022763740942201565
btad,corrected,pixel_auroc,interaction,I_BAL: (BAL_L-A1_L) - (BAL_J-A1_J),0,1,,0.000186772559472542,-7.956911840900082e-05,0.00045073817801580257
btad,corrected,pixel_auroc,interaction,I_BAL: (BAL_L-A1_L) - (BAL_J-A1_J),0,2,,3.95140006503969e-05,-0.0002276800521649691,0.0003017056328781825
btad,corrected,pixel_auroc,interaction,I_BAL: (BAL_L-A1_L) - (BAL_J-A1_J),0,4,,-0.00017282876847634555,-0.00041695803871565074,6.564131409209907e-05
btad,corrected,pixel_auroc,interaction,I_BAL: (BAL_L-A1_L) - (BAL_J-A1_J),0,8,,-0.00011824717547148366,-0.0003414306228164854,9.522821658616563e-05
btad,corrected,pixel_auroc,interaction,I_BAL: (BAL_L-A1_L) - (BAL_J-A1_J),1,1,,5.7333968666039234e-05,-0.00016539681115237403,0.0002820125523704725
btad,corrected,pixel_auroc,interaction,I_BAL: (BAL_L-A1_L) - (BAL_J-A1_J),1,2,,0.00011662539678198025,-0.00011461701859021012,0.00036233037408321667
btad,corrected,pixel_auroc,interaction,I_BAL: (BAL_L-A1_L) - (BAL_J-A1_J),1,4,,-6.563427228003005e-05,-0.0003271363488453555,0.00017519941394929787
btad,corrected,pixel_auroc,interaction,I_BAL: (BAL_L-A1_L) - (BAL_J-A1_J),1,8,,-5.024810383232403e-05,-0.0002730411965249285,0.0001849482550073611
ksdd2,study,pixel_ap,representation_effect,E_TRI_J: TRI_J - DUP_J,0,1,-0.008809614973661617,-0.009448176837594047,-0.036115835898972194,0.018453869683279885
ksdd2,study,pixel_ap,representation_effect,E_TRI_J: TRI_J - DUP_J,0,2,0.0009848329548121093,0.0007577804317420836,-0.021758188410188308,0.02426058311126898
ksdd2,study,pixel_ap,representation_effect,E_TRI_J: TRI_J - DUP_J,0,4,0.0007253233882729138,0.00016977588201089167,-0.01757474700078926,0.019602568028529232
ksdd2,study,pixel_ap,representation_effect,E_TRI_J: TRI_J - DUP_J,0,8,0.0007149531095574924,-0.0006735862543096335,-0.019978615152871936,0.01680591715889369
ksdd2,study,pixel_ap,representation_effect,E_TRI_J: TRI_J - DUP_J,1,1,0.013925446173139178,0.013533068436769744,-0.0013948258450652584,0.02898406822792613
ksdd2,study,pixel_ap,representation_effect,E_TRI_J: TRI_J - DUP_J,1,2,0.0031926513620551544,0.0031712344059791455,-0.017255618755002693,0.022866045216222177
ksdd2,study,pixel_ap,representation_effect,E_TRI_J: TRI_J - DUP_J,1,4,0.006802660696811458,0.006639139269152267,-0.011554332531581482,0.02412712297511161
ksdd2,study,pixel_ap,representation_effect,E_TRI_J: TRI_J - DUP_J,1,8,0.007417671045948815,0.00717376705222587,-0.010170033904577233,0.023796189706226493
ksdd2,study,pixel_ap,representation_effect,E_TRI_J: TRI_J - DUP_J,2,1,0.06845005229708812,0.06867867624401881,0.04725806396440175,0.0935892394838355
ksdd2,study,pixel_ap,representation_effect,E_TRI_J: TRI_J - DUP_J,2,2,0.020576699697352097,0.020655289984506893,0.004994334262830663,0.037211634027777635
ksdd2,study,pixel_ap,representation_effect,E_TRI_J: TRI_J - DUP_J,2,4,0.007811348349907821,0.008180032400254895,-0.01048980657725336,0.027325783988237408
ksdd2,study,pixel_ap,representation_effect,E_TRI_J: TRI_J - DUP_J,2,8,0.0008555163068962868,0.0012070280672846826,-0.014713615692542401,0.018143535602388367
ksdd2,study,pixel_ap,representation_effect,E_TRI_L: TRI_L - DUP_L,0,1,-0.0024502981664845658,-0.0030970608863585794,-0.029805540101730872,0.0258683188111762
