seed,shot,method,metric,stride,this_run,study_stored,abs_diff,pixel_weighted
0,2,A1_J,pixel_ap,8,0.7477175186657138,0.7477175160763245,2.5893892585671097e-09,True
0,2,A1_J,pixel_auroc,8,0.997460478121133,0.9974604811194111,2.9982780702653145e-09,True
0,2,A1_L,pixel_ap,8,0.7624576655221766,0.7624575397171213,1.2580505537318487e-07,True
0,2,A1_L,pixel_auroc,8,0.9978764225260468,0.9978764215753732,9.506736509123925e-10,True
0,2,B,pixel_ap,8,0.7357181836767784,0.735718200436293,1.675951455393232e-08,True
0,2,B,pixel_auroc,8,0.9965319073448177,0.9965319085148775,1.170059826804959e-09,True
0,2,BAL_J,pixel_ap,8,0.7497184236332716,0.7497184591233623,3.5490090755097015e-08,True
0,2,BAL_J,pixel_auroc,8,0.9977497355465621,0.9977497373016518,1.7550897402074384e-09,True
0,2,BAL_L,pixel_ap,8,0.7612260776216528,0.7612264490079005,3.7138624764399e-07,True
0,2,BAL_L,pixel_auroc,8,0.998089526171926,0.9980895270494708,8.775448145925679e-10,True
0,2,C,pixel_ap,8,0.23447075891313007,0.23447079368884138,3.4775711310608415e-08,True
0,2,C,pixel_auroc,8,0.9854296263417238,0.9854296311682202,4.8264964247479725e-09,True
0,2,DUP_BAL_J,pixel_ap,8,0.7477175186657138,0.7477175160763245,2.5893892585671097e-09,True
0,2,DUP_BAL_J,pixel_auroc,8,0.997460478121133,0.9974604811194111,2.9982780702653145e-09,True
0,2,DUP_EXPECTED_J,pixel_ap,8,0.7509420080489789,0.750942254150614,2.461016350707723e-07,True
0,2,DUP_EXPECTED_J,pixel_auroc,8,0.9971978960842106,0.9971978965229831,4.387724628074352e-10,True
0,2,DUP_J,pixel_ap,8,0.7509420080489789,0.750942254150614,2.461016350707723e-07,True
0,2,DUP_J,pixel_auroc,8,0.9971978960842106,0.9971978965229831,4.387724628074352e-10,True
0,2,DUP_L,pixel_ap,8,0.7592945087998911,0.7592945478497749,3.904988377101404e-08,True
0,2,DUP_L,pixel_auroc,8,0.9975694649481678,0.9975694659719702,1.0238023762099147e-09,True
0,2,S,pixel_ap,8,0.7127451811156509,0.7127451857583067,4.64265581534562e-09,True
0,2,S,pixel_auroc,8,0.9973623011107614,0.99736230176892,6.581586387000016e-10,True
0,2,TRI_J,pixel_ap,8,0.7618860472027477,0.7618860552110458,8.008298135742109e-09,True
0,2,TRI_J,pixel_auroc,8,0.9977847875392909,0.9977847867348749,8.044159782727434e-10,True
0,2,TRI_L,pixel_ap,8,0.7703574240741233,0.770357456403566,3.2329442678502573e-08,True
0,2,TRI_L,pixel_auroc,8,0.9981135619055693,0.9981135626368567,7.312873639975237e-10,True
0,4,A1_J,pixel_ap,8,0.7637628853212619,0.7637628154918866,6.982937528210442e-08,True
0,4,A1_J,pixel_auroc,8,0.99772425829927,0.9977242585917849,2.925149011900885e-10,True
0,4,A1_L,pixel_ap,8,0.7790444240813817,0.7790444492222672,2.514088548455362e-08,True
0,4,A1_L,pixel_auroc,8,0.9981048273361832,0.9981048293837879,2.047604641397527e-09,True
0,4,B,pixel_ap,8,0.7476190757500469,0.747619068772809,6.977237898553312e-09,True
0,4,B,pixel_auroc,8,0.9970182825475113,0.9970182836444424,1.0969311015074368e-09,True
0,4,BAL_J,pixel_ap,8,0.7610543594421093,0.7610544335099142,7.406780488938836e-08,True
0,4,BAL_J,pixel_auroc,8,0.9979447817329863,0.9979447833418186,1.6088322896123941e-09,True
0,4,BAL_L,pixel_ap,8,0.7728471202863589,0.7728465692992137,5.509871452424875e-07,True
0,4,BAL_L,pixel_auroc,8,0.9982339877489139,0.9982339891383599,1.3894460026975253e-09,True
0,4,C,pixel_ap,8,0.3062999708202536,0.3063004675047049,4.966844512899193e-07,True
0,4,C,pixel_auroc,8,0.9860771777910056,0.9860771810817985,3.290792971455403e-09,True
0,4,DUP_BAL_J,pixel_ap,8,0.7637628853212619,0.7637628154918866,6.982937528210442e-08,True
0,4,DUP_BAL_J,pixel_auroc,8,0.99772425829927,0.9977242585917849,2.925149011900885e-10,True
0,4,DUP_EXPECTED_J,pixel_ap,8,0.76430488221705,0.7643048276588982,5.455815177413115e-08,True
0,4,DUP_EXPECTED_J,pixel_auroc,8,0.9975451008664988,0.997545099696439,1.170059826804959e-09,True
0,4,DUP_J,pixel_ap,8,0.76430488221705,0.7643048276588982,5.455815177413115e-08,True
0,4,DUP_J,pixel_auroc,8,0.9975451008664988,0.997545099696439,1.170059826804959e-09,True
0,4,DUP_L,pixel_ap,8,0.7723089067197069,0.7723089308015226,2.4081815763743464e-08,True
0,4,DUP_L,pixel_auroc,8,0.9978614808626569,0.9978614817402017,8.775448145925679e-10,True
0,4,S,pixel_ap,8,0.7153718743652382,0.7153719303136589,5.5948420674134525e-08,True
0,4,S,pixel_auroc,8,0.9974728972818948,0.9974728972818947,1.1102230246251565e-16,True
0,4,TRI_J,pixel_ap,8,0.7700325552423379,0.7700325867355597,3.1493221808176486e-08,True
0,4,TRI_J,pixel_auroc,8,0.9979871202729947,0.9979871199073511,3.656436264876106e-10,True
0,4,TRI_L,pixel_ap,8,0.7766112947668776,0.776611289254184,5.51269363491258e-09,True
0,4,TRI_L,pixel_auroc,8,0.9982526307501601,0.9982526314814475,7.312873639975237e-10,True
0,8,A1_J,pixel_ap,8,0.7898280583901081,0.7898281517627812,9.337267314890596e-08,True
0,8,A1_J,pixel_auroc,8,0.9982480994011474,0.9982480992548899,1.462575616173467e-10,True
0,8,A1_L,pixel_ap,8,0.7986867112460085,0.7986867434555495,3.220954092331141e-08,True
0,8,A1_L,pixel_auroc,8,0.9985392134189324,0.9985392135651899,1.462575616173467e-10,True
0,8,B,pixel_ap,8,0.7697437521986287,0.7697437309148265,2.128380216515069e-08,True
0,8,B,pixel_auroc,8,0.9978346579734891,0.997834658851034,8.775448145925679e-10,True
0,8,BAL_J,pixel_ap,8,0.7823338715879282,0.7823339144065218,4.281859355970141e-08,True
0,8,BAL_J,pixel_auroc,8,0.9983553063478707,0.9983553075910593,1.243188552102481e-09,True
0,8,BAL_L,pixel_ap,8,0.7869614667226281,0.7869615021716058,3.544897764218291e-08,True
0,8,BAL_L,pixel_auroc,8,0.9985653019493308,0.998565302168717,2.1938617589256637e-10,True
0,8,C,pixel_ap,8,0.42419375659009034,0.42419386604967424,1.0945958389685373e-07,True
0,8,C,pixel_auroc,8,0.9870999407197257,0.9870999319442773,8.775448478992587e-09,True
0,8,DUP_BAL_J,pixel_ap,8,0.7898280583901081,0.7898281517627812,9.337267314890596e-08,True
0,8,DUP_BAL_J,pixel_auroc,8,0.9982480994011474,0.9982480992548899,1.462575616173467e-10,True
0,8,DUP_EXPECTED_J,pixel_ap,8,0.7849457616698127,0.7849457815095969,1.983978425990074e-08,True
0,8,DUP_EXPECTED_J,pixel_auroc,8,0.9981702615399306,0.9981702602236133,1.3163172774000031e-09,True
0,8,DUP_J,pixel_ap,8,0.7849457616698127,0.7849457815095969,1.983978425990074e-08,True
0,8,DUP_J,pixel_auroc,8,0.9981702615399306,0.9981702602236133,1.3163172774000031e-09,True
0,8,DUP_L,pixel_ap,8,0.7915481911845319,0.7915482545495933,6.336506142012865e-08,True
0,8,DUP_L,pixel_auroc,8,0.9983918926546147,0.9983918936052883,9.506736509123925e-10,True
0,8,S,pixel_ap,8,0.7223238078505084,0.7223238238404157,1.5989907287128347e-08,True
0,8,S,pixel_auroc,8,0.9978820862735402,0.9978820867123127,4.387724628074352e-10,True
0,8,TRI_J,pixel_ap,8,0.7840555042938354,0.78405553281241,2.8518574612945713e-08,True
0,8,TRI_J,pixel_auroc,8,0.9984056431240199,0.99840564253899,5.850299134024795e-10,True
0,8,TRI_L,pixel_ap,8,0.7879158242385642,0.7879158323275902,8.089026004576283e-09,True
0,8,TRI_L,pixel_auroc,8,0.9985885533772778,0.9985885531578916,2.1938617589256637e-10,True
1,1,A1_J,pixel_ap,8,0.7220694464276662,0.7220694711964207,2.476875449186622e-08,True
1,1,A1_J,pixel_auroc,8,0.9938596832822661,0.9938596859880292,2.7057630580529235e-09,True
1,1,A1_L,pixel_ap,8,0.7335350786714003,0.7335350491608348,2.9510565546786438e-08,True
1,1,A1_L,pixel_auroc,8,0.9949406805981351,0.9949406784774019,2.1207332556727465e-09,True
1,1,B,pixel_ap,8,0.6919749531778646,0.6919749745277866,2.134992194147145e-08,True
1,1,B,pixel_auroc,8,0.9923565271546059,0.992356527154606,1.1102230246251565e-16,True
1,1,BAL_J,pixel_ap,8,0.7230773965011273,0.723077325815949,7.068517837716115e-08,True
1,1,BAL_J,pixel_auroc,8,0.9950530943108791,0.9950530937989779,5.119011881049573e-10,True
1,1,BAL_L,pixel_ap,8,0.7336591849734079,0.7336591124460586,7.252734923746118e-08,True
1,1,BAL_L,pixel_auroc,8,0.9958901660467594,0.9958901662661456,2.1938617589256637e-10,True
1,1,C,pixel_ap,8,0.13685121450946047,0.13685129847151484,8.396205436467241e-08,True
1,1,C,pixel_auroc,8,0.947987111753497,0.947987154168164,4.241466700083407e-08,True
1,1,DUP_BAL_J,pixel_ap,8,0.7220694464276662,0.7220694711964207,2.476875449186622e-08,True
1,1,DUP_BAL_J,pixel_auroc,8,0.9938596832822661,0.9938596859880292,2.7057630580529235e-09,True
1,1,DUP_EXPECTED_J,pixel_ap,8,0.7153669290067516,0.7153669062147453,2.2792006282301713e-08,True
1,1,DUP_EXPECTED_J,pixel_auroc,8,0.9934409027987032,0.9934409048463079,2.047604641397527e-09,True
1,1,DUP_J,pixel_ap,8,0.7153669290067516,0.7153669062147453,2.2792006282301713e-08,True
1,1,DUP_J,pixel_auroc,8,0.9934409027987032,0.9934409048463079,2.047604641397527e-09,True
1,1,DUP_L,pixel_ap,8,0.7232699286362402,0.7232699302242025,1.5879623171954904e-09,True
1,1,DUP_L,pixel_auroc,8,0.9943225700467787,0.994322570193036,1.4625733957274178e-10,True
1,1,S,pixel_ap,8,0.6575904491660344,0.6575905042957886,5.51297542061846e-08,True
1,1,S,pixel_auroc,8,0.9945336180438822,0.9945336190676843,1.0238021541653097e-09,True
1,1,TRI_J,pixel_ap,8,0.7256248387502513,0.7256251999564324,3.6120618107648994e-07,True
1,1,TRI_J,pixel_auroc,8,0.9951970831105871,0.9951970829643296,1.4625745059504425e-10,True
1,1,TRI_L,pixel_ap,8,0.7345111040064977,0.7345111123590198,8.352522118393324e-09,True
1,1,TRI_L,pixel_auroc,8,0.9959527502773975,0.9959527505699126,2.925151232346934e-10,True
1,2,A1_J,pixel_ap,8,0.7582224536215838,0.7582224965261288,4.290454502786645e-08,True
1,2,A1_J,pixel_auroc,8,0.9962725235200465,0.9962725246169774,1.0969308794628319e-09,True
1,2,A1_L,pixel_ap,8,0.7667415540470972,0.7667416466794927,9.263239553192193e-08,True
1,2,A1_L,pixel_auroc,8,0.996871719762545,0.9968717201281886,3.656436264876106e-10,True
1,2,B,pixel_ap,8,0.7236538217579965,0.7236536216731204,2.0008487611189452e-07,True
1,2,B,pixel_auroc,8,0.9946082140350925,0.9946082152051522,1.1700597157826564e-09,True
1,2,BAL_J,pixel_ap,8,0.7531214631364511,0.7531214741284067,1.0991955567973832e-08,True
1,2,BAL_J,pixel_auroc,8,0.9969650710807405,0.9969650715926415,5.119009660603524e-10,True
1,2,BAL_L,pixel_ap,8,0.7611579173982953,0.7611579214862454,4.087950089548542e-09,True
1,2,BAL_L,pixel_auroc,8,0.9973872729653572,0.9973872740622883,1.0969311015074368e-09,True
1,2,C,pixel_ap,8,0.16834427047213815,0.168344305165463,3.469332485184218e-08,True
1,2,C,pixel_auroc,8,0.9754040002701406,0.9754040214043452,2.113420460858606e-08,True
1,2,DUP_BAL_J,pixel_ap,8,0.7582224536215838,0.7582224965261288,4.290454502786645e-08,True
1,2,DUP_BAL_J,pixel_auroc,8,0.9962725235200465,0.9962725246169774,1.0969308794628319e-09,True
1,2,DUP_EXPECTED_J,pixel_ap,8,0.7493616986103032,0.7493615881014293,1.1050887394059572e-07,True
1,2,DUP_EXPECTED_J,pixel_auroc,8,0.9957722942245282,0.9957722938588844,3.656437375099131e-10,True
1,2,DUP_J,pixel_ap,8,0.7493616986103032,0.7493615881014293,1.1050887394059572e-07,True
1,2,DUP_J,pixel_auroc,8,0.9957722942245282,0.9957722938588844,3.656437375099131e-10,True
1,2,DUP_L,pixel_ap,8,0.7549691595204624,0.7549691549719153,4.548547094529454e-09,True
1,2,DUP_L,pixel_auroc,8,0.9963150417373595,0.9963150418836171,1.462575616173467e-10,True
1,2,S,pixel_ap,8,0.678801116985899,0.6788011712981105,5.43122115059802e-08,True
1,2,S,pixel_auroc,8,0.9960194988970501,0.9960195007983972,1.90134707978018e-09,True
1,2,TRI_J,pixel_ap,8,0.7531740990939204,0.7531740720595266,2.7034393834668435e-08,True
1,2,TRI_J,pixel_auroc,8,0.9969031499814826,0.9969031501277399,1.4625733957274178e-10,True
1,2,TRI_L,pixel_ap,8,0.7605320309631303,0.7605319988036073,3.215952293356139e-08,True
1,2,TRI_L,pixel_auroc,8,0.9973275591107454,0.997327558964488,1.4625745059504425e-10,True
1,4,A1_J,pixel_ap,8,0.7631608791396558,0.7631605377618504,3.4137780535736795e-07,True
1,4,A1_J,pixel_auroc,8,0.9967417362127592,0.9967417380409775,1.828218354482658e-09,True
1,4,A1_L,pixel_ap,8,0.7720535204394843,0.7720535386015841,1.816209982408168e-08,True
1,4,A1_L,pixel_auroc,8,0.997292961686241,0.9972929640994894,2.41324837890744e-09,True
1,4,B,pixel_ap,8,0.7327224343679033,0.7327222557653251,1.7860257817137182e-07,True
1,4,B,pixel_auroc,8,0.995551409461726,0.9955514102661421,8.044160892950458e-10,True
1,4,BAL_J,pixel_ap,8,0.7602158106638742,0.7602157074755662,1.0318830800937207e-07,True
1,4,BAL_J,pixel_auroc,8,0.9973208465509167,0.9973208473553329,8.044162003173483e-10,True
1,4,BAL_L,pixel_ap,8,0.7706206551617263,0.7706206126336534,4.2528072841108155e-08,True
1,4,BAL_L,pixel_auroc,8,0.9977667294948059,0.9977667296410635,1.462575616173467e-10,True
1,4,C,pixel_ap,8,0.18317871492815493,0.18317872067670177,5.748546832995416e-09,True
1,4,C,pixel_auroc,8,0.9754971534825895,0.9754971877799666,3.429737716054149e-08,True
1,4,DUP_BAL_J,pixel_ap,8,0.7631608791396558,0.7631605377618504,3.4137780535736795e-07,True
1,4,DUP_BAL_J,pixel_auroc,8,0.9967417362127592,0.9967417380409775,1.828218354482658e-09,True
1,4,DUP_EXPECTED_J,pixel_ap,8,0.7585830970924535,0.7585831112241497,1.4131696146613137e-08,True
1,4,DUP_EXPECTED_J,pixel_auroc,8,0.9964567529425773,0.9964567533082213,3.65643959554518e-10,True
1,4,DUP_J,pixel_ap,8,0.7585830970924535,0.7585831112241497,1.4131696146613137e-08,True
1,4,DUP_J,pixel_auroc,8,0.9964567529425773,0.9964567533082213,3.65643959554518e-10,True
1,4,DUP_L,pixel_ap,8,0.7623816038494036,0.7623815062937456,9.755565799629551e-08,True
1,4,DUP_L,pixel_auroc,8,0.9968985811174279,0.996898580824913,2.925149011900885e-10,True
1,4,S,pixel_ap,8,0.7054175091801228,0.7054175400890607,3.090893785362425e-08,True
1,4,S,pixel_auroc,8,0.9967879775602922,0.9967879782184509,6.581586387000016e-10,True
1,4,TRI_J,pixel_ap,8,0.7637953053612357,0.7637951727851655,1.3257607023309248e-07,True
1,4,TRI_J,pixel_auroc,8,0.9973930905757119,0.9973930891131372,1.4625747279950474e-09,True
1,4,TRI_L,pixel_ap,8,0.7718368172974153,0.7718368093382855,7.959129799672837e-09,True
1,4,TRI_L,pixel_auroc,8,0.9977803977675116,0.9977803978406403,7.312872529752212e-11,True
1,8,A1_J,pixel_ap,8,0.7796551085920371,0.7796551451153543,3.652331714842916e-08,True
1,8,A1_J,pixel_auroc,8,0.9978302894821719,0.9978302913835192,1.901347301824785e-09,True
1,8,A1_L,pixel_ap,8,0.7858510414911929,0.7858510470872717,5.596078822556194e-09,True
1,8,A1_L,pixel_auroc,8,0.998199012614487,0.9981990133457742,7.312872529752212e-10,True
1,8,B,pixel_ap,8,0.7465827035823269,0.7465826980798269,5.5025000111896816e-09,True
1,8,B,pixel_auroc,8,0.9970552584841621,0.9970552581916472,2.925149011900885e-10,True
1,8,BAL_J,pixel_ap,8,0.7761779516252526,0.7761779686394501,1.701419749533528e-08,True
1,8,BAL_J,pixel_auroc,8,0.9980924149763939,0.9980924161464537,1.170059826804959e-09,True
1,8,BAL_L,pixel_ap,8,0.7807356696843981,0.7807355281488866,1.415355115330641e-07,True
1,8,BAL_L,pixel_auroc,8,0.9983458399792211,0.9983458387360326,1.243188552102481e-09,True
1,8,C,pixel_ap,8,0.3869573299060932,0.38695750007706714,1.7017097392324487e-07,True
1,8,C,pixel_auroc,8,0.9857324801543108,0.9857324990946535,1.8940342738638094e-08,True
1,8,DUP_BAL_J,pixel_ap,8,0.7796551085920371,0.7796551451153543,3.652331714842916e-08,True
1,8,DUP_BAL_J,pixel_auroc,8,0.9978302894821719,0.9978302913835192,1.901347301824785e-09,True
1,8,DUP_EXPECTED_J,pixel_ap,8,0.7713024573598677,0.7713024530300995,4.329768210631357e-09,True
1,8,DUP_EXPECTED_J,pixel_auroc,8,0.9976675063778623,0.9976675068897636,5.119012991272598e-10,True
1,8,DUP_J,pixel_ap,8,0.7713024573598677,0.7713024530300995,4.329768210631357e-09,True
1,8,DUP_J,pixel_auroc,8,0.9976675063778623,0.9976675068897636,5.119012991272598e-10,True
1,8,DUP_L,pixel_ap,8,0.7743506183428871,0.7743505987473751,1.959551199082199e-08,True
1,8,DUP_L,pixel_auroc,8,0.997936880977451,0.997936880684936,2.9251501221239096e-10,True
1,8,S,pixel_ap,8,0.7172086716199129,0.7172087442738032,7.265389034838421e-08,True
1,8,S,pixel_auroc,8,0.997475406986994,0.9974754078645388,8.775448145925679e-10,True
1,8,TRI_J,pixel_ap,8,0.7748537477373206,0.7748537617351169,1.3997796255438288e-08,True
1,8,TRI_J,pixel_auroc,8,0.9981169391368666,0.9981169389174803,2.1938628691486883e-10,True
1,8,TRI_L,pixel_ap,8,0.7788210827178007,0.7788210971903691,1.4472568365953009e-08,True
1,8,TRI_L,pixel_auroc,8,0.9983355852827946,0.9983355863797257,1.0969311015074368e-09,True
0,1,A1_J,pixel_ap,1,0.6686159584698684,0.6686159641218419,5.6519734448201575e-09,True
0,1,DUP_J,pixel_ap,1,0.6641221343107568,0.664122134848842,5.380851320069269e-10,True
0,1,TRI_J,pixel_ap,1,0.6995654451578792,0.6995654359829714,9.174907833475743e-09,True
0,1,BAL_J,pixel_ap,1,0.6925702060651386,0.6925701831001405,2.2964998125374336e-08,True
0,1,A1_L,pixel_ap,1,0.679484581674093,0.6794845860927525,4.4186595493656e-09,True
0,1,DUP_L,pixel_ap,1,0.67133714663781,0.6713371382167621,8.42104785903075e-09,True
0,1,TRI_L,pixel_ap,1,0.7052367687828118,0.7052367793773272,1.0594515376105562e-08,True
0,1,BAL_L,pixel_ap,1,0.6974443871787624,0.6974444134567318,2.627796935605886e-08,True
0,2,A1_J,pixel_ap,1,0.7429879772734586,0.7429880081184798,3.084502120387356e-08,True
0,2,DUP_J,pixel_ap,1,0.7456146363258966,0.7456146645433325,2.8217435832367244e-08,True
0,2,TRI_J,pixel_ap,1,0.7577776729921799,0.757777693420323,2.0428143066020255e-08,True
0,2,BAL_J,pixel_ap,1,0.7456860593769726,0.7456860835509389,2.4173966273188796e-08,True
0,2,A1_L,pixel_ap,1,0.7576196290104691,0.7576196598659215,3.0855452415323725e-08,True
0,2,DUP_L,pixel_ap,1,0.7538692078302743,0.7538692298997627,2.20694883479311e-08,True
0,2,TRI_L,pixel_ap,1,0.7661633120257331,0.7661633313381507,1.9312417665062753e-08,True
0,2,BAL_L,pixel_ap,1,0.7572042177204559,0.757204247279267,2.9558811176499944e-08,True
0,4,A1_J,pixel_ap,1,0.759811785989091,0.7598117994415157,1.3452424618698444e-08,True
0,4,DUP_J,pixel_ap,1,0.7602952481726769,0.7602952615174446,1.3344767735290475e-08,True
0,4,TRI_J,pixel_ap,1,0.7664255377962267,0.7664255481214397,1.0325213017914336e-08,True
0,4,BAL_J,pixel_ap,1,0.7573602363570885,0.7573602569240159,2.0566927383391942e-08,True
0,4,A1_L,pixel_ap,1,0.7753421651453007,0.7753421818799506,1.6734649888050512e-08,True
0,4,DUP_L,pixel_ap,1,0.768487682464783,0.7684876916674557,9.202672623942476e-09,True
0,4,TRI_L,pixel_ap,1,0.772750657821095,0.7727506681998837,1.0378788717346765e-08,True
0,4,BAL_L,pixel_ap,1,0.7691384564437336,0.7691384710574203,1.4613686705189366e-08,True
0,8,A1_J,pixel_ap,1,0.7856417006039509,0.7856417070227802,6.418829356924505e-09,True
0,8,DUP_J,pixel_ap,1,0.7807979762787928,0.7807979767573818,4.78589057273382e-10,True
0,8,TRI_J,pixel_ap,1,0.7802073703690193,0.7802073683102131,2.0588062366044824e-09,True
0,8,BAL_J,pixel_ap,1,0.7784273293886618,0.7784273367546805,7.366018683896414e-09,True
0,8,A1_L,pixel_ap,1,0.7949003896176499,0.794900405336917,1.5719267110192447e-08,True
0,8,DUP_L,pixel_ap,1,0.7876488467035407,0.787648861129549,1.4426008276835489e-08,True
0,8,TRI_L,pixel_ap,1,0.7840664871601186,0.784066497993063,1.0832944430383407e-08,True
0,8,BAL_L,pixel_ap,1,0.7831507141411558,0.783150729194046,1.5052890267597263e-08,True
1,1,A1_J,pixel_ap,1,0.7171423057248205,0.7171422868444184,1.888040213060549e-08,True
1,1,DUP_J,pixel_ap,1,0.7106453285791232,0.7106453120455053,1.653361791920105e-08,True
1,1,TRI_J,pixel_ap,1,0.7210700047812737,0.7210699929154288,1.186584486223552e-08,True
1,1,BAL_J,pixel_ap,1,0.7184554669390372,0.7184554630184948,3.920542335222876e-09,True
1,1,A1_L,pixel_ap,1,0.7292217143239488,0.729221709450496,4.873452752462981e-09,True
1,1,DUP_L,pixel_ap,1,0.718713714279885,0.7187137112204448,3.059440145669612e-09,True
1,1,TRI_L,pixel_ap,1,0.7298324608248984,0.7298324632906705,2.4657721420240364e-09,True
1,1,BAL_L,pixel_ap,1,0.729162350333789,0.7291623499995216,3.3426739154407414e-10,True
1,2,A1_J,pixel_ap,1,0.7537709851387663,0.7537709710473292,1.4091437128271878e-08,True
1,2,DUP_J,pixel_ap,1,0.7450137849779058,0.7450137644191847,2.0558721169905425e-08,True
1,2,TRI_J,pixel_ap,1,0.7489615540513068,0.7489615382491209,1.5802185893143417e-08,True
1,2,BAL_J,pixel_ap,1,0.7488941885815042,0.7488941775580925,1.1023411738975142e-08,True
1,2,A1_L,pixel_ap,1,0.7623231094769255,0.7623231031937566,6.283168874077205e-09,True
1,2,DUP_L,pixel_ap,1,0.7504742285891406,0.7504742149410762,1.3648064345339606e-08,True
1,2,TRI_L,pixel_ap,1,0.7560942164343433,0.7560942188512463,2.416903011059901e-09,True
1,2,BAL_L,pixel_ap,1,0.7567828643061596,0.756782869334282,5.02812236291561e-09,True
1,4,A1_J,pixel_ap,1,0.7583662276143103,0.7583662203832839,7.2310263332653335e-09,True
1,4,DUP_J,pixel_ap,1,0.7536776986644234,0.7536776877914404,1.0872982958431976e-08,True
1,4,TRI_J,pixel_ap,1,0.7591572144275515,0.7591572139284504,4.991010937871465e-10,True
1,4,BAL_J,pixel_ap,1,0.7555846483697458,0.7555846422729863,6.096759541662777e-09,True
1,4,A1_L,pixel_ap,1,0.7672073482398739,0.7672073437456637,4.494210226191342e-09,True
1,4,DUP_L,pixel_ap,1,0.7572826022531619,0.7572825904898676,1.1763294338607011e-08,True
1,4,TRI_L,pixel_ap,1,0.7671155285067274,0.7671155239891514,4.517575979967603e-09,True
1,4,BAL_L,pixel_ap,1,0.7660529550030474,0.7660529567314279,1.7283805497925187e-09,True
1,8,A1_J,pixel_ap,1,0.7750660833883302,0.7750660776551084,5.733221786208276e-09,True
1,8,DUP_J,pixel_ap,1,0.766608994288175,0.7666089817264774,1.256169757102299e-08,True
1,8,TRI_J,pixel_ap,1,0.7707251379281669,0.770725133799348,4.128818842374926e-09,True
1,8,BAL_J,pixel_ap,1,0.7717287677626449,0.7717287650247845,2.737860382850954e-09,True
1,8,A1_L,pixel_ap,1,0.78111804020584,0.7811180260034337,1.4202406251051514e-08,True
1,8,DUP_L,pixel_ap,1,0.7692612003551593,0.7692611909625906,9.392568722788042e-09,True
1,8,TRI_L,pixel_ap,1,0.7743742088048224,0.7743742079733845,8.314379185137e-10,True
1,8,BAL_L,pixel_ap,1,0.7763355369059558,0.7763355338607594,3.045196428352881e-09,True
