method,pixel_auroc,pixel_ap,pixel_aupro,image_auroc,image_ap,image_f1_max
B,0.9420209687635263,0.7560396481055245,0.8680746709139531,0.9989165763813652,0.9996141230947329,0.9929078014184397
S,0.9670085593475038,0.8454822561667317,0.9219025243588669,1.0,1.0,1.0
C,0.9900282630921093,0.9401149697244681,0.9688251796808891,1.0,1.0,1.0
A1_J,0.9764867664339103,0.8783905664419864,0.9351221855635599,1.0,1.0,1.0
TRI_J,0.9738598704389301,0.8718479033213373,0.9313250377678827,1.0,1.0,1.0
BAL_J,0.9810985432819453,0.9018830912671685,0.9494309385978017,1.0,1.0,1.0
DUP_J,0.9668541547732022,0.8383355436001088,0.913141194502606,1.0,1.0,1.0
DUP_BAL_J,0.9764867664339103,0.8783905664419864,0.9351221855635599,1.0,1.0,1.0
DUP_EXPECTED_J,0.9668541547732022,0.8383355436001088,0.913141194502606,1.0,1.0,1.0
A1_J__perm_C_within_p00,0.9790364488765623,0.8787422585958544,0.9419235822813747,1.0,1.0,1.0
TRI_J__perm_C_within_p00,0.9780952812313016,0.8756933524541659,0.9413650511372732,1.0,1.0,1.0
TRI_J__perm_S_within_p00,0.9705768096678318,0.862640935325284,0.9241166145377419,1.0,1.0,1.0
BAL_J__perm_C_within_p00,0.9828209974086825,0.9006660481983979,0.9529744218214455,1.0,1.0,1.0
BAL_J__perm_S_within_p00,0.979693889161506,0.8964791708876537,0.9459826723523223,1.0,1.0,1.0
A1_J__perm_C_cross_p00,0.9726986856715898,0.8576714671223444,0.9348585352746537,1.0,1.0,1.0
TRI_J__perm_C_cross_p00,0.9719195896701667,0.8625433673363962,0.9345878549463574,1.0,1.0,1.0
TRI_J__perm_S_cross_p00,0.9687846878408373,0.842659955139793,0.9267779987188866,0.9821235102925244,0.9931655796812222,0.971830985915493
BAL_J__perm_C_cross_p00,0.9780933171968934,0.8844275294072059,0.9450892247187708,1.0,1.0,1.0
BAL_J__perm_S_cross_p00,0.9763218797934885,0.8769819453630032,0.9419593312674389,1.0,1.0,1.0
