method,scope,image_index,sample_id,n_pairs,l_correct,j_correct,l_correct_j_wrong,l_wrong_j_correct,both_correct,both_wrong,l_tie,j_tie,any_tie,both_tie,l_correct_rate,j_correct_rate,l_correct_j_wrong_rate,l_wrong_j_correct_rate
A1,image,20,metal_plate/test/good/020.png,0,0,0,0,0,0,0,0,0,0,0,,,,
A1,image,21,metal_plate/test/good/021.png,0,0,0,0,0,0,0,0,0,0,0,,,,
A1,image,22,metal_plate/test/good/022.png,0,0,0,0,0,0,0,0,0,0,0,,,,
A1,image,23,metal_plate/test/good/023.png,0,0,0,0,0,0,0,0,0,0,0,,,,
A1,image,24,metal_plate/test/good/024.png,0,0,0,0,0,0,0,0,0,0,0,,,,
A1,image,25,metal_plate/test/good/025.png,0,0,0,0,0,0,0,0,0,0,0,,,,
A1,image,26,metal_plate/test/major_rust/000.png,4096,3756,3799,27,70,3729,270,0,0,0,0,0.9169921875,0.927490234375,0.006591796875,0.01708984375
A1,image,27,metal_plate/test/major_rust/001.png,4096,3693,3642,97,46,3596,357,0,0,0,0,0.901611328125,0.88916015625,0.023681640625,0.01123046875
A1,image,28,metal_plate/test/major_rust/002.png,4096,3594,3569,78,53,3516,449,0,0,0,0,0.87744140625,0.871337890625,0.01904296875,0.012939453125
A1,image,29,metal_plate/test/major_rust/003.png,4096,3895,3915,12,32,3883,169,0,0,0,0,0.950927734375,0.955810546875,0.0029296875,0.0078125
A1,image,30,metal_plate/test/major_rust/004.png,4096,3615,3612,61,58,3554,423,0,0,0,0,0.882568359375,0.8818359375,0.014892578125,0.01416015625
A1,image,31,metal_plate/test/major_rust/005.png,4096,3513,3516,55,58,3458,525,0,0,0,0,0.857666015625,0.8583984375,0.013427734375,0.01416015625
A1,image,32,metal_plate/test/major_rust/006.png,4096,3890,3876,29,15,3861,191,0,0,0,0,0.94970703125,0.9462890625,0.007080078125,0.003662109375
A1,image,33,metal_plate/test/major_rust/007.png,4096,4004,3959,48,3,3956,89,0,0,0,0,0.9775390625,0.966552734375,0.01171875,0.000732421875
A1,image,34,metal_plate/test/major_rust/008.png,4096,3978,3978,28,28,3950,90,0,0,0,0,0.97119140625,0.97119140625,0.0068359375,0.0068359375
A1,image,35,metal_plate/test/major_rust/009.png,4096,3776,3785,45,54,3731,266,0,0,0,0,0.921875,0.924072265625,0.010986328125,0.01318359375
A1,image,36,metal_plate/test/major_rust/010.png,4096,3732,3766,43,77,3689,287,0,0,0,0,0.9111328125,0.91943359375,0.010498046875,0.018798828125
A1,image,37,metal_plate/test/major_rust/011.png,4096,3856,3843,39,26,3817,214,0,0,0,0,0.94140625,0.938232421875,0.009521484375,0.00634765625
A1,image,38,metal_plate/test/major_rust/012.png,4096,3567,3550,86,69,3481,460,0,0,0,0,0.870849609375,0.86669921875,0.02099609375,0.016845703125
A1,image,39,metal_plate/test/major_rust/013.png,4096,3568,3595,41,68,3527,460,0,0,0,0,0.87109375,0.877685546875,0.010009765625,0.0166015625
A1,image,40,metal_plate/test/scratches/000.png,4096,3751,3744,51,44,3700,301,0,0,0,0,0.915771484375,0.9140625,0.012451171875,0.0107421875
A1,image,41,metal_plate/test/scratches/001.png,4096,3954,3952,31,29,3923,113,0,0,0,0,0.96533203125,0.96484375,0.007568359375,0.007080078125
A1,image,42,metal_plate/test/scratches/002.png,4096,3947,3985,9,47,3938,102,0,0,0,0,0.963623046875,0.972900390625,0.002197265625,0.011474609375
A1,image,43,metal_plate/test/scratches/003.png,4096,3926,3912,32,18,3894,152,0,0,0,0,0.95849609375,0.955078125,0.0078125,0.00439453125
A1,image,44,metal_plate/test/scratches/004.png,4096,4018,4051,4,37,4014,41,0,0,0,0,0.98095703125,0.989013671875,0.0009765625,0.009033203125
A1,image,45,metal_plate/test/scratches/005.png,4096,3914,3933,27,46,3887,136,0,0,0,0,0.95556640625,0.960205078125,0.006591796875,0.01123046875
A1,image,46,metal_plate/test/scratches/006.png,4096,4004,4028,14,38,3990,54,0,0,0,0,0.9775390625,0.9833984375,0.00341796875,0.00927734375
A1,image,47,metal_plate/test/scratches/007.png,4096,3919,3901,48,30,3871,147,0,0,0,0,0.956787109375,0.952392578125,0.01171875,0.00732421875
A1,image,48,metal_plate/test/scratches/008.png,4096,3852,3769,98,15,3754,229,0,0,0,0,0.9404296875,0.920166015625,0.02392578125,0.003662109375
A1,image,49,metal_plate/test/scratches/009.png,4096,3838,3823,47,32,3791,226,0,0,0,0,0.93701171875,0.933349609375,0.011474609375,0.0078125
A1,image,50,metal_plate/test/scratches/010.png,4096,3852,3877,36,61,3816,183,0,0,0,0,0.9404296875,0.946533203125,0.0087890625,0.014892578125
A1,image,51,metal_plate/test/scratches/011.png,4096,3859,3825,64,30,3795,207,0,0,0,0,0.942138671875,0.933837890625,0.015625,0.00732421875
A1,image,52,metal_plate/test/scratches/012.png,4096,3772,3775,46,49,3726,275,0,0,0,0,0.9208984375,0.921630859375,0.01123046875,0.011962890625
A1,image,53,metal_plate/test/scratches/013.png,4096,3910,3917,32,39,3878,147,0,0,0,0,0.95458984375,0.956298828125,0.0078125,0.009521484375
A1,image,54,metal_plate/test/scratches/014.png,4096,3848,3814,63,29,3785,219,0,0,0,0,0.939453125,0.93115234375,0.015380859375,0.007080078125
A1,image,55,metal_plate/test/scratches/015.png,4096,3678,3663,77,62,3601,356,0,0,0,0,0.89794921875,0.894287109375,0.018798828125,0.01513671875
A1,image,56,metal_plate/test/scratches/016.png,4096,3814,3765,88,39,3726,243,0,0,0,0,0.93115234375,0.919189453125,0.021484375,0.009521484375
A1,image,57,metal_plate/test/scratches/017.png,4096,3789,3779,50,40,3739,267,0,0,0,0,0.925048828125,0.922607421875,0.01220703125,0.009765625
A1,image,58,metal_plate/test/scratches/018.png,4096,3781,3753,57,29,3724,286,0,0,0,0,0.923095703125,0.916259765625,0.013916015625,0.007080078125
A1,image,59,metal_plate/test/scratches/019.png,4096,3968,3981,16,29,3952,99,0,0,0,0,0.96875,0.971923828125,0.00390625,0.007080078125
A1,image,60,metal_plate/test/scratches/020.png,4096,3935,3936,32,33,3903,128,0,0,0,0,0.960693359375,0.9609375,0.0078125,0.008056640625
A1,image,61,metal_plate/test/scratches/021.png,4096,3806,3842,52,88,3754,202,0,0,0,0,0.92919921875,0.93798828125,0.0126953125,0.021484375
A1,image,62,metal_plate/test/scratches/022.png,4096,4015,3983,38,6,3977,75,0,0,0,0,0.980224609375,0.972412109375,0.00927734375,0.00146484375
A1,image,63,metal_plate/test/scratches/023.png,4096,3945,3976,12,43,3933,108,0,0,0,0,0.963134765625,0.970703125,0.0029296875,0.010498046875
A1,image,64,metal_plate/test/scratches/024.png,4096,3806,3796,78,68,3728,222,0,0,0,0,0.92919921875,0.9267578125,0.01904296875,0.0166015625
A1,image,65,metal_plate/test/scratches/025.png,3776,3695,3646,61,12,3634,69,0,0,0,0,0.9785487288135594,0.965572033898305,0.01615466101694915,0.0031779661016949155
A1,image,66,metal_plate/test/scratches/026.png,3712,3576,3566,20,10,3556,126,0,0,0,0,0.9633620689655172,0.9606681034482759,0.005387931034482759,0.0026939655172413795
A1,image,67,metal_plate/test/scratches/027.png,4096,3935,3921,32,18,3903,143,0,0,0,0,0.960693359375,0.957275390625,0.0078125,0.00439453125
A1,image,68,metal_plate/test/scratches/028.png,4096,3982,3971,30,19,3952,95,0,0,0,0,0.97216796875,0.969482421875,0.00732421875,0.004638671875
A1,image,69,metal_plate/test/scratches/029.png,4096,3632,3579,89,36,3543,428,0,0,0,0,0.88671875,0.873779296875,0.021728515625,0.0087890625
A1,image,70,metal_plate/test/scratches/030.png,4096,3697,3712,58,73,3639,326,0,0,0,0,0.902587890625,0.90625,0.01416015625,0.017822265625
A1,image,71,metal_plate/test/scratches/031.png,4096,3818,3847,35,64,3783,214,0,0,0,0,0.93212890625,0.939208984375,0.008544921875,0.015625
A1,image,72,metal_plate/test/scratches/032.png,4096,3680,3679,72,71,3608,345,0,0,0,0,0.8984375,0.898193359375,0.017578125,0.017333984375
A1,image,73,metal_plate/test/scratches/033.png,4096,3672,3656,63,47,3609,377,0,0,0,0,0.896484375,0.892578125,0.015380859375,0.011474609375
A1,image,74,metal_plate/test/total_rust/000.png,4096,3847,3833,34,20,3813,229,0,0,0,0,0.939208984375,0.935791015625,0.00830078125,0.0048828125
A1,image,75,metal_plate/test/total_rust/001.png,4096,3606,3649,41,84,3565,406,0,0,0,0,0.88037109375,0.890869140625,0.010009765625,0.0205078125
A1,image,76,metal_plate/test/total_rust/002.png,4096,3844,3872,20,48,3824,204,0,0,0,0,0.9384765625,0.9453125,0.0048828125,0.01171875
A1,image,77,metal_plate/test/total_rust/003.png,4096,3824,3868,24,68,3800,204,0,0,0,0,0.93359375,0.9443359375,0.005859375,0.0166015625
A1,image,78,metal_plate/test/total_rust/004.png,4096,3917,3940,10,33,3907,146,0,0,0,0,0.956298828125,0.9619140625,0.00244140625,0.008056640625
A1,image,79,metal_plate/test/total_rust/005.png,4096,3937,3942,18,23,3919,136,0,0,0,0,0.961181640625,0.96240234375,0.00439453125,0.005615234375
A1,image,80,metal_plate/test/total_rust/006.png,4096,3970,3984,10,24,3960,102,0,0,0,0,0.96923828125,0.97265625,0.00244140625,0.005859375
A1,image,81,metal_plate/test/total_rust/007.png,4096,3896,3901,40,45,3856,155,0,0,0,0,0.951171875,0.952392578125,0.009765625,0.010986328125
A1,image,82,metal_plate/test/total_rust/008.png,4096,3843,3842,36,35,3807,218,0,0,0,0,0.938232421875,0.93798828125,0.0087890625,0.008544921875
A1,image,83,metal_plate/test/total_rust/009.png,4096,3832,3856,24,48,3808,216,0,0,0,0,0.935546875,0.94140625,0.005859375,0.01171875
A1,image,84,metal_plate/test/total_rust/010.png,4096,3917,3934,41,58,3876,121,0,0,0,0,0.956298828125,0.96044921875,0.010009765625,0.01416015625
A1,image,85,metal_plate/test/total_rust/011.png,4096,3608,3670,67,129,3541,359,0,0,0,0,0.880859375,0.89599609375,0.016357421875,0.031494140625
A1,image,86,metal_plate/test/total_rust/012.png,4096,3936,3946,15,25,3921,135,0,0,0,0,0.9609375,0.96337890625,0.003662109375,0.006103515625
A1,image,87,metal_plate/test/total_rust/013.png,4096,3806,3818,28,40,3778,250,0,0,0,0,0.92919921875,0.93212890625,0.0068359375,0.009765625
A1,image,88,metal_plate/test/total_rust/014.png,4096,3801,3769,52,20,3749,275,0,0,0,0,0.927978515625,0.920166015625,0.0126953125,0.0048828125
A1,image,89,metal_plate/test/total_rust/015.png,4096,3740,3727,59,46,3681,310,0,0,0,0,0.9130859375,0.909912109375,0.014404296875,0.01123046875
A1,image,90,metal_plate/test/total_rust/016.png,4096,3770,3791,34,55,3736,271,0,0,0,0,0.92041015625,0.925537109375,0.00830078125,0.013427734375
A1,image,91,metal_plate/test/total_rust/017.png,4096,3887,3883,43,39,3844,170,0,0,0,0,0.948974609375,0.947998046875,0.010498046875,0.009521484375
A1,image,92,metal_plate/test/total_rust/018.png,4096,3788,3767,57,36,3731,272,0,0,0,0,0.9248046875,0.919677734375,0.013916015625,0.0087890625
A1,image,93,metal_plate/test/total_rust/019.png,4096,3941,3948,17,24,3924,131,0,0,0,0,0.962158203125,0.9638671875,0.004150390625,0.005859375
A1,image,94,metal_plate/test/total_rust/020.png,4096,3660,3684,41,65,3619,371,0,0,0,0,0.8935546875,0.8994140625,0.010009765625,0.015869140625
A1,image,95,metal_plate/test/total_rust/021.png,4096,3895,3923,19,47,3876,154,0,0,0,0,0.950927734375,0.957763671875,0.004638671875,0.011474609375
A1,image,96,metal_plate/test/total_rust/022.png,4096,3902,3875,51,24,3851,170,0,0,0,0,0.95263671875,0.946044921875,0.012451171875,0.005859375
A1,aggregate,-1,__ALL__,290112,271192,271184,3032,3024,268160,15896,0,0,0,0,0.9347838076329141,0.934756232075888,0.010451136112949481,0.01042356055592323
TRI,image,0,metal_plate/test/good/000.png,0,0,0,0,0,0,0,0,0,0,0,,,,
TRI,image,1,metal_plate/test/good/001.png,0,0,0,0,0,0,0,0,0,0,0,,,,
TRI,image,2,metal_plate/test/good/002.png,0,0,0,0,0,0,0,0,0,0,0,,,,
TRI,image,3,metal_plate/test/good/003.png,0,0,0,0,0,0,0,0,0,0,0,,,,
TRI,image,4,metal_plate/test/good/004.png,0,0,0,0,0,0,0,0,0,0,0,,,,
TRI,image,5,metal_plate/test/good/005.png,0,0,0,0,0,0,0,0,0,0,0,,,,
TRI,image,6,metal_plate/test/good/006.png,0,0,0,0,0,0,0,0,0,0,0,,,,
TRI,image,7,metal_plate/test/good/007.png,0,0,0,0,0,0,0,0,0,0,0,,,,
TRI,image,8,metal_plate/test/good/008.png,0,0,0,0,0,0,0,0,0,0,0,,,,
TRI,image,9,metal_plate/test/good/009.png,0,0,0,0,0,0,0,0,0,0,0,,,,
TRI,image,10,metal_plate/test/good/010.png,0,0,0,0,0,0,0,0,0,0,0,,,,
TRI,image,11,metal_plate/test/good/011.png,0,0,0,0,0,0,0,0,0,0,0,,,,
TRI,image,12,metal_plate/test/good/012.png,0,0,0,0,0,0,0,0,0,0,0,,,,
TRI,image,13,metal_plate/test/good/013.png,0,0,0,0,0,0,0,0,0,0,0,,,,
TRI,image,14,metal_plate/test/good/014.png,0,0,0,0,0,0,0,0,0,0,0,,,,
TRI,image,15,metal_plate/test/good/015.png,0,0,0,0,0,0,0,0,0,0,0,,,,
TRI,image,16,metal_plate/test/good/016.png,0,0,0,0,0,0,0,0,0,0,0,,,,
TRI,image,17,metal_plate/test/good/017.png,0,0,0,0,0,0,0,0,0,0,0,,,,
TRI,image,18,metal_plate/test/good/018.png,0,0,0,0,0,0,0,0,0,0,0,,,,
TRI,image,19,metal_plate/test/good/019.png,0,0,0,0,0,0,0,0,0,0,0,,,,
TRI,image,20,metal_plate/test/good/020.png,0,0,0,0,0,0,0,0,0,0,0,,,,
TRI,image,21,metal_plate/test/good/021.png,0,0,0,0,0,0,0,0,0,0,0,,,,
TRI,image,22,metal_plate/test/good/022.png,0,0,0,0,0,0,0,0,0,0,0,,,,
TRI,image,23,metal_plate/test/good/023.png,0,0,0,0,0,0,0,0,0,0,0,,,,
TRI,image,24,metal_plate/test/good/024.png,0,0,0,0,0,0,0,0,0,0,0,,,,
TRI,image,25,metal_plate/test/good/025.png,0,0,0,0,0,0,0,0,0,0,0,,,,
TRI,image,26,metal_plate/test/major_rust/000.png,4096,3796,3798,49,51,3747,249,0,0,0,0,0.9267578125,0.92724609375,0.011962890625,0.012451171875
TRI,image,27,metal_plate/test/major_rust/001.png,4096,3659,3594,109,44,3550,393,0,0,0,0,0.893310546875,0.87744140625,0.026611328125,0.0107421875
TRI,image,28,metal_plate/test/major_rust/002.png,4096,3561,3494,89,22,3472,513,0,0,0,0,0.869384765625,0.85302734375,0.021728515625,0.00537109375
TRI,image,29,metal_plate/test/major_rust/003.png,4096,3903,3902,21,20,3882,173,0,0,0,0,0.952880859375,0.95263671875,0.005126953125,0.0048828125
TRI,image,30,metal_plate/test/major_rust/004.png,4096,3582,3558,64,40,3518,474,0,0,0,0,0.87451171875,0.86865234375,0.015625,0.009765625
TRI,image,31,metal_plate/test/major_rust/005.png,4096,3501,3519,48,66,3453,529,0,0,0,0,0.854736328125,0.859130859375,0.01171875,0.01611328125
TRI,image,32,metal_plate/test/major_rust/006.png,4096,3881,3872,23,14,3858,201,0,0,0,0,0.947509765625,0.9453125,0.005615234375,0.00341796875
TRI,image,33,metal_plate/test/major_rust/007.png,4096,4002,3951,54,3,3948,91,0,0,0,0,0.97705078125,0.964599609375,0.01318359375,0.000732421875
TRI,image,34,metal_plate/test/major_rust/008.png,4096,4003,3972,37,6,3966,87,0,0,0,0,0.977294921875,0.9697265625,0.009033203125,0.00146484375
TRI,image,35,metal_plate/test/major_rust/009.png,4096,3718,3700,53,35,3665,343,0,0,0,0,0.90771484375,0.9033203125,0.012939453125,0.008544921875
TRI,image,36,metal_plate/test/major_rust/010.png,4096,3695,3698,66,69,3629,332,0,0,0,0,0.902099609375,0.90283203125,0.01611328125,0.016845703125
TRI,image,37,metal_plate/test/major_rust/011.png,4096,3863,3852,37,26,3826,207,0,0,0,0,0.943115234375,0.9404296875,0.009033203125,0.00634765625
TRI,image,38,metal_plate/test/major_rust/012.png,4096,3542,3488,105,51,3437,503,0,0,0,0,0.86474609375,0.8515625,0.025634765625,0.012451171875
TRI,image,39,metal_plate/test/major_rust/013.png,4096,3570,3572,38,40,3532,486,0,0,0,0,0.87158203125,0.8720703125,0.00927734375,0.009765625
TRI,image,40,metal_plate/test/scratches/000.png,4096,3731,3672,89,30,3642,335,0,0,0,0,0.910888671875,0.896484375,0.021728515625,0.00732421875
TRI,image,41,metal_plate/test/scratches/001.png,4096,3970,3946,38,14,3932,112,0,0,0,0,0.96923828125,0.96337890625,0.00927734375,0.00341796875
TRI,image,42,metal_plate/test/scratches/002.png,4096,3961,3963,15,17,3946,118,0,0,0,0,0.967041015625,0.967529296875,0.003662109375,0.004150390625
TRI,image,43,metal_plate/test/scratches/003.png,4096,3901,3879,40,18,3861,177,0,0,0,0,0.952392578125,0.947021484375,0.009765625,0.00439453125
TRI,image,44,metal_plate/test/scratches/004.png,4096,4037,4044,9,16,4028,43,0,0,0,0,0.985595703125,0.9873046875,0.002197265625,0.00390625
TRI,image,45,metal_plate/test/scratches/005.png,4096,3933,3938,19,24,3914,139,0,0,0,0,0.960205078125,0.96142578125,0.004638671875,0.005859375
TRI,image,46,metal_plate/test/scratches/006.png,4096,3999,4011,18,30,3981,67,0,0,0,0,0.976318359375,0.979248046875,0.00439453125,0.00732421875
TRI,image,47,metal_plate/test/scratches/007.png,4096,3885,3864,42,21,3843,190,0,0,0,0,0.948486328125,0.943359375,0.01025390625,0.005126953125
TRI,image,48,metal_plate/test/scratches/008.png,4096,3822,3720,115,13,3707,261,0,0,0,0,0.93310546875,0.908203125,0.028076171875,0.003173828125
TRI,image,49,metal_plate/test/scratches/009.png,4096,3832,3806,56,30,3776,234,0,0,0,0,0.935546875,0.92919921875,0.013671875,0.00732421875
TRI,image,50,metal_plate/test/scratches/010.png,4096,3799,3775,68,44,3731,253,0,0,0,0,0.927490234375,0.921630859375,0.0166015625,0.0107421875
TRI,image,51,metal_plate/test/scratches/011.png,4096,3830,3713,146,29,3684,237,0,0,0,0,0.93505859375,0.906494140625,0.03564453125,0.007080078125
TRI,image,52,metal_plate/test/scratches/012.png,4096,3815,3794,54,33,3761,248,0,0,0,0,0.931396484375,0.92626953125,0.01318359375,0.008056640625
TRI,image,53,metal_plate/test/scratches/013.png,4096,3887,3893,40,46,3847,163,0,0,0,0,0.948974609375,0.950439453125,0.009765625,0.01123046875
TRI,image,54,metal_plate/test/scratches/014.png,4096,3860,3794,82,16,3778,220,0,0,0,0,0.9423828125,0.92626953125,0.02001953125,0.00390625
TRI,image,55,metal_plate/test/scratches/015.png,4096,3674,3655,73,54,3601,368,0,0,0,0,0.89697265625,0.892333984375,0.017822265625,0.01318359375
TRI,image,56,metal_plate/test/scratches/016.png,4096,3796,3745,88,37,3708,263,0,0,0,0,0.9267578125,0.914306640625,0.021484375,0.009033203125
TRI,image,57,metal_plate/test/scratches/017.png,4096,3798,3771,59,32,3739,266,0,0,0,0,0.92724609375,0.920654296875,0.014404296875,0.0078125
TRI,image,58,metal_plate/test/scratches/018.png,4096,3751,3747,42,38,3709,307,0,0,0,0,0.915771484375,0.914794921875,0.01025390625,0.00927734375
TRI,image,59,metal_plate/test/scratches/019.png,4096,3966,3979,12,25,3954,105,0,0,0,0,0.96826171875,0.971435546875,0.0029296875,0.006103515625
TRI,image,60,metal_plate/test/scratches/020.png,4096,3942,3918,46,22,3896,132,0,0,0,0,0.96240234375,0.95654296875,0.01123046875,0.00537109375
TRI,image,61,metal_plate/test/scratches/021.png,4096,3824,3815,66,57,3758,215,0,0,0,0,0.93359375,0.931396484375,0.01611328125,0.013916015625
TRI,image,62,metal_plate/test/scratches/022.png,4096,4021,3980,47,6,3974,69,0,0,0,0,0.981689453125,0.9716796875,0.011474609375,0.00146484375
TRI,image,63,metal_plate/test/scratches/023.png,4096,3926,3949,11,34,3915,136,0,0,0,0,0.95849609375,0.964111328125,0.002685546875,0.00830078125
TRI,image,64,metal_plate/test/scratches/024.png,4096,3802,3744,108,50,3694,244,0,0,0,0,0.92822265625,0.9140625,0.0263671875,0.01220703125
TRI,image,65,metal_plate/test/scratches/025.png,3776,3701,3655,49,3,3652,72,0,0,0,0,0.9801377118644068,0.9679555084745762,0.012976694915254237,0.0007944915254237289
TRI,image,66,metal_plate/test/scratches/026.png,3712,3597,3567,36,6,3561,109,0,0,0,0,0.9690193965517241,0.9609375,0.009698275862068966,0.0016163793103448276
TRI,image,67,metal_plate/test/scratches/027.png,4096,3909,3886,44,21,3865,166,0,0,0,0,0.954345703125,0.94873046875,0.0107421875,0.005126953125
TRI,image,68,metal_plate/test/scratches/028.png,4096,3993,3984,20,11,3973,92,0,0,0,0,0.974853515625,0.97265625,0.0048828125,0.002685546875
TRI,image,69,metal_plate/test/scratches/029.png,4096,3599,3525,105,31,3494,466,0,0,0,0,0.878662109375,0.860595703125,0.025634765625,0.007568359375
TRI,image,70,metal_plate/test/scratches/030.png,4096,3671,3697,58,84,3613,341,0,0,0,0,0.896240234375,0.902587890625,0.01416015625,0.0205078125
TRI,image,71,metal_plate/test/scratches/031.png,4096,3843,3858,34,49,3809,204,0,0,0,0,0.938232421875,0.94189453125,0.00830078125,0.011962890625
TRI,image,72,metal_plate/test/scratches/032.png,4096,3656,3646,76,66,3580,374,0,0,0,0,0.892578125,0.89013671875,0.0185546875,0.01611328125
TRI,image,73,metal_plate/test/scratches/033.png,4096,3704,3653,84,33,3620,359,0,0,0,0,0.904296875,0.891845703125,0.0205078125,0.008056640625
TRI,image,74,metal_plate/test/total_rust/000.png,4096,3840,3795,63,18,3777,238,0,0,0,0,0.9375,0.926513671875,0.015380859375,0.00439453125
TRI,image,75,metal_plate/test/total_rust/001.png,4096,3500,3496,66,62,3434,534,0,0,0,0,0.8544921875,0.853515625,0.01611328125,0.01513671875
TRI,image,76,metal_plate/test/total_rust/002.png,4096,3831,3847,33,49,3798,216,0,0,0,0,0.935302734375,0.939208984375,0.008056640625,0.011962890625
TRI,image,77,metal_plate/test/total_rust/003.png,4096,3760,3770,40,50,3720,286,0,0,0,0,0.91796875,0.92041015625,0.009765625,0.01220703125
TRI,image,78,metal_plate/test/total_rust/004.png,4096,3911,3908,15,12,3896,173,0,0,0,0,0.954833984375,0.9541015625,0.003662109375,0.0029296875
TRI,image,79,metal_plate/test/total_rust/005.png,4096,3920,3901,29,10,3891,166,0,0,0,0,0.95703125,0.952392578125,0.007080078125,0.00244140625
TRI,image,80,metal_plate/test/total_rust/006.png,4096,3955,3950,23,18,3932,123,0,0,0,0,0.965576171875,0.96435546875,0.005615234375,0.00439453125
TRI,image,81,metal_plate/test/total_rust/007.png,4096,3833,3805,60,32,3773,231,0,0,0,0,0.935791015625,0.928955078125,0.0146484375,0.0078125
TRI,image,82,metal_plate/test/total_rust/008.png,4096,3838,3807,57,26,3781,232,0,0,0,0,0.93701171875,0.929443359375,0.013916015625,0.00634765625
TRI,image,83,metal_plate/test/total_rust/009.png,4096,3791,3808,28,45,3763,260,0,0,0,0,0.925537109375,0.9296875,0.0068359375,0.010986328125
TRI,image,84,metal_plate/test/total_rust/010.png,4096,3858,3820,80,42,3778,196,0,0,0,0,0.94189453125,0.9326171875,0.01953125,0.01025390625
TRI,image,85,metal_plate/test/total_rust/011.png,4096,3495,3574,52,131,3443,470,0,0,0,0,0.853271484375,0.87255859375,0.0126953125,0.031982421875
TRI,image,86,metal_plate/test/total_rust/012.png,4096,3939,3934,18,13,3921,144,0,0,0,0,0.961669921875,0.96044921875,0.00439453125,0.003173828125
TRI,image,87,metal_plate/test/total_rust/013.png,4096,3722,3744,31,53,3691,321,0,0,0,0,0.90869140625,0.9140625,0.007568359375,0.012939453125
TRI,image,88,metal_plate/test/total_rust/014.png,4096,3754,3716,62,24,3692,318,0,0,0,0,0.91650390625,0.9072265625,0.01513671875,0.005859375
TRI,image,89,metal_plate/test/total_rust/015.png,4096,3711,3676,71,36,3640,349,0,0,0,0,0.906005859375,0.8974609375,0.017333984375,0.0087890625
TRI,image,90,metal_plate/test/total_rust/016.png,4096,3728,3705,89,66,3639,302,0,0,0,0,0.91015625,0.904541015625,0.021728515625,0.01611328125
TRI,image,91,metal_plate/test/total_rust/017.png,4096,3823,3793,62,32,3761,241,0,0,0,0,0.933349609375,0.926025390625,0.01513671875,0.0078125
TRI,image,92,metal_plate/test/total_rust/018.png,4096,3767,3729,59,21,3708,308,0,0,0,0,0.919677734375,0.910400390625,0.014404296875,0.005126953125
TRI,image,93,metal_plate/test/total_rust/019.png,4096,3918,3906,23,11,3895,167,0,0,0,0,0.95654296875,0.95361328125,0.005615234375,0.002685546875
TRI,image,94,metal_plate/test/total_rust/020.png,4096,3546,3546,54,54,3492,496,0,0,0,0,0.86572265625,0.86572265625,0.01318359375,0.01318359375
TRI,image,95,metal_plate/test/total_rust/021.png,4096,3850,3878,18,46,3832,200,0,0,0,0,0.93994140625,0.94677734375,0.00439453125,0.01123046875
TRI,image,96,metal_plate/test/total_rust/022.png,4096,3885,3834,72,21,3813,190,0,0,0,0,0.948486328125,0.93603515625,0.017578125,0.005126953125
TRI,aggregate,-1,__ALL__,290112,269886,268498,3787,2399,266099,17827,0,0,0,0,0.9302820979483786,0.9254977388043238,0.013053579307302008,0.008269220163247298
BAL,image,0,metal_plate/test/good/000.png,0,0,0,0,0,0,0,0,0,0,0,,,,
