method,pixel_auroc,pixel_ap,image_auroc,image_ap,image_f1_max
B,0.9159830651122151,0.6504806116883055,0.987719298245614,0.9963317275477906,0.9672131147540983
S,0.9367449681423937,0.6382478644167575,0.9491228070175439,0.984332202821025,0.9302325581395349
C,0.9612448476337448,0.5869546874936671,0.999122807017544,0.9997267759562843,0.9917355371900827
A1_J,0.9448833651752295,0.6831896271863492,1.0,1.0,1.0
TRI_J,0.9449246688650141,0.6876065008321075,0.999122807017544,0.9997267759562843,0.9917355371900827
BAL_J,0.9533772991218632,0.6908258704274376,1.0,1.0,1.0
DUP_J,0.9339010592212234,0.6798482927161051,1.0,1.0,1.0
DUP_BAL_J,0.9448833651752295,0.6831896271863492,1.0,1.0,1.0
DUP_EXPECTED_J,0.9339010592212234,0.6798482927161051,1.0,1.0,1.0
A1_L,0.9435544233801261,0.6790858708032524,1.0,1.0,1.0
DUP_L,0.9328558842996557,0.676833245838405,1.0,1.0,1.0
TRI_L,0.9446640445100283,0.6864165548570595,0.9973684210526316,0.9991845878136202,0.9836065573770492
BAL_L,0.9531337540483118,0.6884999141260413,1.0,1.0,1.0
