method,pixel_auroc,pixel_ap,image_auroc,image_ap,image_f1_max
B,0.9633875716430298,0.8279320456370957,1.0,1.0,1.0
S,0.9771656872842163,0.8847115686032532,1.0,1.0,1.0
C,0.9907742341760468,0.9393108327209333,1.0,1.0,1.0
A1_J,0.9830009604388341,0.8908949888835196,1.0,1.0,1.0
TRI_J,0.9817424233558636,0.8939599573745904,1.0,1.0,1.0
BAL_J,0.9858918071258258,0.9108998134086208,1.0,1.0,1.0
DUP_J,0.9777735898069501,0.8691676833261922,1.0,1.0,1.0
DUP_BAL_J,0.9830009604388341,0.8908949888835196,1.0,1.0,1.0
DUP_EXPECTED_J,0.9777735898069501,0.8691676833261922,1.0,1.0,1.0
A1_L,0.9844034013931252,0.8906766036967806,1.0,1.0,1.0
DUP_L,0.9784914453954474,0.868438984230567,1.0,1.0,1.0
TRI_L,0.9841310395588065,0.8984050176272036,1.0,1.0,1.0
BAL_L,0.9881310013373565,0.9148942642681097,1.0,1.0,1.0
