method,pixel_auroc,pixel_ap,image_auroc,image_ap,image_f1_max
B,0.9500250166215697,0.7511674863516031,0.991332611050921,0.9970707744991948,0.979020979020979
S,0.9679296038553542,0.8351840614775682,0.9956663055254605,0.9984148917167269,0.9861111111111112
C,0.9887607678048859,0.9332010498727723,1.0,1.0,1.0
A1_J,0.9760935585223327,0.8681968382181826,1.0,1.0,1.0
TRI_J,0.9730138094973633,0.854398056472102,1.0,1.0,1.0
BAL_J,0.9800615140103478,0.8885150052694877,1.0,1.0,1.0
DUP_J,0.9675800552040366,0.827224238819141,1.0,1.0,1.0
DUP_BAL_J,0.9760935585223327,0.8681968382181826,1.0,1.0,1.0
DUP_EXPECTED_J,0.9675800552040366,0.827224238819141,1.0,1.0,1.0
A1_L,0.976841336291584,0.8628506720724396,1.0,1.0,1.0
DUP_L,0.9679004980106316,0.8213593005813782,1.0,1.0,1.0
TRI_L,0.9759887978209469,0.8617277389121298,1.0,1.0,1.0
BAL_L,0.982570039619579,0.8930039531503274,1.0,1.0,1.0
