dataset,seed,shot,category,group,method,pixel_ap,n_images,n_abnormal
ksdd2,2,8,ksdd2,small,B,0.06816446168053437,931,37
ksdd2,2,8,ksdd2,small,S,0.049193480391459446,931,37
ksdd2,2,8,ksdd2,small,C,0.23084587100942475,931,37
ksdd2,2,8,ksdd2,small,A1_J,0.2569088507277231,931,37
ksdd2,2,8,ksdd2,small,TRI_J,0.14867027516651818,931,37
ksdd2,2,8,ksdd2,small,BAL_J,0.25355209412019536,931,37
ksdd2,2,8,ksdd2,small,DUP_J,0.18180567491936073,931,37
ksdd2,2,8,ksdd2,small,DUP_BAL_J,0.2569088507277231,931,37
ksdd2,2,8,ksdd2,small,DUP_EXPECTED_J,0.18180567491936073,931,37
ksdd2,2,8,ksdd2,small,A1_L,0.2796427498466629,931,37
ksdd2,2,8,ksdd2,small,DUP_L,0.18695937340239918,931,37
ksdd2,2,8,ksdd2,small,TRI_L,0.19088805683323615,931,37
ksdd2,2,8,ksdd2,small,BAL_L,0.30168096555665197,931,37
ksdd2,2,8,ksdd2,large,B,0.6243361609430698,966,72
ksdd2,2,8,ksdd2,large,S,0.5899840676410658,966,72
ksdd2,2,8,ksdd2,large,C,0.5829680829834217,966,72
ksdd2,2,8,ksdd2,large,A1_J,0.6874651115931323,966,72
ksdd2,2,8,ksdd2,large,TRI_J,0.6778368624829337,966,72
ksdd2,2,8,ksdd2,large,BAL_J,0.6871431793995527,966,72
ksdd2,2,8,ksdd2,large,DUP_J,0.6766618646377587,966,72
ksdd2,2,8,ksdd2,large,DUP_BAL_J,0.6874651115931323,966,72
ksdd2,2,8,ksdd2,large,DUP_EXPECTED_J,0.6766618646377587,966,72
ksdd2,2,8,ksdd2,large,A1_L,0.6947795169969105,966,72
ksdd2,2,8,ksdd2,large,DUP_L,0.6790660509300548,966,72
ksdd2,2,8,ksdd2,large,TRI_L,0.6867866413627524,966,72
ksdd2,2,8,ksdd2,large,BAL_L,0.6991627153578038,966,72
