dataset,evaluation_revision,metric,branch,contrast,n_conditions,conditions,point_delta,bootstrap_mean,ci95_low,ci95_high,ci9875_low,ci9875_high,n_replicates,effect_scale,ci95_excludes_zero,ci9875_excludes_zero,reaches_effect_scale,family,purpose
mpdd,study,pixel_ap,E1,I_TRI_E: (TRI_E_L-DUP_L) - (TRI_E_J-DUP_J),4,s0k1;s0k4;s1k1;s1k4,0.008193675052278276,0.008113675420906588,0.004051766271151997,0.012313374773566635,0.0024559697400283473,0.013622455758360364,1000,0.005,True,True,True,E1 interactions (2 datasets x 2 contrasts),post-hoc exploratory; not a pre-specified confirmation
mpdd,study,pixel_ap,E1,I_BAL_E: (BAL_E_L-A1_L) - (BAL_E_J-A1_J),4,s0k1;s0k4;s1k1;s1k4,0.004860771131305633,0.0048840719198802365,0.00017870303200139765,0.009417671551164145,-0.0013561133806321696,0.010909353500694927,1000,0.005,True,False,False,E1 interactions (2 datasets x 2 contrasts),post-hoc exploratory; not a pre-specified confirmation
btad,corrected,pixel_ap,E1,I_TRI_E: (TRI_E_L-DUP_L) - (TRI_E_J-DUP_J),4,s0k1;s0k4;s1k1;s1k4,0.005682808254760752,0.005834671569327225,0.0028198950166056372,0.009434138564328023,0.0017222561996220337,0.0105593439102672,1000,0.005,True,True,True,E1 interactions (2 datasets x 2 contrasts),post-hoc exploratory; not a pre-specified confirmation
btad,corrected,pixel_ap,E1,I_BAL_E: (BAL_E_L-A1_L) - (BAL_E_J-A1_J),4,s0k1;s0k4;s1k1;s1k4,0.002098306672269845,0.0022431349015296326,-0.0007849732199877149,0.005384257874061277,-0.0015750027059980081,0.006486510965584169,1000,0.005,False,False,False,E1 interactions (2 datasets x 2 contrasts),post-hoc exploratory; not a pre-specified confirmation
btad,study,pixel_ap,E1,I_TRI_E: (TRI_E_L-DUP_L) - (TRI_E_J-DUP_J),4,s0k1;s0k4;s1k1;s1k4,0.005470302702027807,0.005636052555574735,0.002634891810968061,0.009082935693532627,0.001636288377595456,0.01041248346161457,1000,0.005,True,True,True,E1 interactions (2 datasets x 2 contrasts),post-hoc exploratory; not a pre-specified confirmation
btad,study,pixel_ap,E1,I_BAL_E: (BAL_E_L-A1_L) - (BAL_E_J-A1_J),4,s0k1;s0k4;s1k1;s1k4,0.0016337676272882296,0.0017789926568011287,-0.0011133928930725891,0.004773950848483062,-0.0021921014196181828,0.0059808267923573775,1000,0.005,False,False,False,E1 interactions (2 datasets x 2 contrasts),post-hoc exploratory; not a pre-specified confirmation
