dataset,seed,shot,category,method,pixel_ap
mpdd,0,1,connector,B,0.086257157636181567
mpdd,0,1,connector,S,0.096527052088810752
mpdd,0,1,connector,C,0.097766829169909003
mpdd,0,1,connector,A1_J,0.12482894359439317
mpdd,0,1,connector,TRI_J,0.1142553445024283
mpdd,0,1,connector,BAL_J,0.13539892019246116
mpdd,0,1,connector,DUP_J,0.10171131087980632
mpdd,0,1,connector,DUP_BAL_J,0.12482894359439317
mpdd,0,1,connector,DUP_EXPECTED_J,0.10171131087980632
mpdd,0,1,connector,A1_L,0.12970014186850307
mpdd,0,1,connector,DUP_L,0.10554176103741823
mpdd,0,1,connector,TRI_L,0.12538137576257799
mpdd,0,1,connector,BAL_L,0.14811011720727868
