dataset,seed,shot,category,method,pixel_stride,pixel_auroc,pixel_ap,image_auroc,image_ap
mvtec,2,1,wood,B,1,0.899418383761312,0.6212023435211285,0.9921052631578948,0.9976597476597479
mvtec,2,1,wood,S,1,0.9076273636751395,0.6042426455201182,0.968421052631579,0.9895097643707055
mvtec,2,1,wood,C,1,0.9616522630848494,0.5874447600888272,0.9964912280701754,0.9989285714285715
mvtec,2,1,wood,A1_J,1,0.9332443754351543,0.6594263016768861,1.0,1.0
mvtec,2,1,wood,TRI_J,1,0.9279928822390645,0.6614386606912093,0.9956140350877193,0.9986805555555557
mvtec,2,1,wood,BAL_J,1,0.9403439435937767,0.6690423091383944,0.9982456140350878,0.9994489981785065
mvtec,2,1,wood,DUP_J,1,0.9200416220276854,0.6513140324315995,1.0,1.0
mvtec,2,1,wood,DUP_BAL_J,1,0.9332443754351543,0.6594263016768861,1.0,1.0
mvtec,2,1,wood,DUP_EXPECTED_J,1,0.9200416220276854,0.6513140324315995,1.0,1.0
mvtec,2,1,wood,A1_L,1,0.929847649486369,0.656265710796804,1.0,1.0
mvtec,2,1,wood,DUP_L,1,0.9173894109311385,0.6498010548432809,0.999122807017544,0.9997267759562843
mvtec,2,1,wood,TRI_L,1,0.9252722663568524,0.6603495642482098,0.9947368421052631,0.998440170940171
mvtec,2,1,wood,BAL_L,1,0.9373348626826746,0.6670978036224886,0.9956140350877193,0.9986805555555557
