variant,dataset,name,n_conditions,mean_over_conditions,ci95_low,ci95_high,ci9875_low,ci9875_high,ci9875_excludes_zero
identity,btad,I_TRI,4,1.3425908284921519e-05,-0.0028786494321409468,0.0025083622118439617,-0.0030170046449793245,0.002594154905097024,False
identity,btad,I_BAL,4,-0.000800973119872465,-0.00307719981000076,0.0015408205204535523,-0.003170368774710968,0.0016426674638664006,False
ot_sinkhorn,btad,I_TRI,4,0.0011508965117404864,-0.0021565088468595774,0.004937646798073924,-0.002208553303358811,0.005053133965596693,False
ot_sinkhorn,btad,I_BAL,4,0.0010349381372796174,-0.0023245562840266696,0.0060687576568427565,-0.002329642066071738,0.006295445290127705,False
