ot_factor,variant,dataset,name,n_conditions,mean_over_conditions,ci95_low,ci95_high,ci9875_low,ci9875_high,ci9875_excludes_zero
0.0,ot_sinkhorn,mpdd,I_BAL,4,0.009095757534993143,0.004814408794247241,0.013262703493400512,0.003273272236662619,0.014615833895017695,True
0.0,ot_sinkhorn,mpdd,I_TRI,4,0.008344932084536627,0.003006850620275959,0.01173447397817291,0.002074677276101441,0.012741511301385098,True
0.05,ot_sinkhorn,mpdd,I_BAL,4,0.006242661815130534,0.001013557330989221,0.009637294244585657,6.28138591770511e-05,0.01037221011552264,True
0.05,ot_sinkhorn,mpdd,I_TRI,4,0.005800819924899543,0.002281140038187971,0.009269954016363404,0.0016930762220681995,0.010071101302808793,True
0.1,ot_sinkhorn,mpdd,I_BAL,4,0.005699713323542754,0.0016518821768104588,0.009001071491520437,0.0004320062874073592,0.00970823548312893,True
0.1,ot_sinkhorn,mpdd,I_TRI,4,0.005913278546086264,0.002765604119353305,0.009563276737600481,0.0019070063993768707,0.010765100725193622,True
0.5,ot_sinkhorn,mpdd,I_BAL,4,0.007514521561905139,0.0036014290391047834,0.010941892883930753,0.0025348035067042007,0.011509889003216539,True
0.5,ot_sinkhorn,mpdd,I_TRI,4,0.007251928426050736,0.0040102183915780645,0.010659556836841264,0.0032707076905883208,0.011650041394468263,True
