variant,dataset,seed,shot,category,method,pixel_ap
procrustes,mpdd,0,1,bracket_white,BAL_L,0.09988428122219695
procrustes,mpdd,0,1,connector,A1_J,0.126111465238436
procrustes,mpdd,0,1,connector,A1_L,0.13137892404786572
procrustes,mpdd,0,1,connector,DUP_J,0.10397219945047623
procrustes,mpdd,0,1,connector,DUP_L,0.10843827315475264
procrustes,mpdd,0,1,connector,TRI_J,0.1164175754028142
procrustes,mpdd,0,1,connector,TRI_L,0.12692809497518404
procrustes,mpdd,0,1,connector,BAL_J,0.13403116114417044
procrustes,mpdd,0,1,connector,BAL_L,0.14841372200162345
procrustes,mpdd,0,1,metal_plate,A1_J,0.8713213406944496
procrustes,mpdd,0,1,metal_plate,A1_L,0.8692493706817316
procrustes,mpdd,0,1,metal_plate,DUP_J,0.8340748199004846
procrustes,mpdd,0,1,metal_plate,DUP_L,0.8305623568915005
procrustes,mpdd,0,1,metal_plate,TRI_J,0.8639407767459181
procrustes,mpdd,0,1,metal_plate,TRI_L,0.8704466581497157
procrustes,mpdd,0,1,metal_plate,BAL_J,0.8926238453294467
procrustes,mpdd,0,1,metal_plate,BAL_L,0.8981212850205446
procrustes,mpdd,0,1,tubes,A1_J,0.7281610494656396
procrustes,mpdd,0,1,tubes,A1_L,0.7360582554894681
procrustes,mpdd,0,1,tubes,DUP_J,0.7166370222463129
procrustes,mpdd,0,1,tubes,DUP_L,0.7195808540977982
procrustes,mpdd,0,1,tubes,TRI_J,0.6880819884735889
procrustes,mpdd,0,1,tubes,TRI_L,0.7005060378964176
procrustes,mpdd,0,1,tubes,BAL_J,0.6987114184156231
procrustes,mpdd,0,1,tubes,BAL_L,0.7167163592259751
procrustes,mpdd,0,4,bracket_black,A1_J,0.18559151131598536
procrustes,mpdd,0,4,bracket_black,A1_L,0.16876472722487124
procrustes,mpdd,0,4,bracket_black,DUP_J,0.18031145864847326
procrustes,mpdd,0,4,bracket_black,DUP_L,0.16921873138150847
procrustes,mpdd,0,4,bracket_black,TRI_J,0.18591388741099288
procrustes,mpdd,0,4,bracket_black,TRI_L,0.17453751768734854
procrustes,mpdd,0,4,bracket_black,BAL_J,0.18655439818226804
procrustes,mpdd,0,4,bracket_black,BAL_L,0.1705781673657658
procrustes,mpdd,0,4,bracket_brown,A1_J,0.033951864679126226
procrustes,mpdd,0,4,bracket_brown,A1_L,0.03746348048223356
procrustes,mpdd,0,4,bracket_brown,DUP_J,0.036640338349265944
procrustes,mpdd,0,4,bracket_brown,DUP_L,0.03951160950680708
procrustes,mpdd,0,4,bracket_brown,TRI_J,0.03836660777037777
procrustes,mpdd,0,4,bracket_brown,TRI_L,0.04250925747201017
procrustes,mpdd,0,4,bracket_brown,BAL_J,0.03550997883513237
procrustes,mpdd,0,4,bracket_brown,BAL_L,0.04012587448193962
procrustes,mpdd,0,4,bracket_white,A1_J,0.09536222826166872
procrustes,mpdd,0,4,bracket_white,A1_L,0.10594663284797728
procrustes,mpdd,0,4,bracket_white,DUP_J,0.0956388400102652
procrustes,mpdd,0,4,bracket_white,DUP_L,0.09882279125568984
procrustes,mpdd,0,4,bracket_white,TRI_J,0.10491556625583406
procrustes,mpdd,0,4,bracket_white,TRI_L,0.13199372337025184
procrustes,mpdd,0,4,bracket_white,BAL_J,0.09710997157201837
procrustes,mpdd,0,4,bracket_white,BAL_L,0.10544507251345342
procrustes,mpdd,0,4,connector,A1_J,0.3750397909164611
procrustes,mpdd,0,4,connector,A1_L,0.39571999409171643
procrustes,mpdd,0,4,connector,DUP_J,0.3660084274152724
procrustes,mpdd,0,4,connector,DUP_L,0.3797263463155185
procrustes,mpdd,0,4,connector,TRI_J,0.3102877179929576
procrustes,mpdd,0,4,connector,TRI_L,0.3398191725999818
procrustes,mpdd,0,4,connector,BAL_J,0.3207534980305209
procrustes,mpdd,0,4,connector,BAL_L,0.3443701968453616
procrustes,mpdd,0,4,metal_plate,A1_J,0.8849814452587161
procrustes,mpdd,0,4,metal_plate,A1_L,0.8850119264882115
procrustes,mpdd,0,4,metal_plate,DUP_J,0.8579557043189094
procrustes,mpdd,0,4,metal_plate,DUP_L,0.8570608405381515
procrustes,mpdd,0,4,metal_plate,TRI_J,0.8863869867533178
procrustes,mpdd,0,4,metal_plate,TRI_L,0.8905962675596992
procrustes,mpdd,0,4,metal_plate,BAL_J,0.9068324253578451
procrustes,mpdd,0,4,metal_plate,BAL_L,0.9109283634571825
procrustes,mpdd,0,4,tubes,A1_J,0.7550402480920292
procrustes,mpdd,0,4,tubes,A1_L,0.7607111133718449
procrustes,mpdd,0,4,tubes,DUP_J,0.7440802443887528
procrustes,mpdd,0,4,tubes,DUP_L,0.7468632441570406
procrustes,mpdd,0,4,tubes,TRI_J,0.7129874527450404
procrustes,mpdd,0,4,tubes,TRI_L,0.726907374483504
procrustes,mpdd,0,4,tubes,BAL_J,0.7220062677270042
procrustes,mpdd,0,4,tubes,BAL_L,0.7403665141638114
procrustes,mpdd,1,1,bracket_black,A1_J,0.11756476366946998
procrustes,mpdd,1,1,bracket_black,A1_L,0.11936839784913549
procrustes,mpdd,1,1,bracket_black,DUP_J,0.1332346793650333
procrustes,mpdd,1,1,bracket_black,DUP_L,0.13344086536135308
procrustes,mpdd,1,1,bracket_black,TRI_J,0.13409097078198226
procrustes,mpdd,1,1,bracket_black,TRI_L,0.12972798528664453
procrustes,mpdd,1,1,bracket_black,BAL_J,0.11729735851236894
procrustes,mpdd,1,1,bracket_black,BAL_L,0.11287396827352457
procrustes,mpdd,1,1,bracket_brown,A1_J,0.035108659819233064
procrustes,mpdd,1,1,bracket_brown,A1_L,0.03763791441290343
procrustes,mpdd,1,1,bracket_brown,DUP_J,0.035885423180681365
procrustes,mpdd,1,1,bracket_brown,DUP_L,0.03764285717480643
procrustes,mpdd,1,1,bracket_brown,TRI_J,0.04330963667464968
procrustes,mpdd,1,1,bracket_brown,TRI_L,0.046494560139916874
procrustes,mpdd,1,1,bracket_brown,BAL_J,0.04058242971781821
procrustes,mpdd,1,1,bracket_brown,BAL_L,0.044529524304286514
procrustes,mpdd,1,1,bracket_white,A1_J,0.05459945795601945
procrustes,mpdd,1,1,bracket_white,A1_L,0.06562252590780643
procrustes,mpdd,1,1,bracket_white,DUP_J,0.06276725254105954
procrustes,mpdd,1,1,bracket_white,DUP_L,0.07943111609190673
procrustes,mpdd,1,1,bracket_white,TRI_J,0.05553681607268566
procrustes,mpdd,1,1,bracket_white,TRI_L,0.06574576658024911
procrustes,mpdd,1,1,bracket_white,BAL_J,0.04929434548375608
procrustes,mpdd,1,1,bracket_white,BAL_L,0.05879986097748574
procrustes,mpdd,1,1,connector,A1_J,0.2862966712335884
procrustes,mpdd,1,1,connector,A1_L,0.29936949096985055
procrustes,mpdd,1,1,connector,DUP_J,0.26825860883637864
procrustes,mpdd,1,1,connector,DUP_L,0.2729221381103415
procrustes,mpdd,1,1,connector,TRI_J,0.27668199994383913
procrustes,mpdd,1,1,connector,TRI_L,0.300080488101233
procrustes,mpdd,1,1,connector,BAL_J,0.2936924101763319
procrustes,mpdd,1,1,connector,BAL_L,0.3220314727299828
procrustes,mpdd,1,1,metal_plate,A1_J,0.8772041379426093
procrustes,mpdd,1,1,metal_plate,A1_L,0.8753487596609897
procrustes,mpdd,1,1,metal_plate,DUP_J,0.8510005212497838
procrustes,mpdd,1,1,metal_plate,DUP_L,0.8498551724890249
procrustes,mpdd,1,1,metal_plate,TRI_J,0.8751001179589603
procrustes,mpdd,1,1,metal_plate,TRI_L,0.8784164601373659
procrustes,mpdd,1,1,metal_plate,BAL_J,0.8963101887967964
procrustes,mpdd,1,1,metal_plate,BAL_L,0.8980935627699022
procrustes,mpdd,1,1,tubes,A1_J,0.6842868614896442
procrustes,mpdd,1,1,tubes,A1_L,0.6927365109815629
procrustes,mpdd,1,1,tubes,DUP_J,0.6743043499626055
procrustes,mpdd,1,1,tubes,DUP_L,0.6788877657149597
procrustes,mpdd,1,1,tubes,TRI_J,0.6305742937835997
procrustes,mpdd,1,1,tubes,TRI_L,0.648039403678792
procrustes,mpdd,1,1,tubes,BAL_J,0.6415372495408245
procrustes,mpdd,1,1,tubes,BAL_L,0.6649171250457857
procrustes,mpdd,1,4,bracket_black,A1_J,0.1053237270191994
procrustes,mpdd,1,4,bracket_black,A1_L,0.105382338601749
procrustes,mpdd,1,4,bracket_black,DUP_J,0.1066166744086127
procrustes,mpdd,1,4,bracket_black,DUP_L,0.10371320718342218
procrustes,mpdd,1,4,bracket_black,TRI_J,0.10812815344919252
procrustes,mpdd,1,4,bracket_black,TRI_L,0.11075402208531458
procrustes,mpdd,1,4,bracket_black,BAL_J,0.11576737215225794
procrustes,mpdd,1,4,bracket_black,BAL_L,0.11375369357098335
procrustes,mpdd,1,4,bracket_brown,A1_J,0.05219176626042459
procrustes,mpdd,1,4,bracket_brown,A1_L,0.057937866944503286
procrustes,mpdd,1,4,bracket_brown,DUP_J,0.05753576102695204
procrustes,mpdd,1,4,bracket_brown,DUP_L,0.06151680354655486
procrustes,mpdd,1,4,bracket_brown,TRI_J,0.055909158857668124
procrustes,mpdd,1,4,bracket_brown,TRI_L,0.06401069864710324
procrustes,mpdd,1,4,bracket_brown,BAL_J,0.05049123144227875
procrustes,mpdd,1,4,bracket_brown,BAL_L,0.05834702236967363
procrustes,mpdd,1,4,bracket_white,A1_J,0.1561633017689133
procrustes,mpdd,1,4,bracket_white,A1_L,0.14444098564122132
procrustes,mpdd,1,4,bracket_white,DUP_J,0.12786478962318704
procrustes,mpdd,1,4,bracket_white,DUP_L,0.12584910289290377
procrustes,mpdd,1,4,bracket_white,TRI_J,0.13618031849428958
procrustes,mpdd,1,4,bracket_white,TRI_L,0.1442715775496143
procrustes,mpdd,1,4,bracket_white,BAL_J,0.1378229138609297
procrustes,mpdd,1,4,bracket_white,BAL_L,0.13878082364922656
procrustes,mpdd,1,4,connector,A1_J,0.43219744020601475
procrustes,mpdd,1,4,connector,A1_L,0.47217144711772374
procrustes,mpdd,1,4,connector,DUP_J,0.4291037484845104
procrustes,mpdd,1,4,connector,DUP_L,0.45023535143177323
procrustes,mpdd,1,4,connector,TRI_J,0.40247620574688336
procrustes,mpdd,1,4,connector,TRI_L,0.4667421029820713
procrustes,mpdd,1,4,connector,BAL_J,0.4024542938073072
procrustes,mpdd,1,4,connector,BAL_L,0.48197439467275793
procrustes,mpdd,1,4,metal_plate,A1_J,0.8824154316204875
procrustes,mpdd,1,4,metal_plate,A1_L,0.8832499608054294
procrustes,mpdd,1,4,metal_plate,DUP_J,0.8587369925521132
procrustes,mpdd,1,4,metal_plate,DUP_L,0.8586717188238191
procrustes,mpdd,1,4,metal_plate,TRI_J,0.8859665379989269
procrustes,mpdd,1,4,metal_plate,TRI_L,0.8912046787396297
procrustes,mpdd,1,4,metal_plate,BAL_J,0.9039387919152156
procrustes,mpdd,1,4,metal_plate,BAL_L,0.9090837808762431
procrustes,mpdd,1,4,tubes,A1_J,0.7628378829110511
procrustes,mpdd,1,4,tubes,A1_L,0.7706503218725465
procrustes,mpdd,1,4,tubes,DUP_J,0.7530572907799165
procrustes,mpdd,1,4,tubes,DUP_L,0.7563985385775225
procrustes,mpdd,1,4,tubes,TRI_J,0.7216933682260533
procrustes,mpdd,1,4,tubes,TRI_L,0.7334841623127394
procrustes,mpdd,1,4,tubes,BAL_J,0.731888896422388
procrustes,mpdd,1,4,tubes,BAL_L,0.746736097631807
shuffled,mpdd,0,1,bracket_black,A1_J,0.019214593886878892
shuffled,mpdd,0,1,bracket_black,A1_L,0.01719852350495196
shuffled,mpdd,0,1,bracket_black,DUP_J,0.024978528484173434
shuffled,mpdd,0,1,bracket_black,DUP_L,0.019999837057488503
shuffled,mpdd,0,1,bracket_black,TRI_J,0.021096660226088436
shuffled,mpdd,0,1,bracket_black,TRI_L,0.01734478273141412
shuffled,mpdd,0,1,bracket_black,BAL_J,0.01656168368641513
shuffled,mpdd,0,1,bracket_black,BAL_L,0.01478838079928836
