ot_factor,variant,dataset,name,n_conditions,mean_over_conditions,ci95_low,ci95_high,ci9875_low,ci9875_high,ci9875_excludes_zero
0.1,ot_sinkhorn,mpdd,I_BAL,4,0.005699713323542754,-0.0003810774129300632,0.013920368640127016,-0.0006490817258704184,0.014471590323964478,False
0.1,ot_sinkhorn,mpdd,I_TRI,4,0.005913278546086264,-0.001719542323981945,0.015888484703665686,-0.002048840539811218,0.016527804501665567,False
0.0,ot_sinkhorn,mpdd,I_BAL,4,0.009095757534993143,0.004594253881533434,0.014410737264776355,0.004384091151901642,0.01472856594568626,True
0.0,ot_sinkhorn,mpdd,I_TRI,4,0.008344932084536627,0.00249080670006174,0.01445524829401275,0.0024200866136283522,0.01455987598963748,True
0.05,ot_sinkhorn,mpdd,I_BAL,4,0.006242661815130534,-0.0011792777690775938,0.01438872933509682,-0.0015355084081520197,0.014840800436256886,False
0.05,ot_sinkhorn,mpdd,I_TRI,4,0.005800819924899543,-0.0017880421604002366,0.014776518957772083,-0.0021738562824781885,0.015345885028793492,False
0.5,ot_sinkhorn,mpdd,I_BAL,4,0.007514521561905139,0.0007946773117757904,0.01434405325502508,0.0005646808772458137,0.014588567145244988,True
0.5,ot_sinkhorn,mpdd,I_TRI,4,0.007251928426050736,0.004023922085749141,0.013778151354554381,0.004001565996641014,0.014237036109748078,True
