dataset,seed,shot,category,method,pixel_stride,pixel_auroc,pixel_ap,image_auroc,image_ap
mvtec,1,8,grid,B,1,0.9935020305978336,0.4720945820080879,1.0,1.0000000000000002
mvtec,1,8,grid,S,1,0.9923771438315385,0.4390263168377009,1.0,1.0000000000000002
mvtec,1,8,grid,C,1,0.960786187894948,0.2922335057047506,0.9924812030075189,0.9972757059011719
mvtec,1,8,grid,A1_J,1,0.9936157025090465,0.4737470046383169,1.0,1.0000000000000002
mvtec,1,8,grid,TRI_J,1,0.9940721026616165,0.47483562033262255,1.0,1.0000000000000002
mvtec,1,8,grid,BAL_J,1,0.9938289286593743,0.4677170065929061,1.0,1.0000000000000002
mvtec,1,8,grid,DUP_J,1,0.9936755352063354,0.47745076278117776,1.0,1.0000000000000002
mvtec,1,8,grid,DUP_BAL_J,1,0.9936157025090465,0.4737470046383169,1.0,1.0000000000000002
mvtec,1,8,grid,DUP_EXPECTED_J,1,0.9936755352063354,0.47745076278117776,1.0,1.0000000000000002
mvtec,1,8,grid,A1_L,1,0.9936893862388075,0.4799940860696427,1.0,1.0000000000000002
mvtec,1,8,grid,DUP_L,1,0.9937129551452626,0.4806928089877457,1.0,1.0000000000000002
mvtec,1,8,grid,TRI_L,1,0.9939863585790193,0.4729255611756608,1.0,1.0000000000000002
mvtec,1,8,grid,BAL_L,1,0.9937951458287401,0.46979584056948176,1.0,1.0000000000000002
