method,pixel_auroc,pixel_ap,image_auroc,image_ap,image_f1_max
B,0.9886359364926623,0.7416864848644705,0.9732789855072463,0.9886827738104024,0.9489051094890512
S,0.9803807458285516,0.6194584702846692,0.9605978260869565,0.9829488376570304,0.920863309352518
C,0.9769676112154593,0.5039575269543414,0.8967391304347827,0.9532604762733384,0.8970588235294118
A1_J,0.9909098753142447,0.770019446813537,0.9759963768115942,0.9902808708532759,0.9481481481481481
TRI_J,0.9883797075322603,0.7314185740329446,0.9764492753623188,0.9900003526069051,0.9428571428571428
BAL_J,0.9887141535079778,0.7377578499919831,0.9773550724637682,0.990837919079233,0.9545454545454545
DUP_J,0.990486468312276,0.761791100234557,0.9773550724637681,0.9904204998057536,0.943661971830986
DUP_BAL_J,0.9909098753142447,0.770019446813537,0.9759963768115942,0.9902808708532759,0.9481481481481481
DUP_EXPECTED_J,0.990486468312276,0.761791100234557,0.9773550724637681,0.9904204998057536,0.943661971830986
A1_L,0.9922092910918721,0.7780711641127842,0.9755434782608696,0.9900170739058238,0.9496402877697843
DUP_L,0.991171505833841,0.7645273618654049,0.9759963768115942,0.9900940261576204,0.9565217391304348
TRI_L,0.9905671561422553,0.7440746615086624,0.9832427536231885,0.9928669323126003,0.9571428571428571
BAL_L,0.9914765735584522,0.7566021094749755,0.9814311594202899,0.9923940575804794,0.9558823529411764
