method,pixel_auroc,pixel_ap,pixel_aupro,image_auroc,image_ap,image_f1_max
A1_J,0.9959438899418237,0.10598851655794718,0.9856932146148062,0.8266666666666667,0.8071000882339985,0.8307692307692307
TRI_J,0.9956606668957011,0.14437489795354133,0.9850193769145588,0.8277777777777777,0.8201869191143311,0.8
BAL_J,0.996338003896882,0.12774249417456804,0.9873620003455953,0.8577777777777778,0.8599429025339121,0.819672131147541
DUP_J,0.9952586409917332,0.10061822938074788,0.9838460731334278,0.7966666666666666,0.7518960630688917,0.8
A1_L,0.9956621503861216,0.10841576102443233,0.9852670871125382,0.8077777777777778,0.7861102519232801,0.7941176470588235
TRI_L,0.9958290430584331,0.14142741366720624,0.9852147968259102,0.8144444444444444,0.8065875634456957,0.8059701492537312
BAL_L,0.9962433077583706,0.1336455158380586,0.9865467744380189,0.8366666666666667,0.8359471703211829,0.7941176470588235
DUP_L,0.9950898939563961,0.0991401628376623,0.983060930882898,0.7888888888888889,0.7465139258418093,0.7887323943661972
