method,pixel_auroc,pixel_ap,image_auroc,image_ap,image_f1_max
B,0.9947279600063874,0.7604637440218254,0.9712,0.9853100945500841,0.9556650246305418
S,0.9937898642911491,0.7169518796732959,0.9843999999999999,0.9934893714444059,0.97
C,0.9919131840179355,0.518468314996031,0.9638,0.9852379912472782,0.9494949494949495
A1_J,0.9944465468985939,0.728761168005619,0.9782,0.9907352134858398,0.9587628865979382
TRI_J,0.9947722055046236,0.7418863798034698,0.9832,0.9929917683856759,0.964824120603015
BAL_J,0.9946813522865965,0.7176930585491474,0.9812,0.9922671689125693,0.9637305699481865
DUP_J,0.9945609827497605,0.752534094618065,0.9753999999999999,0.988674579938275,0.9587628865979382
DUP_BAL_J,0.9944465468985939,0.728761168005619,0.9782,0.9907352134858398,0.9587628865979382
DUP_EXPECTED_J,0.9945609827497605,0.752534094618065,0.9753999999999999,0.988674579938275,0.9587628865979382
A1_L,0.9951206599020709,0.7283043081197916,0.9758,0.9897964302897031,0.9556650246305418
DUP_L,0.9950397342346662,0.7504657816867953,0.974,0.9882215444373181,0.9587628865979382
TRI_L,0.9949866092714214,0.7436002332727671,0.9823999999999999,0.9925710293845458,0.9603960396039604
BAL_L,0.9950590903148406,0.7188962585485739,0.9828,0.9926932918579532,0.9603960396039604
