method,pixel_auroc,pixel_ap,pixel_aupro,image_auroc,image_ap,image_f1_max
B,0.9712617780864254,0.16322632233656506,0.9120566630954489,0.7859042553191489,0.8645016779101695,0.7901234567901235
S,0.9690521295910185,0.1317009625330275,0.8888836792090453,0.6688829787234043,0.7822799828088497,0.7758620689655173
C,0.963531484204067,0.023367972115044284,0.864960358998171,0.4900265957446808,0.5698069988323086,0.7521367521367521
A1_J,0.9740838470124178,0.18559149428133026,0.9113330861362566,0.7972074468085106,0.8699851276988307,0.8041237113402062
TRI_J,0.9728498390701945,0.1859137899277851,0.9034262194755379,0.7799202127659576,0.8682690959547195,0.7816091954022989
BAL_J,0.9738353427235478,0.18655439188319298,0.9033237233411632,0.7706117021276595,0.8592664381163521,0.7768595041322314
DUP_J,0.9726147968096115,0.1803114588002528,0.9114503271769661,0.8051861702127661,0.8785451388047634,0.8045977011494252
DUP_BAL_J,0.9740838470124178,0.18559149428133026,0.9113330861362566,0.7972074468085106,0.8699851276988307,0.8041237113402062
DUP_EXPECTED_J,0.9726147968096115,0.1803114588002528,0.9114503271769661,0.8051861702127661,0.8785451388047634,0.8045977011494252
A1_J__perm_C_within_p00,0.9844139929856212,0.14884280706338232,0.9371380915230076,0.7686170212765957,0.833477530622349,0.7899159663865547
TRI_J__perm_C_within_p00,0.9823391599979547,0.15477330455123234,0.92697701439032,0.7486702127659575,0.8409993455373262,0.7833333333333334
TRI_J__perm_S_within_p00,0.9842605377464069,0.19386677023061125,0.949865747695902,0.7559840425531915,0.8617667328967319,0.7603305785123967
BAL_J__perm_C_within_p00,0.9825430087188447,0.1422875547936717,0.9292604779834771,0.7360372340425532,0.8345190756946802,0.7704918032786886
BAL_J__perm_S_within_p00,0.9839273313262179,0.19172955979131165,0.9478401345750141,0.7785904255319149,0.8676951009592079,0.7764705882352942
A1_J__perm_C_cross_p00,0.9789616847927021,0.12075972604318197,0.9342299282581661,0.7659574468085107,0.8449423037678672,0.7796610169491527
TRI_J__perm_C_cross_p00,0.9767234995134996,0.14426035210023447,0.9209410381559503,0.7539893617021277,0.8405473617582121,0.7796610169491527
TRI_J__perm_S_cross_p00,0.9737988102079455,0.15313520706038064,0.9245734599258573,0.7400265957446808,0.8392833092409998,0.7966101694915254
BAL_J__perm_C_cross_p00,0.9763076280911143,0.11872524485444588,0.926699650197767,0.7473404255319149,0.830014956940476,0.7796610169491527
BAL_J__perm_S_cross_p00,0.9745183666543149,0.15793420829693597,0.927492910612608,0.7360372340425532,0.8420193758933364,0.7966101694915254
A1_J__perm_C_within_p01,0.9839048804656768,0.14551733614435325,0.9382583453129952,0.7992021276595745,0.8671756373479297,0.8089887640449439
TRI_J__perm_C_within_p01,0.9814195914238765,0.15560936163198724,0.926768868410014,0.7785904255319149,0.8607740391347874,0.7835051546391754
TRI_J__perm_S_within_p01,0.9770059559544164,0.1892534219204834,0.9290511990402666,0.7466755319148937,0.8605613197059055,0.7522935779816514
BAL_J__perm_C_within_p01,0.9831848996174068,0.14383684523237325,0.9357792417358214,0.7746010638297873,0.8602694912213446,0.7787610619469028
BAL_J__perm_S_within_p01,0.9777189596354409,0.18557840070895817,0.9300349403279674,0.7406914893617021,0.848140834805156,0.7619047619047619
A1_J__perm_C_cross_p01,0.9815665957542019,0.13565720398236214,0.9415363166502417,0.790558510638298,0.8676788355591892,0.787878787878788
TRI_J__perm_C_cross_p01,0.9796130907818753,0.1620840467505067,0.9323053924466693,0.7765957446808511,0.8665190439733518,0.7833333333333334
TRI_J__perm_S_cross_p01,0.9752922380559215,0.16995543426685544,0.9308542321045952,0.7267287234042553,0.8287162768981324,0.7833333333333334
