shot,method,category,pixel_auroc,pixel_ap,image_auroc,image_ap
4,BAL_lambda_0.25,bracket_brown,0.9290890948932045,0.03904558920392284,0.5950226244343891,0.7400066260162176
4,BAL_lambda_0.25,bracket_white,0.9969849293444418,0.10397455067570834,0.8355555555555556,0.8303024427446342
4,BAL_lambda_0.25,connector,0.978589828043933,0.34523514999368554,0.888095238095238,0.7814025493647343
4,BAL_lambda_0.25,metal_plate,0.9858770291854341,0.910409450107795,1.0,1.0
4,BAL_lambda_0.25,tubes,0.9907853753163472,0.7370427699262214,0.9710144927536232,0.9886052064909996
4,BAL_lambda_0.50,bracket_black,0.9767741476363156,0.1797314056301415,0.7832446808510638,0.8652271998424247
4,BAL_lambda_0.50,bracket_brown,0.9265398154154691,0.037910541949313994,0.5942684766214178,0.7408484901663659
4,BAL_lambda_0.50,bracket_white,0.9970304230506719,0.10248635876245353,0.8311111111111111,0.8227273223880878
4,BAL_lambda_0.50,connector,0.9772987124280115,0.34279069811837326,0.8785714285714286,0.7651596419453562
4,BAL_lambda_0.50,metal_plate,0.985264710920709,0.9095280055310646,1.0,1.0
4,BAL_lambda_0.50,tubes,0.9900336849063092,0.7328604667851656,0.9710144927536232,0.9882535524616293
4,BAL_lambda_0.75,bracket_black,0.975380055297191,0.18391666030583587,0.7792553191489362,0.8628577206982357
4,BAL_lambda_0.75,bracket_brown,0.9235052556785321,0.036725383198612065,0.5965309200603318,0.7355664231499134
4,BAL_lambda_0.75,bracket_white,0.9970573731266452,0.09954640225692382,0.8311111111111111,0.8181152550326274
4,BAL_lambda_0.75,connector,0.9755993642646692,0.33549145165547956,0.8666666666666667,0.7429447536590394
4,BAL_lambda_0.75,metal_plate,0.984569286637038,0.9083320945019585,1.0,1.0
4,BAL_lambda_0.75,tubes,0.9891713859811665,0.7279106250319893,0.9705615942028986,0.9878256948845584
