method,pixel_auroc,pixel_ap,image_auroc,image_ap,image_f1_max
B,0.9833614312308154,0.7326578211387587,0.9397644927536232,0.9766277435242166,0.9253731343283582
S,0.9724972751618225,0.611190774731612,0.9130434782608696,0.9662440214507163,0.900763358778626
C,0.9712531993525,0.4856664261695953,0.9067028985507246,0.9534094637656512,0.9078014184397163
A1_J,0.9877415416049941,0.7635081745103982,0.9642210144927537,0.9860280543827694,0.9428571428571428
TRI_J,0.9839702441507834,0.720517162985679,0.957427536231884,0.9833121899149195,0.9393939393939393
BAL_J,0.9852491699605064,0.7293451455673061,0.9669384057971014,0.98719520095412,0.9552238805970149
DUP_J,0.9866627382375909,0.7534787173989173,0.9429347826086957,0.9778364710077312,0.9264705882352942
DUP_BAL_J,0.9877415416049941,0.7635081745103982,0.9642210144927537,0.9860280543827694,0.9428571428571428
DUP_EXPECTED_J,0.9866627382375909,0.7534787173989173,0.9429347826086957,0.9778364710077312,0.9264705882352942
A1_L,0.9903383056308093,0.7723206763689509,0.9556159420289856,0.9829998212333823,0.9411764705882353
DUP_L,0.9883540333481908,0.7581715850921242,0.9465579710144927,0.9789435640064795,0.9333333333333332
TRI_L,0.988217691541564,0.7364303247941084,0.9528985507246377,0.9814946869471602,0.9333333333333332
BAL_L,0.9901025691011222,0.7490275418713461,0.9615036231884058,0.9854486515965717,0.9558823529411764
