dataset,seed,shot,category,method,pixel_stride,pixel_auroc,pixel_ap,image_auroc,image_ap
visa,1,1,macaroni1,B,1,0.9490459735481519,0.10914954991854958,0.8892,0.8748148822581839
visa,1,1,macaroni1,S,1,0.9279543272143383,0.011260801206072979,0.959,0.9195123109599941
visa,1,1,macaroni1,C,1,0.974511460603674,0.04367095834832606,0.7459,0.741984907160901
visa,1,1,macaroni1,A1_J,1,0.9668414840086114,0.15768299460972635,0.9547999999999999,0.9522645384781033
visa,1,1,macaroni1,TRI_J,1,0.9474408482369613,0.07884484415775624,0.9522,0.9398803978072747
visa,1,1,macaroni1,BAL_J,1,0.9565210755562101,0.07623620389599797,0.9414,0.9273288370847481
visa,1,1,macaroni1,DUP_J,1,0.960062608294934,0.14791729873021048,0.9298,0.9263691526160877
visa,1,1,macaroni1,DUP_BAL_J,1,0.9668414840086114,0.15768299460972635,0.9547999999999999,0.9522645384781033
visa,1,1,macaroni1,DUP_EXPECTED_J,1,0.960062608294934,0.14791729873021048,0.9298,0.9263691526160877
visa,1,1,macaroni1,A1_L,1,0.972274790826402,0.15691846593782596,0.9108,0.90591236733323
visa,1,1,macaroni1,DUP_L,1,0.9636926331565167,0.14945728105466238,0.9073,0.8984770910794628
visa,1,1,macaroni1,TRI_L,1,0.9620204884590274,0.08638846270943074,0.9721,0.9629763299956766
visa,1,1,macaroni1,BAL_L,1,0.9705148681799335,0.08179452764720826,0.9589,0.9465694335663529
