method,pixel_auroc,pixel_ap,pixel_aupro,image_auroc,image_ap,image_f1_max
B,0.9507238072558057,0.07292756948548591,0.8530251292236464,0.5452127659574468,0.6609442317239178,0.7540983606557378
C,0.9602620702107417,0.029348752153411026,0.8704937345408323,0.5525265957446808,0.6350364614076016,0.773109243697479
A1_J,0.9627968275380744,0.10532529816121065,0.8735357637368655,0.6223404255319149,0.7379091656495027,0.7580645161290321
DUP_J,0.9589261973243396,0.10661666049755937,0.866383185244151,0.5837765957446809,0.7144772480089435,0.7460317460317459
DUP_BAL_J,0.9627968275380744,0.10532529816121065,0.8735357637368655,0.6223404255319149,0.7379091656495027,0.7580645161290321
DUP_EXPECTED_J,0.9589261973243396,0.10661666049755937,0.866383185244151,0.5837765957446809,0.7144772480089435,0.7460317460317459
A1_L,0.9653537895728459,0.1053823255970967,0.8813487729468932,0.6176861702127661,0.7348982228327157,0.7479674796747967
A1_lambda_0.25,0.9650701532946455,0.10630315050919065,0.881938145496908,0.6216755319148937,0.7344431711487789,0.7479674796747967
A1_lambda_0.50,0.964527589416897,0.1071052189612086,0.8813489920955156,0.6210106382978723,0.7366670547294368,0.7479674796747967
A1_lambda_0.75,0.9637617052590594,0.10707872788000342,0.880846372931903,0.6223404255319149,0.7366921712352336,0.7580645161290321
