ablation,dataset,category,I_TRI_pp,I_BAL_pp
baseline,mpdd,bracket_black,0.04612454189369033,0.026329659305129698
baseline,mpdd,bracket_brown,0.0418070208769869,0.026162740157339298
baseline,mpdd,bracket_white,-0.23849117285715538,-0.6557758281904456
baseline,mpdd,connector,0.6044590536789962,0.911552026486051
baseline,mpdd,metal_plate,1.0018351665423086,0.7569421884905947
baseline,mpdd,tubes,0.9480286469556232,1.0108451435055454
baseline,btad,01,0.436592945721348,0.4943944496863084
baseline,btad,02,0.05728482236899701,0.06319479761033309
baseline,btad,03,-0.16457886629954732,-0.5977571206889909
ABL_N,mpdd,bracket_black,0.004032528858021085,0.01763144180635043
ABL_N,mpdd,bracket_brown,0.038392554331240225,0.039458794689993526
ABL_N,mpdd,bracket_white,-0.0410323564432033,-0.5722077694474956
ABL_N,mpdd,connector,0.6354817095218991,0.6653478304778428
ABL_N,mpdd,metal_plate,1.3871439919903694,1.343781223875018
ABL_N,mpdd,tubes,0.8222094495735521,0.8470014224378986
ABL_N,btad,01,-0.14194719693290114,-0.07699706823190988
ABL_N,btad,02,0.5649937291190676,0.5831789843552482
ABL_N,btad,03,0.2618540308388817,0.06617845729087746
ABL_C,mpdd,bracket_black,0.04612454189369033,0.020337350130755338
ABL_C,mpdd,bracket_brown,0.0418070208769869,0.07361196557244751
ABL_C,mpdd,bracket_white,-0.23849117285715538,-1.1028246774545294
ABL_C,mpdd,connector,0.6044590536789962,0.9427381822359221
ABL_C,mpdd,metal_plate,1.0018351665423086,0.6879390161928511
ABL_C,mpdd,tubes,0.9480286469556232,1.8216387242834586
ABL_C,btad,01,0.436592945721348,0.4777561159256316
ABL_C,btad,02,0.05728482236899701,0.09369706059146887
ABL_C,btad,03,-0.16457886629954732,-0.7729490673012207
ABL_S,mpdd,bracket_black,0.07093621007695054,0.036936080358982576
ABL_S,mpdd,bracket_brown,-0.005454405297507237,-0.012652629537347748
ABL_S,mpdd,bracket_white,-0.40421592548389035,-1.6352893393817556
ABL_S,mpdd,connector,0.8203243913452132,0.5745088120355374
ABL_S,mpdd,metal_plate,1.105389554779812,0.861639467778641
ABL_S,mpdd,tubes,1.1748549934834873,1.2710806291850951
ABL_S,btad,01,0.7258372332693663,0.7716988781177103
ABL_S,btad,02,0.10094575055432653,0.09578844099945583
ABL_S,btad,03,0.05205996372509292,-0.3942919098215203
