dataset,seed,shot,category,pixel_ap_448,pixel_ap_native224,pixel_ap_native128,delta_native224_minus_448,delta_native128_minus_448,delta_native128_minus_native224,identical_448_vs_224_within_1e_9,identical_448_vs_128_within_1e_9,native224_and_native128_same_side_of_448,note
btad,0,1,01,0.3403012648094415,0.39392715276832413,0.12362559167484184,0.05362588795888262,-0.21667567313459968,-0.2703015610934823,False,False,False,one unit of the unified subset; the second/third columns are native-geometry readings
btad,0,1,02,0.6645880416668459,0.5330272807781027,0.44873728976464844,-0.13156076088874324,-0.2158507519021975,-0.08428999101345425,False,False,True,one unit of the unified subset; the second/third columns are native-geometry readings
btad,0,1,03,0.11272658229531478,0.08086273509700226,0.06033230975945057,-0.03186384719831252,-0.052394272535864206,-0.020530425337551686,False,False,True,one unit of the unified subset; the second/third columns are native-geometry readings
mpdd,0,1,bracket_black,0.006254671422096857,0.0033476125303712545,0.0023397370272130336,-0.0029070588917256028,-0.003914934394883824,-0.001007875503158221,False,False,True,one unit of the unified subset; the second/third columns are native-geometry readings
mpdd,0,1,bracket_brown,0.04765797564979799,0.039337985594547244,0.026025717957155373,-0.008319990055250748,-0.02163225769264262,-0.013312267637391871,False,False,True,one unit of the unified subset; the second/third columns are native-geometry readings
mpdd,0,1,bracket_white,0.008105021800897087,0.004599955238501103,0.0038810371710454542,-0.003505066562395984,-0.004223984629851633,-0.0007189180674556485,False,False,True,one unit of the unified subset; the second/third columns are native-geometry readings
mpdd,0,1,connector,0.1020956031483733,0.06876806662979944,0.02851642470916777,-0.03332753651857387,-0.07357917843920553,-0.040251641920631666,False,False,True,one unit of the unified subset; the second/third columns are native-geometry readings
mpdd,0,1,metal_plate,0.8509312652201366,0.8455190618084567,0.7653347920946586,-0.005412203411679917,-0.08559647312547802,-0.0801842697137981,False,False,True,one unit of the unified subset; the second/third columns are native-geometry readings
mpdd,0,1,tubes,0.25075187545271094,0.09675770578428554,0.0963037557443018,-0.15399416966842538,-0.15444811970840913,-0.0004539500399837332,False,False,True,one unit of the unified subset; the second/third columns are native-geometry readings
mvtec,0,1,bottle,0.7904765955676363,0.7812945794233781,0.5470300201949738,-0.009182016144258176,-0.24344657537266245,-0.23426455922840428,False,False,True,one unit of the unified subset; the second/third columns are native-geometry readings
mvtec,0,1,cable,0.22744145115405168,0.3927618167290506,0.40863079810429076,0.1653203655749989,0.18118934695023908,0.015868981375240176,False,False,True,one unit of the unified subset; the second/third columns are native-geometry readings
mvtec,0,1,capsule,0.4004848330668324,0.3298397769986884,0.17289001795918643,-0.07064505606814403,-0.22759481510764598,-0.15694975903950195,False,False,True,one unit of the unified subset; the second/third columns are native-geometry readings
mvtec,0,1,carpet,0.7340769772597984,0.7078222149174713,0.5042274199975841,-0.026254762342327043,-0.22984955726221423,-0.2035947949198872,False,False,True,one unit of the unified subset; the second/third columns are native-geometry readings
mvtec,0,1,grid,0.011720830973711203,0.008634023252227712,0.008856393117296224,-0.0030868077214834914,-0.00286443785641498,0.00022236986506851165,False,False,True,one unit of the unified subset; the second/third columns are native-geometry readings
mvtec,0,1,hazelnut,0.5081150475879979,0.3804594282201197,0.25661206840324463,-0.12765561936787817,-0.25150297918475323,-0.12384735981687506,False,False,True,one unit of the unified subset; the second/third columns are native-geometry readings
mvtec,0,1,leather,0.6104618749171947,0.5205879916065838,0.3563294266247625,-0.08987388331061097,-0.2541324482924322,-0.16425856498182123,False,False,True,one unit of the unified subset; the second/third columns are native-geometry readings
mvtec,0,1,metal_nut,0.7195807752011558,0.5923398658648402,0.36432792744303194,-0.1272409093363156,-0.3552528477581239,-0.22801193842180828,False,False,True,one unit of the unified subset; the second/third columns are native-geometry readings
mvtec,0,1,pill,0.6385198942290548,0.6672803081358203,0.5864883287190013,0.028760413906765536,-0.0520315655100535,-0.08079197941681904,False,False,False,one unit of the unified subset; the second/third columns are native-geometry readings
mvtec,0,1,screw,0.022175024473410843,0.01567972317426766,0.011477242621041342,-0.006495301299143184,-0.010697781852369501,-0.004202480553226317,False,False,True,one unit of the unified subset; the second/third columns are native-geometry readings
mvtec,0,1,tile,0.6636217846488119,0.5952863775333486,0.5865271191517372,-0.06833540711546338,-0.07709466549707478,-0.008759258381611401,False,False,True,one unit of the unified subset; the second/third columns are native-geometry readings
mvtec,0,1,toothbrush,0.49151200298462006,0.5002323486772647,0.42775088145066675,0.008720345692644682,-0.0637611215339533,-0.07248146722659798,False,False,False,one unit of the unified subset; the second/third columns are native-geometry readings
mvtec,0,1,transistor,0.38055303042353145,0.513403655414071,0.6248511501048988,0.1328506249905395,0.24429811968136733,0.11144749469082782,False,False,True,one unit of the unified subset; the second/third columns are native-geometry readings
mvtec,0,1,wood,0.6133391500555646,0.5184814699124138,0.386118919495033,-0.09485768014315077,-0.2272202305605316,-0.13236255041738082,False,False,True,one unit of the unified subset; the second/third columns are native-geometry readings
mvtec,0,1,zipper,0.7630763953817984,0.576415596510449,0.27968865570825663,-0.18666079887134934,-0.48338773967354176,-0.2967269408021924,False,False,True,one unit of the unified subset; the second/third columns are native-geometry readings
visa,0,1,candle,0.2823386548343971,0.18408902674184904,0.08131182753368543,-0.09824962809254803,-0.20102682730071164,-0.10277719920816361,False,False,True,one unit of the unified subset; the second/third columns are native-geometry readings
visa,0,1,capsules,0.11570181619061684,0.04658812112577647,0.028872547798741537,-0.06911369506484037,-0.0868292683918753,-0.017715573327034932,False,False,True,one unit of the unified subset; the second/third columns are native-geometry readings
visa,0,1,cashew,0.40175485628018326,0.522699399781075,0.5900014856947519,0.12094454350089179,0.1882466294145686,0.06730208591367681,False,False,True,one unit of the unified subset; the second/third columns are native-geometry readings
visa,0,1,chewinggum,0.6341877643948263,0.580496075920601,0.33858888028292927,-0.05369168847422523,-0.295598884111897,-0.24190719563767177,False,False,True,one unit of the unified subset; the second/third columns are native-geometry readings
visa,0,1,fryum,0.2269709105964884,0.24755375103156857,0.30711733821021836,0.020582840435080157,0.08014642761372995,0.05956358717864979,False,False,True,one unit of the unified subset; the second/third columns are native-geometry readings
visa,0,1,macaroni1,0.21707072469916266,0.06792915534138637,0.0029326641040885526,-0.14914156935777628,-0.21413806059507412,-0.06499649123729781,False,False,True,one unit of the unified subset; the second/third columns are native-geometry readings
visa,0,1,macaroni2,0.002205980347033911,0.0013544839349367553,0.0007176374888778443,-0.0008514964120971556,-0.0014883428581560667,-0.000636846446058911,False,False,True,one unit of the unified subset; the second/third columns are native-geometry readings
visa,0,1,pcb1,0.48809804476499613,0.33139330538541517,0.16676400100178457,-0.15670473937958096,-0.32133404376321156,-0.1646293043836306,False,False,True,one unit of the unified subset; the second/third columns are native-geometry readings
