method,pixel_auroc,pixel_ap,pixel_aupro,image_auroc,image_ap,image_f1_max
B,0.9541391892877344,0.8062198059486947,0.90221708252439,0.9994582881906826,0.9998043818466353,0.993006993006993
S,0.9747075380959287,0.8750971014413726,0.9367768153449383,0.9978331527627302,0.9992006779740839,0.993006993006993
C,0.990644029331812,0.9425642721978168,0.969372155000908,1.0,1.0,1.0
A1_J,0.979656760849062,0.8849814488088171,0.945103827094461,1.0,1.0,1.0
TRI_J,0.978638050261831,0.8863869883822727,0.9442132145397196,1.0,1.0,1.0
BAL_J,0.9838051262884938,0.9068324172041451,0.9565546982552043,1.0,1.0,1.0
DUP_J,0.9726824924718734,0.8579556846474317,0.9295810091680172,1.0,1.0,1.0
DUP_BAL_J,0.979656760849062,0.8849814488088171,0.945103827094461,1.0,1.0,1.0
DUP_EXPECTED_J,0.9726824924718734,0.8579556846474317,0.9295810091680172,1.0,1.0,1.0
A1_J__perm_C_within_p00,0.9822211010009928,0.8839943273812562,0.9510999100298319,1.0,1.0,1.0
TRI_J__perm_C_within_p00,0.9824464678884578,0.8885209140429243,0.9520225381943616,1.0,1.0,1.0
TRI_J__perm_S_within_p00,0.9750439791160315,0.8684059241845542,0.931515485804561,1.0,1.0,1.0
BAL_J__perm_C_within_p00,0.9857787553055922,0.9053643269095994,0.9610688883486319,1.0,1.0,1.0
BAL_J__perm_S_within_p00,0.9822678350317959,0.8978146334932852,0.9489887380539055,1.0,1.0,1.0
A1_J__perm_C_cross_p00,0.9776896045331004,0.8734916075331018,0.9428639159646144,1.0,1.0,1.0
TRI_J__perm_C_cross_p00,0.9774488467134564,0.8793011938287567,0.9443376522733734,1.0,1.0,1.0
TRI_J__perm_S_cross_p00,0.9742586149517201,0.868505529567271,0.9386778613991246,1.0,1.0,1.0
BAL_J__perm_C_cross_p00,0.98219752630659,0.8970166081528108,0.9547167183997785,1.0,1.0,1.0
BAL_J__perm_S_cross_p00,0.9803329126979328,0.8920450098198123,0.9498760558257936,1.0,1.0,1.0
