dataset,category,seed,shot,revision,status,new_method_conditions,control_conditions,load_s,score_s,sources
mpdd,bracket_black,0,1,study,completed,5,4,6.86,2.17,B=803c993844b8bfa1;C=9e8114aaaeee70f2;E=226972334a124947
mpdd,bracket_black,0,4,study,completed,5,4,6.32,2.1,B=803c993844b8bfa1;C=9e8114aaaeee70f2;E=226972334a124947
mpdd,bracket_black,1,1,study,completed,5,4,5.53,1.67,B=0091f3ffcd573db6;C=17cc9d26857e5a3c;E=226972334a124947
mpdd,bracket_black,1,4,study,completed,5,4,6.45,2.57,B=0091f3ffcd573db6;C=17cc9d26857e5a3c;E=226972334a124947
