seed,shot,category,method,pixel_stride,n_images,pixel_auroc,pixel_ap,image_auroc,image_ap
0,2,bracket_white,DUP_L,1,60,0.9940387799156155,0.14091384525422465,0.7888888888888889,0.7465139258418093
0,2,bracket_white,DUP_L,8,60,0.995089893956396,0.0991401628376623,0.7888888888888889,0.7465139258418093
0,2,bracket_white,TRI_J,1,60,0.9944913722661516,0.16355547795608683,0.8277777777777777,0.8201869191143311
0,2,bracket_white,TRI_J,8,60,0.9956606668957011,0.14437489795354128,0.8277777777777777,0.8201869191143311
0,2,bracket_white,TRI_L,1,60,0.9947211294234436,0.1845512959026912,0.8144444444444444,0.8065875634456957
0,2,bracket_white,TRI_L,8,60,0.9958290430584331,0.14142741366720624,0.8144444444444444,0.8065875634456957
0,2,bracket_white,BAL_J,1,60,0.9952239205089867,0.15930595015678362,0.8577777777777778,0.8599429025339121
0,2,bracket_white,BAL_J,8,60,0.9963380038968821,0.12774249417456804,0.8577777777777778,0.8599429025339121
0,2,bracket_white,BAL_L,1,60,0.9951706953265618,0.17751053383436852,0.8366666666666667,0.8359471703211829
0,2,bracket_white,BAL_L,8,60,0.9962433077583706,0.1336455158380586,0.8366666666666667,0.8359471703211829
0,2,connector,A1_J,1,44,0.9692661880877443,0.2935768387861064,0.7928571428571429,0.6124756244175316
0,2,connector,A1_J,8,44,0.9694350265671895,0.2991109692986026,0.7928571428571429,0.6124756244175316
0,2,connector,A1_L,1,44,0.9746080800035235,0.3215899709866594,0.8166666666666667,0.6355253484455166
0,2,connector,A1_L,8,44,0.9747197434318414,0.3278643287247732,0.8166666666666667,0.6355253484455166
0,2,connector,DUP_J,1,44,0.9670342829952048,0.2865188594687782,0.780952380952381,0.5393737653444031
0,2,connector,DUP_J,8,44,0.9672984911301529,0.2970662732369496,0.780952380952381,0.5393737653444031
0,2,connector,DUP_L,1,44,0.9711010554154358,0.29911008508392367,0.7952380952380953,0.5621035783467725
0,2,connector,DUP_L,8,44,0.9713146132514684,0.3102166798303052,0.7952380952380953,0.5621035783467725
0,2,connector,TRI_J,1,44,0.9658522923280045,0.24067473033095416,0.7428571428571429,0.5240828909366061
0,2,connector,TRI_J,8,44,0.9657751987674472,0.2478741121238276,0.7428571428571429,0.5240828909366061
0,2,connector,TRI_L,1,44,0.9735225545415022,0.2681568165442066,0.7571428571428571,0.5295378680459325
0,2,connector,TRI_L,8,44,0.9735264710393597,0.2753400875429795,0.7571428571428571,0.5295378680459325
0,2,connector,BAL_J,1,44,0.9684683015703998,0.24156313848949393,0.7452380952380953,0.5288753152153558
0,2,connector,BAL_J,8,44,0.9683445765999644,0.24484213739182076,0.7452380952380953,0.5288753152153558
0,2,connector,BAL_L,1,44,0.9761084089457315,0.27584512443836906,0.7666666666666667,0.5439560752530678
0,2,connector,BAL_L,8,44,0.9760329172933593,0.2800657964821751,0.7666666666666667,0.5439560752530678
0,2,metal_plate,A1_J,1,97,0.9757679560741072,0.8763865714522654,1.0,1.0
0,2,metal_plate,A1_J,8,97,0.9764867664339104,0.8783905664419865,1.0,1.0
0,2,metal_plate,A1_L,1,97,0.9752441893118318,0.8642498450259696,1.0,1.0
0,2,metal_plate,A1_L,8,97,0.9760269181438977,0.8668162008895544,1.0,1.0
0,2,metal_plate,DUP_J,1,97,0.9657907549174418,0.8348821286980593,1.0,1.0
0,2,metal_plate,DUP_J,8,97,0.9668541547732022,0.8383355436001088,1.0,1.0
0,2,metal_plate,DUP_L,1,97,0.9643664923384563,0.8224593690044193,1.0,1.0
0,2,metal_plate,DUP_L,8,97,0.9655122698074025,0.8264864546541032,1.0,1.0
0,2,metal_plate,TRI_J,1,97,0.97296906473564,0.8687366461430612,1.0,1.0
0,2,metal_plate,TRI_J,8,97,0.9738598704389301,0.8718479033213378,1.0,1.0
0,2,metal_plate,TRI_L,1,97,0.9743362771888209,0.8642218313190306,1.0,1.0
0,2,metal_plate,TRI_L,8,97,0.9752440139413782,0.8677784586704169,1.0,1.0
0,2,metal_plate,BAL_J,1,97,0.9804981566852128,0.9001170470693741,1.0,1.0
0,2,metal_plate,BAL_J,8,97,0.9810985432819453,0.9018830912671685,1.0,1.0
0,2,metal_plate,BAL_L,1,97,0.9817909524068167,0.8952765549727059,1.0,1.0
0,2,metal_plate,BAL_L,8,97,0.9824042548278263,0.8974876362492815,1.0,1.0
0,2,tubes,A1_J,1,101,0.9876932023214446,0.7280837513095911,0.9660326086956521,0.9857863842897303
0,2,tubes,A1_J,8,101,0.9881148131730095,0.7307356020930714,0.9660326086956521,0.9857863842897303
0,2,tubes,A1_L,1,101,0.9895416803241898,0.7368953081194669,0.9592391304347826,0.9841601753526629
0,2,tubes,A1_L,8,101,0.9898790838224152,0.7387075844359142,0.9592391304347826,0.9841601753526629
0,2,tubes,DUP_J,1,101,0.9865318560707148,0.7181517425281344,0.9651268115942029,0.9852144535158035
0,2,tubes,DUP_J,8,101,0.9869009264951601,0.7201235122801675,0.9651268115942029,0.9852144535158035
0,2,tubes,DUP_L,1,101,0.9876529352407282,0.7216106821768264,0.9569746376811594,0.9830262173660648
0,2,tubes,DUP_L,8,101,0.9879611621182773,0.7230803848866719,0.9569746376811594,0.9830262173660648
0,2,tubes,TRI_J,1,101,0.984876729034332,0.6823649709706635,0.9664855072463768,0.9859819078168263
0,2,tubes,TRI_J,8,101,0.9852678953246664,0.685781743897247,0.9664855072463768,0.9859819078168263
0,2,tubes,TRI_L,1,101,0.987883292276886,0.6956909442033655,0.96875,0.9871828163996816
0,2,tubes,TRI_L,8,101,0.9882130220527997,0.7000155292813018,0.96875,0.9871828163996816
0,2,tubes,BAL_J,1,101,0.9860764768133925,0.6919588362518263,0.9615036231884059,0.9845233443442348
0,2,tubes,BAL_J,8,101,0.9865307439072515,0.6955088572753539,0.9615036231884059,0.9845233443442348
0,2,tubes,BAL_L,1,101,0.9895648913678708,0.7118890508480681,0.9710144927536232,0.9883041119802364
0,2,tubes,BAL_L,8,101,0.9899188391256882,0.7160805124226725,0.9710144927536232,0.9883041119802364
0,4,bracket_black,A1_J,1,79,0.9711171058133585,0.15745576699200062,0.7972074468085106,0.8699851276988307
0,4,bracket_black,A1_J,8,79,0.9740838470124177,0.18559149428133032,0.7972074468085106,0.8699851276988307
0,4,bracket_black,A1_L,1,79,0.9759455293848263,0.14932059242866608,0.7945478723404255,0.8697620503258987
0,4,bracket_black,A1_L,8,79,0.9784101660348511,0.16876473816622964,0.7945478723404255,0.8697620503258987
0,4,bracket_black,DUP_J,1,79,0.9694935923767024,0.15283617513681202,0.8051861702127661,0.8785451388047634
0,4,bracket_black,DUP_J,8,79,0.9726147968096114,0.18031145880025276,0.8051861702127661,0.8785451388047634
0,4,bracket_black,DUP_L,1,79,0.9730818184682871,0.1478149830083904,0.802526595744681,0.8739744961333382
0,4,bracket_black,DUP_L,8,79,0.9759600259584573,0.16921873383650332,0.802526595744681,0.8739744961333382
0,4,bracket_black,TRI_J,1,79,0.9698766034110518,0.14861906879242093,0.7799202127659576,0.8682690959547195
0,4,bracket_black,TRI_J,8,79,0.9728498390701945,0.18591378992778515,0.7799202127659576,0.8682690959547195
0,4,bracket_black,TRI_L,1,79,0.9753714866323748,0.14142792260271664,0.7726063829787234,0.8604997079948516
0,4,bracket_black,TRI_L,8,79,0.9777414444481339,0.17453804113958016,0.7726063829787234,0.8604997079948516
0,4,bracket_black,BAL_J,1,79,0.9709258880301447,0.15175767410627505,0.7706117021276595,0.8592664381163521
0,4,bracket_black,BAL_J,8,79,0.9738353427235479,0.18655439188319298,0.7706117021276595,0.8592664381163521
0,4,bracket_black,BAL_L,1,79,0.977024533631706,0.1399410680634194,0.7712765957446809,0.8567504694140533
0,4,bracket_black,BAL_L,8,79,0.9790758998321881,0.17057817381771437,0.7712765957446809,0.8567504694140533
0,4,bracket_brown,A1_J,1,77,0.9058210680846204,0.03423984116464035,0.5731523378582202,0.7250777918550071
0,4,bracket_brown,A1_J,8,77,0.9060588741282166,0.033952103093274184,0.5731523378582202,0.7250777918550071
0,4,bracket_brown,A1_L,1,77,0.9137675957760277,0.03738250670917198,0.5769230769230769,0.7320996198772781
0,4,bracket_brown,A1_L,8,77,0.9142032528249885,0.037463468032349206,0.5769230769230769,0.7320996198772781
0,4,bracket_brown,DUP_J,1,77,0.8981315817495643,0.03669463703310765,0.5558069381598794,0.6975675639472827
0,4,bracket_brown,DUP_J,8,77,0.8986660749845139,0.03664035844975138,0.5558069381598794,0.6975675639472827
0,4,bracket_brown,DUP_L,1,77,0.9034445044321362,0.03904128251500474,0.5505279034690799,0.7044629239388716
0,4,bracket_brown,DUP_L,8,77,0.9040937135731185,0.03951160028583413,0.5505279034690799,0.7044629239388716
0,4,bracket_brown,TRI_J,1,77,0.917762312837207,0.038391056177258874,0.5829562594268477,0.732595412158507
0,4,bracket_brown,TRI_J,8,77,0.9176322806762108,0.03836663306952546,0.5829562594268477,0.732595412158507
0,4,bracket_brown,TRI_L,1,77,0.9268773853939319,0.04234122072867605,0.5731523378582202,0.7291641187372002
0,4,bracket_brown,TRI_L,8,77,0.927289013704493,0.04250927061968247,0.5731523378582202,0.7291641187372002
0,4,bracket_brown,BAL_J,1,77,0.9202402492372183,0.03570819131252942,0.5987933634992458,0.734580241604812
0,4,bracket_brown,BAL_J,8,77,0.920053292193632,0.035509976319353556,0.5987933634992458,0.734580241604812
0,4,bracket_brown,BAL_L,1,77,0.9307541080613319,0.04011695049802187,0.5965309200603318,0.747835941729821
0,4,bracket_brown,BAL_L,8,77,0.9310631074971111,0.04012588036208126,0.5965309200603318,0.747835941729821
0,4,bracket_white,A1_J,1,60,0.9957640822770103,0.12325964092516042,0.8244444444444445,0.7945923184318668
0,4,bracket_white,A1_J,8,60,0.9965490304092047,0.09536222826166875,0.8244444444444445,0.7945923184318668
0,4,bracket_white,A1_L,1,60,0.9955441719927143,0.14882778324196444,0.8266666666666667,0.8127483581504462
0,4,bracket_white,A1_L,8,60,0.996420090366819,0.10594663284797726,0.8266666666666667,0.8127483581504462
0,4,bracket_white,DUP_J,1,60,0.9951490147620904,0.12248432556291003,0.8033333333333333,0.7775293136935915
0,4,bracket_white,DUP_J,8,60,0.9959780102214962,0.0956388400102652,0.8033333333333333,0.7775293136935915
0,4,bracket_white,DUP_L,1,60,0.9950282156621602,0.13640610357276597,0.8055555555555556,0.7840763100149328
0,4,bracket_white,DUP_L,8,60,0.9959534090053556,0.09882279125568984,0.8055555555555556,0.7840763100149328
0,4,bracket_white,TRI_J,1,60,0.9955982225209112,0.11123532213382363,0.8155555555555556,0.8094238008282693
0,4,bracket_white,TRI_J,8,60,0.9965014350915455,0.10491556625583404,0.8155555555555556,0.8094238008282693
0,4,bracket_white,TRI_L,1,60,0.9956806817554026,0.15479498518244517,0.8122222222222222,0.8071064523315201
0,4,bracket_white,TRI_L,8,60,0.9965435909443294,0.13199372337025184,0.8122222222222222,0.8071064523315201
0,4,bracket_white,BAL_J,1,60,0.9961851956785597,0.11191659485684614,0.8366666666666667,0.8236925177823039
0,4,bracket_white,BAL_J,8,60,0.9970574967508469,0.09710997157201838,0.8366666666666667,0.8236925177823039
0,4,bracket_white,BAL_L,1,60,0.9960858965504492,0.14867501633518226,0.8355555555555556,0.8307598653766428
0,4,bracket_white,BAL_L,8,60,0.9969156997914831,0.10544507251345342,0.8355555555555556,0.8307598653766428
0,4,connector,A1_J,1,44,0.9749947961295143,0.36979680785940555,0.8976190476190476,0.8002561922204778
0,4,connector,A1_J,8,44,0.975297297457135,0.37503957266484705,0.8976190476190476,0.8002561922204778
0,4,connector,A1_L,1,44,0.9796771343563576,0.38869825004550157,0.9142857142857144,0.8225327252112966
0,4,connector,A1_L,8,44,0.9798334933927327,0.3957197610472935,0.9142857142857144,0.8225327252112966
0,4,connector,DUP_J,1,44,0.9740384365401495,0.3567263151114226,0.9166666666666666,0.8233362599118901
0,4,connector,DUP_J,8,44,0.9744181010964927,0.36600844276065275,0.9166666666666666,0.8233362599118901
0,4,connector,DUP_L,1,44,0.9775665136927467,0.37149412901428835,0.9142857142857143,0.8073871276919659
0,4,connector,DUP_L,8,44,0.9778453276772653,0.3797272203158307,0.9142857142857143,0.8073871276919659
0,4,connector,TRI_J,1,44,0.9716991243380493,0.3052786379622393,0.8333333333333334,0.6917680427463035
0,4,connector,TRI_J,8,44,0.9718279098188334,0.31028773291383455,0.8333333333333334,0.6917680427463035
0,4,connector,TRI_L,1,44,0.9779030943568241,0.32928645320893624,0.8928571428571428,0.7919326705040991
0,4,connector,TRI_L,8,44,0.9779548844252857,0.33981918923050636,0.8928571428571428,0.7919326705040991
0,4,connector,BAL_J,1,44,0.9734416471228758,0.31790134147223703,0.830952380952381,0.6884581127136845
0,4,connector,BAL_J,8,44,0.9735647450763134,0.32075358461232323,0.830952380952381,0.6884581127136845
0,4,connector,BAL_L,1,44,0.979447175120197,0.33819085307682545,0.8928571428571429,0.790135360671075
0,4,connector,BAL_L,8,44,0.979419466084577,0.34437018739137737,0.8928571428571429,0.790135360671075
0,4,metal_plate,A1_J,1,97,0.9794018947704078,0.884993688840648,1.0,1.0
0,4,metal_plate,A1_J,8,97,0.9796567608490621,0.8849814488088172,1.0,1.0
0,4,metal_plate,A1_L,1,97,0.9808920469639617,0.8849954864940552,1.0,1.0
0,4,metal_plate,A1_L,8,97,0.9811469325670795,0.8850119211090588,1.0,1.0
0,4,metal_plate,DUP_J,1,97,0.9722792619475212,0.8577957783245977,1.0,1.0
0,4,metal_plate,DUP_J,8,97,0.9726824924718734,0.8579556846474319,1.0,1.0
0,4,metal_plate,DUP_L,1,97,0.9728632259213955,0.8568284592088116,1.0,1.0
0,4,metal_plate,DUP_L,8,97,0.9732881628801185,0.857060854373442,1.0,1.0
0,4,metal_plate,TRI_J,1,97,0.978381175302054,0.8864380597084843,1.0,1.0
0,4,metal_plate,TRI_J,8,97,0.9786380502618311,0.8863869883822727,1.0,1.0
0,4,metal_plate,TRI_L,1,97,0.9810217237191707,0.8905125391582339,1.0,1.0
0,4,metal_plate,TRI_L,8,97,0.9812823054283728,0.8905962616727887,1.0,1.0
0,4,metal_plate,BAL_J,1,97,0.9836404962114675,0.9069885333872524,1.0,1.0
0,4,metal_plate,BAL_J,8,97,0.9838051262884938,0.9068324172041452,1.0,1.0
0,4,metal_plate,BAL_L,1,97,0.9862349367736167,0.9110177303767512,1.0,1.0
0,4,metal_plate,BAL_L,8,97,0.9863852587659386,0.9109283468350028,1.0,1.0
0,4,tubes,A1_J,1,101,0.9898939239987655,0.7522160083040816,0.9633152173913044,0.9851831501360323
0,4,tubes,A1_J,8,101,0.9903581521894629,0.7550403564694391,0.9633152173913044,0.9851831501360323
0,4,tubes,A1_L,1,101,0.991540632387758,0.7583614115912499,0.9664855072463768,0.9865898147601454
0,4,tubes,A1_L,8,101,0.9919332808372955,0.7607111511966671,0.9664855072463768,0.9865898147601454
0,4,tubes,DUP_J,1,101,0.9889868579568399,0.7420955931619697,0.9583333333333334,0.9832079924498313
0,4,tubes,DUP_J,8,101,0.9894196576007471,0.7440802643152189,0.9583333333333334,0.9832079924498313
0,4,tubes,DUP_L,1,101,0.9900765978837935,0.7448372576834219,0.9624094202898551,0.9847876383592881
0,4,tubes,DUP_L,8,101,0.9904394581848851,0.7468629889274068,0.9624094202898551,0.9847876383592881
0,4,tubes,TRI_J,1,101,0.9866917047763608,0.7093822832080279,0.967391304347826,0.9858964509652249
0,4,tubes,TRI_J,8,101,0.9871075292076861,0.7129875408712127,0.967391304347826,0.9858964509652249
0,4,tubes,TRI_L,1,101,0.9896825291392867,0.7224599513379178,0.96875,0.9876716484692528
0,4,tubes,TRI_L,8,101,0.9900269478881052,0.7269070520594826,0.96875,0.9876716484692528
0,4,tubes,BAL_J,1,101,0.9877548216510457,0.7185053495377794,0.9664855072463769,0.986088435118548
0,4,tubes,BAL_J,8,101,0.9882100229652772,0.7220065575240155,0.9664855072463769,0.986088435118548
0,4,tubes,BAL_L,1,101,0.9910427986842568,0.7358298318075397,0.970108695652174,0.9885618897853586
0,4,tubes,BAL_L,8,101,0.9914109396578357,0.7403666045238415,0.970108695652174,0.9885618897853586
1,2,bracket_black,A1_J,1,79,0.9535713716300003,0.08090224076137656,0.5219414893617021,0.6690694910861238
1,2,bracket_black,A1_J,8,79,0.9535093521542335,0.09204469509478495,0.5219414893617021,0.6690694910861238
1,2,bracket_black,A1_L,1,79,0.9574521409711183,0.08418034195857392,0.5272606382978724,0.6808768302555619
1,2,bracket_black,A1_L,8,79,0.9575627128502852,0.09527283964653266,0.5272606382978724,0.6808768302555619
1,2,bracket_black,DUP_J,1,79,0.9488572123790865,0.08562955233418594,0.4893617021276596,0.6726087784350853
1,2,bracket_black,DUP_J,8,79,0.9488892281840616,0.09987594865761648,0.4893617021276596,0.6726087784350853
1,2,bracket_black,DUP_L,1,79,0.9518010431346307,0.08895587219773007,0.4986702127659574,0.6784646324947834
1,2,bracket_black,DUP_L,8,79,0.9521345616135475,0.10476838538193751,0.4986702127659574,0.6784646324947834
1,2,bracket_black,TRI_J,1,79,0.944919308161869,0.08216173695878026,0.4900265957446808,0.6777848633027196
1,2,bracket_black,TRI_J,8,79,0.9448522918415627,0.10529857804262402,0.4900265957446808,0.6777848633027196
1,2,bracket_black,TRI_L,1,79,0.9506986858666508,0.08423963971249253,0.5146276595744681,0.6891193378722981
1,2,bracket_black,TRI_L,8,79,0.9507583365944375,0.11022331929231242,0.5146276595744681,0.6891193378722981
1,2,bracket_black,BAL_J,1,79,0.9510488398853475,0.08231557188164661,0.5219414893617021,0.6920175233429523
1,2,bracket_black,BAL_J,8,79,0.9508379628790257,0.09942429577063819,0.5219414893617021,0.6920175233429523
1,2,bracket_black,BAL_L,1,79,0.9560626887348268,0.08398597507105669,0.538563829787234,0.6975254679792937
1,2,bracket_black,BAL_L,8,79,0.9558699434296033,0.10462682282024366,0.538563829787234,0.6975254679792937
1,2,bracket_brown,A1_J,1,77,0.8913087733607797,0.03155937861048701,0.5490196078431373,0.7267021810819793
1,2,bracket_brown,A1_J,8,77,0.8916535326322839,0.03131348261232321,0.5490196078431373,0.7267021810819793
1,2,bracket_brown,A1_L,1,77,0.9022112060439499,0.03280267302138922,0.5331825037707391,0.7288528194503024
1,2,bracket_brown,A1_L,8,77,0.9026625090597183,0.03421426835338933,0.5331825037707391,0.7288528194503024
1,2,bracket_brown,DUP_J,1,77,0.8828746055540131,0.032324610710578794,0.5082956259426847,0.7144690574002323
1,2,bracket_brown,DUP_J,8,77,0.8836845381314938,0.032052589628677214,0.5082956259426847,0.7144690574002323
1,2,bracket_brown,DUP_L,1,77,0.8914110406244214,0.03383201942827317,0.49245852187028655,0.7030257819497869
1,2,bracket_brown,DUP_L,8,77,0.8922543852254772,0.03425621026905911,0.49245852187028655,0.7030257819497869
1,2,bracket_brown,TRI_J,1,77,0.9035710597364172,0.03611153831383085,0.5233785822021116,0.7107385034623038
1,2,bracket_brown,TRI_J,8,77,0.9038040858990615,0.0356942959522899,0.5233785822021116,0.7107385034623038
1,2,bracket_brown,TRI_L,1,77,0.9135435489519387,0.03733855246873683,0.5384615384615384,0.7261475305315686
1,2,bracket_brown,TRI_L,8,77,0.9136395128706292,0.03806697240653014,0.5384615384615384,0.7261475305315686
1,2,bracket_brown,BAL_J,1,77,0.9068093194221946,0.03465061960832765,0.5429864253393666,0.7312088618356275
1,2,bracket_brown,BAL_J,8,77,0.9066318131210211,0.034188983973638135,0.5429864253393666,0.7312088618356275
1,2,bracket_brown,BAL_L,1,77,0.9187545029138938,0.03588192059382749,0.5633484162895926,0.7476016189815419
1,2,bracket_brown,BAL_L,8,77,0.9186716137779914,0.0366544004681932,0.5633484162895926,0.7476016189815419
1,2,bracket_white,A1_J,1,60,0.9921258587302016,0.05801595888644605,0.7944444444444445,0.8317536405052649
1,2,bracket_white,A1_J,8,60,0.9932983320251833,0.0438835154305927,0.7944444444444445,0.8317536405052649
1,2,bracket_white,A1_L,1,60,0.992278239466945,0.06454130827488964,0.7822222222222223,0.8256480089653038
1,2,bracket_white,A1_L,8,60,0.9937336746515126,0.04551486203156501,0.7822222222222223,0.8256480089653038
1,2,bracket_white,DUP_J,1,60,0.991465078526734,0.04588399784087833,0.7677777777777778,0.8190686900758906
1,2,bracket_white,DUP_J,8,60,0.9924516298676566,0.03749373815324153,0.7677777777777778,0.8190686900758906
1,2,bracket_white,DUP_L,1,60,0.9917881957993812,0.05374911495989582,0.768888888888889,0.8114318142583299
1,2,bracket_white,DUP_L,8,60,0.9929736948714871,0.04406268554592666,0.768888888888889,0.8114318142583299
1,2,bracket_white,TRI_J,1,60,0.9924778607582689,0.04624122588465725,0.76,0.8051159510302497
1,2,bracket_white,TRI_J,8,60,0.9940788952347939,0.036554169020649174,0.76,0.8051159510302497
1,2,bracket_white,TRI_L,1,60,0.9930346204204907,0.06249945835320042,0.7911111111111112,0.8391234956171288
1,2,bracket_white,TRI_L,8,60,0.9949498277358562,0.04805084319835867,0.7911111111111112,0.8391234956171288
1,2,bracket_white,BAL_J,1,60,0.9930136796465615,0.053782258662524805,0.7677777777777778,0.7673266257316618
1,2,bracket_white,BAL_J,8,60,0.9944990938964136,0.04053356186278479,0.7677777777777778,0.7673266257316618
1,2,bracket_white,BAL_L,1,60,0.9931642518467912,0.06598289823420012,0.7811111111111112,0.8032111831272415
1,2,bracket_white,BAL_L,8,60,0.9951654283436422,0.04938658120179757,0.7811111111111112,0.8032111831272415
1,2,connector,A1_J,1,44,0.9788841928770837,0.4218861725220665,0.8523809523809524,0.6847029050854792
1,2,connector,A1_J,8,44,0.9787622591382661,0.4248105634323212,0.8523809523809524,0.6847029050854792
1,2,connector,A1_L,1,44,0.9829413239246233,0.44454347133413546,0.8619047619047618,0.7218246110646548
1,2,connector,A1_L,8,44,0.9825726314833595,0.45004044764033574,0.8619047619047618,0.7218246110646548
1,2,connector,DUP_J,1,44,0.9781247908613422,0.4146278649887736,0.8261904761904761,0.6419707949055775
1,2,connector,DUP_J,8,44,0.9779720779334748,0.42147974182630826,0.8261904761904761,0.6419707949055775
1,2,connector,DUP_L,1,44,0.9807995536267794,0.42426838200940176,0.8333333333333334,0.6672376708867391
1,2,connector,DUP_L,8,44,0.9804007265437624,0.4343607633684496,0.8333333333333334,0.6672376708867391
1,2,connector,TRI_J,1,44,0.9789823112125907,0.3797043153758773,0.8404761904761905,0.6772853080626191
1,2,connector,TRI_J,8,44,0.9786364913682388,0.38324016469250366,0.8404761904761905,0.6772853080626191
1,2,connector,TRI_L,1,44,0.9831825818156388,0.4040594458927628,0.8833333333333333,0.7667714933263314
1,2,connector,TRI_L,8,44,0.9827541672676048,0.4141479351742932,0.8833333333333333,0.7667714933263314
1,2,connector,BAL_J,1,44,0.9795817823017439,0.37682236863973495,0.8452380952380953,0.6750188019871981
1,2,connector,BAL_J,8,44,0.9792911467120862,0.37727817901028154,0.8452380952380953,0.6750188019871981
1,2,connector,BAL_L,1,44,0.984482340521191,0.41053432094333514,0.8904761904761904,0.7807480416408987
1,2,connector,BAL_L,8,44,0.9840877921036345,0.4155087611628162,0.8904761904761904,0.7807480416408987
1,2,metal_plate,A1_J,1,97,0.9774469208552966,0.869106673285966,1.0,1.0
1,2,metal_plate,A1_J,8,97,0.9776560041939694,0.8688472805185182,1.0,1.0
1,2,metal_plate,A1_L,1,97,0.9789769593224615,0.8696903077526351,1.0,1.0
1,2,metal_plate,A1_L,8,97,0.9791569031644395,0.869377679611625,1.0,1.0
