method,pixel_auroc,pixel_ap,image_auroc,image_ap,image_f1_max
B,0.978652130068198,0.2531685203612927,0.8214285714285715,0.7042061906707358,0.7692307692307692
S,0.9782630893867836,0.23017771639544463,0.8738095238095238,0.7305224120073743,0.8
C,0.9545267240057049,0.135840824525029,0.8071428571428572,0.710109307306596,0.6666666666666667
A1_J,0.9773558635538452,0.2942690043713637,0.8095238095238095,0.6835247735457819,0.6666666666666666
TRI_J,0.9779365558117015,0.27568584432296667,0.9095238095238096,0.8296237492666064,0.896551724137931
BAL_J,0.9779392791107794,0.28839661947394296,0.9119047619047619,0.7873175960360834,0.8125000000000001
DUP_J,0.9778366903836924,0.27823475653062696,0.8095238095238095,0.7090344497255536,0.6923076923076924
DUP_BAL_J,0.9773558635538452,0.2942690043713637,0.8095238095238095,0.6835247735457819,0.6666666666666666
DUP_EXPECTED_J,0.9778366903836924,0.27823475653062696,0.8095238095238095,0.7090344497255536,0.6923076923076924
A1_L,0.9821638838460957,0.316517076863541,0.8547619047619048,0.7511567797282082,0.7000000000000001
DUP_L,0.9812913168825084,0.2945213087795402,0.8452380952380952,0.7379498538545852,0.7096774193548386
TRI_L,0.9838189962844852,0.32634461269442033,0.9404761904761905,0.8565995512424084,0.896551724137931
BAL_L,0.9841830646472093,0.33826798367636457,0.9357142857142857,0.8520445357630231,0.8148148148148148
