seed,shot,method,n_images_with_defect_mask,defect_pixels_A_study,defect_pixels_B_faithful,mask_pixels_differ,pixel_ap_A_study,pixel_ap_B_faithful,delta_B_minus_A,pixel_auroc_A_study,pixel_auroc_B_faithful,stored_pixel_ap,A_matches_stored
0,2,BAL_J,41,240091,243835,36608,0.7497184591233622,0.7418858196185268,-0.00783263950483537,0.9977497373016518,0.997311308982706,0.7497184591233623,True
0,2,DUP_J,41,240091,243835,36608,0.7509422541506141,0.7453695199117739,-0.0055727342388401935,0.997197896522983,0.9965666222066628,0.750942254150614,True
0,2,DUP_BAL_J,41,240091,243835,36608,0.7477175160763246,0.7401936037486545,-0.007523912327670135,0.9974604811194112,0.9968771407630563,0.7477175160763245,True
0,2,DUP_EXPECTED_J,41,240091,243835,36608,0.7509422541506141,0.7453695199117739,-0.0055727342388401935,0.997197896522983,0.9965666222066628,0.750942254150614,True
0,2,A1_L,41,240091,243835,36608,0.762457539717121,0.754446598624387,-0.008010941092734036,0.9978764215753732,0.9974848285388701,0.7624575397171213,True
0,2,DUP_L,41,240091,243835,36608,0.759294547849775,0.7531463884157532,-0.006148159434021805,0.99756946597197,0.9970767553019294,0.7592945478497749,True
0,2,TRI_L,41,240091,243835,36608,0.7703574564035659,0.7648023402986286,-0.005555116104937308,0.9981135626368567,0.9978596821021959,0.770357456403566,True
0,2,BAL_L,41,240091,243835,36608,0.7612264490079005,0.7533104013017146,-0.007916047706185925,0.9980895270494708,0.9978589160195226,0.7612264490079005,True
0,4,B,41,240091,243835,36608,0.7476190687728089,0.7441342710842813,-0.0034847976885276077,0.9970182836444424,0.9964295840085007,0.747619068772809,True
0,4,S,41,240091,243835,36608,0.7153719303136589,0.7132795920750468,-0.0020923382386121014,0.9974728972818947,0.9973515814843505,0.7153719303136589,True
0,4,C,41,240091,243835,36608,0.3063004675047049,0.2974201643179492,-0.0088803031867557,0.9860771810817986,0.9851039716872385,0.3063004675047049,True
0,4,A1_J,41,240091,243835,36608,0.7637628154918866,0.7561808673343086,-0.007581948157578067,0.9977242585917849,0.9972400645863332,0.7637628154918866,True
0,4,TRI_J,41,240091,243835,36608,0.7700325867355595,0.7646776611352798,-0.005354925600279725,0.9979871199073511,0.9976110778291228,0.7700325867355597,True
0,4,BAL_J,41,240091,243835,36608,0.7610544335099144,0.7534749924990535,-0.007579441010860943,0.9979447833418186,0.9975511934387444,0.7610544335099142,True
0,4,DUP_J,41,240091,243835,36608,0.7643048276588983,0.758632475650832,-0.0056723520080662615,0.997545099696439,0.997023432042436,0.7643048276588982,True
0,4,DUP_BAL_J,41,240091,243835,36608,0.7637628154918866,0.7561808673343086,-0.007581948157578067,0.9977242585917849,0.9972400645863332,0.7637628154918866,True
0,4,DUP_EXPECTED_J,41,240091,243835,36608,0.7643048276588983,0.758632475650832,-0.0056723520080662615,0.997545099696439,0.997023432042436,0.7643048276588982,True
0,4,A1_L,41,240091,243835,36608,0.779044449222267,0.7715253342828506,-0.0075191149394163714,0.9981048293837879,0.997773354542344,0.7790444492222672,True
0,4,DUP_L,41,240091,243835,36608,0.7723089308015224,0.7665552745879801,-0.005753656213542291,0.9978614817402017,0.9974536989191269,0.7723089308015226,True
0,4,TRI_L,41,240091,243835,36608,0.7766112892541839,0.7714741197782816,-0.005137169475902259,0.9982526314814475,0.9980320672874182,0.776611289254184,True
0,4,BAL_L,41,240091,243835,36608,0.7728465692992137,0.7655040265110002,-0.007342542788213446,0.9982339891383599,0.9980290240633043,0.7728465692992137,True
0,8,B,41,240091,243835,36608,0.7697437309148266,0.7666575477189113,-0.0030861831959153596,0.997834658851034,0.997373411717626,0.7697437309148265,True
0,8,S,41,240091,243835,36608,0.7223238238404158,0.7197919206136695,-0.002531903226746346,0.9978820867123127,0.997766136666609,0.7223238238404157,True
0,8,C,41,240091,243835,36608,0.42419386604967413,0.4106332558680544,-0.013560610181619748,0.9870999319442774,0.9859309423902434,0.42419386604967424,True
0,8,A1_J,41,240091,243835,36608,0.7898281517627813,0.7824302488620389,-0.007397902900742381,0.9982480992548899,0.9978100866666076,0.7898281517627812,True
0,8,TRI_J,41,240091,243835,36608,0.7840555328124101,0.778622030464331,-0.0054335023480791556,0.99840564253899,0.9980875060148277,0.78405553281241,True
0,8,BAL_J,41,240091,243835,36608,0.7823339144065218,0.774490809448412,-0.007843104958109803,0.9983553075910592,0.9980157771004189,0.7823339144065218,True
0,8,DUP_J,41,240091,243835,36608,0.7849457815095968,0.7794399225202623,-0.005505858989334533,0.9981702602236132,0.9977360767340395,0.7849457815095969,True
0,8,DUP_BAL_J,41,240091,243835,36608,0.7898281517627813,0.7824302488620389,-0.007397902900742381,0.9982480992548899,0.9978100866666076,0.7898281517627812,True
0,8,DUP_EXPECTED_J,41,240091,243835,36608,0.7849457815095968,0.7794399225202623,-0.005505858989334533,0.9981702602236132,0.9977360767340395,0.7849457815095969,True
0,8,A1_L,41,240091,243835,36608,0.7986867434555492,0.7913439706284543,-0.0073427728270949455,0.9985392135651898,0.9982307592390516,0.7986867434555495,True
0,8,DUP_L,41,240091,243835,36608,0.7915482545495933,0.7860751595705138,-0.005473094979079551,0.9983918936052883,0.9980427630104987,0.7915482545495933,True
0,8,TRI_L,41,240091,243835,36608,0.7879158323275902,0.7826348074577923,-0.005281024869797868,0.9985885531578915,0.9983996444652742,0.7879158323275902,True
0,8,BAL_L,41,240091,243835,36608,0.7869615021716058,0.7794159083639414,-0.007545593807664397,0.998565302168717,0.9983729142032498,0.7869615021716058,True
1,1,B,41,240091,243835,36608,0.6919749745277863,0.6863140267086478,-0.0056609478191385065,0.9923565271546059,0.9914711684312101,0.6919749745277866,True
1,1,S,41,240091,243835,36608,0.6575905042957888,0.6529079018931422,-0.004682602402646618,0.9945336190676843,0.9942099436378024,0.6575905042957886,True
1,1,C,41,240091,243835,36608,0.13685129847151492,0.13253857781328976,-0.004312720658225161,0.947987154168164,0.9439120380931139,0.13685129847151484,True
1,1,A1_J,41,240091,243835,36608,0.7220694711964206,0.7119861210050611,-0.01008335019135953,0.9938596859880293,0.9927916164104839,0.7220694711964207,True
1,1,TRI_J,41,240091,243835,36608,0.7256251999564325,0.7180510317840215,-0.007574168172410967,0.9951970829643297,0.9944129208711197,0.7256251999564324,True
1,1,BAL_J,41,240091,243835,36608,0.7230773258159485,0.713052537882766,-0.01002478793318251,0.995053093798978,0.9941832300313097,0.723077325815949,True
1,1,DUP_J,41,240091,243835,36608,0.7153669062147451,0.7071526002705807,-0.00821430594416439,0.9934409048463079,0.9924052418137589,0.7153669062147453,True
1,1,DUP_BAL_J,41,240091,243835,36608,0.7220694711964206,0.7119861210050611,-0.01008335019135953,0.9938596859880293,0.9927916164104839,0.7220694711964207,True
1,1,DUP_EXPECTED_J,41,240091,243835,36608,0.7153669062147451,0.7071526002705807,-0.00821430594416439,0.9934409048463079,0.9924052418137589,0.7153669062147453,True
1,1,A1_L,41,240091,243835,36608,0.7335350491608349,0.7239608622524975,-0.009574186908337445,0.9949406784774018,0.9942491066800117,0.7335350491608348,True
1,1,DUP_L,41,240091,243835,36608,0.7232699302242028,0.7154781168849366,-0.0077918133392662625,0.9943225701930362,0.9935733968506972,0.7232699302242025,True
1,1,TRI_L,41,240091,243835,36608,0.73451111235902,0.726905387640516,-0.007605724718503959,0.9959527505699125,0.9954476880712197,0.7345111123590198,True
1,1,BAL_L,41,240091,243835,36608,0.7336591124460587,0.7238128023206262,-0.009846310125432578,0.9958901662661456,0.9953780352832121,0.7336591124460586,True
1,2,B,41,240091,243835,36608,0.7236536216731203,0.7189058085615819,-0.004747813111538379,0.9946082152051522,0.9939206193892489,0.7236536216731204,True
1,2,S,41,240091,243835,36608,0.6788011712981102,0.6752292666921519,-0.0035719046059583537,0.9960195007983972,0.9958037850648042,0.6788011712981105,True
1,2,C,41,240091,243835,36608,0.1683443051654629,0.16391894754427175,-0.004425357621191145,0.9754040214043452,0.9733120693019909,0.168344305165463,True
1,2,A1_J,41,240091,243835,36608,0.7582224965261288,0.7491938520836808,-0.009028644442447997,0.9962725246169772,0.9955572932444215,0.7582224965261288,True
1,2,TRI_J,41,240091,243835,36608,0.7531740720595264,0.7469775034564826,-0.0061965686030437395,0.9969031501277399,0.9963822080661114,0.7531740720595266,True
1,2,BAL_J,41,240091,243835,36608,0.7531214741284069,0.7444714972751175,-0.008649976853289387,0.9969650715926416,0.996403527864769,0.7531214741284067,True
1,2,DUP_J,41,240091,243835,36608,0.7493615881014293,0.7423739229403017,-0.0069876651611275875,0.9957722938588844,0.9950472100439594,0.7493615881014293,True
1,2,DUP_BAL_J,41,240091,243835,36608,0.7582224965261288,0.7491938520836808,-0.009028644442447997,0.9962725246169772,0.9955572932444215,0.7582224965261288,True
1,2,DUP_EXPECTED_J,41,240091,243835,36608,0.7493615881014293,0.7423739229403017,-0.0069876651611275875,0.9957722938588844,0.9950472100439594,0.7493615881014293,True
1,2,A1_L,41,240091,243835,36608,0.7667416466794927,0.7585784764687993,-0.00816317021069346,0.9968717201281886,0.9964272367989606,0.7667416466794927,True
1,2,DUP_L,41,240091,243835,36608,0.7549691549719151,0.7484427326329887,-0.006526422338926419,0.9963150418836171,0.9957939882379051,0.7549691549719153,True
1,2,TRI_L,41,240091,243835,36608,0.760531998803607,0.754298963519761,-0.006233035283846,0.997327558964488,0.9970006368651806,0.7605319988036073,True
1,2,BAL_L,41,240091,243835,36608,0.7611579214862455,0.7527760249327365,-0.00838189655350896,0.9973872740622883,0.9970731421283878,0.7611579214862454,True
1,4,B,41,240091,243835,36608,0.732722255765325,0.7278651478500855,-0.0048571079152395225,0.9955514102661421,0.9948970266108799,0.7327222557653251,True
1,4,S,41,240091,243835,36608,0.7054175400890609,0.7026406985694589,-0.0027768415196020024,0.9967879782184509,0.9965487165766578,0.7054175400890607,True
1,4,C,41,240091,243835,36608,0.18317872067670168,0.17810001139060594,-0.005078709286095745,0.9754971877799667,0.9732178386922841,0.18317872067670177,True
1,4,A1_J,41,240091,243835,36608,0.7631605377618502,0.7544398160429733,-0.008720721718876945,0.9967417380409775,0.996127573987977,0.7631605377618504,True
1,4,TRI_J,41,240091,243835,36608,0.7637951727851656,0.7576329018673141,-0.006162270917851487,0.9973930891131372,0.9968766989607163,0.7637951727851655,True
1,4,BAL_J,41,240091,243835,36608,0.7602157074755663,0.751878475299673,-0.008337232175893328,0.9973208473553328,0.9967426143913933,0.7602157074755662,True
1,4,DUP_J,41,240091,243835,36608,0.7585831112241496,0.7517400871252226,-0.006843024098927009,0.996456753308221,0.9958407823853376,0.7585831112241497,True
1,4,DUP_BAL_J,41,240091,243835,36608,0.7631605377618502,0.7544398160429733,-0.008720721718876945,0.9967417380409775,0.996127573987977,0.7631605377618504,True
1,4,DUP_EXPECTED_J,41,240091,243835,36608,0.7585831112241496,0.7517400871252226,-0.006843024098927009,0.996456753308221,0.9958407823853376,0.7585831112241497,True
1,4,A1_L,41,240091,243835,36608,0.772053538601584,0.7635353608328549,-0.008518177768729096,0.9972929640994894,0.9968595912886264,0.7720535386015841,True
1,4,DUP_L,41,240091,243835,36608,0.7623815062937455,0.7554656044596827,-0.006915901834062765,0.996898580824913,0.9964099144715252,0.7623815062937456,True
1,4,TRI_L,41,240091,243835,36608,0.7718368093382851,0.7655546174104805,-0.006282191927804659,0.9977803978406403,0.9974437119894336,0.7718368093382855,True
1,4,BAL_L,41,240091,243835,36608,0.7706206126336536,0.7622509875697997,-0.008369625063853858,0.9977667296410635,0.9974229694628943,0.7706206126336534,True
1,8,B,41,240091,243835,36608,0.746582698079827,0.7431769918414307,-0.003405706238396311,0.9970552581916472,0.9966356924818027,0.7465826980798269,True
1,8,S,41,240091,243835,36608,0.7172087442738031,0.7142096005160943,-0.002999143757708822,0.9974754078645388,0.9973186088438607,0.7172087442738032,True
1,8,C,41,240091,243835,36608,0.3869575000770671,0.3742362994014841,-0.012721200675582967,0.9857324990946534,0.9845946674918449,0.38695750007706714,True
1,8,A1_J,41,240091,243835,36608,0.7796551451153544,0.7721060965833091,-0.007549048532045299,0.9978302913835191,0.9974434980519988,0.7796551451153543,True
1,8,TRI_J,41,240091,243835,36608,0.7748537617351169,0.7697903061765212,-0.005063455558595664,0.9981169389174804,0.9978011192421192,0.7748537617351169,True
1,8,BAL_J,41,240091,243835,36608,0.7761779686394501,0.7688678543849555,-0.007310114254494571,0.9980924161464537,0.9977371280426954,0.7761779686394501,True
1,8,DUP_J,41,240091,243835,36608,0.7713024530300995,0.765756423064339,-0.0055460299657604795,0.9976675068897636,0.9972704361640047,0.7713024530300995,True
1,8,DUP_BAL_J,41,240091,243835,36608,0.7796551451153544,0.7721060965833091,-0.007549048532045299,0.9978302913835191,0.9974434980519988,0.7796551451153543,True
1,8,DUP_EXPECTED_J,41,240091,243835,36608,0.7713024530300995,0.765756423064339,-0.0055460299657604795,0.9976675068897636,0.9972704361640047,0.7713024530300995,True
1,8,A1_L,41,240091,243835,36608,0.7858510470872718,0.7786444624759049,-0.007206584611366917,0.9981990133457742,0.9979239531432709,0.7858510470872717,True
1,8,DUP_L,41,240091,243835,36608,0.7743505987473751,0.7687255917953624,-0.005625006952012734,0.9979368806849361,0.9976216113761411,0.7743505987473751,True
1,8,TRI_L,41,240091,243835,36608,0.778821097190369,0.773316875999166,-0.005504221191202974,0.9983355863797257,0.9981327709403481,0.7788210971903691,True
1,8,BAL_L,41,240091,243835,36608,0.7807355281488866,0.7732366466844065,-0.007498881464480078,0.9983458387360326,0.9981476403099746,0.7807355281488866,True
