method,frame,dataset,seed,shot,category,region_grid,n_pixels,pixel_ap,pixel_auroc,seconds,source,bootstrap_stride,pixel_ap_on_bootstrap_grid
controlled_A1_L,common_region,btad,1,1,01,392x392,10756480,0.6229548547620732,0.9692247081833806,0.79,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\unified_fusion_paper_support_20260913\p3_external\units\btad_s1_k1\01\patch_scores.npz,8,0.6227140630169481
PatchCore_native_local128,native,btad,1,1,01,128x128,1146880,0.180822458597643,0.802373541974183,0.09,D:\STUDY\My_github\reference-matching-interaction-ad\outputs\patchcore\closeout\btad_closeout\btad_s1_k1\predictions\mvtec_01.npz,8,0.17521064403666042
PatchCore_native_local128,common_region,btad,1,1,01,392x392,10756480,0.18766062954280557,0.8130806889934903,0.82,D:\STUDY\My_github\reference-matching-interaction-ad\outputs\patchcore\closeout\btad_closeout\btad_s1_k1\predictions\mvtec_01.npz,8,0.18410446590406185
PatchCore_native_official224,native,btad,1,1,01,224x224,3512320,0.4089009340151547,0.921098871245478,0.26,D:\STUDY\My_github\reference-matching-interaction-ad\outputs\patchcore\closeout_official224\btad_official224\btad_s1_k1\predictions\mvtec_01.npz,8,0.4042243671252918
PatchCore_native_official224,common_region,btad,1,1,01,392x392,10756480,0.4091662226465256,0.9209100312359657,0.81,D:\STUDY\My_github\reference-matching-interaction-ad\outputs\patchcore\closeout_official224\btad_official224\btad_s1_k1\predictions\mvtec_01.npz,8,0.3994215426229839
anomalydino_canvas,native,btad,1,1,01,32x32,71680,0.3313391360326232,0.9213981515320089,0.02,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas\btad_s1_k1_01.npz,1,0.3313391360326232
anomalydino_canvas,common_region,btad,1,1,01,392x392,10756480,0.3878071005905015,0.9365308181535615,0.8,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas\btad_s1_k1_01.npz,8,0.3872694868982892
anomalydino_canvas_rotation,native,btad,1,1,01,32x32,71680,0.3667822062618997,0.9303683796824461,0.02,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas_rotation\btad_s1_k1_01.npz,1,0.3667822062618997
anomalydino_canvas_rotation,common_region,btad,1,1,01,392x392,10756480,0.41231768282715553,0.9436397223046508,0.8,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas_rotation\btad_s1_k1_01.npz,8,0.4125385392957053
controlled_A1_J,native,btad,1,1,02,32x32,235520,0.5297085888773618,0.9563612199562717,0.05,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\unified_fusion_paper_support_20260913\p3_external\units\btad_s1_k1\02\patch_scores.npz,1,0.5297085888773618
controlled_A1_J,common_region,btad,1,1,02,392x392,35342720,0.5858673128185038,0.960825863324438,2.96,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\unified_fusion_paper_support_20260913\p3_external\units\btad_s1_k1\02\patch_scores.npz,8,0.5834233388513492
controlled_A1_L,native,btad,1,1,02,32x32,235520,0.540942180409443,0.9573434159797085,0.05,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\unified_fusion_paper_support_20260913\p3_external\units\btad_s1_k1\02\patch_scores.npz,1,0.540942180409443
controlled_A1_L,common_region,btad,1,1,02,392x392,35342720,0.5960727742652677,0.9614568355138284,2.93,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\unified_fusion_paper_support_20260913\p3_external\units\btad_s1_k1\02\patch_scores.npz,8,0.5934287469332018
PatchCore_native_local128,native,btad,1,1,02,128x128,3768320,0.49100579092013963,0.9403109531529074,0.32,D:\STUDY\My_github\reference-matching-interaction-ad\outputs\patchcore\closeout\btad_closeout\btad_s1_k1\predictions\mvtec_02.npz,8,0.48516605255515355
PatchCore_native_local128,common_region,btad,1,1,02,392x392,35342720,0.49517880327322195,0.9413483029229486,2.86,D:\STUDY\My_github\reference-matching-interaction-ad\outputs\patchcore\closeout\btad_closeout\btad_s1_k1\predictions\mvtec_02.npz,8,0.4939615743412936
PatchCore_native_official224,native,btad,1,1,02,224x224,11540480,0.5103944330244385,0.9474062543793256,0.94,D:\STUDY\My_github\reference-matching-interaction-ad\outputs\patchcore\closeout_official224\btad_official224\btad_s1_k1\predictions\mvtec_02.npz,8,0.5082364763050771
PatchCore_native_official224,common_region,btad,1,1,02,392x392,35342720,0.5103193423761567,0.9473535935566862,2.93,D:\STUDY\My_github\reference-matching-interaction-ad\outputs\patchcore\closeout_official224\btad_official224\btad_s1_k1\predictions\mvtec_02.npz,8,0.5093392386509417
anomalydino_canvas,native,btad,1,1,02,32x32,235520,0.5857566739823077,0.9580063593869617,0.06,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas\btad_s1_k1_02.npz,1,0.5857566739823077
anomalydino_canvas,common_region,btad,1,1,02,392x392,35342720,0.6387977887419475,0.9617065713778438,2.9,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas\btad_s1_k1_02.npz,8,0.6353851718432093
anomalydino_canvas_rotation,native,btad,1,1,02,32x32,235520,0.5874885124108407,0.9577524272180199,0.05,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas_rotation\btad_s1_k1_02.npz,1,0.5874885124108407
anomalydino_canvas_rotation,common_region,btad,1,1,02,392x392,35342720,0.6470426409175948,0.962332914814753,2.93,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas_rotation\btad_s1_k1_02.npz,8,0.6437282084054332
controlled_A1_J,native,btad,1,1,03,32x42,592704,0.6352509038467076,0.9791168439863677,0.2,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\01_geometry\units\btad_s1_k1\03__rev_correct\patch_scores.npz,1,0.6352509038467076
controlled_A1_J,common_region,btad,1,1,03,392x392,67765824,0.6972709014799614,0.9878370564317772,5.41,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\01_geometry\units\btad_s1_k1\03__rev_correct\patch_scores.npz,8,0.6948855633261034
controlled_A1_L,native,btad,1,1,03,32x42,592704,0.6495133206090299,0.9826090764036386,0.21,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\01_geometry\units\btad_s1_k1\03__rev_correct\patch_scores.npz,1,0.6495133206090299
controlled_A1_L,common_region,btad,1,1,03,392x392,67765824,0.708923365022599,0.9900981843138603,5.4,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\01_geometry\units\btad_s1_k1\03__rev_correct\patch_scores.npz,8,0.7069392446188411
PatchCore_native_local128,native,btad,1,1,03,128x128,7225344,0.11398001695588068,0.924810870047356,0.68,D:\STUDY\My_github\reference-matching-interaction-ad\outputs\patchcore\closeout\btad_closeout\btad_s1_k1\predictions\mvtec_03.npz,8,0.11617304300810885
PatchCore_native_local128,common_region,btad,1,1,03,392x392,67765824,0.1149215473185744,0.9266151382134306,5.36,D:\STUDY\My_github\reference-matching-interaction-ad\outputs\patchcore\closeout\btad_closeout\btad_s1_k1\predictions\mvtec_03.npz,8,0.11263344499357358
PatchCore_native_official224,native,btad,1,1,03,224x224,22127616,0.08432245652305667,0.9497319667680627,1.79,D:\STUDY\My_github\reference-matching-interaction-ad\outputs\patchcore\closeout_official224\btad_official224\btad_s1_k1\predictions\mvtec_03.npz,8,0.08584744951222709
PatchCore_native_official224,common_region,btad,1,1,03,392x392,67765824,0.08439172823227634,0.9501425673137233,5.28,D:\STUDY\My_github\reference-matching-interaction-ad\outputs\patchcore\closeout_official224\btad_official224\btad_s1_k1\predictions\mvtec_03.npz,8,0.08353413159899759
anomalydino_canvas,native,btad,1,1,03,32x42,592704,0.5563322174482226,0.9874902256890249,0.21,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas\btad_s1_k1_03.npz,1,0.5563322174482226
anomalydino_canvas,common_region,btad,1,1,03,392x392,67765824,0.6341259950797989,0.9900377959005651,5.38,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas\btad_s1_k1_03.npz,8,0.6344402919958133
anomalydino_canvas_rotation,native,btad,1,1,03,32x42,592704,0.600143658102874,0.9896459965510452,0.2,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas_rotation\btad_s1_k1_03.npz,1,0.600143658102874
anomalydino_canvas_rotation,common_region,btad,1,1,03,392x392,67765824,0.6604217661425491,0.991988276353058,5.35,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas_rotation\btad_s1_k1_03.npz,8,0.6578028111506617
controlled_A1_J,native,btad,1,4,01,32x32,71680,0.5980036946776,0.960496805300994,0.02,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\unified_fusion_paper_support_20260913\p3_external\units\btad_s1_k4\01\patch_scores.npz,1,0.5980036946776
controlled_A1_J,common_region,btad,1,4,01,392x392,10756480,0.6293620320972059,0.9719382318481555,0.8,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\unified_fusion_paper_support_20260913\p3_external\units\btad_s1_k4\01\patch_scores.npz,8,0.6288495768647354
controlled_A1_L,native,btad,1,4,01,32x32,71680,0.6018511507242986,0.9622731669523777,0.02,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\unified_fusion_paper_support_20260913\p3_external\units\btad_s1_k4\01\patch_scores.npz,1,0.6018511507242986
controlled_A1_L,common_region,btad,1,4,01,392x392,10756480,0.6312268134481989,0.9728435169037145,0.79,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\unified_fusion_paper_support_20260913\p3_external\units\btad_s1_k4\01\patch_scores.npz,8,0.6306548334164215
PatchCore_native_local128,native,btad,1,4,01,128x128,1146880,0.3483681108719002,0.9138875436369678,0.09,D:\STUDY\My_github\reference-matching-interaction-ad\outputs\patchcore\closeout\btad_closeout\btad_s1_k4\predictions\mvtec_01.npz,8,0.34821460788039404
PatchCore_native_local128,common_region,btad,1,4,01,392x392,10756480,0.3490893592461316,0.9177269152439452,0.8,D:\STUDY\My_github\reference-matching-interaction-ad\outputs\patchcore\closeout\btad_closeout\btad_s1_k4\predictions\mvtec_01.npz,8,0.3445151658822504
PatchCore_native_official224,native,btad,1,4,01,224x224,3512320,0.5137980520732339,0.9572014921961671,0.26,D:\STUDY\My_github\reference-matching-interaction-ad\outputs\patchcore\closeout_official224\btad_official224\btad_s1_k4\predictions\mvtec_01.npz,8,0.5140335435094874
PatchCore_native_official224,common_region,btad,1,4,01,392x392,10756480,0.5140167451075793,0.9571633686152224,0.78,D:\STUDY\My_github\reference-matching-interaction-ad\outputs\patchcore\closeout_official224\btad_official224\btad_s1_k4\predictions\mvtec_01.npz,8,0.5074056788787314
anomalydino_canvas,native,btad,1,4,01,32x32,71680,0.3692740138097161,0.9339725109054239,0.02,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas\btad_s1_k4_01.npz,1,0.3692740138097161
anomalydino_canvas,common_region,btad,1,4,01,392x392,10756480,0.4168532989883352,0.9437680948632644,0.8,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas\btad_s1_k4_01.npz,8,0.4161847871259896
anomalydino_canvas_rotation,native,btad,1,4,01,32x32,71680,0.3857087078740297,0.9380574272293685,0.02,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas_rotation\btad_s1_k4_01.npz,1,0.3857087078740297
anomalydino_canvas_rotation,common_region,btad,1,4,01,392x392,10756480,0.4270606851283921,0.9463038494199273,0.8,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas_rotation\btad_s1_k4_01.npz,8,0.42689641361939434
controlled_A1_J,native,btad,1,4,02,32x32,235520,0.5218977645133307,0.9562119734454685,0.05,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\unified_fusion_paper_support_20260913\p3_external\units\btad_s1_k4\02\patch_scores.npz,1,0.5218977645133307
controlled_A1_J,common_region,btad,1,4,02,392x392,35342720,0.5797133128164148,0.960409712833825,2.94,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\unified_fusion_paper_support_20260913\p3_external\units\btad_s1_k4\02\patch_scores.npz,8,0.5780821983062518
controlled_A1_L,native,btad,1,4,02,32x32,235520,0.5302881052120474,0.9569189175973867,0.05,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\unified_fusion_paper_support_20260913\p3_external\units\btad_s1_k4\02\patch_scores.npz,1,0.5302881052120474
controlled_A1_L,common_region,btad,1,4,02,392x392,35342720,0.5878111742857403,0.9608366552698255,2.93,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\unified_fusion_paper_support_20260913\p3_external\units\btad_s1_k4\02\patch_scores.npz,8,0.5860015419633805
PatchCore_native_local128,native,btad,1,4,02,128x128,3768320,0.46791391000092225,0.94024826974399,0.31,D:\STUDY\My_github\reference-matching-interaction-ad\outputs\patchcore\closeout\btad_closeout\btad_s1_k4\predictions\mvtec_02.npz,8,0.4621936029164406
PatchCore_native_local128,common_region,btad,1,4,02,392x392,35342720,0.4710055520667953,0.9409472244320218,2.86,D:\STUDY\My_github\reference-matching-interaction-ad\outputs\patchcore\closeout\btad_closeout\btad_s1_k4\predictions\mvtec_02.npz,8,0.4706556133101252
PatchCore_native_official224,native,btad,1,4,02,224x224,11540480,0.5530045938125387,0.9507135457404038,0.94,D:\STUDY\My_github\reference-matching-interaction-ad\outputs\patchcore\closeout_official224\btad_official224\btad_s1_k4\predictions\mvtec_02.npz,8,0.5518263961253176
PatchCore_native_official224,common_region,btad,1,4,02,392x392,35342720,0.5529677147714298,0.9506398751249259,2.88,D:\STUDY\My_github\reference-matching-interaction-ad\outputs\patchcore\closeout_official224\btad_official224\btad_s1_k4\predictions\mvtec_02.npz,8,0.5519251974760092
anomalydino_canvas,native,btad,1,4,02,32x32,235520,0.583659682234926,0.9571645361783395,0.05,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas\btad_s1_k4_02.npz,1,0.5836596822349261
anomalydino_canvas,common_region,btad,1,4,02,392x392,35342720,0.6358704580900443,0.9605555269670263,2.92,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas\btad_s1_k4_02.npz,8,0.6330707628457931
anomalydino_canvas_rotation,native,btad,1,4,02,32x32,235520,0.5869128049809392,0.9573372502322884,0.05,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas_rotation\btad_s1_k4_02.npz,1,0.5869128049809391
anomalydino_canvas_rotation,common_region,btad,1,4,02,392x392,35342720,0.6419668096858893,0.9613184129852055,2.91,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas_rotation\btad_s1_k4_02.npz,8,0.6386552967085298
controlled_A1_J,native,btad,1,4,03,32x42,592704,0.6810981701885641,0.9865803752079791,0.2,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\01_geometry\units\btad_s1_k4\03__rev_correct\patch_scores.npz,1,0.6810981701885641
controlled_A1_J,common_region,btad,1,4,03,392x392,67765824,0.7401226744362585,0.9937356976736459,5.41,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\01_geometry\units\btad_s1_k4\03__rev_correct\patch_scores.npz,8,0.7375734362547044
controlled_A1_L,native,btad,1,4,03,32x42,592704,0.6924457182696663,0.9888963750223231,0.21,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\01_geometry\units\btad_s1_k4\03__rev_correct\patch_scores.npz,1,0.6924457182696663
controlled_A1_L,common_region,btad,1,4,03,392x392,67765824,0.7502042839559235,0.994765034962178,5.39,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\01_geometry\units\btad_s1_k4\03__rev_correct\patch_scores.npz,8,0.747705919275334
PatchCore_native_local128,native,btad,1,4,03,128x128,7225344,0.24175545992560882,0.9597832674720524,0.67,D:\STUDY\My_github\reference-matching-interaction-ad\outputs\patchcore\closeout\btad_closeout\btad_s1_k4\predictions\mvtec_03.npz,8,0.24932834953792987
PatchCore_native_local128,common_region,btad,1,4,03,392x392,67765824,0.2436729534498459,0.9616625105034963,5.22,D:\STUDY\My_github\reference-matching-interaction-ad\outputs\patchcore\closeout\btad_closeout\btad_s1_k4\predictions\mvtec_03.npz,8,0.2401755360011784
PatchCore_native_official224,native,btad,1,4,03,224x224,22127616,0.2094741805680414,0.9720094905580339,1.8,D:\STUDY\My_github\reference-matching-interaction-ad\outputs\patchcore\closeout_official224\btad_official224\btad_s1_k4\predictions\mvtec_03.npz,8,0.21239799134792864
PatchCore_native_official224,common_region,btad,1,4,03,392x392,67765824,0.2096212000455912,0.9723713230421398,5.23,D:\STUDY\My_github\reference-matching-interaction-ad\outputs\patchcore\closeout_official224\btad_official224\btad_s1_k4\predictions\mvtec_03.npz,8,0.20754040591056339
anomalydino_canvas,native,btad,1,4,03,32x42,592704,0.6207331147725463,0.991673274613415,0.21,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas\btad_s1_k4_03.npz,1,0.6207331147725463
anomalydino_canvas,common_region,btad,1,4,03,392x392,67765824,0.685340321694244,0.9941016392624922,5.35,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas\btad_s1_k4_03.npz,8,0.6848197691333782
anomalydino_canvas_rotation,native,btad,1,4,03,32x42,592704,0.6579480070813578,0.9932338201711379,0.21,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas_rotation\btad_s1_k4_03.npz,1,0.6579480070813578
anomalydino_canvas_rotation,common_region,btad,1,4,03,392x392,67765824,0.7063020247964018,0.9952159358705845,5.38,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas_rotation\btad_s1_k4_03.npz,8,0.7032404280769842
