method,pixel_auroc,pixel_ap,pixel_aupro,image_auroc,image_ap,image_f1_max
B,0.9735610440604037,0.34592197608072994,0.9090520648546256,0.9166666666666667,0.8105254081757841,0.8148148148148148
S,0.9693903854474528,0.20699570247380372,0.8904901602708003,0.7928571428571429,0.6263725237569775,0.6875000000000001
C,0.9696396746234693,0.16636450881677342,0.8929332829766612,0.8285714285714286,0.7281930536986254,0.6666666666666666
A1_J,0.975297297457135,0.37503957266484717,0.916327030191775,0.8976190476190476,0.8002561922204778,0.7647058823529412
TRI_J,0.9718279098188334,0.31028773291383455,0.9046559808645309,0.8333333333333334,0.6917680427463035,0.6923076923076924
BAL_J,0.9735647450763133,0.3207535846123232,0.9078570125098782,0.830952380952381,0.6884581127136845,0.6842105263157894
DUP_J,0.9744181010964927,0.3660084427606528,0.9127533736975314,0.9166666666666666,0.8233362599118901,0.8125000000000001
DUP_BAL_J,0.975297297457135,0.37503957266484717,0.916327030191775,0.8976190476190476,0.8002561922204778,0.7647058823529412
DUP_EXPECTED_J,0.9744181010964927,0.3660084427606528,0.9127533736975314,0.9166666666666666,0.8233362599118901,0.8125000000000001
A1_J__perm_C_within_p00,0.9697570626448453,0.2742911760910071,0.8933932607962981,0.819047619047619,0.687021155376106,0.7027027027027025
TRI_J__perm_C_within_p00,0.9721796398720746,0.2900617701933348,0.9015858721352111,0.830952380952381,0.6509537936750276,0.7096774193548386
TRI_J__perm_S_within_p00,0.95130363993007,0.1064633274436333,0.8343614446512428,0.5785714285714285,0.3730031650781105,0.5531914893617021
BAL_J__perm_C_within_p00,0.9677606650305888,0.20854472050899642,0.8859237591485932,0.7785714285714285,0.5780832461189603,0.717948717948718
BAL_J__perm_S_within_p00,0.9541482808208777,0.10442283621751691,0.8453378368421203,0.6452380952380953,0.40721449038866564,0.588235294117647
A1_J__perm_C_cross_p00,0.971118034936064,0.31521794843302187,0.9017888527620855,0.869047619047619,0.7420179799315137,0.7272727272727273
TRI_J__perm_C_cross_p00,0.9683373176486568,0.27746832069877664,0.8914252058200445,0.8452380952380952,0.7455310185043532,0.7142857142857143
TRI_J__perm_S_cross_p00,0.966052398182,0.2005741468103028,0.884822867495866,0.7952380952380952,0.5527580334637257,0.7058823529411764
BAL_J__perm_C_cross_p00,0.968883517964426,0.245154806090437,0.8924681521356128,0.819047619047619,0.6251165626473508,0.7333333333333334
BAL_J__perm_S_cross_p00,0.9665871091326573,0.20708340054452282,0.8838809152945248,0.8023809523809524,0.5755506016408652,0.7096774193548386
A1_J__perm_C_within_p01,0.9791268950536876,0.34074719365622885,0.9261524516921235,0.9166666666666667,0.8078428341033382,0.8387096774193549
TRI_J__perm_C_within_p01,0.978447529705422,0.31054915161667623,0.9260655829791807,0.8690476190476191,0.7298112601684029,0.7586206896551724
TRI_J__perm_S_within_p01,0.9633110709595398,0.13856763379027523,0.8728430646720515,0.6904761904761905,0.5063579653789013,0.6363636363636364
BAL_J__perm_C_within_p01,0.9756927767615883,0.2232265439921411,0.9164267105742111,0.8214285714285714,0.6367438059139738,0.7058823529411764
BAL_J__perm_S_within_p01,0.9650909782204752,0.14044776964322236,0.8798171042927585,0.7261904761904763,0.4714198657909838,0.6486486486486486
A1_J__perm_C_cross_p01,0.9716489399451028,0.33551722872478684,0.9010041416298964,0.8976190476190475,0.7981634799455405,0.7567567567567568
TRI_J__perm_C_cross_p01,0.9701053635351494,0.3011206002184822,0.8974517864080752,0.8476190476190476,0.730938864626485,0.7407407407407408
TRI_J__perm_S_cross_p01,0.9668487938503615,0.23866255984752666,0.8875375809175401,0.819047619047619,0.6845332419478382,0.689655172413793
BAL_J__perm_C_cross_p01,0.9705340375183811,0.28639476685212595,0.8995790519576141,0.8119047619047619,0.6488243213327309,0.6666666666666666
BAL_J__perm_S_cross_p01,0.9685064292751122,0.23963763686603556,0.8910759797133406,0.8261904761904761,0.6432480665775596,0.7058823529411764
A1_J__perm_C_within_p02,0.9676883044463318,0.22035876403056506,0.8887212408447314,0.8642857142857143,0.7654926005489915,0.7647058823529412
TRI_J__perm_C_within_p02,0.9715182883602668,0.2704305656839729,0.8995860034565968,0.8428571428571429,0.6813539614103523,0.7407407407407408
TRI_J__perm_S_within_p02,0.9541116140550086,0.0852653209128574,0.840203188548381,0.5452380952380953,0.3694843402355717,0.5531914893617021
BAL_J__perm_C_within_p02,0.9647857254868745,0.1654749810004739,0.8767948004427006,0.7904761904761906,0.6201819020455686,0.7058823529411764
BAL_J__perm_S_within_p02,0.9563331202387575,0.09100803031165901,0.8506536928379025,0.6738095238095239,0.47572088386725786,0.56
A1_J__perm_C_cross_p02,0.9731352173793603,0.3391327014133334,0.9081961842085013,0.8714285714285716,0.7575422593279736,0.7368421052631579
TRI_J__perm_C_cross_p02,0.9696906542098865,0.3017021783957891,0.8936722354260914,0.861904761904762,0.7108069148405283,0.7407407407407408
TRI_J__perm_S_cross_p02,0.9711648413408819,0.22755147589967192,0.8986969232214974,0.7428571428571429,0.49717527474327566,0.6857142857142857
BAL_J__perm_C_cross_p02,0.9707517869802075,0.2782508457863781,0.896966867611413,0.8238095238095238,0.6794120246468154,0.6923076923076924
BAL_J__perm_S_cross_p02,0.9713785082387667,0.22934237655760792,0.901215471580421,0.7523809523809524,0.49485406709557245,0.7027027027027025
