dataset,seed,shot,method,n_categories,macro_pixel_ap,macro_pixel_auroc,macro_image_ap,macro_image_auroc
mvtec,0,2,BAL_J,15,0.5897557452375174,0.9704361172671461,0.9833710768455427,0.9699373068439453
mvtec,0,2,DUP_J,15,0.5658890464210439,0.9646080185742438,0.9783468644613532,0.9628073285305352
mvtec,0,2,DUP_BAL_J,15,0.5753255942225423,0.9682485881557028,0.9807008756619505,0.9675779425446502
mvtec,0,2,DUP_EXPECTED_J,15,0.5658890464210439,0.9646080185742438,0.9783468644613532,0.9628073285305352
mvtec,0,2,A1_L,15,0.5770928078138141,0.9694588243468608,0.9798768821908187,0.9670599402271148
mvtec,0,2,DUP_L,15,0.5661046809930615,0.9649333497754723,0.9776939275722156,0.9625117360888642
mvtec,0,2,TRI_L,15,0.5891807759717539,0.9702429759283245,0.9808391905313496,0.9669189496635137
mvtec,0,2,BAL_L,15,0.5948440901091965,0.9734689704794993,0.9830333392599758,0.9707189072674691
mvtec,0,4,B,15,0.5432578065994503,0.9592724985184863,0.9801089565491737,0.9647949459206714
mvtec,0,4,S,15,0.5719894999793559,0.9655874311008428,0.9800283932479513,0.9652503714037023
mvtec,0,4,C,15,0.49826802540311843,0.9617986873248651,0.970142413428356,0.9441655864538137
mvtec,0,4,A1_J,15,0.577138499416935,0.9703920446098083,0.9857829712015544,0.9748682413929242
mvtec,0,4,TRI_J,15,0.586389444064242,0.969503061636453,0.9859940494903725,0.9751900872048336
mvtec,0,4,BAL_J,15,0.5925630200655174,0.9722959191963091,0.9869509722573845,0.9772461945212177
mvtec,0,4,DUP_J,15,0.5661125111097343,0.9668320973890142,0.983983955157491,0.9718171605258792
mvtec,0,4,DUP_BAL_J,15,0.577138499416935,0.9703920446098083,0.9857829712015544,0.9748682413929242
mvtec,0,4,DUP_EXPECTED_J,15,0.5661125111097343,0.9668320973890142,0.983983955157491,0.9718171605258792
mvtec,0,4,A1_L,15,0.5756801539085482,0.9714018630142127,0.9847187968009968,0.9750791620446363
mvtec,0,4,DUP_L,15,0.5646099463653372,0.966921386057098,0.9833448409995708,0.9709945252210794
mvtec,0,4,TRI_L,15,0.5878389038397194,0.9719118871771885,0.985997612849585,0.9764053967733282
mvtec,0,4,BAL_L,15,0.5948127572577552,0.9752026007812535,0.9869275235066033,0.9785196003760835
mvtec,0,8,B,15,0.5501207189627466,0.9630259737201328,0.9791138319173254,0.9690338705053436
mvtec,0,8,S,15,0.5793000514111666,0.9707909022845816,0.9795631097577842,0.970180449064684
mvtec,0,8,C,15,0.5053632782955308,0.964107931697388,0.9750310636645355,0.9536932196612585
mvtec,0,8,A1_J,15,0.5809170207844014,0.9728765127766482,0.9848858233125367,0.9778063886373822
mvtec,0,8,TRI_J,15,0.5913796195870956,0.9727502149700207,0.9849732035597998,0.9786119040134149
mvtec,0,8,BAL_J,15,0.5967479883260204,0.9750298767631171,0.9867445721033969,0.9795002652523472
mvtec,0,8,DUP_J,15,0.571064301954929,0.9697385680912,0.982806462427673,0.9750315625937304
mvtec,0,8,DUP_BAL_J,15,0.5809170207844014,0.9728765127766482,0.9848858233125367,0.9778063886373822
mvtec,0,8,DUP_EXPECTED_J,15,0.571064301954929,0.9697385680912,0.982806462427673,0.9750315625937304
mvtec,0,8,A1_L,15,0.5793709694970982,0.9737789137899514,0.9840590110169014,0.9780748018956549
mvtec,0,8,DUP_L,15,0.56942241773235,0.9698761045437146,0.9820763934331004,0.9748046750896115
mvtec,0,8,TRI_L,15,0.5929305684028532,0.9750608979948391,0.9848504985525186,0.9797789955003854
mvtec,0,8,BAL_L,15,0.5982877113651041,0.9776814087090695,0.9863933937567616,0.9812753552746476
mvtec,1,1,B,15,0.5021353955275049,0.9479753492899048,0.9611646147663456,0.9345395845670919
mvtec,1,1,S,15,0.5407090102432408,0.9601129001145216,0.9633538035173582,0.9284254664775644
mvtec,1,1,C,15,0.4624506816065476,0.9521090484811204,0.9540207596020817,0.9079133379582234
mvtec,1,1,A1_J,15,0.5323915049608112,0.9607699343236469,0.9693892808995055,0.943469669254706
mvtec,1,1,TRI_J,15,0.546801849975711,0.9622659851681009,0.9692486862147944,0.9424545224301165
mvtec,1,1,BAL_J,15,0.5509736749390838,0.9653504482691423,0.9701672051560074,0.9431712829846625
mvtec,1,1,DUP_J,15,0.5226280668698351,0.9562540817533304,0.9660596803974872,0.9404738653284704
mvtec,1,1,DUP_BAL_J,15,0.5323915049608112,0.9607699343236469,0.9693892808995055,0.943469669254706
mvtec,1,1,DUP_EXPECTED_J,15,0.5226280668698351,0.9562540817533304,0.9660596803974872,0.9404738653284704
mvtec,1,1,A1_L,15,0.5385426042114979,0.9624469239721283,0.9681443597690511,0.9429531154462666
mvtec,1,1,DUP_L,15,0.5260846470283732,0.9570064335823729,0.9656569957568666,0.9405194588831929
mvtec,1,1,TRI_L,15,0.5563606297251801,0.9651371977753205,0.9696651204763157,0.9436097608764917
mvtec,1,1,BAL_L,15,0.562347456273118,0.9688837648065974,0.970629113348555,0.9445016599042959
mvtec,1,2,B,15,0.5139647142822851,0.9550957734579676,0.9672245119812787,0.9443622833755742
mvtec,1,2,S,15,0.5557822250059589,0.9657449552910347,0.970333276222784,0.9436993476475017
mvtec,1,2,C,15,0.4689294137233709,0.9564569496142555,0.9586865281567448,0.9207207630463498
mvtec,1,2,A1_J,15,0.5393767532954631,0.9662619128238894,0.9738137259489561,0.9514300497855364
mvtec,1,2,TRI_J,15,0.5566636168990754,0.967495724366773,0.9743159540783563,0.9524946043126359
mvtec,1,2,BAL_J,15,0.5589783606556235,0.9700382914420624,0.9748202139975307,0.9522628856367036
mvtec,1,2,DUP_J,15,0.531687644335524,0.9625341821230713,0.9715737863046386,0.9494774097934451
mvtec,1,2,DUP_BAL_J,15,0.5393767532954631,0.9662619128238894,0.9738137259489561,0.9514300497855364
mvtec,1,2,DUP_EXPECTED_J,15,0.531687644335524,0.9625341821230713,0.9715737863046386,0.9494774097934451
mvtec,1,2,A1_L,15,0.544150164697458,0.967968304766783,0.9723899845293338,0.9507887472206769
mvtec,1,2,DUP_L,15,0.5338874666247437,0.9632059658964511,0.9706786856738376,0.9488072208553865
mvtec,1,2,TRI_L,15,0.5638723328095241,0.9703460217193551,0.9734181860833376,0.951861153845267
mvtec,1,2,BAL_L,15,0.5682030900630706,0.9734804241569626,0.9750429828793901,0.9531289029800706
mvtec,1,4,B,15,0.5237451795161395,0.9612452088186162,0.9750595394753409,0.9508955095737771
mvtec,1,4,S,15,0.5679288385718184,0.9702930561136232,0.9767578240595042,0.9501963947823521
mvtec,1,4,C,15,0.47390362553636384,0.9597356027869975,0.9676560349336482,0.9344355646685603
mvtec,1,4,A1_J,15,0.5479904155835814,0.970380561547967,0.9778417773335997,0.9534066162760961
mvtec,1,4,TRI_J,15,0.5654464325501646,0.9713701926711453,0.9784016581915204,0.9542063690868073
mvtec,1,4,BAL_J,15,0.567021663166528,0.9732713042292145,0.9792297022170633,0.9558505319988978
mvtec,1,4,DUP_J,15,0.5412408210461878,0.9675031035288014,0.9761685766612939,0.9520665871455691
mvtec,1,4,DUP_BAL_J,15,0.5479904155835814,0.970380561547967,0.9778417773335997,0.9534066162760961
mvtec,1,4,DUP_EXPECTED_J,15,0.5412408210461878,0.9675031035288014,0.9761685766612939,0.9520665871455691
mvtec,1,4,A1_L,15,0.5507927194001161,0.9719726043631066,0.9776417019576639,0.9555415495674413
mvtec,1,4,DUP_L,15,0.541845921374551,0.9681189386731379,0.9764168982248106,0.9538120942704698
mvtec,1,4,TRI_L,15,0.5715265897182817,0.9741109461920027,0.9800041077085103,0.957366928464583
mvtec,1,4,BAL_L,15,0.5742374888102727,0.9765422143715636,0.9803653911887962,0.9582447495978618
mvtec,1,8,B,15,0.5486794415693392,0.9646414502692701,0.984562164872353,0.9713099693047653
mvtec,1,8,S,15,0.5806065126530557,0.9732097166099304,0.9864353349485204,0.9715628311403017
mvtec,1,8,C,15,0.49988824772706203,0.9637433961972826,0.9814619678130104,0.9619503097402943
mvtec,1,8,A1_J,15,0.5789535051738365,0.9733484119968925,0.9892381361471343,0.9767221659464701
mvtec,1,8,TRI_J,15,0.5898988303504695,0.9741867210906545,0.9901756030418056,0.9783102661948704
mvtec,1,8,BAL_J,15,0.5948569153512804,0.9760697283707614,0.9906164896996276,0.97931600014
mvtec,1,8,DUP_J,15,0.570080853136896,0.9706180895850232,0.987376780019432,0.9747409748124586
mvtec,1,8,DUP_BAL_J,15,0.5789535051738365,0.9733484119968925,0.9892381361471343,0.9767221659464701
mvtec,1,8,DUP_EXPECTED_J,15,0.570080853136896,0.9706180895850232,0.987376780019432,0.9747409748124586
mvtec,1,8,A1_L,15,0.5788250778945437,0.9744651681482104,0.9891971135363737,0.9783267730017015
mvtec,1,8,DUP_L,15,0.5687326886945996,0.9709512387266096,0.9874919493855701,0.975760476969591
mvtec,1,8,TRI_L,15,0.5938937219919396,0.9764602209233239,0.9908075247809439,0.9806917656242248
mvtec,1,8,BAL_L,15,0.5988641893028502,0.9786766609437217,0.9916223740380945,0.9821343704904676
mvtec,2,1,B,15,0.4903046618804743,0.9455731196213883,0.9532460111406122,0.9119880028120357
mvtec,2,1,S,15,0.5453398134393209,0.9574295277065805,0.9660875123091212,0.9351782819228548
mvtec,2,1,C,15,0.44086303912906943,0.9458441868628745,0.9514136275396847,0.8935501598376425
mvtec,2,1,A1_J,15,0.523402697441534,0.9585515438969263,0.9665530946774616,0.9339486165256731
mvtec,2,1,TRI_J,15,0.5457021355180366,0.9598510781065722,0.9707957065704758,0.9411389618201572
mvtec,2,1,BAL_J,15,0.5471495195097197,0.9630157927162624,0.970996454189432,0.9413516800562065
mvtec,2,1,DUP_J,15,0.5140063648251979,0.9540896764315849,0.9622397050657526,0.9268485111386736
mvtec,2,1,DUP_BAL_J,15,0.523402697441534,0.9585515438969263,0.9665530946774616,0.9339486165256731
mvtec,2,1,DUP_EXPECTED_J,15,0.5140063648251979,0.9540896764315849,0.9622397050657526,0.9268485111386736
mvtec,2,1,A1_L,15,0.525190313496282,0.9599810991216728,0.9648988155103552,0.932124610793578
mvtec,2,1,DUP_L,15,0.5140304539775218,0.9545391148638527,0.9597148139229756,0.92409989082553
mvtec,2,1,TRI_L,15,0.5510164898834476,0.9628287784429214,0.9704552086642013,0.9413938713366529
mvtec,2,1,BAL_L,15,0.554559053790406,0.9666297827709306,0.9716637549708463,0.9426616915212378
mvtec,2,2,B,15,0.5269846479575694,0.9571736785667299,0.9790637622614902,0.9604098997413991
mvtec,2,2,S,15,0.5670928080295295,0.9674248614985851,0.9805765679760675,0.9625437594613573
mvtec,2,2,C,15,0.48904721751845737,0.9564522436069491,0.96932663403048,0.9359948343363291
mvtec,2,2,A1_J,15,0.5630738574763289,0.9678839971434434,0.9852358381467305,0.9700724221267135
mvtec,2,2,TRI_J,15,0.5775842121152636,0.9688479236825351,0.9872194207166085,0.9727107013646213
mvtec,2,2,BAL_J,15,0.5829486753967764,0.9712686759490985,0.9874803201140904,0.9728709670647302
mvtec,2,2,DUP_J,15,0.5516992103157998,0.9643363588302608,0.9833372177135027,0.9669482623782242
mvtec,2,2,DUP_BAL_J,15,0.5630738574763289,0.9678839971434434,0.9852358381467305,0.9700724221267135
mvtec,2,2,DUP_EXPECTED_J,15,0.5516992103157998,0.9643363588302608,0.9833372177135027,0.9669482623782242
mvtec,2,2,A1_L,15,0.5647133310803333,0.9691567264988968,0.9848613834484115,0.9701777087607568
mvtec,2,2,DUP_L,15,0.5517166928785421,0.9647684612535204,0.9828052306212186,0.9665025004383481
mvtec,2,2,TRI_L,15,0.5823247467801597,0.9716037800734207,0.9868575758182243,0.9732412764474188
mvtec,2,2,BAL_L,15,0.5890813765696111,0.9744761365441608,0.9874876035665701,0.9744465541222165
mvtec,2,4,B,15,0.5394780163957639,0.9600332119581481,0.9785776360143866,0.9626942766052157
mvtec,2,4,S,15,0.5705455977188645,0.9682069236080186,0.9827817995279202,0.9681072929394451
mvtec,2,4,C,15,0.49251347635617554,0.958560173417338,0.9731186337178233,0.9494769195040329
mvtec,2,4,A1_J,15,0.5712543925110721,0.9700164425999723,0.983914472833367,0.9725869913660585
mvtec,2,4,TRI_J,15,0.5847181360503608,0.970465521616119,0.9872685274361287,0.9755662892115305
mvtec,2,4,BAL_J,15,0.5893317644235174,0.972675204702448,0.9876503108693321,0.9769535283109192
mvtec,2,4,DUP_J,15,0.5614509144306331,0.9668387236003585,0.9827235250233423,0.9704296414644895
mvtec,2,4,DUP_BAL_J,15,0.5712543925110721,0.9700164425999723,0.983914472833367,0.9725869913660585
mvtec,2,4,DUP_EXPECTED_J,15,0.5614509144306331,0.9668387236003585,0.9827235250233423,0.9704296414644895
mvtec,2,4,A1_L,15,0.5737927409192718,0.9711484517540644,0.9845987918413015,0.9734641667201591
mvtec,2,4,DUP_L,15,0.5623024658365622,0.9671305600237692,0.9822301558583517,0.969750433600238
mvtec,2,4,TRI_L,15,0.5871538131053647,0.9729221001162286,0.9865296490480728,0.9754157328655043
mvtec,2,4,BAL_L,15,0.5933027614691748,0.9755535513433895,0.9875761071806218,0.97769308213319
mvtec,2,8,B,15,0.5464235386227824,0.9644877597427985,0.9830158005214277,0.9706334412737923
mvtec,2,8,S,15,0.5794011185756148,0.9717159113284028,0.9886492685751079,0.975217448964804
mvtec,2,8,C,15,0.5065196986914307,0.9630367253123396,0.9788032308226869,0.9582036571146345
mvtec,2,8,A1_J,15,0.5773322550139194,0.9736288570560119,0.9870923982918923,0.9767369433402955
mvtec,2,8,TRI_J,15,0.5906993437754073,0.9739057336425442,0.9890892380435231,0.9786820859401857
mvtec,2,8,BAL_J,15,0.5953728483519364,0.9759208987349605,0.9894269391549811,0.9792009200338033
mvtec,2,8,DUP_J,15,0.5680889735842574,0.9708157496341794,0.9859311337756568,0.9756057804290994
mvtec,2,8,DUP_BAL_J,15,0.5773322550139194,0.9736288570560119,0.9870923982918923,0.9767369433402955
mvtec,2,8,DUP_EXPECTED_J,15,0.5680889735842574,0.9708157496341794,0.9859311337756568,0.9756057804290994
mvtec,2,8,A1_L,15,0.580558883608931,0.9746423747844821,0.9879667065844769,0.9791216643326014
mvtec,2,8,DUP_L,15,0.5687234650792352,0.9710662366854612,0.9863094993690674,0.9765605078446628
mvtec,2,8,TRI_L,15,0.5939141352066958,0.9760684510645607,0.9895099950548623,0.9804355823444257
mvtec,2,8,BAL_L,15,0.6006591951359793,0.978405194689946,0.990684443114761,0.9815629365004575
visa,0,1,B,12,0.28078491487668994,0.9535595185681697,0.8504442617561555,0.8515037678767875
visa,0,1,S,12,0.28652608858619305,0.9654705634250286,0.8649395900051072,0.8690270352035205
visa,0,1,C,12,0.22972700746693922,0.9600535667325255,0.8187433382673112,0.8024667216721673
visa,0,1,A1_J,12,0.33563642967347374,0.9673023399048347,0.897629501388758,0.8989595434543455
visa,0,1,TRI_J,12,0.3331096453659005,0.9670884227224666,0.90092208129988,0.9001534378437844
visa,0,1,BAL_J,12,0.3444953453093221,0.9705045234962721,0.9082770016122406,0.910247304730473
visa,0,1,DUP_J,12,0.31988277903064033,0.9629283165061312,0.8852398725362983,0.8855492574257426
visa,0,1,DUP_BAL_J,12,0.33563642967347374,0.9673023399048347,0.897629501388758,0.8989595434543455
visa,0,1,DUP_EXPECTED_J,12,0.31988277903064033,0.9629283165061312,0.8852398725362983,0.8855492574257426
visa,0,1,A1_L,12,0.3352660960373736,0.969752570656003,0.8969198155416063,0.8988713971397139
visa,0,1,DUP_L,12,0.3162603689456525,0.9640089921006135,0.8810815058901652,0.8810376512651263
visa,0,1,TRI_L,12,0.33469199979478836,0.9718375642913291,0.9006448810705546,0.9036171892189219
visa,0,1,BAL_L,12,0.3490799416111198,0.9757591201927448,0.9087274048819983,0.9131573707370738
visa,0,2,B,12,0.3143145907881742,0.9645007678656338,0.8899929277510737,0.8826985698569857
visa,0,2,S,12,0.3138546014429735,0.9722087722748508,0.8766743905125471,0.88002200220022
visa,0,2,C,12,0.24883895172941342,0.9626087477385669,0.8264523904661577,0.8132924367436744
visa,0,2,A1_J,12,0.36624990423650045,0.9743476404756134,0.9175368126560793,0.9106705445544554
visa,0,2,TRI_J,12,0.36176690539713535,0.9738840159371326,0.9158738658918656,0.9088601760176017
visa,0,2,BAL_J,12,0.3740799941682951,0.9761000004601991,0.9198548370342973,0.9149169141914193
visa,0,2,DUP_J,12,0.35202856565918245,0.9715872801671034,0.9120426158262029,0.905941694169417
visa,0,2,DUP_BAL_J,12,0.36624990423650045,0.9743476404756134,0.9175368126560793,0.9106705445544554
visa,0,2,DUP_EXPECTED_J,12,0.35202856565918245,0.9715872801671034,0.9120426158262029,0.905941694169417
visa,0,2,A1_L,12,0.36301884777950155,0.9763470208821245,0.9194666655472856,0.916579317931793
visa,0,2,DUP_L,12,0.34578715908822627,0.972236993584143,0.9102777689441703,0.9051982398239827
visa,0,2,TRI_L,12,0.3646837161700569,0.9778800023823774,0.9201577967306759,0.9169573982398239
visa,0,2,BAL_L,12,0.3783021539373966,0.9806522551462681,0.9250019004756106,0.923171094609461
visa,0,4,B,12,0.3382864843315741,0.9705458830836008,0.9028882139450168,0.9001215071507151
visa,0,4,S,12,0.33691256889514803,0.9769205093137244,0.8923382743667635,0.8955644664466447
visa,0,4,C,12,0.2604150171649258,0.9651749517780641,0.838641866175517,0.8284923817381739
visa,0,4,A1_J,12,0.3861648174727383,0.97796186446535,0.9214909572347914,0.9167244224422442
visa,0,4,TRI_J,12,0.3843994750190694,0.9777785407106855,0.9235613595444269,0.9157716446644666
visa,0,4,BAL_J,12,0.39282923714731505,0.9792656113081429,0.9268744290617524,0.9215187568756876
visa,0,4,DUP_J,12,0.37367252293244685,0.9761185931271547,0.9158555124277431,0.910970792079208
visa,0,4,DUP_BAL_J,12,0.3861648174727383,0.97796186446535,0.9214909572347914,0.9167244224422442
visa,0,4,DUP_EXPECTED_J,12,0.37367252293244685,0.9761185931271547,0.9158555124277431,0.910970792079208
visa,0,4,A1_L,12,0.38292686922271324,0.9803278673410656,0.9238864998890417,0.9221422717271727
visa,0,4,DUP_L,12,0.367910885827262,0.9770022566616826,0.9175154706826035,0.9147242849284928
visa,0,4,TRI_L,12,0.38673930225880704,0.9817030283137645,0.929683331928139,0.9273011276127612
visa,0,4,BAL_L,12,0.3965101461707796,0.9837727862429237,0.9338876019781931,0.933844306930693
visa,0,8,B,12,0.3601279214179862,0.9728019327801599,0.9082986293185303,0.9081769526952694
visa,0,8,S,12,0.35091961909447605,0.9785514228163773,0.9016451683781083,0.9060138613861385
visa,0,8,C,12,0.2676584726302566,0.965701589548905,0.840369486885843,0.8347528602860287
visa,0,8,A1_J,12,0.40133839540656363,0.9791433850012149,0.9222335461983234,0.9190715621562155
visa,0,8,TRI_J,12,0.39644167135803204,0.9789297667183178,0.9275017264098214,0.922194499449945
visa,0,8,BAL_J,12,0.4032752258518697,0.9801815188521932,0.9312566549592035,0.9245502750275029
visa,0,8,DUP_J,12,0.3921182796385232,0.9776871874439738,0.9179097411594829,0.9167710121012101
visa,0,8,DUP_BAL_J,12,0.40133839540656363,0.9791433850012149,0.9222335461983234,0.9190715621562155
visa,0,8,DUP_EXPECTED_J,12,0.3921182796385232,0.9776871874439738,0.9179097411594829,0.9167710121012101
visa,0,8,A1_L,12,0.3993454228133399,0.981310134089072,0.9273526685774242,0.927048184818482
visa,0,8,DUP_L,12,0.3869329738392386,0.9783983223636191,0.9208376177946512,0.9198928217821782
visa,0,8,TRI_L,12,0.4013002215582968,0.9827944987220228,0.9342529196245707,0.932257205720572
visa,0,8,BAL_L,12,0.40939345524315374,0.9846255915013328,0.9387728474451705,0.9370800330033003
visa,1,1,B,12,0.28919647554751005,0.9589774146253918,0.8360035874722317,0.8395977447744775
visa,1,1,S,12,0.27968551058510377,0.9650086776908133,0.8703876473362424,0.8771480198019802
visa,1,1,C,12,0.2173489330561671,0.9572806460800409,0.7974505337227494,0.7781910616061606
visa,1,1,A1_J,12,0.33748620540249075,0.970018637828621,0.8753221220839666,0.8784592409240926
visa,1,1,TRI_J,12,0.3358647793391251,0.9686218788056173,0.9002295960449541,0.8998733773377339
visa,1,1,BAL_J,12,0.3441336596940845,0.9710137426038942,0.9096683061270668,0.9076223872387238
visa,1,1,DUP_J,12,0.32254340740251713,0.9668900379732506,0.8598528011682997,0.8644754950495047
visa,1,1,DUP_BAL_J,12,0.33748620540249075,0.970018637828621,0.8753221220839666,0.8784592409240926
visa,1,1,DUP_EXPECTED_J,12,0.32254340740251713,0.9668900379732506,0.8598528011682997,0.8644754950495047
visa,1,1,A1_L,12,0.33716979459670077,0.9727116900001186,0.8690157377762956,0.874860203520352
visa,1,1,DUP_L,12,0.31976794859138535,0.9679625329212521,0.8542738577728373,0.8617339658965896
visa,1,1,TRI_L,12,0.3412522459306242,0.9738273418882423,0.9042554010238427,0.9077542629262926
visa,1,1,BAL_L,12,0.35069153144502635,0.9769715690949474,0.9117457444998,0.9143621837183717
visa,1,2,B,12,0.32356549410722946,0.9657784718654399,0.8932716017634991,0.8869616061606161
visa,1,2,S,12,0.3103717735268417,0.9737110903941498,0.8759987492292182,0.8781704895489547
visa,1,2,C,12,0.2558838306065243,0.963888494166692,0.8318720077627112,0.8145936468646865
visa,1,2,A1_J,12,0.3696384301368117,0.9747609267571251,0.9171766243394553,0.9082380638063806
visa,1,2,TRI_J,12,0.36333595022848253,0.9742580203947911,0.9118543900104396,0.906462898789879
visa,1,2,BAL_J,12,0.37196539057309774,0.9761692620486172,0.9152113452380148,0.9081816281628162
visa,1,2,DUP_J,12,0.35688565975557723,0.9721242637302875,0.91307483932243,0.9053128437843784
visa,1,2,DUP_BAL_J,12,0.3696384301368117,0.9747609267571251,0.9171766243394553,0.9082380638063806
visa,1,2,DUP_EXPECTED_J,12,0.35688565975557723,0.9721242637302875,0.91307483932243,0.9053128437843784
visa,1,2,A1_L,12,0.3741053838233379,0.977336283477329,0.9191320918742508,0.9137384763476347
visa,1,2,DUP_L,12,0.35666187393081206,0.9733430186418159,0.911940737834685,0.9052019801980197
visa,1,2,TRI_L,12,0.37190538430457964,0.9790275858692633,0.9169450309875851,0.9165156490649063
visa,1,2,BAL_L,12,0.3834626663224146,0.9815730183130605,0.921978467999288,0.9207373212321232
visa,1,4,B,12,0.3489125550540865,0.971597345965857,0.8978909180203553,0.8915253575357536
visa,1,4,S,12,0.3453490349966462,0.9782114612445357,0.8856590471504914,0.8885382013201321
visa,1,4,C,12,0.2967610291657693,0.9680556491511508,0.8403921468039779,0.8184095984598457
visa,1,4,A1_J,12,0.39440054868987523,0.9790581846566994,0.9250768272588893,0.9175164191419141
visa,1,4,TRI_J,12,0.390222142136917,0.9785630919713205,0.9207913810685296,0.9141233773377339
visa,1,4,BAL_J,12,0.39837735530783,0.9802264946146252,0.9248103486559032,0.9171688943894388
visa,1,4,DUP_J,12,0.382145162997015,0.9769193610697574,0.9172431202506468,0.9110218371837183
visa,1,4,DUP_BAL_J,12,0.39440054868987523,0.9790581846566994,0.9250768272588893,0.9175164191419141
visa,1,4,DUP_EXPECTED_J,12,0.382145162997015,0.9769193610697574,0.9172431202506468,0.9110218371837183
visa,1,4,A1_L,12,0.39590589556905753,0.9815241972989805,0.9253391749423882,0.9203430143014302
visa,1,4,DUP_L,12,0.379543361540769,0.9781890737422944,0.9158919029844016,0.9100894389438944
visa,1,4,TRI_L,12,0.3971587713071687,0.98282055232878,0.9242840016719365,0.9232803905390538
visa,1,4,BAL_L,12,0.40821662487436616,0.984876514367369,0.9305927021535186,0.9302054180418042
visa,1,8,B,12,0.37452949957034787,0.9753282869524073,0.9174536233690026,0.9152044004400439
visa,1,8,S,12,0.36159299715845666,0.9802973241929358,0.8984103194692432,0.9005691419141914
visa,1,8,C,12,0.3084150745988151,0.9699787627719588,0.8479700067517636,0.8305482673267326
visa,1,8,A1_J,12,0.4130039351920844,0.9816670759903677,0.9367281824581215,0.9333679592959297
visa,1,8,TRI_J,12,0.4066003500914282,0.9811561631966533,0.9273122445259028,0.9227776677667766
visa,1,8,BAL_J,12,0.4125217040730989,0.9825299630883616,0.931120093925384,0.9261184268426842
visa,1,8,DUP_J,12,0.40459292260489127,0.9799972148014896,0.9316616385179501,0.9286853135313531
visa,1,8,DUP_BAL_J,12,0.4130039351920844,0.9816670759903677,0.9367281824581215,0.9333679592959297
visa,1,8,DUP_EXPECTED_J,12,0.40459292260489127,0.9799972148014896,0.9316616385179501,0.9286853135313531
visa,1,8,A1_L,12,0.41369588460147205,0.9836804521150185,0.9363035568773473,0.9346986248624861
visa,1,8,DUP_L,12,0.4010416661790143,0.9808972516956534,0.93022095698257,0.9274227722772278
visa,1,8,TRI_L,12,0.413277791397565,0.9846056984858826,0.9330413047479359,0.9331360561056107
visa,1,8,BAL_L,12,0.4210943725622122,0.9863626828375374,0.9367180128095912,0.9369328657865789
visa,2,1,B,12,0.2822030448440282,0.952640261559849,0.836412159199902,0.8209178492849284
visa,2,1,S,12,0.30935867663192657,0.9675949279555204,0.8600462070715585,0.8595955170517051
visa,2,1,C,12,0.23966203243646358,0.9608436384942505,0.8183358349188842,0.8007664741474149
visa,2,1,A1_J,12,0.3421622866061597,0.9664761458711392,0.88165449115569,0.8680502750275029
visa,2,1,TRI_J,12,0.34693334212582644,0.9675678381652415,0.8978056567444405,0.8850058030803082
visa,2,1,BAL_J,12,0.35957729681882783,0.9707658526108768,0.9058720222145534,0.8958125137513754
visa,2,1,DUP_J,12,0.323550310890876,0.962015440812543,0.8671563831323627,0.8511570407040704
visa,2,1,DUP_BAL_J,12,0.3421622866061597,0.9664761458711392,0.88165449115569,0.8680502750275029
visa,2,1,DUP_EXPECTED_J,12,0.323550310890876,0.962015440812543,0.8671563831323627,0.8511570407040704
